START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAG
CALLSIGN: N1UR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N1UR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAG DARC/WAG/2020.
QSO: 14151 PH 2020-10-17 1501 N1UR          59 DQ1P          59 E34
QSO: 14200 PH 2020-10-17 1507 N1UR          59 016 DF3TE         59 G46
QSO: 14000 PH 2020-10-17 1508 N1UR          59 21 DK5FT         59 I18
QSO: 14151 PH 2020-10-17 1508 N1UR          59 023 DK6CQ         59 C25
QSO: 14151 PH 2020-10-17 1509 N1UR          59 24 DF7EE         59 F27
QSO: 14000 PH 2020-10-17 1511 N1UR          59 027 DK1LJ         59 C01
QSO: 14000 PH 2020-10-17 1512 N1UR          59 030 DC5PAD        59 T01
QSO: 14151 PH 2020-10-17 1512 N1UR          59 028 DF8ZH         59 F27
QSO: 14151 PH 2020-10-17 1512 N1UR          59 29 DK5PD         59 F27
QSO: 14000 PH 2020-10-17 1513 N1UR          59 032 DL7ATR        59 G26
QSO: 14151 PH 2020-10-17 1513 N1UR          59 034 DL7EM         59 F40
QSO: 14152 PH 2020-10-17 1513 N1UR          59 31 DL1LOD        599 S41
QSO: 14000 PH 2020-10-17 1514 N1UR          59 0035 DH0F          59 B09
QSO: 14000 PH 2020-10-17 1514 N1UR          59 37 DL1RWN        59 Y34
QSO: 14151 PH 2020-10-17 1514 N1UR          59 036 DK1FY         59 H24
QSO: 14000 PH 2020-10-17 1515 N1UR          59 039 DB8AH         59 L06
QSO: 14000 PH 2020-10-17 1515 N1UR          59 042 DF1YQ         59 Y07
QSO: 14151 PH 2020-10-17 1515 N1UR          59 048 DL1PT         59 I04
QSO: 14151 PH 2020-10-17 1516 N1UR          59 041 DK7C          59 D06
QSO: 14200 PH 2020-10-17 1516 N1UR          59 40 DL7UGT        59 D21
QSO: 14000 PH 2020-10-17 1517 N1UR          59 44 DD5AJ         59 G25
QSO: 14151 PH 2020-10-17 1517 N1UR          59 043 DF0W          59 H02
QSO: 14000 PH 2020-10-17 1518 N1UR          59 045 DL8LSK        59 X38
QSO: 14000 PH 2020-10-17 1520 N1UR          59 048 DL7UMA        59 D17
QSO: 14000 PH 2020-10-17 1521 N1UR          59 050 DJ5TM         59 A22
QSO: 14000 PH 2020-10-17 1522 N1UR          59 052 DH8DR         59 O15
QSO: 14000 PH 2020-10-17 1522 N1UR          59 052 DJ7TW         59 P20
QSO: 14000 PH 2020-10-17 1522 N1UR          59 053 DM1PL         59 X37
QSO: 14000 PH 2020-10-17 1523 N1UR          59 056 DK8LX         59 M03
QSO: 14151 PH 2020-10-17 1523 N1UR          59 057 DL4DBM        59 NM
QSO: 14000 PH 2020-10-17 1524 N1UR          59 58 DJ1FZ         59 F16
QSO: 14000 PH 2020-10-17 1524 N1UR          59 059 DL4AO         59 I39
QSO: 14000 PH 2020-10-17 1525 N1UR          59 061 DG6DAF        59 F47
QSO: 14151 PH 2020-10-17 1525 N1UR          59 062 DQ5M          59 C25
QSO: 14000 PH 2020-10-17 1526 N1UR          59 064 DL3AWH        59 X29
QSO: 14151 PH 2020-10-17 1526 N1UR          59 63 DL5OCR        59 H20
QSO: 14000 PH 2020-10-17 1527 N1UR          59 065 DC5IMM        59 S19
QSO: 14151 PH 2020-10-17 1527 N1UR          59 66 DL6FCB        59 F31
QSO: 14000 PH 2020-10-17 1528 N1UR          59 067 DJ5NJ         59 P15
QSO: 14151 PH 2020-10-17 1528 N1UR          59 068 DJ5KW         59 R25
QSO: 14000 PH 2020-10-17 1529 N1UR          59 069 DG9AW         59 T01
QSO: 14000 PH 2020-10-17 1531 N1UR          59 073 DM3XD         59 Y09
QSO: 14151 PH 2020-10-17 1531 N1UR          59 72 DL5ST         59 S57
QSO: 14234 PH 2020-10-17 1531 N1UR          59 074 DL3LAB        59 M15
QSO: 14000 PH 2020-10-17 1532 N1UR          59 075 DL1RTO        59 C30
QSO: 14000 PH 2020-10-17 1533 N1UR          59 076 DJ4WM         59 H61
QSO: 14000 PH 2020-10-17 1533 N1UR          59 077 DM1JS         59 I18
QSO: 14000 PH 2020-10-17 1534 N1UR          59 079 DL1PQ         59 I40
QSO: 14150 PH 2020-10-17 1534 N1UR          59 080 DL8MEF        59 C12
QSO: 14000 PH 2020-10-17 1609 N1UR          59 081 DC1MAR        59 U12
QSO: 14000 PH 2020-10-17 1610 N1UR          59 082 DL4LAB        59 E13
QSO: 14000 PH 2020-10-17 1611 N1UR          59 084 DG2BAS        59 I02
QSO: 14179 PH 2020-10-17 1612 N1UR          59 085 DL2FK         59 P15
QSO: 14000 PH 2020-10-17 1613 N1UR          59 - DJ5NJ         59 P15
QSO: 14000 PH 2020-10-17 1613 N1UR          59 083 DL1TV         59 Y34
QSO: 14200 PH 2020-10-17 1613 N1UR          59 87 DR4O          59 S34
QSO: 14000 PH 2020-10-17 1614 N1UR          59 089 DL6ME         59 D27
QSO: 14178 PH 2020-10-17 1614 N1UR          59 90 DF0RW         59 R17
QSO: 14150 PH 2020-10-17 1616 N1UR          59 001 DL5GA         59 X34
QSO: 14178 PH 2020-10-17 1617 N1UR          59 092 DH7AHK        59 D06
QSO: 14000 PH 2020-10-17 1618 N1UR          59 094 DL6NEJ        59 B08
QSO: 14000 PH 2020-10-17 1619 N1UR          59 096 DL0EO         59 M01
QSO: 14000 PH 2020-10-17 1620 N1UR          59 100 DC3HSB        59 F23
QSO: 14000 PH 2020-10-17 1620 N1UR          59 099 DL1GRC        59 A47
QSO: 14179 PH 2020-10-17 1621 N1UR          59 101 DL1JNA        59 S14
QSO: 14200 PH 2020-10-17 1621 N1UR          59 102 DF5EM         59 L05
QSO: 14000 PH 2020-10-17 1622 N1UR          59 102 DD5RS         59 S04
QSO: 14000 PH 2020-10-17 1622 N1UR          59 103 DG3NCZ        59 B37
QSO: 14000 PH 2020-10-17 1623 N1UR          59 104 DL6ED         59 R15
QSO: 14000 PH 2020-10-17 1624 N1UR          59 105 DG7BBP        59 I04
QSO: 14178 PH 2020-10-17 1624 N1UR          59 106 DK0FR         59 A05
QSO: 14000 PH 2020-10-17 1626 N1UR          59 109 DB1HCL        59 G55
QSO: 14000 PH 2020-10-17 1626 N1UR          59 108 DC3SW         59 P15
QSO: 14178 PH 2020-10-17 1626 N1UR          59 110 DF2RG         59 U18
QSO: 14178 PH 2020-10-17 1626 N1UR          59 111 DG1IU         59 A36
QSO: 14000 PH 2020-10-17 1627 N1UR          59 113 DL2LBK        59 M06
QSO: 14000 PH 2020-10-17 1629 N1UR          59 115 DK4DE         59 H50
QSO: 14000 PH 2020-10-17 1629 N1UR          59 114 DK5OY         59 H05
QSO: 14178 PH 2020-10-17 1629 N1UR          59 006 DR0W          59 T13
QSO: 14000 PH 2020-10-17 1630 N1UR          59 118 DH8LAW        59 M09
QSO: 14000 PH 2020-10-17 1630 N1UR          59 117 DL7FB         59 G50
QSO: 14179 PH 2020-10-17 1630 N1UR          59 119 DL2RPN        59 Y11
QSO: 14179 PH 2020-10-17 1631 N1UR          59 121 DK5EQ         59 O27
QSO: 14200 PH 2020-10-17 1632 N1UR          59 123 DL8UV         59 K36
QSO:  7000 PH 2020-10-17 2051 N1UR          59 125 DC3SW         59 P15
QSO:  7000 PH 2020-10-17 2052 N1UR          59 0126 DL8ULO        59 Z91
QSO:  7000 PH 2020-10-17 2053 N1UR          59 129 DM2BR         59 W24
QSO:  7136 PH 2020-10-17 2053 N1UR          59 128 DF0ID         59 F22
QSO:  7000 PH 2020-10-17 2054 N1UR          59 130 DM1LC         59 U14
QSO:  7136 PH 2020-10-17 2054 N1UR          59 131 DL6HBQ        59 E09
QSO:  7000 PH 2020-10-17 2055 N1UR          59 132 DC5BK         59 T01
QSO:  7136 PH 2020-10-17 2056 N1UR          59 134 DL0FIS        59 A18
QSO:  7000 PH 2020-10-17 2057 N1UR          59 137 DH9JK         59 M15
QSO:  7000 PH 2020-10-17 2057 N1UR          59 136 DK6HS         59 K14
QSO:  7000 PH 2020-10-17 2058 N1UR          59 142 DB4RG         59 B12
QSO:  7000 PH 2020-10-17 2058 N1UR          59 140 DF8AB         59 H62
QSO:  7000 PH 2020-10-17 2058 N1UR          59 139 DG3BZ         59 R09
QSO:  7000 PH 2020-10-17 2058 N1UR          59 141 DJ4DN         59 O05
QSO:  7000 PH 2020-10-17 2100 N1UR          59 146 DL9OLI        59 H21
QSO:  7136 PH 2020-10-17 2101 N1UR          59 147 DJ8WK         59 O16
QSO:  7136 PH 2020-10-17 2101 N1UR          59 148 DL7AWO        59 D06
QSO:  7015 CW 2020-10-17 2113 N1UR          599 149 DC6O          599 K06
QSO:  7018 CW 2020-10-17 2116 N1UR          599 150 DL2VK         599 U07
QSO: 14000 CW 2020-10-18 1103 N1UR          599 151 DL8MF         599 Y28
QSO: 14002 CW 2020-10-18 1103 N1UR          599 152 DD0VS         599 S09
QSO: 14002 CW 2020-10-18 1104 N1UR          599 153 DM3Y          599 Y22
QSO: 14006 CW 2020-10-18 1104 N1UR          599 155 DL4XU         599 E02
QSO: 14002 CW 2020-10-18 1105 N1UR          599 156 DL8DWW        599 S04
QSO: 14002 CW 2020-10-18 1106 N1UR          599 158 DL3JAN        599 S07
QSO: 14047 CW 2020-10-18 1106 N1UR          599 157 DM5MA         599 H32
QSO: 14000 CW 2020-10-18 1107 N1UR          599 159 DL0FTL        599 S27
QSO: 14000 CW 2020-10-18 1107 N1UR          599 160 DL3MB         599 K10
QSO: 14002 CW 2020-10-18 1108 N1UR          599 161 DL5RMH        599 U08
QSO: 14000 CW 2020-10-18 1109 N1UR          599 161 DH3MS         599 T19
QSO: 14002 CW 2020-10-18 1109 N1UR          599 163 DL4FN         599 F35
QSO: 14002 CW 2020-10-18 1110 N1UR          599 165 DF1LON        599 R11
QSO: 14002 CW 2020-10-18 1110 N1UR          599 164 DL3YM         599 A24
QSO: 14002 CW 2020-10-18 1110 N1UR          599 166 DP6T          599 F49
QSO: 14000 CW 2020-10-18 1111 N1UR          599 168 DK4PL         599 S05
QSO: 14002 CW 2020-10-18 1111 N1UR          599 167 DM1AA         599 F27
QSO: 14000 CW 2020-10-18 1112 N1UR          599 169 DK5KF         599 G03
QSO: 14000 CW 2020-10-18 1112 N1UR          599 171 DL1SL         599 P19
QSO: 14002 CW 2020-10-18 1112 N1UR          599 170 DL2FQ         599 F16
QSO: 14002 CW 2020-10-18 1114 N1UR          599 174 DL6RAI        599 U08
QSO: 14000 CW 2020-10-18 1115 N1UR          599 172 DK4CU         599 O12
QSO: 14002 CW 2020-10-18 1115 N1UR          599 175 DL5KBO        599 G07
QSO: 14000 CW 2020-10-18 1116 N1UR          599 176 DL1YCF        599 K16
QSO: 14002 CW 2020-10-18 1117 N1UR          599 177 DL1DAW        599 O47
QSO: 14000 CW 2020-10-18 1118 N1UR          599 179 DL1AVH        599 X42
QSO: 14000 CW 2020-10-18 1119 N1UR          599 179 DL2DXA        599 S01
QSO: 14002 CW 2020-10-18 1119 N1UR          599 180 DR7T          599 O47
QSO: 14000 CW 2020-10-18 1123 N1UR          599 182 DL6HCC        599 E14
QSO: 14002 CW 2020-10-18 1123 N1UR          599 184 DJ5MO         599 I43
QSO: 14002 CW 2020-10-18 1123 N1UR          599 183 DL3KWR        599 V11
QSO: 14002 CW 2020-10-18 1124 N1UR          599 185 DL8WAA        599 S41
QSO: 14002 CW 2020-10-18 1125 N1UR          599 186 DK6QW         599 L03
QSO: 14002 CW 2020-10-18 1125 N1UR          599 187 DL2SWR        599 V13
QSO: 14002 CW 2020-10-18 1125 N1UR          599 188 DR5X          599 M11
QSO: 14000 CW 2020-10-18 1126 N1UR          599 189 DL8UIL        599 Y24
QSO: 14002 CW 2020-10-18 1126 N1UR          599 190 DL4WA         599 X28
QSO: 14000 CW 2020-10-18 1128 N1UR          599 193 DJ1SL         599 H48
QSO: 14000 CW 2020-10-18 1128 N1UR          599 192 DL1FMG        599 F52
QSO: 14000 CW 2020-10-18 1128 N1UR          599 191 DL2HWI        599 W29
QSO: 14000 CW 2020-10-18 1129 N1UR          599 195 DL9MWG        599 W10
QSO: 14002 CW 2020-10-18 1129 N1UR          599 194 DJ1OJ         599 C25
QSO: 14002 CW 2020-10-18 1129 N1UR          599 196 DK7TY         599 D06
QSO: 14000 CW 2020-10-18 1130 N1UR          599 198 DL3RHN        599 V22
QSO: 14002 CW 2020-10-18 1130 N1UR          599 197 DK4SR         599 F24
QSO: 14000 CW 2020-10-18 1131 N1UR          599 200 DH5MM         599 NM
QSO: 14000 CW 2020-10-18 1131 N1UR          599 199 DK3CC         599 F38
QSO: 14002 CW 2020-10-18 1133 N1UR          599 201 DF6QV         599 N15
QSO: 14002 CW 2020-10-18 1133 N1UR          599 202 DL5JS         599 R01
QSO: 14000 CW 2020-10-18 1134 N1UR          599 203 DL3YEE        599 N43
END-OF-LOG:
