START-OF-LOG: 3.0
CATEGORY: Single operator, CW, low power
CONTEST: WAG
CALLSIGN: SP9KJU
LOCATION: DX
CLUB:
CLAIMED-SCORE:
OPERATORS: sp9mdy
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR, modified by DXHF upload.
QSO:  7000 CW 2022-10-16 0744 SP9KJU        599         001 DL6RAI          599         U08
QSO:  7000 CW 2022-10-16 0747 SP9KJU        599         002 DL1CW           599         P51
QSO:  7000 CW 2022-10-16 0748 SP9KJU        599         003 DK2FG           599         N05
QSO:  7000 CW 2022-10-16 0749 SP9KJU        599         004 DG3T            599         F43
QSO:  7000 CW 2022-10-16 0752 SP9KJU        599         005 DF4ZL           599         F16
QSO:  7000 CW 2022-10-16 0757 SP9KJU        599         006 DL0FTL          599         S27
QSO:  7000 CW 2022-10-16 0758 SP9KJU        599         007 DJ5MO           599         I43
QSO:  7000 CW 2022-10-16 0759 SP9KJU        599         008 DL5NO           599         C13
QSO:  7000 CW 2022-10-16 0801 SP9KJU        599         009 DL5BAW/P        599         I53
QSO:  7000 CW 2022-10-16 0805 SP9KJU        599         010 DL1JHQ          599         S54
QSO:  7000 CW 2022-10-16 0806 SP9KJU        599         011 DF1GRA          599         R11
QSO:  7000 CW 2022-10-16 0809 SP9KJU        599         012 DD5M            599        CM21
QSO:  7000 CW 2022-10-16 0810 SP9KJU        599         013 DM3M            599         Q07
QSO:  7000 CW 2022-10-16 0811 SP9KJU        599         014 DL6AG           599         S44
QSO:  7000 CW 2022-10-16 0812 SP9KJU        599         015 DM3F            599         S07
QSO:  7000 CW 2022-10-16 0814 SP9KJU        599         016 DJ2AX           599         X20
QSO:  7000 CW 2022-10-16 0816 SP9KJU        599         017 DL2FQ           599         F16
QSO:  7000 CW 2022-10-16 0818 SP9KJU        599         018 DL6JZ           599         S07
QSO:  7000 CW 2022-10-16 0819 SP9KJU        599         019 DL6FA           599         F38
QSO:  7000 CW 2022-10-16 0822 SP9KJU        599         020 DK4YF           599         C11
QSO:  7000 CW 2022-10-16 0825 SP9KJU        599         021 DL1DTL          599         S01
QSO:  7000 CW 2022-10-16 0829 SP9KJU        599         022 DF6RI           599         U15
QSO:  7000 CW 2022-10-16 0832 SP9KJU        599         023 DJ1SL           599         H48
QSO:  7000 CW 2022-10-16 0834 SP9KJU        599         024 DJ7PR           599         T13
QSO:  7000 CW 2022-10-16 1101 SP9KJU        599         025 DF8AE           599         N01
QSO:  7000 CW 2022-10-16 1102 SP9KJU        599         026 DJ2FR           599         C06
QSO:  7000 CW 2022-10-16 1105 SP9KJU        599         027 DL6UKL          599         Z86
QSO:  7000 CW 2022-10-16 1106 SP9KJU        599         028 DM7M            599         S48
QSO:  7000 CW 2022-10-16 1110 SP9KJU        599         029 DD2ML           599         C15
QSO:  7000 CW 2022-10-16 1112 SP9KJU        599         030 DL4KWA          599         V07
QSO: 14000 CW 2022-10-16 1120 SP9KJU        599         031 DL5IAH          599         K09
QSO: 14000 CW 2022-10-16 1124 SP9KJU        599         032 DP7D            599         L05
QSO: 14000 CW 2022-10-16 1125 SP9KJU        599         033 DF7DJ           599         O47
QSO: 14000 CW 2022-10-16 1130 SP9KJU        599         034 DM3X            599         V11
QSO: 14000 CW 2022-10-16 1132 SP9KJU        599         035 DD2ML           599         C15
QSO: 14000 CW 2022-10-16 1135 SP9KJU        599         036 DF1HC           599         E29
QSO: 14000 CW 2022-10-16 1137 SP9KJU        599         037 DL6KVA          599         V01
QSO: 14000 CW 2022-10-16 1138 SP9KJU        599         038 DL6RAI          599         U08
QSO: 14000 CW 2022-10-16 1141 SP9KJU        599         039 DL3RHN          599         V22
QSO: 14000 CW 2022-10-16 1141 SP9KJU        599         040 DL5YL           599         Y21
QSO: 14000 CW 2022-10-16 1143 SP9KJU        599         041 DK8ZZ           599         K07
END-OF-LOG:
