START-OF-LOG: 3.0
CATEGORY: Single operator, mixed, low power
CONTEST: WAG
SPECIFIC: S22
CALLSIGN: DA3T
CLAIMED-SCORE: 631680
CREATED-BY: UcxLog 8.23, modified by DXHF upload.
OPERATORS: DL8DXL
CLUB: BAVARIAN CONTEST CLUB
QSO: 28000 CW 2022-10-15 1502 DA3T          599 S22    DM3F          599 S07
QSO: 28000 CW 2022-10-15 1503 DA3T          599 S22    LZ1QN         599 007
QSO: 28000 CW 2022-10-15 1504 DA3T          599 S22    DL1VDL        599 S06
QSO: 28000 CW 2022-10-15 1506 DA3T          599 S22    NS2N          599 000
QSO: 28000 CW 2022-10-15 1507 DA3T          599 S22    4X6FR         599 007
QSO: 28000 CW 2022-10-15 1508 DA3T          599 S22    FY5KE         599 001
QSO: 28000 CW 2022-10-15 1512 DA3T          599 S22    CT7/G4BJM     599 007
QSO: 28000 CW 2022-10-15 1513 DA3T          599 S22    K3AJ          599 019
QSO: 28000 CW 2022-10-15 1514 DA3T          599 S22    NR4M          599 029
QSO: 28000 CW 2022-10-15 1515 DA3T          599 S22    OH6LI         599 002
QSO: 28000 CW 2022-10-15 1516 DA3T          599 S22    DQ1A          599 L03
QSO: 28000 CW 2022-10-15 1518 DA3T          599 S22    DL2DX         599 S07
QSO: 28000 CW 2022-10-15 1519 DA3T          599 S22    4Z4DX         599 002
QSO: 28000 CW 2022-10-15 1520 DA3T          599 S22    VE3AT         599 011
QSO: 28000 CW 2022-10-15 1522 DA3T          599 S22    W2CDO         599 031
QSO: 28000 CW 2022-10-15 1522 DA3T          599 S22    W5GN          599 029
QSO: 28000 CW 2022-10-15 1523 DA3T          599 S22    N4RV          599 038
QSO: 28000 CW 2022-10-15 1524 DA3T          599 S22    K3WW          599 044
QSO: 28000 CW 2022-10-15 1526 DA3T          599 S22    VE3NE         599 001
QSO: 28000 CW 2022-10-15 1526 DA3T          599 S22    K3PA          599 047
QSO: 21000 CW 2022-10-15 1528 DA3T          599 S22    DJ2IA         599 F43
QSO: 28000 CW 2022-10-15 1529 DA3T          599 S22    N3RS          599 053
QSO: 21000 CW 2022-10-15 1531 DA3T          599 S22    NC1CC         599 012
QSO: 21000 CW 2022-10-15 1531 DA3T          599 S22    CT7/DL6IAK    599 036
QSO: 21000 CW 2022-10-15 1532 DA3T          599 S22    UA9CTT        599 034
QSO: 21000 CW 2022-10-15 1533 DA3T          599 S22    YO7ARZ        599 009
QSO: 21000 CW 2022-10-15 1535 DA3T          599 S22    NR3X          599 034
QSO: 21000 CW 2022-10-15 1537 DA3T          599 S22    NR4M          599 072
QSO: 21000 CW 2022-10-15 1539 DA3T          599 S22    K1GU          599 020
QSO: 21000 CW 2022-10-15 1540 DA3T          599 S22    K6MM          599 010
QSO: 21000 CW 2022-10-15 1542 DA3T          599 S22    4X6FR         599 073
QSO: 21000 CW 2022-10-15 1544 DA3T          599 S22    EA3FZT        599 018
QSO: 21000 CW 2022-10-15 1545 DA3T          599 S22    EW1I          599 045
QSO: 21000 CW 2022-10-15 1547 DA3T          599 S22    N3RD          599 103
QSO: 21000 CW 2022-10-15 1548 DA3T          599 S22    WB2FUV        599 003
QSO: 21000 CW 2022-10-15 1550 DA3T          599 S22    DD5M          599 CM21
QSO: 28000 CW 2022-10-15 1552 DA3T          599 S22    SM2M          599 088
