START-OF-LOG: 3.0
CATEGORY: Single operator, mixed, low power
CONTEST: WAG
SPECIFIC: B13
CALLSIGN: DA0W
OPERATORS: DL2RMC
CLAIMED-SCORE: 1126428
CREATED-BY: UcxLog 8.23, modified by DXHF upload.
CLUB: BAVARIAN CONTEST CLUB
GRID-LOCATOR: JN59IF
QSO: 28000 CW 2022-10-15 1500 DA0W          599 B13    K3AJ          599 002
QSO: 28000 CW 2022-10-15 1501 DA0W          599 B13    KM5G          599 001
QSO: 28000 CW 2022-10-15 1501 DA0W          599 B13    SM2M          599 002
QSO: 28000 CW 2022-10-15 1501 DA0W          599 B13    N4RV          599 3
QSO: 28000 CW 2022-10-15 1502 DA0W          599 B13    NK4O          599 001
QSO: 28000 CW 2022-10-15 1503 DA0W          599 B13    N3RS          599 004
QSO: 28000 CW 2022-10-15 1503 DA0W          599 B13    VE3VN         599 4
QSO: 28000 CW 2022-10-15 1505 DA0W          599 B13    DK8NT         599 B25
QSO: 28000 CW 2022-10-15 1505 DA0W          599 B13    DF2AJ         599 P51
QSO: 28000 CW 2022-10-15 1506 DA0W          599 B13    SP7M          599 004
QSO: 28000 CW 2022-10-15 1509 DA0W          599 B13    4X6FR         599 10
QSO: 28000 CW 2022-10-15 1510 DA0W          599 B13    FY5KE         599 006
QSO: 21000 CW 2022-10-15 1510 DA0W          599 B13    AA3W          599 31
QSO: 21000 CW 2022-10-15 1512 DA0W          599 B13    OY1CT         599 11
QSO: 21000 CW 2022-10-15 1513 DA0W          599 B13    DA0M          599 Z90
QSO: 21000 CW 2022-10-15 1514 DA0W          599 B13    SV5TH         599 000
QSO: 28000 CW 2022-10-15 1518 DA0W          599 B13    PY1DX         599 16
QSO: 21000 CW 2022-10-15 1521 DA0W          599 B13    VE9KK         599 7
QSO: 21000 CW 2022-10-15 1522 DA0W          599 B13    UA9CTT        599 024
QSO: 21000 CW 2022-10-15 1522 DA0W          599 B13    AA3B          599 64
QSO: 21000 CW 2022-10-15 1523 DA0W          599 B13    DF6PB         599 K14
QSO: 21000 CW 2022-10-15 1524 DA0W          599 B13    DL6JZ         599 S07
QSO: 21000 CW 2022-10-15 1526 DA0W          599 B13    YL7X          599 044
QSO: 21000 CW 2022-10-15 1526 DA0W          599 B13    SP7M          599 019
QSO: 21000 CW 2022-10-15 1529 DA0W          599 B13    R5GR          599 000
QSO: 21000 CW 2022-10-15 1530 DA0W          599 B13    SV1ENG        599 37
QSO: 21000 CW 2022-10-15 1530 DA0W          599 B13    CT7/DL6IAK    599 034
QSO: 21000 CW 2022-10-15 1531 DA0W          599 B13    EW1I          599 029
QSO: 21000 CW 2022-10-15 1532 DA0W          599 B13    9A1AA         599 32
QSO: 21000 CW 2022-10-15 1533 DA0W          599 B13    YU5R          599 036
QSO: 21000 CW 2022-10-15 1534 DA0W          599 B13    TA3ST         599 014
QSO: 21000 CW 2022-10-15 1534 DA0W          599 B13    DL1CW         599 P51
QSO: 21000 CW 2022-10-15 1535 DA0W          599 B13    N0BUI         599 05
QSO: 21000 CW 2022-10-15 1535 DA0W          599 B13    S53V          599 34
QSO: 21000 CW 2022-10-15 1536 DA0W          599 B13    W0YJT         599 006
QSO: 21000 CW 2022-10-15 1536 DA0W          599 B13    K1ZZ          599 061
QSO: 21000 CW 2022-10-15 1537 DA0W          599 B13    W2AAB         599 003
QSO: 21000 CW 2022-10-15 1537 DA0W          599 B13    M8A           599 024
QSO: 21000 CW 2022-10-15 1538 DA0W          599 B13    N3AM          599 18
QSO: 21000 CW 2022-10-15 1538 DA0W          599 B13    R4KO          599 055
QSO: 21000 CW 2022-10-15 1539 DA0W          599 B13    UC4L          599 046
QSO: 21000 CW 2022-10-15 1539 DA0W          599 B13    N8UM          599 39
QSO: 21000 CW 2022-10-15 1540 DA0W          599 B13    VE3TM         599 032
QSO: 21000 CW 2022-10-15 1540 DA0W          599 B13    K3WW          599 78
QSO: 21000 CW 2022-10-15 1540 DA0W          599 B13    RX9CC         599 025
QSO: 21000 CW 2022-10-15 1541 DA0W          599 B13    EA4FL         599 004
QSO: 21000 CW 2022-10-15 1541 DA0W          599 B13    N5AW          599 45
QSO: 21000 CW 2022-10-15 1542 DA0W          599 B13    OH3MZ         599 014
QSO: 21000 CW 2022-10-15 1543 DA0W          599 B13    K4WG          599 002
QSO: 21000 CW 2022-10-15 1543 DA0W          599 B13    OK2TJ         599 014
QSO: 21000 CW 2022-10-15 1545 DA0W          599 B13    SM5DXR        599 002
QSO: 21000 CW 2022-10-15 1545 DA0W          599 B13    W5DXS         599 008
QSO: 21000 CW 2022-10-15 1545 DA0W          599 B13    OL8R          599 059
QSO: 21000 CW 2022-10-15 1546 DA0W          599 B13    K4WW          599 23
QSO: 21000 CW 2022-10-15 1546 DA0W          599 B13    W2CO          599 05
QSO: 21000 CW 2022-10-15 1546 DA0W          599 B13    K5LH          599 004
QSO: 21000 CW 2022-10-15 1547 DA0W          599 B13    YR2X          599 12
QSO: 21000 CW 2022-10-15 1547 DA0W          599 B13    K2MK          599 59
QSO: 21000 CW 2022-10-15 1548 DA0W          599 B13    F6AUS         599 025
QSO: 21000 CW 2022-10-15 1549 DA0W          599 B13    NS0R          599 5
