START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: LZ2PS
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: LZ2PS
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2025.
QSO: 14012 CW 2025-07-12 1800 LZ2PS         599 28 A60HQ         599 EARS
QSO: 14017 CW 2025-07-12 2051 LZ2PS         599 28 R4HQ          599 SRR
QSO: 14017 CW 2025-07-12 2051 LZ2PS         599 28 R4HQ          599 SRR
QSO: 14054 CW 2025-07-12 2054 LZ2PS         599 28 K3MM          599 08
QSO: 14067 CW 2025-07-12 2054 LZ2PS         599 28 OG6N          599 18
QSO: 14007 CW 2025-07-12 2056 LZ2PS         599 28 VE3JM         599 4
QSO: 14026 CW 2025-07-12 2104 LZ2PS         599 28 W1AW/KP4      599 ARRL
QSO: 14027 CW 2025-07-12 2107 LZ2PS         599 28 MI5I          599 27
QSO: 14041 CW 2025-07-12 2109 LZ2PS         599 28 M/NP4Z        599 27
QSO: 14042 CW 2025-07-12 2109 LZ2PS         599 28 VA2EBI        599 04
QSO: 14051 CW 2025-07-12 2110 LZ2PS         599 28 K3WW          599 08
QSO: 14055 CW 2025-07-12 2112 LZ2PS         599 28 ZW5B          599 15
QSO: 14056 CW 2025-07-12 2116 LZ2PS         599 28 K9RS          599 08
QSO: 14055 CW 2025-07-12 2117 LZ2PS         599 28 PJ2HQ         599 VRONA
QSO: 14052 CW 2025-07-12 2157 LZ2PS         599 28 W1GD          599 08
QSO: 14047 CW 2025-07-12 2158 LZ2PS         599 28 K2NV          599 08
QSO: 14037 CW 2025-07-12 2200 LZ2PS         599 28 CR6K          599 37
QSO: 14001 CW 2025-07-12 2201 LZ2PS         599 28 NP2X          599 11
QSO: 14005 CW 2025-07-12 2202 LZ2PS         599 28 UP2L          599 30
QSO: 14003 CW 2025-07-12 2207 LZ2PS         599 28 K8AZ          599 8
QSO: 14022 CW 2025-07-12 2209 LZ2PS         599 28 W1KM          599 08
QSO: 14046 CW 2025-07-12 2212 LZ2PS         599 28 K1IMI         599 08
QSO: 14030 CW 2025-07-12 2214 LZ2PS         599 28 S50HQ         599 ZRS
QSO: 14045 CW 2025-07-12 2215 LZ2PS         599 28 W1QK          599 08
QSO: 14054 CW 2025-07-12 2217 LZ2PS         599 28 WP3C          599 11
QSO: 14057 CW 2025-07-12 2217 LZ2PS         599 28 K1DG          599 8
QSO: 14000 CW 2025-07-12 2218 LZ2PS         599 28 WK2G          599 08
QSO: 14003 CW 2025-07-12 2221 LZ2PS         599 28 N6MJ          599 8
QSO: 14006 CW 2025-07-12 2223 LZ2PS         599 28 ND3T          599 8
QSO: 14014 CW 2025-07-12 2224 LZ2PS         599 28 VY2TT         599 9
QSO: 14015 CW 2025-07-12 2224 LZ2PS         599 28 K1RM          599 08
QSO: 14025 CW 2025-07-12 2226 LZ2PS         599 28 LC2W          599 18
QSO: 14044 CW 2025-07-12 2227 LZ2PS         599 28 BH7FFR        599 44
QSO: 14044 CW 2025-07-12 2227 LZ2PS         599 28 K4AB          599 08
QSO: 14046 CW 2025-07-12 2355 LZ2PS         599 28 VE3EY         599 04
QSO: 14024 CW 2025-07-12 2358 LZ2PS         599 28 TM29X         599 27
QSO: 14000 CW 2025-07-13 0001 LZ2PS         599 28 HC2GRC        599 GRC
QSO: 14023 CW 2025-07-13 0003 LZ2PS         599 28 KM5G          599 07
QSO: 14022 CW 2025-07-13 0004 LZ2PS         599 28 WI0WA         599 07
QSO: 14024 CW 2025-07-13 0005 LZ2PS         599 28 TM29X         599 27
QSO: 14033 CW 2025-07-13 0007 LZ2PS         599 28 WS9M          599 08
QSO: 14069 CW 2025-07-13 0010 LZ2PS         599 28 NN3W          599 08
QSO: 14044 CW 2025-07-13 0012 LZ2PS         599 28 W4NF          599 08
QSO: 14057 CW 2025-07-13 0014 LZ2PS         599 28 K9OM          599 08
QSO: 14045 CW 2025-07-13 0133 LZ2PS         599 28 NU1AW         599 IARU
QSO: 14012 CW 2025-07-13 0139 LZ2PS         599 28 UP4L          599 30
QSO: 14028 CW 2025-07-13 0140 LZ2PS         599 28 UA9CDC        599 30
QSO: 14054 CW 2025-07-13 0147 LZ2PS         599 28 XE1CRG        599 10
QSO: 14006 CW 2025-07-13 0355 LZ2PS         599 28 WP3Z          599 11
QSO: 14011 CW 2025-07-13 0356 LZ2PS         599 28 RM9A          599 30
QSO: 14011 CW 2025-07-13 0357 LZ2PS         599 28 5B/WJ2O       599 39
QSO: 14014 CW 2025-07-13 0358 LZ2PS         599 28 RW0AR         599 32
QSO: 14017 CW 2025-07-13 0359 LZ2PS         599 28 R9GM          599 29
QSO: 14025 CW 2025-07-13 0403 LZ2PS         599 28 P3F           599 39
QSO: 14025 CW 2025-07-13 0404 LZ2PS         599 28 RC9T          599 30
QSO: 14037 CW 2025-07-13 0405 LZ2PS         599 28 RX9WN         599 30
QSO: 14038 CW 2025-07-13 0406 LZ2PS         599 28 P44W          599 11
QSO: 14047 CW 2025-07-13 0408 LZ2PS         599 28 UN8PT         599 30
QSO: 14042 CW 2025-07-13 0414 LZ2PS         599 28 ZL6HQ         599 NZART
QSO: 14047 CW 2025-07-13 0425 LZ2PS         599 28 VL2G          599 59
QSO: 14009 CW 2025-07-13 0427 LZ2PS         599 28 RN4HAB        599 30
QSO: 14009 CW 2025-07-13 0427 LZ2PS         599 28 UA9AT         599 30
QSO: 14037 CW 2025-07-13 0430 LZ2PS         599 28 RT4F          599 29
QSO: 14026 CW 2025-07-13 0432 LZ2PS         599 28 LA2AB         599 18
QSO: 14029 CW 2025-07-13 0433 LZ2PS         599 28 RW9DX         599 30
QSO: 14040 CW 2025-07-13 0436 LZ2PS         599 28 EA3EE         599 37
QSO: 14006 CW 2025-07-13 0438 LZ2PS         599 28 4X1DX         599 39
QSO: 14014 CW 2025-07-13 0444 LZ2PS         599 28 4X5IB         599 39
QSO: 14014 CW 2025-07-13 0445 LZ2PS         599 28 UD8A          599 30
QSO: 14000 CW 2025-07-13 0446 LZ2PS         599 28 RX6AM         599 29
QSO: 14034 CW 2025-07-13 0449 LZ2PS         599 28 OG1F          599 18
QSO: 14046 CW 2025-07-13 0450 LZ2PS         599 28 4Z4AK         599 39
QSO: 14027 CW 2025-07-13 0454 LZ2PS         599 28 R8WX          599 30
QSO: 14001 CW 2025-07-13 0456 LZ2PS         599 28 UN3M          599 30
QSO: 14049 CW 2025-07-13 0458 LZ2PS         599 28 RQ4C          599 29
QSO: 14051 CW 2025-07-13 0527 LZ2PS         599 28 ES9A          599 ERAU
QSO: 14014 CW 2025-07-13 0531 LZ2PS         599 28 3Z1K          599 28
QSO: 14000 CW 2025-07-13 0532 LZ2PS         599 28 SN0HQ         599 PZK
QSO: 14021 CW 2025-07-13 0532 LZ2PS         599 28 EA2AZ         599 37
QSO: 14028 CW 2025-07-13 0534 LZ2PS         599 28 SP1NY         599 28
QSO: 14044 CW 2025-07-13 0537 LZ2PS         599 28 RN0D          599 33
QSO: 14036 CW 2025-07-13 0539 LZ2PS         599 28 RC6U          599 29
QSO: 14038 CW 2025-07-13 0539 LZ2PS         599 28 G1A           599 27
QSO: 14032 CW 2025-07-13 0541 LZ2PS         599 28 PA3FQA        599 27
QSO: 14034 CW 2025-07-13 0543 LZ2PS         599 28 YL2GD         599 29
QSO: 14000 CW 2025-07-13 0544 LZ2PS         599 28 YL5W          599 29
QSO: 14042 CW 2025-07-13 0544 LZ2PS         599 28 DL2NBY        599 28
QSO: 14041 CW 2025-07-13 0545 LZ2PS         599 28 UI3A          599 29
QSO: 14044 CW 2025-07-13 0546 LZ2PS         599 28 IO8O          599 28
QSO: 14000 CW 2025-07-13 0547 LZ2PS         599 28 RC9J          599 21
QSO: 14053 CW 2025-07-13 0548 LZ2PS         599 28 RU1A          599 29
QSO: 14062 CW 2025-07-13 0549 LZ2PS         599 28 LY6C          599 29
QSO: 14056 CW 2025-07-13 0557 LZ2PS         599 28 EU4E          599 29
QSO: 14056 CW 2025-07-13 0627 LZ2PS         599 28 IZ4OSH        599 28
QSO: 14058 CW 2025-07-13 0628 LZ2PS         599 28 OE0HQ         599 OV
QSO: 14069 CW 2025-07-13 0631 LZ2PS         599 28 ON8GA         599 27
QSO: 14000 CW 2025-07-13 0636 LZ2PS         599 28 DK0PO         599 28
QSO: 14038 CW 2025-07-13 0638 LZ2PS         599 28 DF6PB         599 28
QSO: 14037 CW 2025-07-13 0639 LZ2PS         599 28 DL5JS         599 28
QSO: 14014 CW 2025-07-13 0641 LZ2PS         599 28 I3FIY         599 28
QSO: 14004 CW 2025-07-13 0644 LZ2PS         599 28 I1NVU         599 28
QSO: 14011 CW 2025-07-13 0646 LZ2PS         599 28 EU8U          599 29
QSO: 14015 CW 2025-07-13 0900 LZ2PS         599 28 OH3OJ         599 18
QSO: 14037 CW 2025-07-13 0914 LZ2PS         599 28 HF5WIM        599 28
QSO: 14000 CW 2025-07-13 0918 LZ2PS         599 28 OK1OPT        599 28
QSO: 14057 CW 2025-07-13 0921 LZ2PS         599 28 DR0W          599 28
QSO: 14000 CW 2025-07-13 0923 LZ2PS         599 28 SM6EAN        599 AC
QSO: 14047 CW 2025-07-13 0927 LZ2PS         599 28 HA8TP         599 28
QSO: 14036 CW 2025-07-13 0929 LZ2PS         599 28 OE5TXF        599 28
QSO: 14036 CW 2025-07-13 0930 LZ2PS         599 28 4U1A          599 28
QSO: 14021 CW 2025-07-13 0931 LZ2PS         599 28 OK1KKI        599 28
QSO: 14023 CW 2025-07-13 0942 LZ2PS         599 28 IP8R          599 28
QSO: 14026 CW 2025-07-13 0944 LZ2PS         599 28 IP4A          599 28
QSO: 14026 CW 2025-07-13 0945 LZ2PS         599 28 OK2EA         599 28
QSO: 14034 CW 2025-07-13 1006 LZ2PS         599 28 E7HQ          599 ARABH
QSO: 14055 CW 2025-07-13 1013 LZ2PS         599 28 9A1AA         599 28
QSO: 14019 CW 2025-07-13 1018 LZ2PS         599 28 UR7R          599 29
QSO: 14022 CW 2025-07-13 1018 LZ2PS         599 28 HG5D          599 28
QSO: 14009 CW 2025-07-13 1020 LZ2PS         599 28 OL3R          599 28
QSO: 14016 CW 2025-07-13 1040 LZ2PS         599 28 HG0HQ         599 MRASZ
QSO: 14031 CW 2025-07-13 1043 LZ2PS         599 28 9A0HQ         599 HRS
QSO: 14044 CW 2025-07-13 1046 LZ2PS         599 28 ER7HQ         599 ARM
QSO: 14062 CW 2025-07-13 1049 LZ2PS         599 28 DM7A          599 28
QSO: 14051 CW 2025-07-13 1052 LZ2PS         599 28 EW1I          599 29
QSO: 14040 CW 2025-07-13 1053 LZ2PS         599 28 SP5CNA        599 28
QSO: 14004 CW 2025-07-13 1056 LZ2PS         599 28 YQ8E          599 28
QSO: 14023 CW 2025-07-13 1059 LZ2PS         599 28 DJ0IF         599 28
QSO: 14023 CW 2025-07-13 1100 LZ2PS         599 28 OM0WR         599 28
QSO: 14000 CW 2025-07-13 1102 LZ2PS         599 28 Z30HQ         599 RSM
QSO: 14028 CW 2025-07-13 1104 LZ2PS         599 28 SP5LST        599 28
QSO: 14000 CW 2025-07-13 1105 LZ2PS         599 28 SP3HRN        599 28
QSO: 14044 CW 2025-07-13 1107 LZ2PS         599 28 OK1OA         599 28
QSO: 14046 CW 2025-07-13 1109 LZ2PS         599 28 S53R          599 28
QSO: 14000 CW 2025-07-13 1110 LZ2PS         599 28 DL9ZP         599 28
QSO: 14044 CW 2025-07-13 1113 LZ2PS         599 28 R7MM          599 29
END-OF-LOG:
