START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ALPE ADRIA VHF - Official results - VHFManager
CALLSIGN: 9A3SM
CATEGORY: 145 MHz - fixed and portable stations /max. PWR : 50W OUTPUT
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144300 PH 2014-08-03 0703 9A3SM         59  1 JN85FW   OE/OL1P       59  6 JN77UQ  
QSO: 144300 PH 2014-08-03 0705 9A3SM         59  2 JN85FW   9A3DF         59  5 JN86HF  
QSO: 144300 PH 2014-08-03 0707 9A3SM         59  3 JN85FW   HA2R          59  10 JN87UE 
QSO: 144300 PH 2014-08-03 0709 9A3SM         59  4 JN85FW   HG1W          59  6 JN87GF  
QSO: 144300 PH 2014-08-03 0710 9A3SM         59  5 JN85FW   OE6KME/P      59  11 JN76UV 
QSO: 144100 CW 2014-08-03 0715 9A3SM         599 6 JN85FW   9A2U          599 5 JN74UT  
QSO: 144100 CW 2014-08-03 0717 9A3SM         599 7 JN85FW   9A0V          599 9 JN95PE  
QSO: 144100 CW 2014-08-03 0720 9A3SM         599 8 JN85FW   HA7MB         599 3 KN07BM  
QSO: 144100 CW 2014-08-03 0722 9A3SM         599 9 JN85FW   S57Q          599 14 JN76PB 
QSO: 144100 CW 2014-08-03 0725 9A3SM         599 10 JN85FW  S53V          599 22 JN76UH 
QSO: 144300 PH 2014-08-03 0740 9A3SM         59  11 JN85FW  S59R          59  55 JN76OM 
QSO: 144300 PH 2014-08-03 0742 9A3SM         59  12 JN85FW  E73LM         59  19 JN85FC 
QSO: 144300 PH 2014-08-03 0744 9A3SM         59  13 JN85FW  HG6Z          59  38 JN97WV 
QSO: 144300 PH 2014-08-03 0745 9A3SM         59  14 JN85FW  HG1Z          59  61 JN86KU 
QSO: 144300 PH 2014-08-03 0748 9A3SM         59  15 JN85FW  9A1E          59  35 JN85QT 
QSO: 144300 PH 2014-08-03 0750 9A3SM         59  16 JN85FW  9A3RU/P       59  44 JN85PK 
QSO: 144300 PH 2014-08-03 0752 9A3SM         59  17 JN85FW  9A1I          59  33 JN85FS 
QSO: 144300 PH 2014-08-03 0755 9A3SM         59  18 JN85FW  S56P          59  66 JN76PO 
QSO: 144300 PH 2014-08-03 0756 9A3SM         59  19 JN85FW  E76AA         59  41 JN84SG 
