START-OF-LOG: 3.0
CONTEST: ARRL-160
LOCATION: NNJ
CALLSIGN: W2ID
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CREATED-BY: N1MM LOGGER+ 1.0.7342.0
CLUB: Frankford Radio Club
OPERATORS: W2ID
HQ-CATEGORY: Single Operator, High Power
HQ-GRID-LOCATOR: FN20ot
QSO: 1823 CW 2019-12-07 2303 W2ID 599 NNJ ZF9CW 599
QSO: 1821 CW 2019-12-07 2304 W2ID 599 NNJ N2SR 599 SNJ
QSO: 1827 CW 2019-12-07 2304 W2ID 599 NNJ NO3M 599 WPA
QSO: 1828 CW 2019-12-07 2305 W2ID 599 NNJ VE3MV 599 GTA
QSO: 1828 CW 2019-12-07 2305 W2ID 599 NNJ K3CT 599 EPA
QSO: 1828 CW 2019-12-07 2305 W2ID 599 NNJ W3KB 599 EPA
QSO: 1828 CW 2019-12-07 2306 W2ID 599 NNJ N4ZZ 599 TN
QSO: 1828 CW 2019-12-07 2306 W2ID 599 NNJ N4RV 599 VA
QSO: 1828 CW 2019-12-07 2306 W2ID 599 NNJ W2LE 599 NNJ
QSO: 1828 CW 2019-12-07 2307 W2ID 599 NNJ W8AV 599 OH
QSO: 1828 CW 2019-12-07 2307 W2ID 599 NNJ K1ZZ 599 CT
QSO: 1828 CW 2019-12-07 2307 W2ID 599 NNJ W2GD 599 SNJ
QSO: 1828 CW 2019-12-07 2308 W2ID 599 NNJ K3PA 599 KS
QSO: 1828 CW 2019-12-07 2308 W2ID 599 NNJ N2WK 599 WNY
QSO: 1828 CW 2019-12-07 2308 W2ID 599 NNJ K9IMM 599 WI
QSO: 1828 CW 2019-12-07 2309 W2ID 599 NNJ N1QY 599 EMA
QSO: 1828 CW 2019-12-07 2309 W2ID 599 NNJ N8EA 599 MI
QSO: 1828 CW 2019-12-07 2309 W2ID 599 NNJ W1AN 599 CT
QSO: 1828 CW 2019-12-07 2310 W2ID 599 NNJ K3DMG 599 OH
QSO: 1828 CW 2019-12-07 2310 W2ID 599 NNJ W9PA 599 IN
QSO: 1828 CW 2019-12-07 2310 W2ID 599 NNJ K0RF 599 CO
QSO: 1828 CW 2019-12-07 2310 W2ID 599 NNJ K1EP 599 WMA
QSO: 1828 CW 2019-12-07 2311 W2ID 599 NNJ W2FU 599 WNY
QSO: 1828 CW 2019-12-07 2311 W2ID 599 NNJ VE3NZ 599 GTA
QSO: 1828 CW 2019-12-07 2311 W2ID 599 NNJ K9OW 599 WI
QSO: 1828 CW 2019-12-07 2311 W2ID 599 NNJ N3RD 599 EPA
QSO: 1828 CW 2019-12-07 2312 W2ID 599 NNJ N1DC 599 EMA
QSO: 1828 CW 2019-12-07 2312 W2ID 599 NNJ KA8G 599 OH
QSO: 1828 CW 2019-12-07 2312 W2ID 599 NNJ W9AV 599 WI
QSO: 1828 CW 2019-12-07 2312 W2ID 599 NNJ AB4SF 599 VA
QSO: 1828 CW 2019-12-07 2313 W2ID 599 NNJ K3WW 599 EPA
QSO: 1828 CW 2019-12-07 2313 W2ID 599 NNJ K3MD 599 EPA
QSO: 1828 CW 2019-12-07 2313 W2ID 599 NNJ K3SWZ 599 EPA
QSO: 1828 CW 2019-12-07 2314 W2ID 599 NNJ N2BJ 599 IL
QSO: 1828 CW 2019-12-07 2314 W2ID 599 NNJ W3NX 599 DE
QSO: 1828 CW 2019-12-07 2314 W2ID 599 NNJ W0ODS 599 IA
QSO: 1828 CW 2019-12-07 2314 W2ID 599 NNJ WA1NPZ 599 NH
QSO: 1828 CW 2019-12-07 2314 W2ID 599 NNJ KU8E 599 GA
QSO: 1828 CW 2019-12-07 2315 W2ID 599 NNJ WE5P 599 KY
QSO: 1828 CW 2019-12-07 2315 W2ID 599 NNJ N4GG 599 GA
QSO: 1828 CW 2019-12-07 2316 W2ID 599 NNJ W2YK 599 ENY
QSO: 1828 CW 2019-12-07 2316 W2ID 599 NNJ N8VWY 599 OH
QSO: 1828 CW 2019-12-07 2317 W2ID 599 NNJ KA2F 599 SNJ
QSO: 1828 CW 2019-12-07 2317 W2ID 599 NNJ KA4J 599 TN
QSO: 1828 CW 2019-12-07 2317 W2ID 599 NNJ N0NI 599 IA
QSO: 1828 CW 2019-12-07 2318 W2ID 599 NNJ W2YV 599 NLI
QSO: 1828 CW 2019-12-07 2318 W2ID 599 NNJ K2IW 599 ENY
QSO: 1828 CW 2019-12-07 2319 W2ID 599 NNJ VE3YAA 599 ONS
QSO: 1828 CW 2019-12-07 2319 W2ID 599 NNJ NC0B 599 CO
QSO: 1828 CW 2019-12-07 2319 W2ID 599 NNJ NJ1F 599 ENY
QSO: 1828 CW 2019-12-07 2320 W2ID 599 NNJ NR4M 599 VA
QSO: 1828 CW 2019-12-07 2320 W2ID 599 NNJ KA2F 599 SNJ
QSO: 1828 CW 2019-12-07 2321 W2ID 599 NNJ KS1J 599 RI
QSO: 1828 CW 2019-12-07 2321 W2ID 599 NNJ KG9X 599 IL
QSO: 1828 CW 2019-12-07 2322 W2ID 599 NNJ VE6WZ 599 AB
QSO: 1828 CW 2019-12-07 2322 W2ID 599 NNJ NA3M 599 MDC
QSO: 1828 CW 2019-12-07 2322 W2ID 599 NNJ W0ZP 599 IN
QSO: 1828 CW 2019-12-07 2323 W2ID 599 NNJ K1NTR 599 EMA
QSO: 1828 CW 2019-12-07 2323 W2ID 599 NNJ K0KX 599 MN
QSO: 1828 CW 2019-12-07 2323 W2ID 599 NNJ WA3AAN 599 EPA
QSO: 1828 CW 2019-12-07 2324 W2ID 599 NNJ AI0Y/9 599 IL
QSO: 1828 CW 2019-12-07 2324 W2ID 599 NNJ W9MAF 599 MO
QSO: 1828 CW 2019-12-07 2324 W2ID 599 NNJ K1AR 599 NH
QSO: 1828 CW 2019-12-07 2325 W2ID 599 NNJ VE2HLS 599 QC
QSO: 1828 CW 2019-12-07 2325 W2ID 599 NNJ N2MM 599 SNJ
QSO: 1828 CW 2019-12-07 2325 W2ID 599 NNJ W2RQ 599 NNJ
QSO: 1828 CW 2019-12-07 2325 W2ID 599 NNJ K2QMF 599 NLI
QSO: 1828 CW 2019-12-07 2325 W2ID 599 NNJ K8MP 599 OH
QSO: 1828 CW 2019-12-07 2326 W2ID 599 NNJ K1A 599 ME
QSO: 1828 CW 2019-12-07 2326 W2ID 599 NNJ K3ZO 599 MDC
QSO: 1828 CW 2019-12-07 2326 W2ID 599 NNJ VE3KZ 599 GTA
QSO: 1828 CW 2019-12-07 2326 W2ID 599 NNJ KB4QZH 599 KY
QSO: 1828 CW 2019-12-07 2327 W2ID 599 NNJ K4HA 599 NC
QSO: 1828 CW 2019-12-07 2327 W2ID 599 NNJ AE1T 599 NH
QSO: 1828 CW 2019-12-07 2327 W2ID 599 NNJ W8MJ 599 MI
QSO: 1828 CW 2019-12-07 2328 W2ID 599 NNJ WA2JQK 599 ENY
QSO: 1828 CW 2019-12-07 2328 W2ID 599 NNJ K4BAI 599 GA
QSO: 1828 CW 2019-12-07 2328 W2ID 599 NNJ AI1TT 599 RI
QSO: 1828 CW 2019-12-07 2329 W2ID 599 NNJ K4XL 599 VA
QSO: 1828 CW 2019-12-07 2329 W2ID 599 NNJ VE3RZ 599 GTA
QSO: 1828 CW 2019-12-07 2329 W2ID 599 NNJ N8VV 599 OH
QSO: 1828 CW 2019-12-07 2329 W2ID 599 NNJ WB8JUI 599 OH
QSO: 1828 CW 2019-12-07 2330 W2ID 599 NNJ N1SOH 599 EMA
QSO: 1828 CW 2019-12-07 2330 W2ID 599 NNJ WT3Q 599 EPA
QSO: 1828 CW 2019-12-07 2330 W2ID 599 NNJ KD8BBK 599 OH
QSO: 1828 CW 2019-12-07 2330 W2ID 599 NNJ NE0U 599 MN
QSO: 1828 CW 2019-12-07 2331 W2ID 599 NNJ W4VIC 599 VA
QSO: 1828 CW 2019-12-07 2331 W2ID 599 NNJ K9NO 599 IL
QSO: 1828 CW 2019-12-07 2331 W2ID 599 NNJ W4PM 599 VA
QSO: 1828 CW 2019-12-07 2331 W2ID 599 NNJ NE9U 599 WI
QSO: 1828 CW 2019-12-07 2332 W2ID 599 NNJ VE3KP 599 ONE
QSO: 1828 CW 2019-12-07 2332 W2ID 599 NNJ C6AGU 599
QSO: 1828 CW 2019-12-07 2332 W2ID 599 NNJ W9OP 599 WI
QSO: 1828 CW 2019-12-07 2333 W2ID 599 NNJ NO8C 599 OH
QSO: 1828 CW 2019-12-07 2333 W2ID 599 NNJ K6ND 599 EPA
QSO: 1828 CW 2019-12-07 2333 W2ID 599 NNJ VE2OJ 599 QC
QSO: 1828 CW 2019-12-07 2334 W2ID 599 NNJ NF1A 599 EMA
QSO: 1828 CW 2019-12-07 2334 W2ID 599 NNJ W2GDJ 599 ENY
QSO: 1828 CW 2019-12-07 2334 W2ID 599 NNJ N4QS 599 KY
QSO: 1828 CW 2019-12-07 2334 W2ID 599 NNJ WK2G 599 EPA
QSO: 1828 CW 2019-12-07 2334 W2ID 599 NNJ WA4JUK 599 VA
QSO: 1828 CW 2019-12-07 2335 W2ID 599 NNJ N1LN 599 NC
QSO: 1828 CW 2019-12-07 2335 W2ID 599 NNJ N1JP 599 ENY
QSO: 1828 CW 2019-12-07 2335 W2ID 599 NNJ WG3J 599 MDC
QSO: 1828 CW 2019-12-07 2336 W2ID 599 NNJ OH1XX 599
QSO: 1828 CW 2019-12-07 2336 W2ID 599 NNJ N2RC 599 ENY
QSO: 1828 CW 2019-12-07 2336 W2ID 599 NNJ N4WD 599 GA
QSO: 1828 CW 2019-12-07 2337 W2ID 599 NNJ W4MYA 599 VA
QSO: 1828 CW 2019-12-07 2337 W2ID 599 NNJ WA0LJM 599 MN
QSO: 1828 CW 2019-12-07 2337 W2ID 599 NNJ WF7T 599 TN
QSO: 1828 CW 2019-12-07 2337 W2ID 599 NNJ NI7R 599 SC
QSO: 1828 CW 2019-12-07 2338 W2ID 599 NNJ K1KI 599 CT
QSO: 1828 CW 2019-12-07 2338 W2ID 599 NNJ KK9V 599 IN
QSO: 1828 CW 2019-12-07 2338 W2ID 599 NNJ K1VUT 599 EMA
QSO: 1828 CW 2019-12-07 2339 W2ID 599 NNJ K4ZMV 599 GA
QSO: 1828 CW 2019-12-07 2339 W2ID 599 NNJ WY3A 599 EPA
QSO: 1828 CW 2019-12-07 2339 W2ID 599 NNJ AA3B 599 EPA
QSO: 1828 CW 2019-12-07 2340 W2ID 599 NNJ AE1N 599 NH
QSO: 1828 CW 2019-12-07 2341 W2ID 599 NNJ NE3F 599 EPA
QSO: 1828 CW 2019-12-07 2342 W2ID 599 NNJ VE3CV 599 ONS
QSO: 1828 CW 2019-12-07 2342 W2ID 599 NNJ K9CT 599 IL
QSO: 1828 CW 2019-12-07 2342 W2ID 599 NNJ VE3MGY 599 ONS
QSO: 1828 CW 2019-12-07 2343 W2ID 599 NNJ K1XS 599 CT
QSO: 1828 CW 2019-12-07 2343 W2ID 599 NNJ N3HEE 599 MDC
QSO: 1828 CW 2019-12-07 2343 W2ID 599 NNJ N9TK 599 IL
QSO: 1828 CW 2019-12-07 2343 W2ID 599 NNJ K1KA 599 NH
QSO: 1828 CW 2019-12-07 2344 W2ID 599 NNJ WA8KAN 599 WV
QSO: 1828 CW 2019-12-07 2344 W2ID 599 NNJ WS3C 599 EPA
QSO: 1828 CW 2019-12-07 2344 W2ID 599 NNJ W3FAY 599 MDC
QSO: 1828 CW 2019-12-07 2344 W2ID 599 NNJ W8PI 599 MI
QSO: 1828 CW 2019-12-07 2345 W2ID 599 NNJ K7SCX 599 CO
QSO: 1828 CW 2019-12-07 2345 W2ID 599 NNJ KD4EE 599 KY
QSO: 1828 CW 2019-12-07 2346 W2ID 599 NNJ K8LY 599 OH
QSO: 1828 CW 2019-12-07 2346 W2ID 599 NNJ W9MRH 599 IN
QSO: 1828 CW 2019-12-07 2346 W2ID 599 NNJ K7NJ 599 UT
QSO: 1828 CW 2019-12-07 2347 W2ID 599 NNJ W6NWS 599 NC
QSO: 1828 CW 2019-12-07 2347 W2ID 599 NNJ W8EH 599 OH
QSO: 1828 CW 2019-12-07 2347 W2ID 599 NNJ KD0EE 599 IN
QSO: 1828 CW 2019-12-07 2347 W2ID 599 NNJ WB2CPU 599 WMA
QSO: 1828 CW 2019-12-07 2348 W2ID 599 NNJ VA3DF 599 ONS
QSO: 1828 CW 2019-12-07 2348 W2ID 599 NNJ K1KK 599 NC
QSO: 1828 CW 2019-12-07 2348 W2ID 599 NNJ K2SDS 599 SNJ
QSO: 1828 CW 2019-12-07 2349 W2ID 599 NNJ K1ARO 599 CT
QSO: 1828 CW 2019-12-07 2349 W2ID 599 NNJ N9LQ 599 IL
QSO: 1828 CW 2019-12-07 2349 W2ID 599 NNJ KE3K 599 MI
QSO: 1828 CW 2019-12-07 2350 W2ID 599 NNJ K0JJR 599 MN
QSO: 1828 CW 2019-12-07 2350 W2ID 599 NNJ K9NR 599 IL
QSO: 1828 CW 2019-12-07 2350 W2ID 599 NNJ NN7CW 599 NFL
QSO: 1828 CW 2019-12-07 2350 W2ID 599 NNJ VA2EW 599 QC
QSO: 1828 CW 2019-12-07 2351 W2ID 599 NNJ W3BGN 599 EPA
QSO: 1828 CW 2019-12-07 2351 W2ID 599 NNJ K2MIJ 599 NLI
QSO: 1828 CW 2019-12-07 2352 W2ID 599 NNJ W2CCC 599 WNY
QSO: 1828 CW 2019-12-07 2352 W2ID 599 NNJ K9WA 599 IL
QSO: 1828 CW 2019-12-07 2352 W2ID 599 NNJ N5IR 599 NTX
QSO: 1828 CW 2019-12-07 2353 W2ID 599 NNJ K1VMT 599 VT
QSO: 1828 CW 2019-12-07 2353 W2ID 599 NNJ W1IE 599 VA
QSO: 1828 CW 2019-12-07 2353 W2ID 599 NNJ K3TC 599 MDC
QSO: 1828 CW 2019-12-07 2354 W2ID 599 NNJ WA1UJU 599 MI
QSO: 1828 CW 2019-12-07 2355 W2ID 599 NNJ K0PHP 599 MO
QSO: 1828 CW 2019-12-07 2355 W2ID 599 NNJ W9RE 599 IN
QSO: 1828 CW 2019-12-07 2355 W2ID 599 NNJ KJ4UC 599 GA
QSO: 1828 CW 2019-12-07 2356 W2ID 599 NNJ W4UT 599 TN
QSO: 1828 CW 2019-12-07 2356 W2ID 599 NNJ K1RX 599 NH
QSO: 1828 CW 2019-12-07 2356 W2ID 599 NNJ N4UP 599 VA
QSO: 1828 CW 2019-12-07 2357 W2ID 599 NNJ W4DAN 599 TN
QSO: 1828 CW 2019-12-07 2357 W2ID 599 NNJ N4IY 599 IN
QSO: 1828 CW 2019-12-07 2357 W2ID 599 NNJ KN2T 599 SNJ
QSO: 1828 CW 2019-12-07 2358 W2ID 599 NNJ N4NO 599 AL
QSO: 1828 CW 2019-12-07 2358 W2ID 599 NNJ VA1RST 599 MAR
QSO: 1828 CW 2019-12-07 2358 W2ID 599 NNJ N3RS 599 EPA
QSO: 1828 CW 2019-12-07 2359 W2ID 599 NNJ KI4PS 599 VA
QSO: 1828 CW 2019-12-08 0000 W2ID 599 NNJ WA2FZB 599 SNJ
QSO: 1828 CW 2019-12-08 0000 W2ID 599 NNJ N4TB 599 WCF
QSO: 1828 CW 2019-12-08 0001 W2ID 599 NNJ N8GAS 599 MI
QSO: 1828 CW 2019-12-08 0001 W2ID 599 NNJ K0PC 599 MN
QSO: 1828 CW 2019-12-08 0002 W2ID 599 NNJ N2SQW 599 ENY
QSO: 1828 CW 2019-12-08 0002 W2ID 599 NNJ K4EJQ 599 TN
QSO: 1828 CW 2019-12-08 0002 W2ID 599 NNJ NW8U 599 WV
