START-OF-LOG: 3.0
CONTEST: ARRL-160
LOCATION: NNJ
CALLSIGN: W2ID
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-POWER: HIGH
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CREATED-BY: N1MM LOGGER+ 1.0.7342.0
CLUB: Frankford Radio Club
OPERATORS: W2ID
HQ-CATEGORY: Single Operator, High Power
HQ-GRID-LOCATOR: FN20ot
QSO: 1823 CW 2019-12-07 2303 W2ID 599 NNJ ZF9CW 599
QSO: 1828 CW 2019-12-08 0003 W2ID 599 NNJ N2NC 599 NNJ
QSO: 1828 CW 2019-12-08 0003 W2ID 599 NNJ K5LG 599 AR
QSO: 1828 CW 2019-12-08 0003 W2ID 599 NNJ K3PP 599 EPA
QSO: 1828 CW 2019-12-08 0004 W2ID 599 NNJ AB3CX 599 WNY
QSO: 1828 CW 2019-12-08 0004 W2ID 599 NNJ VE3EJ 599 ONS
QSO: 1828 CW 2019-12-08 0004 W2ID 599 NNJ N8II 599 WV
QSO: 1828 CW 2019-12-08 0004 W2ID 599 NNJ W3MF 599 EPA
QSO: 1828 CW 2019-12-08 0005 W2ID 599 NNJ W8AT 599 WV
QSO: 1828 CW 2019-12-08 0006 W2ID 599 NNJ N3CW 599 VA
QSO: 1828 CW 2019-12-08 0006 W2ID 599 NNJ W4GO 599 VA
QSO: 1828 CW 2019-12-08 0006 W2ID 599 NNJ N0UR 599 MN
QSO: 1828 CW 2019-12-08 0006 W2ID 599 NNJ W5TM 599 OK
QSO: 1828 CW 2019-12-08 0006 W2ID 599 NNJ W4NF 599 VA
QSO: 1828 CW 2019-12-08 0007 W2ID 599 NNJ K4FN 599 KY
QSO: 1828 CW 2019-12-08 0007 W2ID 599 NNJ W9YK 599 IL
QSO: 1828 CW 2019-12-08 0007 W2ID 599 NNJ AA3LX 599 WPA
QSO: 1828 CW 2019-12-08 0008 W2ID 599 NNJ K4DY 599 NC
QSO: 1828 CW 2019-12-08 0008 W2ID 599 NNJ W0VM 599 MO
QSO: 1828 CW 2019-12-08 0009 W2ID 599 NNJ AC0C 599 KS
QSO: 1828 CW 2019-12-08 0009 W2ID 599 NNJ AC4G 599 TN
QSO: 1828 CW 2019-12-08 0009 W2ID 599 NNJ N9MR 599 IN
QSO: 1828 CW 2019-12-08 0010 W2ID 599 NNJ W3FIZ 599 EPA
QSO: 1828 CW 2019-12-08 0010 W2ID 599 NNJ VA2WA 599 QC
QSO: 1828 CW 2019-12-08 0011 W2ID 599 NNJ N2JJ 599 ENY
QSO: 1828 CW 2019-12-08 0011 W2ID 599 NNJ N9EP 599 IL
QSO: 1828 CW 2019-12-08 0011 W2ID 599 NNJ WA3TRE 599 WPA
QSO: 1828 CW 2019-12-08 0012 W2ID 599 NNJ W8GP 599 MI
QSO: 1828 CW 2019-12-08 0012 W2ID 599 NNJ K0PK 599 MN
QSO: 1828 CW 2019-12-08 0012 W2ID 599 NNJ AC2IK 599 WNY
QSO: 1828 CW 2019-12-08 0012 W2ID 599 NNJ K1KX 599 RI
QSO: 1828 CW 2019-12-08 0013 W2ID 599 NNJ K1RV 599 EMA
QSO: 1828 CW 2019-12-08 0013 W2ID 599 NNJ RL3A 599
QSO: 1828 CW 2019-12-08 0014 W2ID 599 NNJ N3QE 599 MDC
QSO: 1828 CW 2019-12-08 0014 W2ID 599 NNJ K2AV 599 NC
QSO: 1828 CW 2019-12-08 0014 W2ID 599 NNJ NW0M 599 MO
QSO: 1828 CW 2019-12-08 0014 W2ID 599 NNJ VE3SST 599 GTA
QSO: 1828 CW 2019-12-08 0015 W2ID 599 NNJ N3KN 599 VA
QSO: 1828 CW 2019-12-08 0015 W2ID 599 NNJ K1MD 599 RI
QSO: 1828 CW 2019-12-08 0015 W2ID 599 NNJ W2DPT 599 NNJ
QSO: 1828 CW 2019-12-08 0016 W2ID 599 NNJ K9NW 599 IN
QSO: 1828 CW 2019-12-08 0016 W2ID 599 NNJ NC6K 599 SDG
QSO: 1828 CW 2019-12-08 0016 W2ID 599 NNJ KD8W 599 OH
QSO: 1828 CW 2019-12-08 0017 W2ID 599 NNJ KV1J 599 ME
QSO: 1828 CW 2019-12-08 0017 W2ID 599 NNJ K0RC 599 MN
QSO: 1828 CW 2019-12-08 0017 W2ID 599 NNJ WA8KKN 599 OH
QSO: 1828 CW 2019-12-08 0017 W2ID 599 NNJ WO9S 599 IL
QSO: 1828 CW 2019-12-08 0018 W2ID 599 NNJ WA9CWX 599 WI
QSO: 1828 CW 2019-12-08 0018 W2ID 599 NNJ WE6C 599 NC
QSO: 1828 CW 2019-12-08 0019 W2ID 599 NNJ AE8J 599 SC
QSO: 1828 CW 2019-12-08 0019 W2ID 599 NNJ W3IP 599 VA
QSO: 1828 CW 2019-12-08 0019 W2ID 599 NNJ W9XT 599 WI
QSO: 1828 CW 2019-12-08 0020 W2ID 599 NNJ CT1ILT 599
QSO: 1828 CW 2019-12-08 0020 W2ID 599 NNJ K2AL 599 NNJ
QSO: 1828 CW 2019-12-08 0022 W2ID 599 NNJ K3WJV 599 EPA
QSO: 1828 CW 2019-12-08 0022 W2ID 599 NNJ N9RD 599 IN
QSO: 1828 CW 2019-12-08 0022 W2ID 599 NNJ NZ8J 599 OH
QSO: 1828 CW 2019-12-08 0023 W2ID 599 NNJ VE3TW 599 GTA
QSO: 1828 CW 2019-12-08 0023 W2ID 599 NNJ K8RYU 599 OH
QSO: 1828 CW 2019-12-08 0023 W2ID 599 NNJ AC4BV 599 VA
QSO: 1828 CW 2019-12-08 0024 W2ID 599 NNJ K2MGR 599 WNY
QSO: 1828 CW 2019-12-08 0024 W2ID 599 NNJ WP3X 599 PR
QSO: 1828 CW 2019-12-08 0025 W2ID 599 NNJ WE9R 599 WI
QSO: 1828 CW 2019-12-08 0025 W2ID 599 NNJ W4CB 599 VA
QSO: 1828 CW 2019-12-08 0026 W2ID 599 NNJ K1NZ 599 WMA
QSO: 1828 CW 2019-12-08 0026 W2ID 599 NNJ W7RH 599 AZ
QSO: 1828 CW 2019-12-08 0027 W2ID 599 NNJ W0ZQ 599 MN
QSO: 1828 CW 2019-12-08 0027 W2ID 599 NNJ W9KKN/2 599 NNY
QSO: 1828 CW 2019-12-08 0027 W2ID 599 NNJ NN5K 599 NM
QSO: 1828 CW 2019-12-08 0028 W2ID 599 NNJ AA4DD 599 TN
QSO: 1828 CW 2019-12-08 0029 W2ID 599 NNJ K7SV 599 VA
QSO: 1828 CW 2019-12-08 0029 W2ID 599 NNJ K2JB 599 NC
QSO: 1828 CW 2019-12-08 0030 W2ID 599 NNJ VA3FN 599 ONS
QSO: 1828 CW 2019-12-08 0030 W2ID 599 NNJ AF0Z 599 MN
QSO: 1828 CW 2019-12-08 0031 W2ID 599 NNJ K0SRL 599 IA
QSO: 1828 CW 2019-12-08 0031 W2ID 599 NNJ NT0M 599 IN
QSO: 1828 CW 2019-12-08 0031 W2ID 599 NNJ HI3AA 599
QSO: 1828 CW 2019-12-08 0032 W2ID 599 NNJ WX4G 599 WCF
QSO: 1828 CW 2019-12-08 0033 W2ID 599 NNJ W4RYW 599 AL
QSO: 1828 CW 2019-12-08 0034 W2ID 599 NNJ WD5K 599 NTX
QSO: 1828 CW 2019-12-08 0034 W2ID 599 NNJ N2BEG 599 WNY
QSO: 1828 CW 2019-12-08 0034 W2ID 599 NNJ W1VT 599 CT
QSO: 1828 CW 2019-12-08 0035 W2ID 599 NNJ KG4W 599 VA
QSO: 1828 CW 2019-12-08 0035 W2ID 599 NNJ N8HP 599 OH
QSO: 1828 CW 2019-12-08 0036 W2ID 599 NNJ K9SE 599 IN
QSO: 1828 CW 2019-12-08 0037 W2ID 599 NNJ KC1SA 599 CT
QSO: 1828 CW 2019-12-08 0038 W2ID 599 NNJ W4YE 599 VA
QSO: 1828 CW 2019-12-08 0038 W2ID 599 NNJ AC0W 599 MN
QSO: 1828 CW 2019-12-08 0039 W2ID 599 NNJ N4YDU 599 NC
QSO: 1828 CW 2019-12-08 0039 W2ID 599 NNJ K3KU 599 MDC
QSO: 1828 CW 2019-12-08 0039 W2ID 599 NNJ AB0S 599 KS
QSO: 1828 CW 2019-12-08 0040 W2ID 599 NNJ K5VIP 599 VA
QSO: 1828 CW 2019-12-08 0040 W2ID 599 NNJ KD2KW 599 NTX
QSO: 1828 CW 2019-12-08 0040 W2ID 599 NNJ K5CM 599 OK
QSO: 1828 CW 2019-12-08 0042 W2ID 599 NNJ K1BW 599 WMA
QSO: 1828 CW 2019-12-08 0042 W2ID 599 NNJ K3TEJ 599 EPA
QSO: 1828 CW 2019-12-08 0043 W2ID 599 NNJ AC3BU 599 MDC
QSO: 1828 CW 2019-12-08 0043 W2ID 599 NNJ K2XR 599 EPA
QSO: 1828 CW 2019-12-08 0043 W2ID 599 NNJ KA3JNN 599 MDC
QSO: 1828 CW 2019-12-08 0044 W2ID 599 NNJ N6BT 599 AZ
QSO: 1828 CW 2019-12-08 0044 W2ID 599 NNJ WA8OJR 599 SC
QSO: 1828 CW 2019-12-08 0044 W2ID 599 NNJ K5KJ 599 NTX
QSO: 1828 CW 2019-12-08 0045 W2ID 599 NNJ K9PG 599 IL
QSO: 1828 CW 2019-12-08 0045 W2ID 599 NNJ AI9T 599 IL
QSO: 1828 CW 2019-12-08 0046 W2ID 599 NNJ K2OS 599 WNY
QSO: 1828 CW 2019-12-08 0046 W2ID 599 NNJ VE9CB 599 MAR
QSO: 1828 CW 2019-12-08 0048 W2ID 599 NNJ N0OCT 599 MO
QSO: 1828 CW 2019-12-08 0048 W2ID 599 NNJ N4DU 599 GA
QSO: 1828 CW 2019-12-08 0049 W2ID 599 NNJ OK7Z 599
QSO: 1828 CW 2019-12-08 0050 W2ID 599 NNJ W1WEF 599 CT
QSO: 1828 CW 2019-12-08 0050 W2ID 599 NNJ AA5TB 599 NTX
QSO: 1828 CW 2019-12-08 0050 W2ID 599 NNJ KB8TL 599 MI
QSO: 1828 CW 2019-12-08 0051 W2ID 599 NNJ WR2G 599 NNJ
QSO: 1828 CW 2019-12-08 0051 W2ID 599 NNJ K4ORD 599 VA
QSO: 1828 CW 2019-12-08 0051 W2ID 599 NNJ N9JF 599 IL
QSO: 1828 CW 2019-12-08 0052 W2ID 599 NNJ N4UA 599 VA
QSO: 1828 CW 2019-12-08 0052 W2ID 599 NNJ N0MH 599 KY
QSO: 1828 CW 2019-12-08 0052 W2ID 599 NNJ K3SV 599 WCF
QSO: 1828 CW 2019-12-08 0053 W2ID 599 NNJ N3JJT 599 OH
QSO: 1828 CW 2019-12-08 0053 W2ID 599 NNJ AB8OU 599 OH
QSO: 1828 CW 2019-12-08 0055 W2ID 599 NNJ N2IC 599 NM
QSO: 1828 CW 2019-12-08 0055 W2ID 599 NNJ W8ZR 599 NM
QSO: 1828 CW 2019-12-08 0056 W2ID 599 NNJ KR4V 599 VA
QSO: 1828 CW 2019-12-08 0056 W2ID 599 NNJ AC2RL 599 WNY
QSO: 1828 CW 2019-12-08 0158 W2ID 599 NNJ WJ9B 599 ID
QSO: 1830 CW 2019-12-08 0200 W2ID 599 NNJ W1SJ 599 VT
QSO: 1831 CW 2019-12-08 0200 W2ID 599 NNJ WB9Z 599 IL
QSO: 1832 CW 2019-12-08 0200 W2ID 599 NNJ K1BG 599 WMA
QSO: 1834 CW 2019-12-08 0215 W2ID 599 NNJ K1GQ 599 NH
QSO: 1837 CW 2019-12-08 0215 W2ID 599 NNJ N8OO 599 LA
QSO: 1843 CW 2019-12-08 0217 W2ID 599 NNJ KI9A 599 IL
QSO: 1846 CW 2019-12-08 0217 W2ID 599 NNJ KC3WX 599 EPA
QSO: 1846 CW 2019-12-08 0218 W2ID 599 NNJ KJ4QHL 599 SFL
QSO: 1848 CW 2019-12-08 0218 W2ID 599 NNJ K5UV 599 OK
QSO: 1849 CW 2019-12-08 0219 W2ID 599 NNJ KK4R 599 VA
