START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: R4GM
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 73322
NAME: Andy Belov
OPERATORS: R4GM
CLUB: None
CREATED-BY: N1MM Logger+ 1.0.7161.0
QSO: 14071 CW 2019-11-23 0825 R4GM          599 16     UA9JNT        599 17
QSO: 14071 CW 2019-11-23 0826 R4GM          599 16     OH3KQ         599 15
QSO: 14071 CW 2019-11-23 0827 R4GM          599 16     JA9CWJ        599 25
QSO: 14071 CW 2019-11-23 0827 R4GM          599 16     E7DX          599 15
QSO: 14071 CW 2019-11-23 0830 R4GM          599 16     JI3BFC        599 25
QSO: 14071 CW 2019-11-23 0831 R4GM          599 16     OK2QX         599 15
QSO: 14071 CW 2019-11-23 0832 R4GM          599 16     DM2M          599 14
QSO: 14071 CW 2019-11-23 0833 R4GM          599 16     EW1TZ         599 16
QSO: 14071 CW 2019-11-23 0833 R4GM          599 16     OK6Y          599 15
QSO: 14071 CW 2019-11-23 0834 R4GM          599 16     UN8PT         599 17
QSO: 14071 CW 2019-11-23 0834 R4GM          599 16     LZ5R          599 20
QSO: 14071 CW 2019-11-23 0834 R4GM          599 16     OK2EA         599 15
QSO: 14071 CW 2019-11-23 0835 R4GM          599 16     YO9CB         599 20
QSO: 14071 CW 2019-11-23 0838 R4GM          599 16     JR3HZW        599 25
QSO: 14071 CW 2019-11-23 0839 R4GM          599 16     UA0UV         599 18
QSO: 14071 CW 2019-11-23 0840 R4GM          599 16     UC8U          599 18
QSO: 14071 CW 2019-11-23 0841 R4GM          599 16     HL1VAU        599 25
QSO: 14071 CW 2019-11-23 0841 R4GM          599 16     JF2VAX        599 25
QSO: 14071 CW 2019-11-23 0842 R4GM          599 16     JE1NVD        599 25
QSO: 14071 CW 2019-11-23 0842 R4GM          599 16     YL7A          599 15
QSO: 14071 CW 2019-11-23 0843 R4GM          599 16     OK6CX         599 15
QSO: 14071 CW 2019-11-23 0843 R4GM          599 16     YL2GP         599 15
QSO: 14071 CW 2019-11-23 0843 R4GM          599 16     JH0EPI        599 25
QSO: 14071 CW 2019-11-23 0844 R4GM          599 16     HB9AYZ        599 14
QSO: 14071 CW 2019-11-23 0844 R4GM          599 16     OK1AWH        599 15
QSO: 14071 CW 2019-11-23 0845 R4GM          599 16     JH3TCC        599 25
QSO: 14071 CW 2019-11-23 0846 R4GM          599 16     JA7MAD        599 25
QSO: 14071 CW 2019-11-23 0846 R4GM          599 16     JN3DSH        599 25
QSO: 14071 CW 2019-11-23 0847 R4GM          599 16     JF2WKE        599 25
QSO: 14071 CW 2019-11-23 0848 R4GM          599 16     JA7VEI        599 25
QSO: 14071 CW 2019-11-23 0848 R4GM          599 16     JA5EXN/5      599 25
QSO: 14071 CW 2019-11-23 0849 R4GM          599 16     RO9O          599 18
QSO: 14071 CW 2019-11-23 0849 R4GM          599 16     RW0UM         599 18
QSO: 14071 CW 2019-11-23 0849 R4GM          599 16     OK1FMJ        599 15
QSO: 21056 CW 2019-11-23 0852 R4GM          599 16     VR2CO         599 24
QSO: 21056 CW 2019-11-23 0853 R4GM          599 16     DL6RAI        599 14
QSO: 21056 CW 2019-11-23 0853 R4GM          599 16     HA2MN         599 15
QSO: 21056 CW 2019-11-23 0854 R4GM          599 16     DG7RO         599 14
QSO: 21056 CW 2019-11-23 0856 R4GM          599 16     HA8QC         599 15
