START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: DJ3XA
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: JO64CB
CLAIMED-SCORE: 325490
NAME: Harald Boelke
OPERATORS: DJ3XA
CLUB:
CREATED-BY: RCKLog V3.27
SOAPBOX: KX3 + KXPA, 100 Watt, Dipol
QSO: 21005 CW 2019-11-23 1244 DJ3XA         599 14     EF8R          599 33     0
QSO: 21006 CW 2019-11-23 1248 DJ3XA         599 14     CR3DX         599 33     0
QSO: 21007 CW 2019-11-23 1248 DJ3XA         599 14     P33W          599 20     0
QSO: 21013 CW 2019-11-23 1305 DJ3XA         599 14     PR4T          599 11     0
QSO: 21014 CW 2019-11-23 1305 DJ3XA         599 14     3B8M          599 39     0
QSO: 21021 CW 2019-11-23 1306 DJ3XA         599 14     SV9DJO        599 20     0
QSO: 21024 CW 2019-11-23 1307 DJ3XA         599 14     CN3A          599 33     0
QSO: 21028 CW 2019-11-23 1307 DJ3XA         599 14     V26K          599 08     0
QSO: 21050 CW 2019-11-23 1324 DJ3XA         599 14     SV9RND        599 20     0
QSO: 21053 CW 2019-11-23 1325 DJ3XA         599 14     CR3W          599 33     0
QSO: 21053 CW 2019-11-23 1326 DJ3XA         599 14     PX2A          599 11     0
QSO: 21055 CW 2019-11-23 1326 DJ3XA         599 14     CR3X          599 33     0
QSO: 21058 CW 2019-11-23 1327 DJ3XA         599 14     EA8/OL1A      599 33     0
QSO: 21064 CW 2019-11-23 1328 DJ3XA         599 14     PP5NY         599 11     0
QSO: 21005 CW 2019-11-23 1334 DJ3XA         599 14     4X2M          599 20     0
QSO: 21027 CW 2019-11-23 1338 DJ3XA         599 14     TI7W          599 07     0
QSO: 21029 CW 2019-11-23 1340 DJ3XA         599 14     CT3KN         599 33     0
QSO: 21038 CW 2019-11-23 1341 DJ3XA         599 14     9H3TX         599 15     0
QSO: 21040 CW 2019-11-23 1341 DJ3XA         599 14     LT1F          599 13     0
QSO: 21040 CW 2019-11-23 1342 DJ3XA         599 14     CR3S          599 33     0
QSO: 21052 CW 2019-11-23 1343 DJ3XA         599 14     TO1A          599 09     0
QSO: 21055 CW 2019-11-23 1345 DJ3XA         599 14     D4C           599 35     0
QSO: 21057 CW 2019-11-23 1345 DJ3XA         599 14     4X6FR         599 20     0
QSO: 21004 CW 2019-11-23 1348 DJ3XA         599 14     SW9AA         599 20     0
QSO: 21037 CW 2019-11-23 1404 DJ3XA         599 14     II9P          599 15     0
QSO: 21043 CW 2019-11-23 1410 DJ3XA         599 14     CR2X          599 14     0
QSO: 21045 CW 2019-11-23 1412 DJ3XA         599 14     PP5KR         599 11     0
QSO: 21051 CW 2019-11-23 1413 DJ3XA         599 14     PY2KJ         599 11     0
QSO: 21068 CW 2019-11-23 1415 DJ3XA         599 14     PP5BZ         599 11     0
QSO: 21064 CW 2019-11-23 1416 DJ3XA         599 14     9G5W          599 35     0
