START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: W6JBR
LOCATION: SDG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: DM13if
CLAIMED-SCORE: 55510
NAME: John Rotondi
OPERATORS: W6JBR
CLUB: Southern California Contest Club
CREATED-BY: N1MM Logger+ 1.0.8014.0
SOAPBOX: Conditions were fairly good this time.
SOAPBOX: Thanks for the Qs! Hope to C U AGN.
SOAPBOX: 73, JR
SOAPBOX: Station-
SOAPBOX: K3/100
SOAPBOX: ACOM 1000
SOAPBOX: Dentron RT-3000
SOAPBOX: 31 foot Wire Vertical, ground mounted, fed via 9:1 unun
QSO: 14042 CW 2019-11-23 2146 W6JBR         599 3      V47T          599 08
QSO: 14049 CW 2019-11-23 2154 W6JBR         599 3      FM5KC         599 08
QSO: 14051 CW 2019-11-23 2154 W6JBR         599 3      JH1GEX        599 25
QSO: 14052 CW 2019-11-23 2155 W6JBR         599 3      JI7GBI        599 25
QSO: 14054 CW 2019-11-23 2156 W6JBR         599 3      TI7W          599 07
QSO: 14061 CW 2019-11-23 2159 W6JBR         599 3      HI3CC         599 08
QSO: 14062 CW 2019-11-23 2200 W6JBR         599 3      D4C           599 35
QSO: 14065 CW 2019-11-23 2204 W6JBR         599 3      KP3DX         599 08
QSO: 14022 CW 2019-11-23 2208 W6JBR         599 3      RT0C          599 19
QSO: 14033 CW 2019-11-23 2209 W6JBR         599 3      EF8R          599 33
QSO: 14035 CW 2019-11-23 2210 W6JBR         599 3      VC3T          599 04
QSO: 14035 CW 2019-11-23 2211 W6JBR         599 3      JA1PNA        599 25
QSO: 14042 CW 2019-11-23 2212 W6JBR         599 3      VE7VR         599 03
QSO: 14044 CW 2019-11-23 2213 W6JBR         599 3      JS3CTQ        599 25
QSO: 21039 CW 2019-11-23 2219 W6JBR         599 3      PJ2T          599 09
QSO: 21044 CW 2019-11-23 2221 W6JBR         599 3      KH6LC         599 31
QSO: 21047 CW 2019-11-23 2227 W6JBR         599 3      PY2XC         599 11
QSO: 21007 CW 2019-11-23 2228 W6JBR         599 3      PP5K          599 11
QSO: 21010 CW 2019-11-23 2229 W6JBR         599 3      PR4T          599 11
QSO: 21013 CW 2019-11-23 2231 W6JBR         599 3      PU2NBI        599 11
QSO: 21041 CW 2019-11-23 2238 W6JBR         599 3      VK2GR         599 30
QSO: 14045 CW 2019-11-23 2240 W6JBR         599 3      VE7SAR        599 03
QSO: 14053 CW 2019-11-23 2245 W6JBR         599 3      JR2GRX        599 25
QSO: 14038 CW 2019-11-23 2251 W6JBR         599 3      VE6EX         599 04
QSO: 14038 CW 2019-11-23 2254 W6JBR         599 3      KH7B          599 31
QSO: 14039 CW 2019-11-23 2256 W6JBR         599 3      LT1F          599 13
QSO: 14041 CW 2019-11-23 2259 W6JBR         599 3      XE1CT         599 06
QSO: 14045 CW 2019-11-23 2300 W6JBR         599 3      KH6LC         599 31
QSO: 14057 CW 2019-11-23 2306 W6JBR         599 3      OA4SS         599 10
QSO: 14058 CW 2019-11-23 2307 W6JBR         599 3      CE2LR         599 12
QSO: 14002 CW 2019-11-23 2309 W6JBR         599 3      PP2CC         599 11
QSO: 14036 CW 2019-11-23 2315 W6JBR         599 3      JH8YOH        599 25
QSO: 14038 CW 2019-11-23 2317 W6JBR         599 3      JE6RPM        599 25
QSO:  7004 CW 2019-11-24 0033 W6JBR         599 3      CO6RD         599 08
QSO:  7007 CW 2019-11-24 0035 W6JBR         599 3      CR3DX         599 33
QSO:  7036 CW 2019-11-24 0045 W6JBR         599 3      IO5O          599 15
QSO:  7045 CW 2019-11-24 0047 W6JBR         599 3      VC3T          599 04
QSO:  7060 CW 2019-11-24 0049 W6JBR         599 3      CR3W          599 33
QSO:  7065 CW 2019-11-24 0100 W6JBR         599 3      EA5RS         599 14
QSO:  7044 CW 2019-11-24 0105 W6JBR         599 3      VY1AAA        599 01
QSO:  7046 CW 2019-11-24 0106 W6JBR         599 3      VA7ST         599 03
QSO:  7062 CW 2019-11-24 0108 W6JBR         599 3      XR2K          599 12
QSO:  7071 CW 2019-11-24 0110 W6JBR         599 3      P40W          599 09
QSO: 14031 CW 2019-11-24 0115 W6JBR         599 3      WH6R          599 31
QSO: 14034 CW 2019-11-24 0117 W6JBR         599 3      JG6YLY        599 25
QSO: 14038 CW 2019-11-24 0118 W6JBR         599 3      UA0DX         599 19
QSO: 14065 CW 2019-11-24 0121 W6JBR         599 3      JF9JTS        599 25
QSO: 14066 CW 2019-11-24 0122 W6JBR         599 3      ZW5B          599 11
QSO: 14036 CW 2019-11-24 0126 W6JBR         599 3      ZL3X          599 32
QSO:  7034 CW 2019-11-24 0130 W6JBR         599 3      VE7JH         599 03
QSO:  7024 CW 2019-11-24 0133 W6JBR         599 3      C6AGU         599 08
QSO:  7032 CW 2019-11-24 0135 W6JBR         599 3      VE6WZ         599 04
QSO:  7018 CW 2019-11-24 0655 W6JBR         599 3      6V7A          599 35
QSO:  7039 CW 2019-11-24 0706 W6JBR         599 3      HI3CC         599 08
QSO:  7037 CW 2019-11-24 0716 W6JBR         599 3      JE2YRB        599 25
QSO:  7012 CW 2019-11-24 0724 W6JBR         599 3      ED5R          599 14
QSO:  7049 CW 2019-11-24 0943 W6JBR         599 3      JA2ODB        599 25
QSO:  7044 CW 2019-11-24 0944 W6JBR         599 3      KL7RA         599 01
QSO:  7030 CW 2019-11-24 0949 W6JBR         599 3      V26K          599 08
QSO:  7027 CW 2019-11-24 0951 W6JBR         599 3      LT1F          599 13
QSO:  7023 CW 2019-11-24 0953 W6JBR         599 3      JG6YLY        599 25
QSO:  7020 CW 2019-11-24 1003 W6JBR         599 3      JN2AMD        599 25
QSO:  7012 CW 2019-11-24 1014 W6JBR         599 3      DU1IST        599 27
QSO:  7007 CW 2019-11-24 1016 W6JBR         599 3      JA6SHL        599 25
QSO:  7011 CW 2019-11-24 1020 W6JBR         599 3      PJ4A          599 09
QSO:  7013 CW 2019-11-24 1021 W6JBR         599 3      KH7B          599 31
QSO:  7021 CW 2019-11-24 1024 W6JBR         599 3      HS0ZAR        599 26
QSO:  7028 CW 2019-11-24 1032 W6JBR         599 3      VE6SV         599 04
QSO:  7034 CW 2019-11-24 1036 W6JBR         599 3      JH8YOH        599 25
QSO:  7045 CW 2019-11-24 1042 W6JBR         599 3      JH4UYB        599 25
QSO:  7066 CW 2019-11-24 1045 W6JBR         599 3      FY5KE         599 09
QSO:  7010 CW 2019-11-24 1048 W6JBR         599 3      JA7IC         599 25
QSO:  7052 CW 2019-11-24 1056 W6JBR         599 3      JA1ZGO        599 25
QSO:  7033 CW 2019-11-24 1108 W6JBR         599 3      HC5DX         599 10
QSO:  7047 CW 2019-11-24 1316 W6JBR         599 3      ZM1A          599 32
QSO:  7056 CW 2019-11-24 1320 W6JBR         599 3      JE1NVD        599 25
QSO:  7025 CW 2019-11-24 1324 W6JBR         599 3      JQ1TIV        599 25
QSO: 21025 CW 2019-11-24 2216 W6JBR         599 3      WH7M          599 31
QSO: 21020 CW 2019-11-24 2217 W6JBR         599 3      LU8QT         599 13
QSO: 21010 CW 2019-11-24 2220 W6JBR         599 3      LS2D          599 13
QSO: 21031 CW 2019-11-24 2222 W6JBR         599 3      CE2LR         599 12
QSO: 21017 CW 2019-11-24 2224 W6JBR         599 3      LO5D          599 13
QSO: 21006 CW 2019-11-24 2228 W6JBR         599 3      PP5KR         599 11
QSO: 14030 CW 2019-11-24 2231 W6JBR         599 3      C6AGU         599 08
QSO: 14017 CW 2019-11-24 2250 W6JBR         599 3      VE5MX         599 04
QSO: 14023 CW 2019-11-24 2255 W6JBR         599 3      YV4ABR        599 09
QSO: 14025 CW 2019-11-24 2256 W6JBR         599 3      JA7IC         599 25
QSO: 14026 CW 2019-11-24 2256 W6JBR         599 3      VE7JH         599 03
QSO: 14027 CW 2019-11-24 2258 W6JBR         599 3      JA3YBK        599 25
QSO: 14030 CW 2019-11-24 2303 W6JBR         599 3      P40W          599 09
QSO: 14040 CW 2019-11-24 2305 W6JBR         599 3      JA2AXB        599 25
QSO: 14049 CW 2019-11-24 2309 W6JBR         599 3      JR2IOB        599 25
QSO: 14003 CW 2019-11-24 2335 W6JBR         599 3      JH3AIU        599 25
QSO: 14063 CW 2019-11-24 2336 W6JBR         599 3      JH2FXK        599 25
QSO: 14004 CW 2019-11-24 2338 W6JBR         599 3      BG7JJW        599 24
QSO: 14005 CW 2019-11-24 2339 W6JBR         599 3      CE3DNP        599 12
QSO: 14008 CW 2019-11-24 2341 W6JBR         599 3      VE7NY         599 03
QSO: 14023 CW 2019-11-24 2343 W6JBR         599 3      RU0LL         599 19
QSO: 14024 CW 2019-11-24 2344 W6JBR         599 3      WH7M          599 31
QSO: 14033 CW 2019-11-24 2347 W6JBR         599 3      JN2AMD        599 25
QSO: 14034 CW 2019-11-24 2347 W6JBR         599 3      HC0T          599 10
QSO: 14039 CW 2019-11-24 2349 W6JBR         599 3      HQ9M          599 07
QSO: 14040 CW 2019-11-24 2351 W6JBR         599 3      JA1TMG        599 25
QSO: 14043 CW 2019-11-24 2353 W6JBR         599 3      PY2FRQ        599 11
QSO: 14050 CW 2019-11-24 2355 W6JBR         599 3      JR3KQJ        599 25
QSO: 14054 CW 2019-11-24 2358 W6JBR         599 3      BI4KKC        599 24
QSO: 14055 CW 2019-11-24 2358 W6JBR         599 3      7K4XNN        599 25
END-OF-LOG:
