START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: PA1B
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: JO22na
CLAIMED-SCORE: 6466
NAME: Bert Kruyswijk
OPERATORS: PA1B
CLUB:
CREATED-BY: SD by EI5DI
SOAPBOX: I had great fun with my FT-817 and an end fed
SOAPBOX: I made 124 QRP QSO's, all with S&P
SOAPBOX: When signals S9 plus 10 dB, I reduce below 100 mW,
SOAPBOX: with the use of the very accurate PA1B attenuator
SOAPBOX: 59 QSO were made with 2 W
SOAPBOX: 57 QSO were made with less than 1 W but more than 100 mW
SOAPBOX: 8 QSO's were made with 36 mW or 80 mW (hi)
SOAPBOX: Thank you for the great activity in the contest
QSO: 14000 CW 2019-11-23 1442 PA1B          599 14     LZ7J          599 20
QSO: 14000 CW 2019-11-23 1444 PA1B          599 14     YT7T          599 15
QSO: 14000 CW 2019-11-23 1448 PA1B          599 14     IZ8EFD        599 15
QSO: 14000 CW 2019-11-23 1450 PA1B          599 14     YT1A          599 15
QSO: 14000 CW 2019-11-23 1452 PA1B          599 14     LZ1RW         599 20
QSO: 14000 CW 2019-11-23 1454 PA1B          599 14     ED1R          599 14
QSO: 14000 CW 2019-11-23 1518 PA1B          599 14     EA2AZ         599 14
QSO: 21000 CW 2019-11-23 1524 PA1B          599 14     CR3DX         599 33
QSO: 14000 CW 2019-11-23 1536 PA1B          599 14     UB8K          599 16
QSO: 14000 CW 2019-11-23 1543 PA1B          599 14     VA2WA         599 05
QSO: 14000 CW 2019-11-23 1549 PA1B          599 14     VA2EW         599 05
QSO: 14000 CW 2019-11-23 1628 PA1B          599 14     HA9RT         599 15
QSO: 14000 CW 2019-11-23 1632 PA1B          599 14     HA8A          599 15
QSO: 14000 CW 2019-11-23 1635 PA1B          599 14     HG7T          599 15
QSO: 14000 CW 2019-11-23 1642 PA1B          599 14     9A1A          599 15
QSO: 14000 CW 2019-11-23 1643 PA1B          599 14     IR4T          599 15
QSO: 14000 CW 2019-11-23 1645 PA1B          599 14     OM7JG         599 15
QSO: 14000 CW 2019-11-23 1657 PA1B          599 14     S53A          599 15
QSO: 14000 CW 2019-11-23 1659 PA1B          599 14     S57DX         599 15
QSO: 14000 CW 2019-11-23 1844 PA1B          599 14     P33W          599 20
QSO: 14000 CW 2019-11-23 1851 PA1B          599 14     EA3IN         599 14
QSO: 14000 CW 2019-11-23 1854 PA1B          599 14     TM6M          599 14
QSO: 14000 CW 2019-11-23 1856 PA1B          599 14     IK0YUT        599 15
QSO: 14000 CW 2019-11-23 1935 PA1B          599 14     HG8R          599 15
QSO: 14000 CW 2019-11-23 1937 PA1B          599 14     LZ9W          599 20
QSO: 14000 CW 2019-11-23 1943 PA1B          599 14     YU4R          599 15
QSO: 14000 CW 2019-11-23 1945 PA1B          599 14     HG0Y          599 15
QSO:  7000 CW 2019-11-23 2113 PA1B          599 14     HA1AG         599 15
QSO:  7000 CW 2019-11-23 2118 PA1B          599 14     S51F          599 15
QSO:  7000 CW 2019-11-24 0732 PA1B          599 14     IK2SND        599 15
QSO:  7000 CW 2019-11-24 0738 PA1B          599 14     YL7X          599 15
QSO:  7000 CW 2019-11-24 0741 PA1B          599 14     S56X          599 15
QSO:  7000 CW 2019-11-24 0742 PA1B          599 14     ED8W          599 33
QSO:  7000 CW 2019-11-24 0802 PA1B          599 14     F6HKA         599 14
QSO:  7000 CW 2019-11-24 0904 PA1B          599 14     DJ5MW         599 14
QSO: 14000 CW 2019-11-24 0915 PA1B          599 14     R3FX          599 16
QSO: 14000 CW 2019-11-24 0917 PA1B          599 14     LZ6Y          599 20
QSO: 14000 CW 2019-11-24 0919 PA1B          599 14     YU1IG         599 15
QSO: 14000 CW 2019-11-24 0920 PA1B          599 14     R2VA          599 16
QSO: 14000 CW 2019-11-24 0922 PA1B          599 14     RK3MXT        599 16
QSO: 14000 CW 2019-11-24 0929 PA1B          599 14     EU8U          599 16
QSO: 14000 CW 2019-11-24 0931 PA1B          599 14     YU5M          599 15
QSO: 14000 CW 2019-11-24 0933 PA1B          599 14     SV2BXA        599 20
QSO: 14000 CW 2019-11-24 0936 PA1B          599 14     IB9A          599 15
QSO: 14000 CW 2019-11-24 0941 PA1B          599 14     EA7KB         599 16
QSO: 14000 CW 2019-11-24 0948 PA1B          599 14     UT5C          599 16
QSO: 14000 CW 2019-11-24 1002 PA1B          599 14     LZ4T          599 20
QSO: 14000 CW 2019-11-24 1007 PA1B          599 14     EW1TZ         599 16
QSO: 14000 CW 2019-11-24 1008 PA1B          599 14     UA3EDQ        599 16
QSO: 14000 CW 2019-11-24 1012 PA1B          599 14     RG5A          599 16
QSO: 14000 CW 2019-11-24 1019 PA1B          599 14     RK0M          599 17
QSO: 14000 CW 2019-11-24 1022 PA1B          599 14     R4RE          599 16
QSO: 14000 CW 2019-11-24 1025 PA1B          599 14     EF5T          599 14
QSO: 14000 CW 2019-11-24 1031 PA1B          599 14     UA9MA         599 17
QSO: 14000 CW 2019-11-24 1045 PA1B          599 14     UX0LL         599 16
QSO: 14000 CW 2019-11-24 1055 PA1B          599 14     ER4A          599 16
QSO: 14000 CW 2019-11-24 1059 PA1B          599 14     Z35F          599 15
QSO: 14000 CW 2019-11-24 1102 PA1B          599 14     UW1M          599 16
QSO: 14000 CW 2019-11-24 1107 PA1B          599 14     RT5G          599 16
QSO: 14000 CW 2019-11-24 1113 PA1B          599 14     ED5R          599 16
QSO: 14000 CW 2019-11-24 1125 PA1B          599 14     R2AA          599 16
QSO: 14000 CW 2019-11-24 1128 PA1B          599 14     ED5O          599 14
QSO: 14000 CW 2019-11-24 1130 PA1B          599 14     IT9RDG        599 15
QSO: 14000 CW 2019-11-24 1133 PA1B          599 14     RV3YR         599 16
QSO: 14000 CW 2019-11-24 1137 PA1B          599 14     OH1F          599 15
QSO: 14000 CW 2019-11-24 1139 PA1B          599 14     UA1ANA        599 16
QSO: 14000 CW 2019-11-24 1142 PA1B          599 14     RL3A          599 16
QSO: 14000 CW 2019-11-24 1144 PA1B          599 14     OH2BAH        599 15
QSO: 14000 CW 2019-11-24 1156 PA1B          599 14     EA3FZT        599 16
QSO: 14000 CW 2019-11-24 1200 PA1B          599 14     LZ1QN         599 20
QSO: 14000 CW 2019-11-24 1211 PA1B          599 14     RT6A          599 16
QSO: 14000 CW 2019-11-24 1213 PA1B          599 14     EF8R          599 33
QSO: 14000 CW 2019-11-24 1215 PA1B          599 14     UY5ZZ         599 16
QSO: 14000 CW 2019-11-24 1217 PA1B          599 14     YT2ISM        599 15
QSO: 14000 CW 2019-11-24 1617 PA1B          599 14     IO5O          599 15
QSO:  7000 CW 2019-11-24 1631 PA1B          599 14     RX1A          599 16
QSO:  7000 CW 2019-11-24 1635 PA1B          599 14     LY5R          599 15
QSO: 14000 CW 2019-11-24 1653 PA1B          599 14     II1A          599 15
QSO: 14000 CW 2019-11-24 1812 PA1B          599 14     LZ5R          599 20
QSO: 14000 CW 2019-11-24 1813 PA1B          599 14     II9P          599 15
QSO: 14000 CW 2019-11-24 1815 PA1B          599 14     E7DX          599 15
QSO:  7000 CW 2019-11-24 1821 PA1B          599 14     IR4K          599 15
QSO:  7000 CW 2019-11-24 1824 PA1B          599 14     OL9Z          599 15
QSO:  7000 CW 2019-11-24 1838 PA1B          599 14     OK2D          599 15
QSO:  7000 CW 2019-11-24 1843 PA1B          599 14     HG5A          599 15
QSO: 14000 CW 2019-11-24 1901 PA1B          599 14     IR4X          599 15
QSO: 14000 CW 2019-11-24 1907 PA1B          599 14     IR2C          599 15
QSO: 14000 CW 2019-11-24 1910 PA1B          599 14     IO5O          599 15
QSO:  7000 CW 2019-11-24 1918 PA1B          599 14     ED1R          599 14
QSO:  7000 CW 2019-11-24 1923 PA1B          599 14     YT5A          599 15
QSO:  7000 CW 2019-11-24 2109 PA1B          599 14     LZ9W          599 20
QSO:  7000 CW 2019-11-24 2114 PA1B          599 14     II9P          599 15
QSO:  7000 CW 2019-11-24 2124 PA1B          599 14     EA5RS         599 14
QSO:  7000 CW 2019-11-24 2204 PA1B          599 14     LZ5R          599 20
END-OF-LOG:
