START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: PA6T
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: CLASSIC
GRID-LOCATOR: JO21MN
CLAIMED-SCORE: 550055
NAME: MAT
OPERATORS: PF7DKW
CLUB:
CREATED-BY: N1MM Logger+ 1.0.8014.0
QSO: 14002 CW 2019-11-23 0936 PA6T          599 14     OH5Z          599 15
QSO: 14002 CW 2019-11-23 0938 PA6T          599 14     LY2K          599 15
QSO: 14004 CW 2019-11-23 0941 PA6T          599 14     YT1A          599 15
QSO: 14005 CW 2019-11-23 0942 PA6T          599 14     R4MA          599 16
QSO: 14005 CW 2019-11-23 0943 PA6T          599 14     YO3GNF        599 20
QSO: 14005 CW 2019-11-23 0944 PA6T          599 14     UA3RBR        599 16
QSO: 14006 CW 2019-11-23 0946 PA6T          599 14     EF8O          599 33
QSO: 14006 CW 2019-11-23 0950 PA6T          599 14     IO6A          599 15
QSO: 14007 CW 2019-11-23 0953 PA6T          599 14     A44A          599 21
QSO: 14008 CW 2019-11-23 0954 PA6T          599 14     LY5R          599 15
QSO: 14008 CW 2019-11-23 0955 PA6T          599 14     UW2M          599 16
QSO: 14009 CW 2019-11-23 0957 PA6T          599 14     YT4W          599 15
QSO: 14010 CW 2019-11-23 0957 PA6T          599 14     Z35F          599 15
QSO: 14011 CW 2019-11-23 0958 PA6T          599 14     HG7T          599 15
QSO: 14011 CW 2019-11-23 0958 PA6T          599 14     ER4A          599 16
QSO: 14012 CW 2019-11-23 0959 PA6T          599 14     Z3B           599 15
QSO: 14012 CW 2019-11-23 1001 PA6T          599 14     R7CA          599 16
QSO: 14012 CW 2019-11-23 1001 PA6T          599 14     HA8M          599 15
