START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: S52AU
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 590742
NAME: Borut Voncina
OPERATORS: S52AU
CLUB: Slovenia contest club
CREATED-BY: N1MM Logger+ 1.0.8014.0
QSO: 21067 CW 2019-11-23 1352 S52AU         599 15     PJ4A          599 09
QSO: 21055 CW 2019-11-23 1358 S52AU         599 15     CR3X          599 33
QSO: 21053 CW 2019-11-23 1359 S52AU         599 15     CR3W          599 33
QSO: 21049 CW 2019-11-23 1359 S52AU         599 15     V47T          599 08
QSO: 21041 CW 2019-11-23 1401 S52AU         599 15     PJ4K          599 09
QSO: 21031 CW 2019-11-23 1404 S52AU         599 15     EA8/IK1PMR    599 33
QSO: 21028 CW 2019-11-23 1405 S52AU         599 15     V26K          599 08
QSO: 21028 CW 2019-11-23 1406 S52AU         599 15     CN3A          599 33
QSO: 21025 CW 2019-11-23 1409 S52AU         599 15     N2SR          599 05
QSO: 21021 CW 2019-11-23 1410 S52AU         599 15     WG3J          599 05
QSO: 21020 CW 2019-11-23 1411 S52AU         599 15     N5DX          599 05
QSO: 21020 CW 2019-11-23 1411 S52AU         599 15     CX9AU         599 13
QSO: 21019 CW 2019-11-23 1412 S52AU         599 15     NR4M          599 05
QSO: 21018 CW 2019-11-23 1413 S52AU         599 15     P4OW          599 09
QSO: 21017 CW 2019-11-23 1414 S52AU         599 15     NW3Y          599 05
QSO: 21016 CW 2019-11-23 1416 S52AU         599 15     CE3CT         599 12
QSO: 21016 CW 2019-11-23 1417 S52AU         599 15     LU8QT         599 13
QSO: 21014 CW 2019-11-23 1420 S52AU         599 15     3B8M          599 39
QSO: 21013 CW 2019-11-23 1421 S52AU         599 15     W1KM          599 05
QSO: 21008 CW 2019-11-23 1422 S52AU         599 15     P40C          599 09
QSO: 21006 CW 2019-11-23 1423 S52AU         599 15     EF8R          599 33
QSO: 21002 CW 2019-11-23 1423 S52AU         599 15     NP2X          599 08
QSO: 21002 CW 2019-11-23 1423 S52AU         599 15     W4CB          599 05
QSO: 21004 CW 2019-11-23 1424 S52AU         599 15     K1KI          599 05
QSO: 21010 CW 2019-11-23 1426 S52AU         599 15     N3RS          599 05
QSO: 21018 CW 2019-11-23 1427 S52AU         599 15     P40W          599 09
QSO: 21022 CW 2019-11-23 1428 S52AU         599 15     N2IC          599 05
QSO: 21023 CW 2019-11-23 1428 S52AU         599 15     IR4X          599 15
QSO: 21024 CW 2019-11-23 1429 S52AU         599 15     LO5D          599 13
QSO: 21026 CW 2019-11-23 1429 S52AU         599 15     AD4ES         599 05
QSO: 21027 CW 2019-11-23 1430 S52AU         599 15     TI7W          599 07
QSO: 21009 CW 2019-11-23 1431 S52AU         599 15     W3LPL         599 05
QSO: 21007 CW 2019-11-23 1432 S52AU         599 15     CR3DX         599 33
QSO: 21030 CW 2019-11-23 1433 S52AU         599 15     W9RE          599 04
QSO: 21033 CW 2019-11-23 1434 S52AU         599 15     SN7Q          599 15
QSO: 21037 CW 2019-11-23 1437 S52AU         599 15     II9P          599 15
QSO: 21038 CW 2019-11-23 1437 S52AU         599 15     IR2Q          599 15
QSO: 21039 CW 2019-11-23 1439 S52AU         599 15     LT1F          599 13
QSO: 21045 CW 2019-11-23 1441 S52AU         599 15     HI3CC         599 08
QSO: 21045 CW 2019-11-23 1442 S52AU         599 15     PR4T          599 11
QSO: 21057 CW 2019-11-23 1443 S52AU         599 15     K8CX          599 04
QSO: 21060 CW 2019-11-23 1443 S52AU         599 15     M6T           599 14
QSO: 21065 CW 2019-11-23 1449 S52AU         599 15     D4C           599 35
QSO: 21084 CW 2019-11-23 1450 S52AU         599 15     ZF9CW         599 08
QSO: 21068 CW 2019-11-23 1451 S52AU         599 15     8P5A          599 08
QSO: 21067 CW 2019-11-23 1452 S52AU         599 15     K5KG          599 05
QSO: 21051 CW 2019-11-23 1453 S52AU         599 15     DM4X          599 14
QSO: 21046 CW 2019-11-23 1456 S52AU         599 15     CR5E          599 14
QSO: 21042 CW 2019-11-23 1459 S52AU         599 15     CR3S          599 33
QSO: 21041 CW 2019-11-23 1459 S52AU         599 15     N1RR          599 05
QSO: 21037 CW 2019-11-23 1500 S52AU         599 15     AA1K          599 05
QSO: 21036 CW 2019-11-23 1500 S52AU         599 15     EF8P          599 33
QSO: 21013 CW 2019-11-23 1503 S52AU         599 15     K2QMF         599 05
QSO: 21010 CW 2019-11-23 1505 S52AU         599 15     K1RM          599 05
QSO: 21004 CW 2019-11-23 1505 S52AU         599 15     K1LZ          599 05
QSO: 21005 CW 2019-11-23 1506 S52AU         599 15     KV2K          599 05
QSO: 21008 CW 2019-11-23 1506 S52AU         599 15     K9CT          599 04
QSO: 21009 CW 2019-11-23 1507 S52AU         599 15     PP5KR         599 11
QSO: 21010 CW 2019-11-23 1509 S52AU         599 15     CO8LY         599 08
QSO: 21011 CW 2019-11-23 1559 S52AU         599 15     K1RX          599 05
QSO: 21031 CW 2019-11-23 1602 S52AU         599 15     KP3DX         599 08
QSO: 21034 CW 2019-11-23 1604 S52AU         599 15     9A1A          599 15
QSO: 21040 CW 2019-11-23 1604 S52AU         599 15     EA3DU         599 14
QSO: 21054 CW 2019-11-23 1605 S52AU         599 15     PX2A          599 11
QSO: 21056 CW 2019-11-23 1606 S52AU         599 15     ZW5B          599 11
QSO: 21059 CW 2019-11-23 1607 S52AU         599 15     W2ZQ          599 05
QSO: 21064 CW 2019-11-23 1608 S52AU         599 15     EA4ZK         599 14
QSO: 21082 CW 2019-11-23 1617 S52AU         599 15     5T0AA         599 35
QSO: 21056 CW 2019-11-23 1618 S52AU         599 15     NN7CW         599 05
QSO: 21033 CW 2019-11-23 1621 S52AU         599 15     K8MFO         599 04
QSO: 21028 CW 2019-11-23 1621 S52AU         599 15     EF2X          599 14
QSO: 21014 CW 2019-11-23 1622 S52AU         599 15     N9NB          599 05
QSO: 21013 CW 2019-11-23 1623 S52AU         599 15     ED1R          599 14
QSO: 21004 CW 2019-11-23 1624 S52AU         599 15     N4AF          599 05
QSO: 21002 CW 2019-11-23 1624 S52AU         599 15     NE3F          599 05
QSO: 21015 CW 2019-11-23 1625 S52AU         599 15     ED5W          599 14
QSO: 21024 CW 2019-11-23 1626 S52AU         599 15     LZ9W          599 20
QSO: 21026 CW 2019-11-23 1627 S52AU         599 15     IT9RDG        599 15
QSO: 21033 CW 2019-11-23 1628 S52AU         599 15     PZ5W          599 09
QSO: 21045 CW 2019-11-23 1630 S52AU         599 15     W2/E78WW      599 05
QSO: 21048 CW 2019-11-23 1630 S52AU         599 15     N3IQ          599 05
QSO: 21065 CW 2019-11-23 1631 S52AU         599 15     NR5M          599 04
QSO: 21062 CW 2019-11-23 1632 S52AU         599 15     EA5HRT        599 14
QSO: 21053 CW 2019-11-23 1634 S52AU         599 15     NN3Q          599 05
QSO: 21053 CW 2019-11-23 1635 S52AU         599 15     DL3BCR        599 14
QSO: 21053 CW 2019-11-23 1636 S52AU         599 15     DL1RNN        599 14
QSO: 21053 CW 2019-11-23 1636 S52AU         599 15     N4ZZ          599 04
