START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: OK1NF
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 37440
NAME: Jan Kraus
CLUB: OK QRP Klub
CREATED-BY: TR4W v.4.65.0
SOAPBOX: Thanks to every op able to copy my QRP sigs!
QSO: 14000 CW 2019-11-23 0942 OK1NF         599 15     EA2AZ         599 14
QSO: 14000 CW 2019-11-23 0943 OK1NF         599 15     OK7O          599 15
QSO: 14000 CW 2019-11-23 0944 OK1NF         599 15     UT5C          599 16
QSO: 14000 CW 2019-11-23 0945 OK1NF         599 15     LZ9R          599 20
QSO: 14000 CW 2019-11-23 0946 OK1NF         599 15     EF2X          599 14
QSO: 14000 CW 2019-11-23 0947 OK1NF         599 15     SX2I          599 20
QSO: 14000 CW 2019-11-23 0948 OK1NF         599 15     R9LY          599 17
QSO: 14000 CW 2019-11-23 0949 OK1NF         599 15     IS0SWW        599 15
QSO: 14000 CW 2019-11-23 0951 OK1NF         599 15     R7CA          599 16
QSO: 14000 CW 2019-11-23 0952 OK1NF         599 15     Z35F          599 15
QSO: 14000 CW 2019-11-23 0953 OK1NF         599 15     S51J          599 15
QSO: 14000 CW 2019-11-23 0954 OK1NF         599 15     RM1Q          599 16
QSO: 21000 CW 2019-11-23 1000 OK1NF         599 15     UP0L          599 17
QSO: 21000 CW 2019-11-23 1001 OK1NF         599 15     4X6FR         599 20
QSO: 21000 CW 2019-11-23 1003 OK1NF         599 15     4Z5ML         599 20
QSO: 21000 CW 2019-11-23 1008 OK1NF         599 15     CR3W          599 33
QSO: 21000 CW 2019-11-23 1012 OK1NF         599 15     UA9TF         599 16
QSO: 21000 CW 2019-11-23 1013 OK1NF         599 15     CN3A          599 33
QSO: 21000 CW 2019-11-23 1014 OK1NF         599 15     EA8/IK1PMR    599 33
QSO:  7000 CW 2019-11-23 1017 OK1NF         599 15     SQ8LUU        599 15
QSO:  7000 CW 2019-11-23 1018 OK1NF         599 15     TM5CQ         599 14
QSO:  7000 CW 2019-11-23 1022 OK1NF         599 15     IV3ZXQ        599 15
QSO:  7000 CW 2019-11-23 1024 OK1NF         599 15     IH9/OK6RA     599 33
QSO:  7000 CW 2019-11-23 1025 OK1NF         599 15     S57Z          599 15
QSO:  7000 CW 2019-11-23 1026 OK1NF         599 15     OM3CW         599 15
QSO:  7000 CW 2019-11-23 1029 OK1NF         599 15     HB9BAT        599 14
QSO:  7000 CW 2019-11-23 1029 OK1NF         599 15     IZ2FOS        599 15
QSO:  7000 CW 2019-11-23 1030 OK1NF         599 15     YU7D          599 15
QSO:  7000 CW 2019-11-23 1031 OK1NF         599 15     OM6MS         599 15
QSO:  7000 CW 2019-11-23 1032 OK1NF         599 15     IZ2DII        599 15
QSO:  7000 CW 2019-11-23 1034 OK1NF         599 15     IK4NQW        599 15
QSO:  7000 CW 2019-11-23 1037 OK1NF         599 15     DK1WU         599 14
QSO:  7000 CW 2019-11-23 1038 OK1NF         599 15     IZ2DLV        599 15
QSO:  7000 CW 2019-11-23 1039 OK1NF         599 15     PA0JLS        599 14
QSO:  7000 CW 2019-11-23 1040 OK1NF         599 15     SP9BCH        599 15
QSO:  7000 CW 2019-11-23 1042 OK1NF         599 15     SQ9C          599 15
QSO:  7000 CW 2019-11-23 1043 OK1NF         599 15     OK2D          599 15
QSO:  7000 CW 2019-11-23 1044 OK1NF         599 15     OH6LI         599 15
QSO:  7000 CW 2019-11-23 1046 OK1NF         599 15     HA8TP         599 15
QSO:  7000 CW 2019-11-23 1046 OK1NF         599 15     LY4L          599 15
QSO:  7000 CW 2019-11-23 1047 OK1NF         599 15     IK3SSO        599 15
QSO:  7000 CW 2019-11-23 1051 OK1NF         599 15     G8X           599 14
QSO: 14000 CW 2019-11-23 1052 OK1NF         599 15     LY7Z          599 15
QSO: 14000 CW 2019-11-23 1055 OK1NF         599 15     SZ1A          599 20
QSO: 14000 CW 2019-11-23 1056 OK1NF         599 15     RT8U          599 18
QSO: 14000 CW 2019-11-23 1058 OK1NF         599 15     RA9P          599 18
QSO: 14000 CW 2019-11-23 1059 OK1NF         599 15     EF8R          599 33
QSO: 14000 CW 2019-11-23 1108 OK1NF         599 15     ED5R          599 14
QSO: 14000 CW 2019-11-23 1110 OK1NF         599 15     UW6M          599 16
QSO: 14000 CW 2019-11-23 1111 OK1NF         599 15     RZ3DJ         599 16
QSO: 14000 CW 2019-11-23 1116 OK1NF         599 15     CS2C          599 14
QSO: 14000 CW 2019-11-23 1117 OK1NF         599 15     UI3A          599 16
QSO: 14000 CW 2019-11-23 1117 OK1NF         599 15     RK3PWR        599 16
QSO: 14000 CW 2019-11-23 1119 OK1NF         599 15     RA7A          599 16
QSO: 14000 CW 2019-11-23 1120 OK1NF         599 15     R7CD          599 16
QSO: 14000 CW 2019-11-23 1122 OK1NF         599 15     SJ2W          599 14
QSO: 14000 CW 2019-11-23 1124 OK1NF         599 15     OH6NC         599 15
QSO: 14000 CW 2019-11-23 1128 OK1NF         599 15     EA5ITT        599 14
QSO: 21000 CW 2019-11-23 1130 OK1NF         599 15     EF8R          599 33
QSO: 14000 CW 2019-11-23 1138 OK1NF         599 15     OG1D          599 15
QSO: 14000 CW 2019-11-23 1139 OK1NF         599 15     EA4FL         599 14
QSO: 14000 CW 2019-11-23 1140 OK1NF         599 15     4U25B         599 15
QSO: 14000 CW 2019-11-23 1143 OK1NF         599 15     RT5G          599 16
QSO: 14000 CW 2019-11-23 1147 OK1NF         599 15     OH5Z          599 15
QSO: 14000 CW 2019-11-23 1148 OK1NF         599 15     K5ZD          599 05
QSO: 14000 CW 2019-11-23 1150 OK1NF         599 15     ED1R          599 14
QSO: 14000 CW 2019-11-23 1151 OK1NF         599 15     UC5D          599 16
QSO: 14000 CW 2019-11-23 1153 OK1NF         599 15     UW7EA         599 16
QSO: 14000 CW 2019-11-23 1154 OK1NF         599 15     ED5O          599 14
QSO: 14000 CW 2019-11-23 1156 OK1NF         599 15     LZ5R          599 20
QSO: 14000 CW 2019-11-23 1156 OK1NF         599 15     R3XA          599 16
QSO: 14000 CW 2019-11-23 1158 OK1NF         599 15     UW2M          599 16
QSO: 21000 CW 2019-11-23 1202 OK1NF         599 15     R4RT          599 16
QSO: 21000 CW 2019-11-23 1206 OK1NF         599 15     PR4T          599 11
QSO: 21000 CW 2019-11-23 1210 OK1NF         599 15     OL3A          599 15
QSO: 21000 CW 2019-11-23 1214 OK1NF         599 15     CR3DX         599 33
QSO:  7000 CW 2019-11-23 1215 OK1NF         599 15     SP3MEP        599 15
QSO:  7000 CW 2019-11-23 1217 OK1NF         599 15     9A/DK2RO      599 15
QSO:  7000 CW 2019-11-23 1218 OK1NF         599 15     SN6A          599 15
QSO:  7000 CW 2019-11-23 1220 OK1NF         599 15     US1VM         599 16
QSO:  7000 CW 2019-11-23 1222 OK1NF         599 15     ES1TU         599 15
QSO:  7000 CW 2019-11-23 1222 OK1NF         599 15     YT7M          599 15
QSO:  7000 CW 2019-11-23 1224 OK1NF         599 15     PC5Q          599 14
QSO:  7000 CW 2019-11-23 1230 OK1NF         599 15     SP2AYC        599 15
QSO:  7000 CW 2019-11-23 1231 OK1NF         599 15     RT4M          599 16
QSO:  7000 CW 2019-11-23 1232 OK1NF         599 15     OM3IAG        599 15
QSO:  7000 CW 2019-11-23 1233 OK1NF         599 15     G5O           599 14
QSO:  7000 CW 2019-11-23 1237 OK1NF         599 15     3Z100PIP      599 15
QSO:  7000 CW 2019-11-23 1238 OK1NF         599 15     LN8W          599 14
QSO:  7000 CW 2019-11-23 1240 OK1NF         599 15     LY1M          599 15
QSO:  7000 CW 2019-11-23 1242 OK1NF         599 15     ON5JT         599 14
QSO:  7000 CW 2019-11-23 1244 OK1NF         599 15     SN6O          599 15
QSO:  7000 CW 2019-11-23 1244 OK1NF         599 15     HA1AG         599 15
QSO: 14000 CW 2019-11-23 1249 OK1NF         599 15     LZ1ZJ         599 20
QSO: 14000 CW 2019-11-23 1251 OK1NF         599 15     OY1CT         599 14
QSO: 14000 CW 2019-11-23 1252 OK1NF         599 15     RC6U          599 16
QSO: 14000 CW 2019-11-23 1254 OK1NF         599 15     OH8L          599 15
QSO: 14000 CW 2019-11-23 1255 OK1NF         599 15     UA3ABJ        599 16
QSO: 14000 CW 2019-11-23 1256 OK1NF         599 15     LZ1QN         599 20
QSO: 14000 CW 2019-11-23 1257 OK1NF         599 15     UA4M          599 16
QSO: 21000 CW 2019-11-23 1302 OK1NF         599 15     4X2M          599 20
QSO: 14000 CW 2019-11-23 1304 OK1NF         599 15     R3OM          599 16
QSO: 14000 CW 2019-11-23 1306 OK1NF         599 15     KQ2M          599 05
QSO: 14000 CW 2019-11-23 1318 OK1NF         599 15     WW4LL         599 05
QSO: 14000 CW 2019-11-23 1320 OK1NF         599 15     LZ9W          599 20
QSO: 14000 CW 2019-11-23 1322 OK1NF         599 15     EA5RS         599 14
QSO:  7000 CW 2019-11-23 1330 OK1NF         599 15     DD7CW         599 14
QSO:  7000 CW 2019-11-23 1333 OK1NF         599 15     S56X          599 15
QSO:  7000 CW 2019-11-23 1334 OK1NF         599 15     RT5G          599 16
QSO:  7000 CW 2019-11-23 1336 OK1NF         599 15     IZ8VYU        599 15
QSO:  7000 CW 2019-11-23 1337 OK1NF         599 15     IR2R          599 15
QSO:  7000 CW 2019-11-23 1338 OK1NF         599 15     PA0AA         599 14
QSO:  7000 CW 2019-11-23 1345 OK1NF         599 15     LY5R          599 15
QSO:  7000 CW 2019-11-23 1349 OK1NF         599 15     SX2I          599 20
QSO:  7000 CW 2019-11-23 1350 OK1NF         599 15     9A3JB         599 15
QSO:  7000 CW 2019-11-23 1351 OK1NF         599 15     PA6X          599 14
QSO: 14000 CW 2019-11-23 1421 OK1NF         599 15     K1TTT         599 05
QSO: 14000 CW 2019-11-23 1421 OK1NF         599 15     IT9SSI        599 15
QSO: 14000 CW 2019-11-23 1431 OK1NF         599 15     KC1XX         599 05
QSO: 14000 CW 2019-11-23 1434 OK1NF         599 15     IB9T          599 15
QSO: 14000 CW 2019-11-23 1436 OK1NF         599 15     W3LPL         599 05
QSO: 14000 CW 2019-11-23 1439 OK1NF         599 15     EA7KB         599 14
QSO:  7000 CW 2019-11-23 1449 OK1NF         599 15     OG7A          599 15
QSO:  7000 CW 2019-11-23 1451 OK1NF         599 15     UA4S          599 16
QSO:  7000 CW 2019-11-23 1452 OK1NF         599 15     LY2K          599 15
QSO:  7000 CW 2019-11-23 1454 OK1NF         599 15     SM5ACQ        599 14
QSO:  7000 CW 2019-11-23 1459 OK1NF         599 15     G8AJM         599 14
QSO:  7000 CW 2019-11-23 1500 OK1NF         599 15     R7AB          599 16
QSO:  7000 CW 2019-11-23 1501 OK1NF         599 15     EV6Z          599 16
QSO:  7000 CW 2019-11-23 1503 OK1NF         599 15     RX9AF         599 17
QSO:  7000 CW 2019-11-23 1504 OK1NF         599 15     EW8DX         599 16
QSO:  7000 CW 2019-11-23 1506 OK1NF         599 15     F6KOP         599 14
QSO:  7000 CW 2019-11-23 1507 OK1NF         599 15     RU5A          599 16
QSO:  7000 CW 2019-11-23 1508 OK1NF         599 15     LA4C          599 14
QSO:  7000 CW 2019-11-23 1508 OK1NF         599 15     G3V           599 14
QSO:  7000 CW 2019-11-23 1509 OK1NF         599 15     YU2A          599 15
QSO:  7000 CW 2019-11-23 1513 OK1NF         599 15     R9CW          599 17
QSO:  7000 CW 2019-11-23 1514 OK1NF         599 15     OH9W          599 15
QSO:  7000 CW 2019-11-23 1515 OK1NF         599 15     UB7K          599 16
QSO: 14000 CW 2019-11-23 1520 OK1NF         599 15     EE3X          599 14
QSO: 14000 CW 2019-11-23 1523 OK1NF         599 15     YR8D          599 20
QSO: 14000 CW 2019-11-23 1532 OK1NF         599 15     N3ER          599 05
QSO: 14000 CW 2019-11-23 1539 OK1NF         599 15     EF3A          599 14
QSO: 14000 CW 2019-11-23 1541 OK1NF         599 15     Z3B           599 15
QSO: 14000 CW 2019-11-23 1542 OK1NF         599 15     IZ8GCB        599 15
QSO: 14000 CW 2019-11-23 1544 OK1NF         599 15     UR3GU         599 16
QSO: 14000 CW 2019-11-23 1545 OK1NF         599 15     W3UA          599 05
QSO: 14000 CW 2019-11-23 1546 OK1NF         599 15     CN3A          599 33
QSO: 14000 CW 2019-11-23 1547 OK1NF         599 15     W2FU          599 05
QSO: 14000 CW 2019-11-23 1551 OK1NF         599 15     N5DX          599 05
END-OF-LOG:
