START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: LZ1FH
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR:
CLAIMED-SCORE: 441693
NAME: Boyko V.Zarev
OPERATORS: LZ1FH
CLUB: None
CREATED-BY: N1MM Logger V14.8.0
QSO: 14008 CW 2019-11-23 1125 LZ1FH         599 20     G6M           599 14
QSO: 14009 CW 2019-11-23 1127 LZ1FH         599 20     UB7K          599 16
QSO: 14010 CW 2019-11-23 1128 LZ1FH         599 20     LA7GIA        599 14
QSO: 14002 CW 2019-11-23 1131 LZ1FH         599 20     KC1XX         599 05
QSO: 14002 CW 2019-11-23 1131 LZ1FH         599 20     OL3Z          599 15
QSO: 14003 CW 2019-11-23 1132 LZ1FH         599 20     N2IC          599 05
QSO: 14003 CW 2019-11-23 1134 LZ1FH         599 20     N5DX          599 05
QSO: 14004 CW 2019-11-23 1137 LZ1FH         599 20     JA3YBK        599 25
QSO: 14000 CW 2019-11-23 1140 LZ1FH         599 20     KQ2M          599 05
QSO: 14004 CW 2019-11-23 1141 LZ1FH         599 20     N2MM          599 05
QSO: 14036 CW 2019-11-23 1141 LZ1FH         599 20     N2SR          599 05
QSO: 14038 CW 2019-11-23 1143 LZ1FH         599 20     DL9LM         599 14
QSO: 14038 CW 2019-11-23 1145 LZ1FH         599 20     YL7A          599 15
QSO: 14038 CW 2019-11-23 1145 LZ1FH         599 20     G4RKO         599 14
QSO: 14005 CW 2019-11-23 1146 LZ1FH         599 20     N1UR          599 05
QSO: 14007 CW 2019-11-23 1147 LZ1FH         599 20     K3WW          599 05
QSO: 14002 CW 2019-11-23 1153 LZ1FH         599 20     AA1K          599 05
QSO: 14012 CW 2019-11-23 1155 LZ1FH         599 20     RK9M          599 17
QSO: 14015 CW 2019-11-23 1156 LZ1FH         599 20     R9LY          599 17
QSO: 14015 CW 2019-11-23 1157 LZ1FH         599 20     DQ4Q          599 14
QSO: 14017 CW 2019-11-23 1157 LZ1FH         599 20     NR4M          599 05
QSO: 21062 CW 2019-11-23 1211 LZ1FH         599 20     HZ1TT/QRP     599 21
QSO: 14006 CW 2019-11-23 1219 LZ1FH         599 20     K2QMF         599 05
QSO: 14001 CW 2019-11-23 1220 LZ1FH         599 20     WX3B          599 05
QSO: 14002 CW 2019-11-23 1221 LZ1FH         599 20     K3LR          599 05
QSO: 14007 CW 2019-11-23 1222 LZ1FH         599 20     N3RS          599 05
QSO: 14011 CW 2019-11-23 1224 LZ1FH         599 20     NW3Y          599 05
QSO: 14012 CW 2019-11-23 1225 LZ1FH         599 20     NY3A          599 05
QSO: 14013 CW 2019-11-23 1225 LZ1FH         599 20     EF8R          599 33
QSO: 14022 CW 2019-11-23 1228 LZ1FH         599 20     N4WW          599 05
QSO: 14023 CW 2019-11-23 1228 LZ1FH         599 20     W1KM          599 05
QSO: 14023 CW 2019-11-23 1232 LZ1FH         599 20     SP8ER         599 15
QSO: 14026 CW 2019-11-23 1233 LZ1FH         599 20     M6T           599 14
QSO: 14027 CW 2019-11-23 1234 LZ1FH         599 20     DL8TG         599 14
QSO: 14027 CW 2019-11-23 1235 LZ1FH         599 20     DJ3HW         599 14
QSO: 14027 CW 2019-11-23 1235 LZ1FH         599 20     DM3M          599 14
QSO: 14027 CW 2019-11-23 1236 LZ1FH         599 20     EA5ERA        599 14
QSO: 14027 CW 2019-11-23 1237 LZ1FH         599 20     EA5DO         599 14
QSO: 14000 CW 2019-11-23 1238 LZ1FH         599 20     K2LE          599 05
QSO: 14003 CW 2019-11-23 1240 LZ1FH         599 20     LY2K          599 15
QSO: 14004 CW 2019-11-23 1243 LZ1FH         599 20     N9NB          599 05
QSO: 14001 CW 2019-11-23 1245 LZ1FH         599 20     W4CB          599 05
QSO: 14006 CW 2019-11-23 1245 LZ1FH         599 20     W3UA          599 05
QSO: 14018 CW 2019-11-23 1250 LZ1FH         599 20     EF2X          599 14
QSO: 14018 CW 2019-11-23 1251 LZ1FH         599 20     LX7I          599 14
QSO: 14023 CW 2019-11-23 1252 LZ1FH         599 20     AD4ES         599 05
QSO: 14024 CW 2019-11-23 1253 LZ1FH         599 20     PI4DX         599 14
QSO: 14029 CW 2019-11-23 1256 LZ1FH         599 20     RT6A          599 16
QSO: 14030 CW 2019-11-23 1257 LZ1FH         599 20     K1RM          599 05
QSO: 14032 CW 2019-11-23 1259 LZ1FH         599 20     RL3A          599 16
QSO: 14049 CW 2019-11-23 1302 LZ1FH         599 20     N3IQ          599 05
QSO: 14050 CW 2019-11-23 1303 LZ1FH         599 20     WK2G          599 05
QSO: 14054 CW 2019-11-23 1303 LZ1FH         599 20     K1IR          599 05
QSO: 14054 CW 2019-11-23 1304 LZ1FH         599 20     OR2M          599 14
QSO: 14058 CW 2019-11-23 1305 LZ1FH         599 20     EF1C          599 14
QSO: 14058 CW 2019-11-23 1307 LZ1FH         599 20     PG2AA         599 14
QSO: 14045 CW 2019-11-23 1308 LZ1FH         599 20     K5ZD          599 05
QSO: 14037 CW 2019-11-23 1308 LZ1FH         599 20     K1KP          599 05
QSO: 14033 CW 2019-11-23 1310 LZ1FH         599 20     NN3Q          599 05
QSO: 14024 CW 2019-11-23 1311 LZ1FH         599 20     N4BP          599 05
QSO: 14022 CW 2019-11-23 1312 LZ1FH         599 20     ED5O          599 14
QSO: 14020 CW 2019-11-23 1314 LZ1FH         599 20     W3LPL         599 05
QSO: 14025 CW 2019-11-23 1315 LZ1FH         599 20     OY1CT         599 14
QSO: 14013 CW 2019-11-23 1317 LZ1FH         599 20     N4ZR          599 05
QSO: 14005 CW 2019-11-23 1319 LZ1FH         599 20     N9NC          599 05
QSO: 14011 CW 2019-11-23 1320 LZ1FH         599 20     J42L          599 20
QSO: 14008 CW 2019-11-23 1322 LZ1FH         599 20     K1RX          599 05
QSO: 21002 CW 2019-11-23 1328 LZ1FH         599 20     NP2X          599 08
QSO: 21009 CW 2019-11-23 1330 LZ1FH         599 20     MD4K          599 14
QSO: 21013 CW 2019-11-23 1332 LZ1FH         599 20     VY2TT         599 05
QSO: 21018 CW 2019-11-23 1333 LZ1FH         599 20     P40W          599 09
QSO: 21025 CW 2019-11-23 1335 LZ1FH         599 20     N2SR          599 05
QSO: 21026 CW 2019-11-23 1337 LZ1FH         599 20     PP5KR         599 11
QSO: 21028 CW 2019-11-23 1340 LZ1FH         599 20     CN3A          599 33
QSO: 21036 CW 2019-11-23 1343 LZ1FH         599 20     EF8P          599 33
QSO: 21041 CW 2019-11-23 1344 LZ1FH         599 20     PJ4K          599 09
QSO: 21042 CW 2019-11-23 1348 LZ1FH         599 20     PJ2T          599 09
QSO: 14001 CW 2019-11-23 1359 LZ1FH         599 20     VA2EW         599 05
QSO: 14002 CW 2019-11-23 1401 LZ1FH         599 20     KC1XX         599 05
QSO: 14005 CW 2019-11-23 1403 LZ1FH         599 20     HG8R          599 15
QSO: 14005 CW 2019-11-23 1406 LZ1FH         599 20     MD4K          599 14
QSO: 14010 CW 2019-11-23 1407 LZ1FH         599 20     PA2A          599 14
QSO: 14011 CW 2019-11-23 1411 LZ1FH         599 20     KD8BBK        599 04
QSO: 21024 CW 2019-11-23 1422 LZ1FH         599 20     LO5D          599 13
QSO: 14019 CW 2019-11-23 1435 LZ1FH         599 20     K9BGL         599 04
QSO: 14020 CW 2019-11-23 1437 LZ1FH         599 20     SD6F          599 14
QSO: 14020 CW 2019-11-23 1439 LZ1FH         599 20     G1GEY         599 14
QSO: 14020 CW 2019-11-23 1439 LZ1FH         599 20     PE2K          599 14
QSO: 14020 CW 2019-11-23 1440 LZ1FH         599 20     W2CG          599 05
QSO: 14020 CW 2019-11-23 1441 LZ1FH         599 20     PG4I          599 14
QSO: 14020 CW 2019-11-23 1442 LZ1FH         599 20     G5LP          599 14
QSO: 14020 CW 2019-11-23 1443 LZ1FH         599 20     N9SE          599 04
QSO: 14020 CW 2019-11-23 1443 LZ1FH         599 20     SM5ACQ        599 14
QSO: 14020 CW 2019-11-23 1444 LZ1FH         599 20     W2YE          599 05
QSO: 14020 CW 2019-11-23 1444 LZ1FH         599 20     DJ1YF         599 14
QSO: 14020 CW 2019-11-23 1445 LZ1FH         599 20     G1SCT         599 14
QSO: 14020 CW 2019-11-23 1445 LZ1FH         599 20     GD5F          599 14
QSO: 14020 CW 2019-11-23 1445 LZ1FH         599 20     G4BYE         599 14
QSO: 14020 CW 2019-11-23 1446 LZ1FH         599 20     PA0FAW        599 14
QSO: 14020 CW 2019-11-23 1446 LZ1FH         599 20     M5M           599 14
QSO: 14020 CW 2019-11-23 1447 LZ1FH         599 20     EA3PP         599 14
QSO: 14020 CW 2019-11-23 1448 LZ1FH         599 20     K4WW          599 04
QSO: 14020 CW 2019-11-23 1448 LZ1FH         599 20     DL1GME        599 14
QSO: 14020 CW 2019-11-23 1449 LZ1FH         599 20     ON6LO         599 14
QSO: 14020 CW 2019-11-23 1449 LZ1FH         599 20     G3IZD         599 14
QSO: 14020 CW 2019-11-23 1449 LZ1FH         599 20     YQ8T          599 20
QSO: 14020 CW 2019-11-23 1450 LZ1FH         599 20     CT7BJM        599 14
QSO: 14020 CW 2019-11-23 1451 LZ1FH         599 20     G3T           599 14
QSO: 14020 CW 2019-11-23 1452 LZ1FH         599 20     PA2PCH        599 14
QSO: 14020 CW 2019-11-23 1452 LZ1FH         599 20     K3MD          599 05
QSO: 14020 CW 2019-11-23 1453 LZ1FH         599 20     K0CN          599 04
QSO: 14020 CW 2019-11-23 1453 LZ1FH         599 20     G4P           599 14
