START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAE CW
CALLSIGN: IK3UNA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IK3UNA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAE CW WAE/CW/2020.
QSO: 14019 CW 2020-08-08 1728 IK3UNA        599 W6YX          599 283
QSO: 14019 CW 2020-08-08 1729 IK3UNA        599 0004 AA3B          599 0890
QSO: 14019 CW 2020-08-08 1729 IK3UNA        599 0003 KD4D          599 0938
QSO: 14019 CW 2020-08-08 1729 IK3UNA        599 0002 NO6T          599 0337
QSO: 14019 CW 2020-08-08 1730 IK3UNA        599 0005 PJ4A          599 0612
QSO: 14019 CW 2020-08-08 1731 IK3UNA        599 0006 W1ARY         599 0049
QSO: 14019 CW 2020-08-08 1731 IK3UNA        599 0007 W3FIZ         599 0182
QSO: 14019 CW 2020-08-08 1733 IK3UNA        599 0010 VA2WA         599 0822
QSO: 14019 CW 2020-08-08 1733 IK3UNA        599 0011 VE3NNT        599 0549
QSO: 14019 CW 2020-08-08 1734 IK3UNA        599 0012 NN1C          599 0766
QSO: 14019 CW 2020-08-08 1734 IK3UNA        599 0013 VE1RSM        599 0043
QSO: 14019 CW 2020-08-08 1736 IK3UNA        599 14 W1CSM         599 269
QSO: 14018 CW 2020-08-08 1737 IK3UNA        599 016 KC1XX         599 1260
QSO: 14019 CW 2020-08-08 1737 IK3UNA        599 0017 K2LE          599 0833
QSO: 14019 CW 2020-08-08 1737 IK3UNA        599 0015 N4RV          599 0295
QSO: 14018 CW 2020-08-08 1738 IK3UNA        599 0018 R8CT          599 0830
QSO: 14019 CW 2020-08-08 1738 IK3UNA        599 19 K2RD          599 23
QSO: 14000 CW 2020-08-08 1739 IK3UNA        599 20 N4IJ          599 079
QSO: 14019 CW 2020-08-08 1739 IK3UNA        599 0021 N1RM          599 0109
QSO: 14018 CW 2020-08-08 1740 IK3UNA        599 22 VE3AT         599 821
QSO: 14018 CW 2020-08-08 1741 IK3UNA        599 024 EA8ZS         599 0264
QSO: 14019 CW 2020-08-08 1741 IK3UNA        599 023 W6FA          599 58
QSO: 14019 CW 2020-08-08 1742 IK3UNA        599 0026 K6MMM         599 0098
QSO: 14019 CW 2020-08-08 1742 IK3UNA        599 0025 W5GN          599 0138
QSO: 14019 CW 2020-08-08 1743 IK3UNA        599 0030 N2KW          599 0346
QSO: 14019 CW 2020-08-08 1743 IK3UNA        599 0029 N4ZR          599 0190
QSO: 14019 CW 2020-08-08 1743 IK3UNA        599 0028 N9CK          599 0045
QSO: 14019 CW 2020-08-08 1744 IK3UNA        599 0032 K4WW          599 0139
QSO: 14019 CW 2020-08-08 1744 IK3UNA        599 0033 RA9AP         599 0515
QSO: 14019 CW 2020-08-08 1745 IK3UNA        599 0034 WD5K          599 0071
QSO: 14018 CW 2020-08-08 1746 IK3UNA        599 0036 RA9P          599 0962
QSO: 14019 CW 2020-08-08 1747 IK3UNA        599 0505 N0KE          599 0095
QSO: 14019 CW 2020-08-08 1747 IK3UNA        599 0037 VE3RZ         599 0342
QSO: 14000 CW 2020-08-08 1748 IK3UNA        599 0039 NE9U          599 0253
QSO: 14019 CW 2020-08-08 1748 IK3UNA        599 0138 KA8G          599 0005
QSO: 14018 CW 2020-08-08 1749 IK3UNA        599 42 W9RE          599 784
QSO: 14019 CW 2020-08-08 1749 IK3UNA        599 0041 NW3Y          599 0432
QSO: 14019 CW 2020-08-08 1750 IK3UNA        599 0044 N3AM          599 0044
QSO: 14019 CW 2020-08-08 1750 IK3UNA        599 0045 N7EPD         599 0022
QSO: 14019 CW 2020-08-08 1750 IK3UNA        599 0043 VA3SB         599 0092
QSO: 14018 CW 2020-08-08 1751 IK3UNA        599 0046 W9PA          599 0232
QSO: 14018 CW 2020-08-08 1752 IK3UNA        599 0047 JA2XYO        599 0202
QSO: 14019 CW 2020-08-08 1752 IK3UNA        599 0047 AB3CX         599 0597
QSO: 14019 CW 2020-08-08 1753 IK3UNA        599 0050 K3WW          599 0154
QSO: 14019 CW 2020-08-08 1753 IK3UNA        599 0049 NR4M          599 1124
QSO: 14019 CW 2020-08-08 1755 IK3UNA        599 0051 W7VJ          599 0054
QSO: 14018 CW 2020-08-08 1756 IK3UNA        599 052 K8AZ          599 0684
QSO: 14018 CW 2020-08-08 1756 IK3UNA        599 053 W2LE          599 0137
QSO: 14019 CW 2020-08-08 1756 IK3UNA        599 0054 WY3A          599 0030
QSO: 14019 CW 2020-08-08 1757 IK3UNA        599 0055 KR2DX         599 0369
QSO: 14019 CW 2020-08-08 1759 IK3UNA        599 0058 K3RA          599 0743
QSO: 14019 CW 2020-08-08 1759 IK3UNA        599 0057 K3WJV         599 0230
QSO: 14019 CW 2020-08-08 1759 IK3UNA        599 0066 NJ3K          599 0040
QSO: 14019 CW 2020-08-08 1801 IK3UNA        599 0059 KU1CW         599 0121
QSO: 14019 CW 2020-08-08 1801 IK3UNA        599 0060 NB1N          599 0146
QSO: 14019 CW 2020-08-08 1803 IK3UNA        599 0061 VE5MX         599 0492
QSO: 14019 CW 2020-08-08 1804 IK3UNA        599 0072 WA3AAN        599 0178
QSO: 14018 CW 2020-08-08 2014 IK3UNA        599 0063 WW4XX         599 0231
QSO: 14010 CW 2020-08-08 2018 IK3UNA        599 0065 K1XM          599 0636
QSO: 14010 CW 2020-08-08 2023 IK3UNA        599 0067 PY5AMF        599 0119
QSO: 14057 CW 2020-08-08 2024 IK3UNA        599 0068 HC2AO         599 0046
QSO: 14023 CW 2020-08-08 2025 IK3UNA        599 0069 CB3R          599 0034
QSO: 14025 CW 2020-08-08 2026 IK3UNA        599 0070 KP2M          599 0858
QSO: 14053 CW 2020-08-08 2027 IK3UNA        599 0071 PY5FB         599 0513
QSO: 14045 CW 2020-08-08 2028 IK3UNA        599 0072 PY2NY         599 0262
QSO: 14012 CW 2020-08-08 2029 IK3UNA        599 0073 LU5YF         599 0065
QSO: 14063 CW 2020-08-08 2031 IK3UNA        599 074 PY4XX         599 127
QSO: 14020 CW 2020-08-08 2035 IK3UNA        599 0076 KL7SB         599 0300
QSO: 14039 CW 2020-08-08 2039 IK3UNA        599 0077 E29TGW        599 0204
QSO: 14039 CW 2020-08-08 2040 IK3UNA        599 0069 NY3B          599 0216
QSO: 14039 CW 2020-08-08 2041 IK3UNA        599 0078 VE3MV         599 0091
QSO: 14039 CW 2020-08-08 2042 IK3UNA        599 0070 N2RC          599 0216
QSO: 14039 CW 2020-08-08 2043 IK3UNA        599 0081 KY7M          599 0133
QSO: 14039 CW 2020-08-08 2043 IK3UNA        599 0082 NC7J          599 0043
QSO: 14039 CW 2020-08-08 2044 IK3UNA        599 0084 K0LUZ         599 0214
QSO: 14039 CW 2020-08-08 2045 IK3UNA        599 83 KV2K          599 809
QSO: 14039 CW 2020-08-08 2045 IK3UNA        599 0086 W2OR          599 0238
QSO: 14000 CW 2020-08-08 2048 IK3UNA        599 0096 JO7KMB        599 0096
QSO:  7031 CW 2020-08-09 0431 IK3UNA        599 088 K8AZ          599 1110
QSO:  7032 CW 2020-08-09 0431 IK3UNA        599 0080 K2LE          599 1126
QSO:  7032 CW 2020-08-09 0431 IK3UNA        599 0089 K3RA          599 1062
QSO:  7031 CW 2020-08-09 0432 IK3UNA        599 0091 W9PA          599 0388
QSO:  7032 CW 2020-08-09 0432 IK3UNA        599 0092 N1RM          599 0363
QSO:  7032 CW 2020-08-09 0433 IK3UNA        599 0094 AA3B          599 1400
QSO:  7032 CW 2020-08-09 0433 IK3UNA        599 90 KV2K          599 1087
QSO:  7032 CW 2020-08-09 0433 IK3UNA        599 0093 RG9A          599 1496
QSO:  7032 CW 2020-08-09 0434 IK3UNA        599 0595 AK1MD         599 0249
QSO:  7031 CW 2020-08-09 0435 IK3UNA        599 096 KC1XX         599 1692
QSO:  7032 CW 2020-08-09 0435 IK3UNA        599 0097 KD4D          599 1404
QSO:  7032 CW 2020-08-09 0436 IK3UNA        599 0100 K3WJV         599 0396
QSO:  7032 CW 2020-08-09 0436 IK3UNA        599 0098 W3LL          599 0363
QSO:  7032 CW 2020-08-09 0436 IK3UNA        599 0099 W4KZ          599 0454
QSO:  7000 CW 2020-08-09 0437 IK3UNA        599 103 W2AAB         599 99
QSO:  7032 CW 2020-08-09 0437 IK3UNA        599 0102 W1UE          599 1016
QSO:  7032 CW 2020-08-09 0437 IK3UNA        599 0101 WW4XX         599 0391
QSO:  7032 CW 2020-08-09 0438 IK3UNA        599 0105 N2NT          599 0713
QSO:  7032 CW 2020-08-09 0438 IK3UNA        599 0104 VA2WA         599 1201
QSO:  7032 CW 2020-08-09 0440 IK3UNA        599 0106 NO6T          599 0456
QSO:  7032 CW 2020-08-09 0441 IK3UNA        599 0107 AD5A          599 0361
QSO:  7032 CW 2020-08-09 0441 IK3UNA        599 0108 KE3X          599 0420
QSO:  7036 CW 2020-08-09 0442 IK3UNA        599 0110 ZM1A          599 0633
QSO:  7012 CW 2020-08-09 0443 IK3UNA        599 0111 ZM2B          599 0134
QSO:  7013 CW 2020-08-09 0444 IK3UNA        599 0112 VE3DZ         599 1093
QSO:  7015 CW 2020-08-09 0446 IK3UNA        599 0113 VE5MX         599 0686
QSO:  7019 CW 2020-08-09 0446 IK3UNA        599 0114 ZM4T          599 0300
QSO:  7003 CW 2020-08-09 0447 IK3UNA        599 0115 4X6FR         599 1326
QSO:  7000 CW 2020-08-09 0449 IK3UNA        599 0116 CB3R          599 0160
QSO:  7001 CW 2020-08-09 0451 IK3UNA        599 0118 EA8RM         599 1666
QSO:  7027 CW 2020-08-09 0451 IK3UNA        599 0117 HC2AO         599 0358
QSO:  7004 CW 2020-08-09 0452 IK3UNA        599 0119 UP2L          599 1817
QSO:  7040 CW 2020-08-09 0454 IK3UNA        599 0120 PJ4A          599 1096
QSO:  7000 CW 2020-08-09 0456 IK3UNA        599 0121 LW8DQ         599 0507
QSO:  7032 CW 2020-08-09 0458 IK3UNA        599 0132 WT2P          599 0140
QSO:  7032 CW 2020-08-09 0500 IK3UNA        599 0124 KY7M          599 0172
QSO:  7000 CW 2020-08-09 0501 IK3UNA        599 0125 K5LY          599 0138
QSO:  7032 CW 2020-08-09 0503 IK3UNA        599 0127 K8MFO         599 0433
QSO:  7025 CW 2020-08-09 0504 IK3UNA        599 0129 K5KLA         599 0089
QSO:  7032 CW 2020-08-09 0504 IK3UNA        599 0128 KU1CW         599 0207
