START-OF-LOG:  2.0
CREATED-BY:    CT Version 9.89.003
CALLSIGN:      OK1AY
NAME:          Josef BURIAN
ADDRESS:       PMV 476
ADDRESS:       HOLYSOV
ADDRESS:       CZ
ADDRESS:       345 62
ADDRESS:       CZECH REPUBLIC
CLUB:          CCC
CLAIMED-SCORE: 83968
CONTEST:       EUROPEAN HF     
SOAPBOX:       TS 450S
SOAPBOX:       LW,6B VERT.       
CATEGORY:      IV. SINGLE-OP ALL LOW CW
QSO: 14000 CW 2004-08-07 1225 OK1AY         599 75     LY1BX         599 38     1 
QSO: 14000 CW 2004-08-07 1226 OK1AY         599 75     OH2KM         599 87     1 
QSO: 14000 CW 2004-08-07 1228 OK1AY         599 75     YL2PQ         599 63     1 
QSO: 14000 CW 2004-08-07 1230 OK1AY         599 75     G4RCG         599 82     1 
QSO: 14000 CW 2004-08-07 1231 OK1AY         599 75     GW3NJW        599 69     1 
QSO: 14000 CW 2004-08-07 1231 OK1AY         599 75     YO3JOS        599 00     1 
QSO: 14000 CW 2004-08-07 1233 OK1AY         599 75     SP4ZO         599 94     1 
QSO: 14000 CW 2004-08-07 1234 OK1AY         599 75     LY3BU         599 77     1 
QSO: 14000 CW 2004-08-07 1235 OK1AY         599 75     EA5FID        599 92     1 
QSO: 14000 CW 2004-08-07 1235 OK1AY         599 75     US0Q          599 70     1 
QSO: 14000 CW 2004-08-07 1236 OK1AY         599 75     YO5CBX        599 77     1 
QSO: 14000 CW 2004-08-07 1236 OK1AY         599 75     UA1ZZ         599 59     1 
QSO: 14000 CW 2004-08-07 1237 OK1AY         599 75     EA4DRV        599 96     1 
QSO: 14000 CW 2004-08-07 1237 OK1AY         599 75     MU0FAL        599 97     1 
QSO: 14000 CW 2004-08-07 1238 OK1AY         599 75     IK0YUU        599 96     1 
QSO: 14000 CW 2004-08-07 1240 OK1AY         599 75     LY2DX         599 83     1 
QSO: 14000 CW 2004-08-07 1240 OK1AY         599 75     UR5MBB        599 71     1 
QSO: 14000 CW 2004-08-07 1241 OK1AY         599 75     OK1IBP        599 73     1 
QSO: 14000 CW 2004-08-07 1241 OK1AY         599 75     LY3CY         599 74     1 
QSO: 14000 CW 2004-08-07 1242 OK1AY         599 75     UT4EK         599 83     1 
QSO: 14000 CW 2004-08-07 1243 OK1AY         599 75     I0SNA         599 73     1 
QSO: 14000 CW 2004-08-07 1244 OK1AY         599 75     UY5ZI         599 66     1 
QSO: 14000 CW 2004-08-07 1245 OK1AY         599 75     UA4PI         599 60     1 
QSO: 14000 CW 2004-08-07 1246 OK1AY         599 75     UT5JAB        599 62     1 
QSO: 14000 CW 2004-08-07 1247 OK1AY         599 75     UR7EQ         599 88     1 
QSO: 14000 CW 2004-08-07 1247 OK1AY         599 75     RA3NZ         599 90     1 
QSO: 14000 CW 2004-08-07 1248 OK1AY         599 75     RU6AN         599 65     1 
QSO: 14000 CW 2004-08-07 1249 OK1AY         599 75     LY1CT         599 77     1 
QSO: 14000 CW 2004-08-07 1250 OK1AY         599 75     UA2FZ         599 82     1 
QSO: 14000 CW 2004-08-07 1250 OK1AY         599 75     RZ4AG         599 97     1 
