START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ZRS marčevsko UKV tekmovanje - Official results - VHFManager
CALLSIGN: OK2UFU
CATEGORY: 145 MHz - checklog
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144100 CW 2013-03-02 1714 OK2UFU        59  1 JN79VJ   OK1C          59  0         
QSO: 144300 PH 2013-03-02 1533 OK2UFU        59  2 JN79VJ   OK1ES         59  64 JO60RN 
QSO: 144300 PH 2013-03-02 1546 OK2UFU        59  3 JN79VJ   OM8A          59  143 JN87WV
QSO: 144300 PH 2013-03-02 1548 OK2UFU        59  4 JN79VJ   OK1JAH        59  11 JN79OQ 
QSO: 144300 PH 2013-03-02 1549 OK2UFU        59  5 JN79VJ   OM6W          59  75 JN99GK 
QSO: 144300 PH 2013-03-02 1552 OK2UFU        59  6 JN79VJ   HA5KDQ        59  108 JN97LN
QSO: 144300 PH 2013-03-02 1559 OK2UFU        59  7 JN79VJ   HG1Z          59  85 JN86KU 
QSO: 144300 PH 2013-03-02 1615 OK2UFU        59  8 JN79VJ   OE1W          59  127 JN77TX
QSO: 144300 PH 2013-03-02 1620 OK2UFU        59  9 JN79VJ   OL5Z          59  48 JN89AR 
QSO: 144300 PH 2013-03-02 1622 OK2UFU        59  10 JN79VJ  OL2J          59  89 JN79TI 
QSO: 144300 PH 2013-03-02 1625 OK2UFU        59  11 JN79VJ  OL3Y          59  162 JN69JJ
QSO: 144300 PH 2013-03-02 1626 OK2UFU        59  12 JN79VJ  OK2KEA        59  59 JN89EJ 
QSO: 144300 PH 2013-03-02 1629 OK2UFU        59  13 JN79VJ  OK2IGG        59  84 JN89IE 
QSO: 144300 PH 2013-03-02 1632 OK2UFU        59  14 JN79VJ  OK1GZ         59  90 JO70CG 
QSO: 144300 PH 2013-03-02 1638 OK2UFU        59  15 JN79VJ  OM3W          59  194 JN99CH
QSO: 144300 PH 2013-03-02 1642 OK2UFU        59  16 JN79VJ  S57M          59  128 JN76PO
QSO: 144300 PH 2013-03-02 1643 OK2UFU        59  17 JN79VJ  OK1KFH        59  142 JN69VN
QSO: 144300 PH 2013-03-02 1647 OK2UFU        59  18 JN79VJ  OK2KCN        59  91 JN89OI 
QSO: 144300 PH 2013-03-02 1648 OK2UFU        59  19 JN79VJ  OL7C          59  170 JO60JJ
QSO: 144300 PH 2013-03-02 1651 OK2UFU        59  20 JN79VJ  HA5UA/P       59  70 JN97FQ 
QSO: 144300 PH 2013-03-02 1659 OK2UFU        59  21 JN79VJ  OL3Z          59  40 JN79FX 
QSO: 144300 PH 2013-03-02 1719 OK2UFU        59  22 JN79VJ  OK2KYZ        59  94 JN89XN 
QSO: 144300 PH 2013-03-02 1720 OK2UFU        59  23 JN79VJ  OK1KCR        59  216 JN79VS
QSO: 144300 PH 2013-03-02 1724 OK2UFU        59  24 JN79VJ  DF2BR         59  51        
QSO: 144300 PH 2013-03-02 1730 OK2UFU        59  25 JN79VJ  OK1KIR        59  107 JO70DH
QSO: 144300 PH 2013-03-02 1732 OK2UFU        59  26 JN79VJ  DK4WW         59  68 JO62XE 
QSO: 144300 PH 2013-03-02 1738 OK2UFU        59  27 JN79VJ  DM5JL         59  40 JO70HX 
QSO: 144300 PH 2013-03-02 1743 OK2UFU        59  28 JN79VJ  OK1KLL        59  113 JN79IW
QSO: 144300 PH 2013-03-02 1746 OK2UFU        59  29 JN79VJ  OM3KMA        59  55 JN88RP 
QSO: 144300 PH 2013-03-02 1747 OK2UFU        59  30 JN79VJ  OK1OPT        59  107 JN69NX
QSO: 144300 PH 2013-03-02 1754 OK2UFU        59  31 JN79VJ  S57O          59  201 JN86DT
QSO: 144300 PH 2013-03-02 1758 OK2UFU        59  32 JN79VJ  DR5M          59  375 JN59OP
QSO: 144300 PH 2013-03-02 1806 OK2UFU        59  33 JN79VJ  DR2X          59  310 JO40QL
