START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WW-RTTY
CALLSIGN: DO3ME
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DO3ME
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WW-RTTY CQWWRTTY/2013.
QSO: 21082 RY 2013-09-28 0721 DO3ME         599 14 DX CR3A          599 33 CT3
QSO: 21090 RY 2013-09-28 0725 DO3ME         599 14 DX RK3DXW        599 16 DX
QSO: 21091 RY 2013-09-28 0725 DO3ME         599 14 DX TF2R          599 40 DX
QSO: 21091 RY 2013-09-28 0727 DO3ME         599 14 DX UA9TF         599 16 DX
QSO: 21102 RY 2013-09-28 0816 DO3ME         599 14 DX EY0A          599 17 DX
QSO: 21118 RY 2013-09-28 0826 DO3ME         599 14 DX UA5C          599 16 DX
QSO: 21118 RY 2013-09-28 0827 DO3ME         599 14 DX OH5EHC        599 15 DX
QSO: 21123 RY 2013-09-28 0831 DO3ME         599 14 DX SW9XB         599 20 DX
QSO: 21130 RY 2013-09-28 0832 DO3ME         599 14 DX RT9S          599 16 DX
QSO: 21137 RY 2013-09-28 1201 DO3ME         599 14 DX N8BJQ         599 04 OH
QSO: 21142 RY 2013-09-28 1203 DO3ME         599 14 DX RV3ZN         599 16 DX
QSO: 21140 RY 2013-09-28 1204 DO3ME         599 14 DX OH7MN         599 15 DX
QSO: 21000 RY 2013-09-28 1205 DO3ME         599 14 DX UW3L          599 16 DX
QSO: 28081 RY 2013-09-28 1210 DO3ME         599 14 DX RG9A          599 17 DX
QSO: 28000 RY 2013-09-28 1212 DO3ME         599 14 DX EC8CQ         599 33 DX
QSO: 28106 RY 2013-09-28 1217 DO3ME         599 14 DX EA8TC         599 33 DX
QSO: 21082 RY 2013-09-28 1221 DO3ME         599 14 DX VE3FJB        599 4 ON
QSO: 21079 RY 2013-09-28 1224 DO3ME         599 14 DX IV3JCC        599 15 DX
QSO: 21080 RY 2013-09-28 1224 DO3ME         599 14 DX UN5C          599 17 DX
QSO: 21080 RY 2013-09-28 1226 DO3ME         599 14 DX NR4M          599 05 VA
QSO: 21088 RY 2013-09-28 1234 DO3ME         599 14 DX N1QD          599 05 MA
QSO: 21090 RY 2013-09-28 1236 DO3ME         599 14 DX SZ1A          599 20 DX
QSO: 21096 RY 2013-09-28 1240 DO3ME         599 14 DX CT1EEK        599 14 DX
QSO: 21098 RY 2013-09-28 1242 DO3ME         599 14 DX HG7T          599 15 15
QSO: 21000 RY 2013-09-28 1245 DO3ME         599 14 DX LZ5R          599 20 DX
QSO: 21102 RY 2013-09-28 1249 DO3ME         599 14 DX N3QE          599 05 MD
QSO: 21105 RY 2013-09-28 1252 DO3ME         599 14 DX UZ2M          599 16 DX
QSO: 21104 RY 2013-09-28 1256 DO3ME         599 14 DX VY2SS         599 05 PE
QSO: 21108 RY 2013-09-28 1258 DO3ME         599 14 DX KI1G          599 05 RI
QSO: 21109 RY 2013-09-28 1301 DO3ME         599 14 DX RW0A          599 18 DX
