START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ZRS majsko UKV tekmovanje - Official results - VHFManager
CALLSIGN: DM2LCT
CATEGORY: 145 MHz - checklog
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144100 CW 2019-05-04 1421 DM2LCT        599 1 JO61WL   OL4N          59  49 JO60VR 
QSO: 144300 PH 2019-05-04 1428 DM2LCT        59  2 JO61WL   OL1C          59  35 JO60UQ 
QSO: 144300 PH 2019-05-04 1518 DM2LCT        59  3 JO61WL   DL1DSW        59  29 JO61XF 
QSO: 144300 PH 2019-05-04 1524 DM2LCT        59  4 JO61WL   DL6UJH        59  15 JO62WA 
QSO: 144300 PH 2019-05-04 1526 DM2LCT        59  5 JO61WL   DA3T          59  57 JO71EC 
QSO: 144300 PH 2019-05-04 1728 DM2LCT        59  6 JO61WL   DM5D          59  212 JO61OC
QSO: 144300 PH 2019-05-04 1739 DM2LCT        59  7 JO61WL   DH3CW         59  61 JO61XF 
QSO: 144300 PH 2019-05-04 1804 DM2LCT        59  8 JO61WL   DJ2IA         59  22 JO61WN 
QSO: 144300 PH 2019-05-04 2224 DM2LCT        59  9 JO61WL   DL0HTW        59  261 JO60QU
QSO: 144300 PH 2019-05-05 0616 DM2LCT        59  10 JO61WL  OL7C          59  537 JO60JJ
QSO: 144300 PH 2019-05-05 0621 DM2LCT        59  11 JO61WL  DO6UL         59  50 JO60WR 
QSO: 144300 PH 2019-05-05 0833 DM2LCT        59  12 JO61WL  OK1KKI        59  0         
QSO: 144300 PH 2019-05-05 0847 DM2LCT        59  13 JO61WL  DF0WF         59  231 JO62XR
QSO: 144300 PH 2019-05-05 0920 DM2LCT        59  14 JO61WL  OK2IGG        59  401 JN79QJ
QSO: 144300 PH 2019-05-05 0922 DM2LCT        59  15 JO61WL  DL8VL         59  250 JO71FG
QSO: 144300 PH 2019-05-05 0925 DM2LCT        59  16 JO61WL  DL1DSW        59  172 JO61XF
QSO: 144300 PH 2019-05-05 0959 DM2LCT        59  17 JO61WL  DG4UF         59  63 JO71AE 
QSO: 144300 PH 2019-05-05 1007 DM2LCT        59  18 JO61WL  OL3Z          59  640 JN79FX
QSO: 144300 PH 2019-05-05 1054 DM2LCT        59  19 JO61WL  OK1KAD        59  232 JO60LJ
QSO: 144300 PH 2019-05-05 1122 DM2LCT        59  20 JO61WL  OK1VDJ        59  260 JN79US
END-OF-LOG:
