START-OF-LOG: 3.0
CONTEST: REF-CONTEST-CW
CALLSIGN: R5DC
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
NAME: Sergey Loshakov
CLUB: SPEKTR
OPERATORS: r3ap, ua3fq
SOAPBOX: 
Date     Time   Freq  Mode  MyCall       RST  Snt  Call            RST    Rcv Mult   Pts  Operator
20210130 0817   7010,0 CW   R5DC         599  001  F5UB            599     62  62     1    R5DC
20210130 0819   7010,0 CW   R5DC         599  002  F6DYX           599     49  49     1    R5DC
20210130 0820   7011,0 CW   R5DC         599  003  F5OHM           599     36  36     1    R5DC
20210130 0821   7012,0 CW   R5DC         599  004  F5IN            599     45  45     1    R5DC
20210130 0833   7014,0 CW   R5DC         599  005  F6KHM           599     29  29     1    R5DC
20210130 0837   7013,9 CW   R5DC         599  006  F6KMX           599     94  94     1    R5DC
20210130 0840   7006,9 CW   R5DC         599  007  F4ARU           599     31  31     1    R5DC
20210130 0844   7003,7 CW   R5DC         599  008  F4BIT           599     54  54     1    R5DC
20210130 0849   7007,9 CW   R5DC         599  009  F1IKA           599     31         1    R5DC
20210130 0852   7014,4 CW   R5DC         599  010  F1MNQ           599     71  71     1    R5DC
20210130 1126   7035,7 CW   R5DC         599  011  F5NBX           599     87  87     1    R5DC
20210130 1134   7045,0 CW   R5DC         599  012  F6HQP           599     73  73     1    R5DC
20210130 1136   7004,0 CW   R5DC         599  013  TM4S            599     04  04     1    R5DC
20210130 1139   7002,6 CW   R5DC         599  014  F6HDX           599     80  80     1    R5DC
20210130 1151  14011,0 CW   R5DC         599  015  F6FET           599     53  53     1    R5DC
20210130 1158  14011,9 CW   R5DC         599  016  F5PTI           599     16  16     1    R5DC
20210130 1159  14038,0 CW   R5DC         599  017  F8CRS           599     67  67     1    R5DC
20210130 1200  14027,0 CW   R5DC         599  018  F5RPN           599     93  93     1    R5DC
20210130 1201  14033,1 CW   R5DC         599  019  F5NTZ           599     77  77     1    R5DC
20210130 1202  14027,9 CW   R5DC         599  020  F8KCF           599     74  74     1    R5DC
20210130 1203  14024,1 CW   R5DC         599  021  F6KEH           599     34  34     1    R5DC
20210130 1206  14031,7 CW   R5DC         599  022  F6IIT           599     86  86     1    R5DC
20210130 1207  14026,1 CW   R5DC         599  023  FY5KE           599     FY  FY     3    R5DC
20210130 1208  14017,3 CW   R5DC         599  024  F1MNQ           599     71  71     1    R5DC
20210130 1209  14014,3 CW   R5DC         599  025  F5OGL           599     53         1    R5DC
20210130 1212  14004,2 CW   R5DC         599  026  TM9CR           599     13  13     1    R5DC
20210130 1212  14013,1 CW   R5DC         599  027  F5VBU           599     66  66     1    R5DC
20210130 1214  14019,0 CW   R5DC         599  028  F5LKW           599     13         1    R5DC
20210130 1215  14019,3 CW   R5DC         599  029  F5SIK           599     71         1    R5DC
20210130 1217  14034,5 CW   R5DC         599  030  F6UGW           599     59  59     1    R5DC
20210130 1221  14018,3 CW   R5DC         599  031  F5XX            599     81  81     1    R5DC
20210130 1221  14021,0 CW   R5DC         599  032  F5OHM           599     36  36     1    R5DC
20210130 1222  14028,6 CW   R5DC         599  033  F6KHM           599     29  29     1    R5DC
20210130 1224  14029,5 CW   R5DC         599  034  F5VKT           599     47  47     1    R5DC
20210130 1225  14030,9 CW   R5DC         599  035  F5UTN           599     27  27     1    R5DC
20210130 1228  14037,9 CW   R5DC         599  036  F6DCQ           599     74         1    R5DC
20210130 1229  14039,4 CW   R5DC         599  037  F8KLY/P         599     07  07     1    R5DC
20210130 1245  14023,5 CW   R5DC         599  038  F5IN            599     45  45     1    R5DC
20210130 1245  14025,8 CW   R5DC         599  039  F6ENO           599     51  51     1    R5DC
20210130 1246  14025,1 CW   R5DC         599  040  F5OYM           599     81         1    R5DC
20210130 1247  14019,6 CW   R5DC         599  041  F6DYX           599     49  49     1    R5DC
20210130 1248  14018,9 CW   R5DC         599  042  F4BIT           599     54  54     1    R5DC
20210130 1248  14014,1 CW   R5DC         599  043  F8EFU           599     57  57     1    R5DC
20210130 1249  14021,5 CW   R5DC         599  044  F6KRK           599     78  78     1    R5DC
20210130 1253   7005,6 CW   R5DC         599  045  F8AAN           599     33  33     1    R5DC
20210130 1256   7007,5 CW   R5DC         599  046  F5JNT           599     30  30     1    R5DC
20210130 1309   7008,5 CW   R5DC         599  047  F4CIB           599     31         1    R5DC
20210130 1312   7016,8 CW   R5DC         599  048  F5LRL           599     71         1    R5DC
20210130 1313   7021,0 CW   R5DC         599  049  F6UGW           599     59  59     1    R5DC
20210130 1317   7006,3 CW   R5DC         599  050  TM9CR           599     13  13     1    R5DC
20210130 1319   7004,4 CW   R5DC         599  051  F4FIP           599     72  72     1    R5DC
20210130 1321   7011,3 CW   R5DC         599  052  F5NTZ           599     77  77     1    R5DC
20210130 1329   7012,4 CW   R5DC         599  053  F5LKW           599     13         1    R5DC
20210130 1336   7013,1 CW   R5DC         599  054  F8FSC           599     39  39     1    R5DC
20210131 0616   3509,1 CW   R5DC         599  055  F5UFV           559     55  55     1    R5DC
20210131 0621   3524,4 CW   R5DC         599  056  F5JFU           599     58  58     1    R5DC
20210131 0623   3525,8 CW   R5DC         599  057  F5LPY           599     55         1    R5DC
20210131 0626   3526,5 CW   R5DC         599  058  F5OZC           599     49  49     1    R5DC
20210131 0628   3524,4 CW   R5DC         599  059  F8KCF           599     74  74     1    R5DC
20210131 0638   7006,9 CW   R5DC         599  060  F8DNX           599     64  64     1    R5DC
20210131 0642   7010,6 CW   R5DC         599  061  F5MNC           599     41  41     1    R5DC
20210131 0644   7017,0 CW   R5DC         599  062  F8OOI           599     82  82     1    R5DC
20210131 0647   7022,9 CW   R5DC         599  063  F8DRE           599     28  28     1    R5DC
20210131 0650   7011,6 CW   R5DC         599  064  F6HHR           599     62         1    R5DC
20210131 0651   7014,6 CW   R5DC         599  065  F5UQE           599     59         1    R5DC
20210131 0652   7016,0 CW   R5DC         599  066  F6KCS           599     41         1    R5DC
20210131 0657   7012,7 CW   R5DC         599  067  F5VBU           599     66  66     1    R5DC
20210131 0658   7010,9 CW   R5DC         599  068  F5VHY           599     47  47     1    R5DC
20210131 0659   7027,8 CW   R5DC         599  069  F6GCT           599     77         1    R5DC
20210131 0701   7025,3 CW   R5DC         599  070  F5FDC           599     82         1    R5DC
20210131 0701   7030,0 CW   R5DC         599  071  F5UTN           599     27  27     1    R5DC
20210131 0702   7031,0 CW   R5DC         599  072  F5LPY           599     55  55     1    R5DC
20210131 0703   7035,1 CW   R5DC         599  073  F6KNB           599     33         1    R5DC
20210131 0704   7035,1 CW   R5DC         599  074  F5MFI           599     45         1    R5DC
