START-OF-LOG: 3.0
CONTEST: REF-CONTEST-CW
CALLSIGN: R5DC
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
NAME: Sergey Loshakov
CLUB: SPEKTR
OPERATORS: r3ap, ua3fq
20210131 0705   7022,4 CW   R5DC         599  075  F8KCF           599     74  74     1    R5DC
20210131 0707   7022,4 CW   R5DC         599  076  F5XX            599     81  81     1    R5DC
20210131 0708   7022,4 CW   R5DC         599  077  F6ICX           599     77         1    R5DC
20210131 0709   7015,5 CW   R5DC         599  078  F5ICC           599     24  24     1    R5DC
20210131 0711   7012,0 CW   R5DC         599  079  F6CCZ           599     44  44     1    R5DC
20210131 0712   7010,0 CW   R5DC         599  080  F6BYJ           599     16  16     1    R5DC
20210131 0713   7013,3 CW   R5DC         599  081  F5MXH           599     45         1    R5DC
20210131 0715   7013,9 CW   R5DC         599  082  F5LLN           599     59         1    R5DC
20210131 0715   7013,0 CW   R5DC         599  083  F5OWL           599     83  83     1    R5DC
20210131 0716   7014,3 CW   R5DC         599  084  F5SDH           599     35  35     1    R5DC
20210131 0718   7017,4 CW   R5DC         599  085  F5PHW           599     56  56     1    R5DC
20210131 0722   7032,6 CW   R5DC         599  086  F5NKX           599     59         1    R5DC
20210131 0723   7023,9 CW   R5DC         599  087  F6GPT           599     33         1    R5DC
20210131 0724   7026,6 CW   R5DC         599  088  F8BRL           599     60  60     1    R5DC
20210131 0727   7021,6 CW   R5DC         599  089  F1IWH           599     33         1    R5DC
20210131 0729   7011,1 CW   R5DC         599  090  F5OYM           599     81         1    R5DC
20210131 0734   7019,3 CW   R5DC         599  091  F6CUK           599     53  53     1    R5DC
20210131 0736   7017,1 CW   R5DC         599  092  F5NZY           599     76  76     1    R5DC
20210131 0738   7029,6 CW   R5DC         599  093  F8EFU           599     57  57     1    R5DC
20210131 0741   7030,6 CW   R5DC         599  094  F6GOE           599     19  19     1    R5DC
20210131 0742   7025,1 CW   R5DC         599  095  F8FUA           599     14  14     1    R5DC
20210131 0748   7015,9 CW   R5DC         599  096  F5NWG           599     11  11     1    R5DC
20210131 0750   7016,9 CW   R5DC         599  097  F5TPO           599     57         1    R5DC
20210131 0755   7009,0 CW   R5DC         599  098  F5JY            599     83         1    R5DC
20210131 0756   7012,0 CW   R5DC         599  099  F6ENO           599     51  51     1    R5DC
20210131 0758   7002,0 CW   R5DC         599  100  F8GGZ           599     23  23     1    R5DC
20210131 0803   7008,0 CW   R5DC         599  101  F5DM            599     78  78     1    R5DC
20210131 0808   7008,0 CW   R5DC         599  102  F4DIA           599     74         1    R5DC
20210131 0810   7008,0 CW   R5DC         599  103  F6BQG           599     35         1    R5DC
20210131 0816   7020,5 CW   R5DC         599  104  F6KEH           599     34  34     1    R5DC
END-OF-LOG:
