START-OF-LOG: 2.0
CREATED-BY: Coupe du REFde F6ADE
CONTEST: REF-CW
CALLSIGN: F8AAB
NAME: MAURIN Gérard
REF-SECTION: 43
OPERATORS: 
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 22743
SOAPBOX: Simple participation habituelle 73 à toutes et tous.
RIG: Emetteur=FT 1000 Mark V Récepteur=FT 1000 Mark V Antenne= YA-30 Puissance=120W
OFFTIME: 2021-01-30 1040 2021-01-30 1330
OFFTIME: 2021-01-30 1700 2021-01-30 2359
OFFTIME: 2021-01-31 0001 2021-01-31 0831
QSO: 3500  CW 2021-01-30 0808 F8AAB         599 43     F8EFU         599 57     0
QSO: 3500  CW 2021-01-30 0814 F8AAB         599 43     F5MLJ         599 41     0
QSO: 3500  CW 2021-01-30 0843 F8AAB         599 43     F8TMQ         599 38     0
QSO: 3500  CW 2021-01-30 0848 F8AAB         599 43     F6APE         599 49     0
QSO: 3500  CW 2021-01-30 0851 F8AAB         599 43     F5LOX         599 41     0
QSO: 3500  CW 2021-01-30 0903 F8AAB         599 43     F8GGZ         599 23     0
QSO: 3500  CW 2021-01-30 0909 F8AAB         599 43     F6HQP         599 73     0
QSO: 3500  CW 2021-01-30 0914 F8AAB         599 43     F6EQF         599 71     0
QSO: 3500  CW 2021-01-30 0920 F8AAB         599 43     F5JFU         599 58     0
QSO: 3500  CW 2021-01-30 0927 F8AAB         599 43     F5PHY         599 24     0
QSO: 14000 CW 2021-01-30 1030 F8AAB         599 43     OZ8AE         599 0008   0
QSO: 3500  CW 2021-01-30 1037 F8AAB         599 43     F6DNM         599 05     0
QSO: 3500  CW 2021-01-30 1039 F8AAB         599 43     F5LZN         599 84     0
QSO: 3500  CW 2021-01-30 1040 F8AAB         599 43     F8DHE         599 42     0
QSO: 14000 CW 2021-01-30 1330 F8AAB         599 43     OH4MDY        599 0143   0
QSO: 14000 CW 2021-01-30 1332 F8AAB         599 43     OG2X          599 0082   0
QSO: 14000 CW 2021-01-30 1340 F8AAB         599 43     YO4TC         599 0058   0
QSO: 14000 CW 2021-01-30 1343 F8AAB         599 43     UX4FC         599 0111   0
QSO: 14000 CW 2021-01-30 1346 F8AAB         599 43     LZ1QZ         599 0069   0
QSO: 14000 CW 2021-01-30 1347 F8AAB         599 43     OY1CT         599 0109   0
QSO: 14000 CW 2021-01-30 1352 F8AAB         599 43     UT2UB         599 0122   0
QSO: 14000 CW 2021-01-30 1356 F8AAB         599 43     SM0Q          599 0025   0
QSO: 7000  CW 2021-01-30 1403 F8AAB         599 43     GW5R          599 0288   0
QSO: 7000  CW 2021-01-30 1405 F8AAB         599 43     F6HHR         599 62     0
QSO: 7000  CW 2021-01-30 1408 F8AAB         599 43     F5LKK         599 62     0
QSO: 7000  CW 2021-01-30 1415 F8AAB         599 43     DL5XJ         599 0268   0
QSO: 7000  CW 2021-01-30 1417 F8AAB         599 43     PA3ADU        599 0039   0
QSO: 7000  CW 2021-01-30 1420 F8AAB         599 43     PA3DBS        599 0029   0
QSO: 7000  CW 2021-01-30 1424 F8AAB         599 43     HA0TP         599 0036   0
QSO: 21000 CW 2021-01-30 1433 F8AAB         599 43     K8GL          599 0072   0
QSO: 21000 CW 2021-01-30 1438 F8AAB         599 43     VE3NNT        599 0098   0
QSO: 21000 CW 2021-01-30 1441 F8AAB         599 43     KR2AA         599 0079   0
QSO: 14000 CW 2021-01-30 1545 F8AAB         599 43     W7SW          599 0016   0
QSO: 3500  CW 2021-01-30 1551 F8AAB         599 43     F5OEV         599 85     0
QSO: 3500  CW 2021-01-30 1556 F8AAB         599 43     F5AUZ         599 87     0
QSO: 3500  CW 2021-01-30 1559 F8AAB         599 43     F5MNC         599 41     0
QSO: 3500  CW 2021-01-30 1603 F8AAB         599 43     F5IAE         599 18     0
QSO: 3500  CW 2021-01-30 1608 F8AAB         599 43     F8DFP         599 63     0
QSO: 3500  CW 2021-01-30 1613 F8AAB         599 43     F8FSC         599 39     0
QSO: 3500  CW 2021-01-30 1615 F8AAB         599 43     F5VV          599 01     0
QSO: 3500  CW 2021-01-30 1624 F8AAB         599 43     F6EJN         599 81     0
QSO: 3500  CW 2021-01-30 1632 F8AAB         599 43     F5LRL         599 71     0
QSO: 14000 CW 2021-01-30 1642 F8AAB         599 43     FY5KE         599 FY     0
QSO: 14000 CW 2021-01-30 1647 F8AAB         599 43     VE3TM         599 0074   0
QSO: 14000 CW 2021-01-30 1657 F8AAB         599 43     K1SM          599 0095   0
QSO: 14000 CW 2021-01-30 1700 F8AAB         599 43     KP4YO         599 0001   0
QSO: 3500  CW 2021-01-31 0732 F8AAB         599 43     F6FTB         599 21     0
QSO: 3500  CW 2021-01-31 0733 F8AAB         599 43     F6BUL         599 74     0
QSO: 3500  CW 2021-01-31 0740 F8AAB         599 43     F8EZX         599 31     0
QSO: 3500  CW 2021-01-31 0744 F8AAB         599 43     F6GOE         599 10     0
QSO: 3500  CW 2021-01-31 0751 F8AAB         599 43     F6CZQ         599 73     0
QSO: 3500  CW 2021-01-31 0758 F8AAB         599 43     F5POJ         599 02     0
QSO: 3500  CW 2021-01-31 0804 F8AAB         599 43     F5MLJ         599 41     0
QSO: 7000  CW 2021-01-31 0811 F8AAB         599 43     F5SDH         599 35     0
QSO: 7000  CW 2021-01-31 0814 F8AAB         599 43     M0BEW         599 0301   0
QSO: 14000 CW 2021-01-31 0827 F8AAB         599 43     SP7IFM        599 0140   0
QSO: 14000 CW 2021-01-31 0831 F8AAB         599 43     R3EG          599 0176   0
QSO: 7000  CW 2021-01-31 1222 F8AAB         599 43     F6GCP         599 77     0
QSO: 7000  CW 2021-01-31 1226 F8AAB         599 43     F6FET         599 53     0
QSO: 7000  CW 2021-01-31 1229 F8AAB         599 43     F6DYX         599 49     0
QSO: 7000  CW 2021-01-31 1235 F8AAB         599 43     F6KRK         599 78     0
QSO: 7000  CW 2021-01-31 1236 F8AAB         599 43     IU4MRU        599 0130   0
QSO: 7000  CW 2021-01-31 1242 F8AAB         599 43     OK1HCG        599 0024   0
QSO: 7000  CW 2021-01-31 1250 F8AAB         599 43     DL6UKW        599 0228   0
QSO: 7000  CW 2021-01-31 1253 F8AAB         599 43     PG6F          599 0094   0
QSO: 7000  CW 2021-01-31 1319 F8AAB         599 43     G3SWC         599 0400   0
QSO: 7000  CW 2021-01-31 1329 F8AAB         599 43     F6GCT         599 77     0
QSO: 7000  CW 2021-01-31 1330 F8AAB         599 43     F6KCS         599 41     0
QSO: 7000  CW 2021-01-31 1335 F8AAB         599 43     RX1NO         599 0116   0
QSO: 7000  CW 2021-01-31 1337 F8AAB         599 43     F8AAN         599 33     0
QSO: 7000  CW 2021-01-31 1339 F8AAB         599 43     F5LPY         599 55     0
QSO: 7000  CW 2021-01-31 1342 F8AAB         599 43     F5UQE         599 59     0
QSO: 7000  CW 2021-01-31 1345 F8AAB         599 43     F6AWU         599 44     0
QSO: 7000  CW 2021-01-31 1348 F8AAB         599 43     F6GTH         599 57     0
QSO: 7000  CW 2021-01-31 1350 F8AAB         599 43     IK2GZU        599 0192   0
QSO: 7000  CW 2021-01-31 1356 F8AAB         599 43     F5LMG         599 22     0
QSO: 7000  CW 2021-01-31 1404 F8AAB         599 43     F5NTZ         599 77     0
QSO: 7000  CW 2021-01-31 1428 F8AAB         599 43     IO/S58Y       599 0027   0
QSO: 7000  CW 2021-01-31 1438 F8AAB         599 43     F5LLN         599 59     0
QSO: 7000  CW 2021-01-31 1442 F8AAB         599 43     F5VJC         599 50     0
QSO: 7000  CW 2021-01-31 1446 F8AAB         599 43     HA3HK         599 0175   0
QSO: 3500  CW 2021-01-31 1452 F8AAB         599 43     F8NJ          599 10     0
QSO: 3500  CW 2021-01-31 1456 F8AAB         599 43     F8DLE         599 28     0
QSO: 3500  CW 2021-01-31 1540 F8AAB         599 43     F5OZX         599 23     0
QSO: 3500  CW 2021-01-31 1548 F8AAB         599 43     F6FWQ         599 86     0
QSO: 14000 CW 2021-01-31 1601 F8AAB         599 43     N6AR          599 0183   0
QSO: 14000 CW 2021-01-31 1610 F8AAB         599 43     K3ZO          599 0227   0
QSO: 14000 CW 2021-01-31 1616 F8AAB         599 43     N7DR          599 0147   0
END-OF-LOG:
