START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: R5AJ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: R5AJ
QSO: 14018 CW 2020-04-12 1434 R5AJ          599 29     AA3B          599 08    
QSO: 14018 CW 2020-04-12 1435 R5AJ          599 29     F6EYB         599 27    
QSO: 14018 CW 2020-04-12 1435 R5AJ          599 29     KR2AA         599 08    
QSO: 14018 CW 2020-04-12 1435 R5AJ          599 29     G3XTT         599 27    
QSO: 14018 CW 2020-04-12 1435 R5AJ          599 29     OZ6AGX        599 18    
QSO: 14019 CW 2020-04-12 1435 R5AJ          599 29     ON7CC         599 27    
QSO: 14018 CW 2020-04-12 1436 R5AJ          599 29     W6KH          599 06    
QSO: 14018 CW 2020-04-12 1436 R5AJ          599 29     OK2BOB        599 28    
QSO: 14018 CW 2020-04-12 1436 R5AJ          599 29     K5DU          599 07    
QSO: 14018 CW 2020-04-12 1437 R5AJ          599 29     R7DA          599 29    
QSO: 14018 CW 2020-04-12 1437 R5AJ          599 29     K3UA          599 08    
QSO: 14018 CW 2020-04-12 1437 R5AJ          599 29     CT1ELZ        599 37    
QSO: 14018 CW 2020-04-12 1438 R5AJ          599 29     DL8WN         599 28    
QSO: 14018 CW 2020-04-12 1439 R5AJ          599 29     VE3TM         599 04    
QSO: 14018 CW 2020-04-12 1439 R5AJ          599 29     WD5DBV        599 07    
QSO: 14018 CW 2020-04-12 1440 R5AJ          599 29     YU5R          599 28    
QSO: 14018 CW 2020-04-12 1441 R5AJ          599 29     SN7O          599 28    
QSO: 14018 CW 2020-04-12 1441 R5AJ          599 29     VE3VSM        599 04    
QSO: 14018 CW 2020-04-12 1441 R5AJ          599 29     UT7E          599 29    
QSO: 14018 CW 2020-04-12 1443 R5AJ          599 29     F8BDX         599 27    
QSO: 14018 CW 2020-04-12 1443 R5AJ          599 29     DL1NKS        599 28    
QSO: 14018 CW 2020-04-12 1444 R5AJ          599 29     R9MA          599 30    
QSO: 14018 CW 2020-04-12 1445 R5AJ          599 29     DH1TST        599 28    
QSO: 14018 CW 2020-04-12 1445 R5AJ          599 29     M0BEW         599 27    
QSO: 14018 CW 2020-04-12 1445 R5AJ          599 29     HG4I          599 28    
QSO: 14018 CW 2020-04-12 1445 R5AJ          599 29     UN9GD         599 31    
QSO: 14018 CW 2020-04-12 1446 R5AJ          599 29     IK8SVQ        599 28    
QSO: 14018 CW 2020-04-12 1446 R5AJ          599 29     W4PM          599 08    
QSO: 14018 CW 2020-04-12 1447 R5AJ          599 29     SE6N          599 18    
QSO: 14018 CW 2020-04-12 1447 R5AJ          599 29     SN5J          599 28    
QSO: 14018 CW 2020-04-12 1448 R5AJ          599 29     RA4Y          599 29    
QSO: 14018 CW 2020-04-12 1448 R5AJ          599 29     EA2KV         599 37    
QSO: 14018 CW 2020-04-12 1448 R5AJ          599 29     K2NV          599 08    
QSO: 14018 CW 2020-04-12 1449 R5AJ          599 29     SK0QO         599 18    
QSO: 14018 CW 2020-04-12 1449 R5AJ          599 29     OK5SA         599 28    
QSO: 14018 CW 2020-04-12 1450 R5AJ          599 29     VE3FN         599 04    
QSO: 14018 CW 2020-04-12 1450 R5AJ          599 29     P3X           599 39    
QSO: 14018 CW 2020-04-12 1450 R5AJ          599 29     DL8MBS        599 28    
QSO: 14018 CW 2020-04-12 1451 R5AJ          599 29     I4LCK         599 28    
QSO: 14018 CW 2020-04-12 1451 R5AJ          599 29     HA5OO         599 28    
QSO: 14018 CW 2020-04-12 1452 R5AJ          599 29     EA1GT/QRP     599 37    
QSO: 14018 CW 2020-04-12 1452 R5AJ          599 29     N9CIQ         599 07    
QSO: 14018 CW 2020-04-12 1452 R5AJ          599 29     EA3NO         599 37    
QSO: 14018 CW 2020-04-12 1453 R5AJ          599 29     W5GN          599 07    
QSO: 14018 CW 2020-04-12 1453 R5AJ          599 29     DK3YD         599 28    
QSO: 14018 CW 2020-04-12 1453 R5AJ          599 29     EA2AZ         599 37    
QSO: 14018 CW 2020-04-12 1454 R5AJ          599 29     RX3N          599 29    
QSO: 14018 CW 2020-04-12 1454 R5AJ          599 29     F6HDI         599 27    
QSO: 14018 CW 2020-04-12 1455 R5AJ          599 29     IK8SVQ        599 28    
QSO: 14018 CW 2020-04-12 1456 R5AJ          599 29     EA3CAZ        599 37    
QSO: 14018 CW 2020-04-12 1456 R5AJ          599 29     EA8KW         599 36    
QSO: 14018 CW 2020-04-12 1457 R5AJ          599 29     I6FDJ         599 28    
QSO: 14018 CW 2020-04-12 1457 R5AJ          599 29     EI7KD         599 27    
QSO: 14018 CW 2020-04-12 1458 R5AJ          599 29     DL1VJL        599 28    
QSO: 14018 CW 2020-04-12 1458 R5AJ          599 29     VE9ML         599 09    
QSO: 14018 CW 2020-04-12 1458 R5AJ          599 29     DL7UXG        599 28    
QSO: 14018 CW 2020-04-12 1459 R5AJ          599 29     W9RE          599 08    
QSO: 14018 CW 2020-04-12 1459 R5AJ          599 29     GM3ZRT        599 27    
QSO: 14018 CW 2020-04-12 1459 R5AJ          599 29     K5LY          599 07    
QSO: 14018 CW 2020-04-12 1500 R5AJ          599 29     E74Y          599 28    
QSO: 14018 CW 2020-04-12 1500 R5AJ          599 29     LA0CX         599 18    
QSO: 14018 CW 2020-04-12 1501 R5AJ          599 29     M0TDW         599 27    
QSO: 14018 CW 2020-04-12 1501 R5AJ          599 29     DG7EE         599 28    
QSO: 14018 CW 2020-04-12 1501 R5AJ          599 29     E77W          599 28    
QSO: 14018 CW 2020-04-12 1501 R5AJ          599 29     UT4WA         599 29    
QSO: 14018 CW 2020-04-12 1502 R5AJ          599 29     DL3DRN        599 28    
QSO: 14018 CW 2020-04-12 1502 R5AJ          599 29     SP6GCU        599 28    
QSO: 14018 CW 2020-04-12 1503 R5AJ          599 29     HA2MN         599 28    
QSO: 14018 CW 2020-04-12 1503 R5AJ          599 29     VA3GE         599 04    
QSO: 14018 CW 2020-04-12 1504 R5AJ          599 29     AC4CA         599 07    
QSO: 14018 CW 2020-04-12 1504 R5AJ          599 29     EC1RS         599 37    
QSO: 14018 CW 2020-04-12 1505 R5AJ          599 29     EA5KO         599 37    
QSO: 14018 CW 2020-04-12 1506 R5AJ          599 29     4Z4UO         599 39    
QSO: 14018 CW 2020-04-12 1506 R5AJ          599 29     LZ2HR         599 28    
QSO: 14018 CW 2020-04-12 1506 R5AJ          599 29     EA1DP         599 37    
QSO: 14018 CW 2020-04-12 1507 R5AJ          599 29     LZ75ZZ        599 28    
QSO: 14018 CW 2020-04-12 1508 R5AJ          599 29     G3WBB         599 27    
QSO: 14018 CW 2020-04-12 1508 R5AJ          599 29     DL9ZP         599 28    
QSO: 14018 CW 2020-04-12 1508 R5AJ          599 29     TM10GFT       599 27    
QSO: 14018 CW 2020-04-12 1509 R5AJ          599 29     I1FLC         599 28    
QSO: 14018 CW 2020-04-12 1509 R5AJ          599 29     RA0LQ/MM      599 27    
QSO: 14018 CW 2020-04-12 1510 R5AJ          599 29     W4EO          599 08    
QSO: 14018 CW 2020-04-12 1511 R5AJ          599 29     SP1JQJ        599 28    
QSO: 14018 CW 2020-04-12 1512 R5AJ          599 29     4Z4UO         599 39    
QSO: 14018 CW 2020-04-12 1513 R5AJ          599 29     W3YA          599 08    
QSO: 14018 CW 2020-04-12 1514 R5AJ          599 29     G0FGI         599 27    
QSO: 14018 CW 2020-04-12 1515 R5AJ          599 29     RK3DK         599 29    
QSO: 14018 CW 2020-04-12 1515 R5AJ          599 29     W9GL          599 08    
QSO: 14018 CW 2020-04-12 1516 R5AJ          599 29     CT1DRB        599 37    
QSO: 14018 CW 2020-04-12 1520 R5AJ          599 29     AI4WW         599 08    
QSO: 14018 CW 2020-04-12 1521 R5AJ          599 29     DL9SEV        599 28    
QSO: 14018 CW 2020-04-12 1521 R5AJ          599 29     N4JVP         599 08    
QSO: 14018 CW 2020-04-12 1522 R5AJ          599 29     UT3UZ         599 29    
QSO: 14018 CW 2020-04-12 1522 R5AJ          599 29     VA1MM         599 09    
QSO: 14018 CW 2020-04-12 1522 R5AJ          599 29     M8A           599 27    
QSO: 14018 CW 2020-04-12 1523 R5AJ          599 29     F6FYY         599 27    
