START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: OH2KW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: OH2KW
QSO: 14036 CW 2020-04-12 0841 OH2KW         599 18     JK2VOC        599 45    
QSO: 14036 CW 2020-04-12 0842 OH2KW         599 18     DL1CW         599 28    
QSO: 14036 CW 2020-04-12 0842 OH2KW         599 18     R7MT          599 29    
QSO: 14036 CW 2020-04-12 0843 OH2KW         599 18     R7KX          599 29    
QSO: 14036 CW 2020-04-12 0846 OH2KW         599 18     YU1YV         599 28    
QSO: 14036 CW 2020-04-12 0846 OH2KW         599 18     EI7CC         599 27    
QSO: 14036 CW 2020-04-12 0847 OH2KW         599 18     YO3GNF        599 14    
QSO: 14036 CW 2020-04-12 0848 OH2KW         599 18     YO4AAC        599 28    
QSO: 14036 CW 2020-04-12 0848 OH2KW         599 18     EA8/HB9FIV    599 29    
QSO: 14036 CW 2020-04-12 0849 OH2KW         599 18     UA6LCJ        599 29    
QSO: 14036 CW 2020-04-12 0850 OH2KW         599 18     OR5T          599 48    
QSO: 14036 CW 2020-04-12 0851 OH2KW         599 18     PD7CJT        599 28    
QSO: 14036 CW 2020-04-12 0852 OH2KW         599 18     JA7OYF        599 45    
QSO: 14036 CW 2020-04-12 0852 OH2KW         599 18     RM9RZ         599 29    
QSO: 14036 CW 2020-04-12 0853 OH2KW         599 18     F5RQQ         599 27    
QSO: 14036 CW 2020-04-12 0855 OH2KW         599 18     UR3QTN        599 29    
QSO: 14036 CW 2020-04-12 0855 OH2KW         599 18     YO2CEQ        599 28    
QSO: 14036 CW 2020-04-12 0857 OH2KW         599 18     UA9CU         599 29    
QSO: 14036 CW 2020-04-12 0857 OH2KW         599 18     UN0LM         599 30    
QSO: 14036 CW 2020-04-12 0857 OH2KW         599 18     UA6Y          599 29    
QSO: 14036 CW 2020-04-12 0858 OH2KW         599 18     RA9AFZ        599 29    
QSO: 14036 CW 2020-04-12 0859 OH2KW         599 18     YT6W          599 28    
QSO: 14036 CW 2020-04-12 0859 OH2KW         599 18     F5PAL         599 27    
QSO: 14036 CW 2020-04-12 0859 OH2KW         599 18     9A2EY         599 28    
QSO: 14036 CW 2020-04-12 0859 OH2KW         599 18     YU1ED         599 28    
