START-OF-LOG: 3.0
CREATED-BY: ua9qcq-yuri-gagarin-dx-ubn-downloader
CONTEST: YURI-GAGARIN-DX
CALLSIGN: HG8C
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: LOW
OPERATORS: HA8EK
QSO: 14024 CW 2019-04-14 0542 HG8C          599 28     RC4AC         599 29    
QSO: 14024 CW 2019-04-14 0543 HG8C          599 28     UA4C          599 29    
QSO: 14024 CW 2019-04-14 0543 HG8C          599 28     RN4W          599 29    
QSO: 14024 CW 2019-04-14 0543 HG8C          599 28     RD4W          599 29    
QSO: 14024 CW 2019-04-14 0543 HG8C          599 28     RA9DZ         599 29    
QSO: 14024 CW 2019-04-14 0544 HG8C          599 28     RA9SF         599 29    
QSO: 14024 CW 2019-04-14 0544 HG8C          599 28     UA4PN         599 29    
QSO: 14023 CW 2019-04-14 0547 HG8C          599 28     RA9MX         599 30    
QSO: 14023 CW 2019-04-14 0548 HG8C          599 28     RK9AX         599 29    
QSO: 14036 CW 2019-04-14 0549 HG8C          599 28     RX9AF         599 29    
QSO: 14023 CW 2019-04-14 0722 HG8C          599 28     R3OR          599 29    
QSO: 14022 CW 2019-04-14 0723 HG8C          599 28     R3KQ          599 29    
QSO: 14021 CW 2019-04-14 0724 HG8C          599 28     RW0AJ         599 29    
QSO: 14020 CW 2019-04-14 0725 HG8C          599 28     RK9CYA        599 29    
QSO: 14019 CW 2019-04-14 0726 HG8C          599 28     RQ9O          599 30    
QSO: 14019 CW 2019-04-14 0727 HG8C          599 28     RN5AA         599 29    
QSO: 14016 CW 2019-04-14 0728 HG8C          599 28     UA6GO         599 29    
QSO: 14013 CW 2019-04-14 0730 HG8C          599 28     UA3KW         599 29    
QSO: 14010 CW 2019-04-14 0733 HG8C          599 28     UD4C          599 29    
QSO: 14011 CW 2019-04-14 0733 HG8C          599 28     UA5C          599 29    
QSO: 14023 CW 2019-04-14 0737 HG8C          599 28     UR7MZ         599 29    
QSO: 14020 CW 2019-04-14 0737 HG8C          599 28     R0AK          599 30    
QSO: 14026 CW 2019-04-14 0738 HG8C          599 28     RX3APM        599 29    
QSO: 14032 CW 2019-04-14 0739 HG8C          599 28     RW7F          599 29    
QSO: 14030 CW 2019-04-14 0739 HG8C          599 28     RW3X          599 29    
QSO: 14028 CW 2019-04-14 0739 HG8C          599 28     RT9A          599 30    
QSO: 14034 CW 2019-04-14 0740 HG8C          599 28     RC3P          599 29    
QSO: 14033 CW 2019-04-14 0740 HG8C          599 28     UA3RZ         599 29    
QSO: 14035 CW 2019-04-14 0741 HG8C          599 28     UN2E          599 30    
QSO: 14034 CW 2019-04-14 0741 HG8C          599 28     R3QA          599 29    
QSO: 14036 CW 2019-04-14 0742 HG8C          599 28     UC0A          599 29    
QSO: 14036 CW 2019-04-14 0742 HG8C          599 28     RA3AN         599 29    
QSO: 14038 CW 2019-04-14 0743 HG8C          599 28     RT4F          599 29    
QSO: 14037 CW 2019-04-14 0743 HG8C          599 28     UN7PGA        599 30    
QSO: 14040 CW 2019-04-14 0744 HG8C          599 28     R1AT          599 29    
QSO: 14039 CW 2019-04-14 0744 HG8C          599 28     RL9I          599 31    
QSO: 14046 CW 2019-04-14 0745 HG8C          599 28     RN4AO         599 29    
QSO: 14043 CW 2019-04-14 0745 HG8C          599 28     RL4A          599 29    
QSO: 14047 CW 2019-04-14 0746 HG8C          599 28     R7MC          599 29    
QSO: 14048 CW 2019-04-14 0747 HG8C          599 28     R1NI          599 29    
QSO: 14048 CW 2019-04-14 0747 HG8C          599 28     UD7G          599 29    
QSO: 14048 CW 2019-04-14 0747 HG8C          599 28     R3ZZ          599 29    
QSO: 14048 CW 2019-04-14 0747 HG8C          599 28     UN7FW         599 30    
QSO: 14048 CW 2019-04-14 0748 HG8C          599 28     RK4S          599 29    
QSO: 14048 CW 2019-04-14 0749 HG8C          599 28     RA1CE         599 29    
QSO: 14048 CW 2019-04-14 0749 HG8C          599 28     UN8PT         599 11    
QSO: 14048 CW 2019-04-14 0750 HG8C          599 28     UA4PAQ        599 29    
QSO: 14048 CW 2019-04-14 0751 HG8C          599 28     R7MT          599 29    
QSO: 14048 CW 2019-04-14 0753 HG8C          599 28     RG3B          599 29    
QSO: 14048 CW 2019-04-14 0753 HG8C          599 28     RK3MXT        599 29    
QSO: 14048 CW 2019-04-14 0754 HG8C          599 28     RW9MZ         599 29    
QSO: 14048 CW 2019-04-14 0755 HG8C          599 28     R8CT          599 30    
QSO: 14048 CW 2019-04-14 0756 HG8C          599 28     R3EA          599 29    
QSO: 14048 CW 2019-04-14 0756 HG8C          599 28     RN3S          599 29    
QSO: 14041 CW 2019-04-14 1005 HG8C          599 28     RZ8U          599 29    
QSO: 14041 CW 2019-04-14 1007 HG8C          599 28     R4SC          599 29    
QSO: 14043 CW 2019-04-14 1007 HG8C          599 28     SM5IMO        599 18    
QSO: 14039 CW 2019-04-14 1009 HG8C          599 28     UN7CAW        599 30    
QSO: 14039 CW 2019-04-14 1009 HG8C          599 28     RT5G          599 29    
QSO: 14039 CW 2019-04-14 1009 HG8C          599 28     P3X           599 39    
QSO: 14039 CW 2019-04-14 1009 HG8C          599 28     R3PIQ         599 29    
QSO: 14039 CW 2019-04-14 1010 HG8C          599 28     G0CKP         599 27    
QSO: 14039 CW 2019-04-14 1011 HG8C          599 28     RN4SC         599 29    
QSO: 14039 CW 2019-04-14 1012 HG8C          599 28     RW3AI         599 29    
QSO: 14039 CW 2019-04-14 1012 HG8C          599 28     EU6AA         599 29    
QSO: 14039 CW 2019-04-14 1012 HG8C          599 28     RA9AFZ        599 29    
QSO: 14039 CW 2019-04-14 1012 HG8C          599 28     UA3PP         599 29    
QSO: 14039 CW 2019-04-14 1013 HG8C          599 28     EU5C          599 29    
QSO: 14039 CW 2019-04-14 1014 HG8C          599 28     M0BKB         599 27    
QSO: 14039 CW 2019-04-14 1014 HG8C          599 28     RV3DBK        599 29    
QSO: 14039 CW 2019-04-14 1015 HG8C          599 28     UK7AL         599 30    
QSO: 14039 CW 2019-04-14 1015 HG8C          599 28     R3LB          599 29    
QSO: 14039 CW 2019-04-14 1015 HG8C          599 28     RN3F          599 29    
QSO: 14039 CW 2019-04-14 1015 HG8C          599 28     RT3C          599 29    
QSO: 14039 CW 2019-04-14 1016 HG8C          599 28     RM6AA         599 29    
QSO: 14039 CW 2019-04-14 1017 HG8C          599 28     G3SQU         599 27    
QSO: 14039 CW 2019-04-14 1017 HG8C          599 28     SV1JFL        599 28    
QSO: 14039 CW 2019-04-14 1018 HG8C          599 28     R9XS          599 30    
QSO: 14039 CW 2019-04-14 1018 HG8C          599 28     R7MM          599 29    
QSO: 14039 CW 2019-04-14 1018 HG8C          599 28     RW4HFH        599 29    
QSO: 14039 CW 2019-04-14 1019 HG8C          599 28     PC4H          599 27    
QSO: 14039 CW 2019-04-14 1020 HG8C          599 28     R5PW          599 29    
QSO: 14039 CW 2019-04-14 1020 HG8C          599 28     RK9AK         599 29    
QSO: 14039 CW 2019-04-14 1022 HG8C          599 28     EW8OM         599 29    
QSO: 14039 CW 2019-04-14 1022 HG8C          599 28     R9OM/6        599 52    
QSO: 14039 CW 2019-04-14 1023 HG8C          599 28     RN3P          599 44    
QSO: 14039 CW 2019-04-14 1023 HG8C          599 28     SE4E          599 18    
QSO: 14039 CW 2019-04-14 1024 HG8C          599 28     RT6N          599 29    
QSO: 14039 CW 2019-04-14 1024 HG8C          599 28     YT1A          599 28    
QSO: 14039 CW 2019-04-14 1024 HG8C          599 28     UA3QAM        599 29    
QSO: 14039 CW 2019-04-14 1025 HG8C          599 28     UA1ORK        599 29    
QSO: 14039 CW 2019-04-14 1026 HG8C          599 28     G4OTU         599 27    
QSO: 14039 CW 2019-04-14 1027 HG8C          599 28     G4POF         599 27    
QSO: 14039 CW 2019-04-14 1028 HG8C          599 28     YL1ZF         599 29    
QSO: 14039 CW 2019-04-14 1029 HG8C          599 28     EU1AI         599 29    
QSO: 14039 CW 2019-04-14 1029 HG8C          599 28     UA6CC         599 29    
QSO: 14039 CW 2019-04-14 1030 HG8C          599 28     PA0CMF        599 27    
QSO: 14039 CW 2019-04-14 1030 HG8C          599 28     ON4LY         599 27    
QSO: 14039 CW 2019-04-14 1031 HG8C          599 28     UW6M          599 29    
QSO: 14039 CW 2019-04-14 1031 HG8C          599 28     R4WT          599 29    
QSO: 14039 CW 2019-04-14 1031 HG8C          599 28     RA3XCZ        599 29    
QSO: 14039 CW 2019-04-14 1032 HG8C          599 28     OZ5UR         599 18    
QSO: 14039 CW 2019-04-14 1032 HG8C          599 28     RW4WN         599 29    
QSO: 14039 CW 2019-04-14 1032 HG8C          599 28     UA3UBT        599 29    
QSO: 14039 CW 2019-04-14 1033 HG8C          599 28     DF5EG         599 28    
QSO: 14039 CW 2019-04-14 1034 HG8C          599 28     LY2KA         599 29    
QSO: 14039 CW 2019-04-14 1034 HG8C          599 28     M0CYR         599 27    
QSO: 14039 CW 2019-04-14 1034 HG8C          599 28     F6EPQ         599 27    
QSO: 14039 CW 2019-04-14 1035 HG8C          599 28     RV3VL         599 37    
QSO: 14039 CW 2019-04-14 1036 HG8C          599 28     SM6FPC        599 18    
QSO: 14039 CW 2019-04-14 1037 HG8C          599 28     EU8F          599 29    
QSO: 14025 CW 2019-04-14 1519 HG8C          599 28     R4OF          599 29    
