START-OF-LOG: 2.0
CREATED-BY: Win-Test 4.24.0
CONTEST: EA-MAJESTAD-SSB
URE-SECTION: CE
CALLSIGN: ED9E
CATEGORY: MULTI-MULTI ALL
CLAIMED-SCORE: 449106
OPERATORS: EA9CD EA9FY EA9KB EA9ABC EA9ABE EA9ABV EA9ACD EA9ACE EA9ACF EA7KI
NAME: CEUTA CONTEST TEAM
SOAPBOX: Hemos disfrutado con nuestras dos Delta Loop Multibanda (160-10m),
SOAPBOX: hemos mejorado con respecto al año pasado.
QSO:  7000 PH 2017-06-24 1200 ED9E          59  CE     EA7JZD        59  MA    
QSO:  7000 PH 2017-06-24 1201 ED9E          59  CE     EA5DUJ        59  AB    
QSO:  7000 PH 2017-06-24 1201 ED9E          59  CE     EA5RC         59  CS    
QSO:  7000 PH 2017-06-24 1201 ED9E          59  CE     EA5AWY        59  A     
QSO:  7000 PH 2017-06-24 1201 ED9E          59  CE     EA1MA         59  BU    
QSO:  7000 PH 2017-06-24 1203 ED9E          59  CE     EF5Y          59  A     
QSO:  7000 PH 2017-06-24 1203 ED9E          59  CE     EA4ZR         59  BU    
QSO:  7000 PH 2017-06-24 1204 ED9E          59  CE     ED1V          59  PO    
QSO:  7000 PH 2017-06-24 1204 ED9E          59  CE     EA4BX         59  CC    
QSO:  7000 PH 2017-06-24 1205 ED9E          59  CE     EA1ITX        59  O     
QSO:  7000 PH 2017-06-24 1206 ED9E          59  CE     EA4HT         59  M     
QSO:  7000 PH 2017-06-24 1206 ED9E          59  CE     EA4GWL        59  M     
QSO:  7000 PH 2017-06-24 1207 ED9E          59  CE     EA4DW         59  A     
QSO:  7000 PH 2017-06-24 1207 ED9E          59  CE     EA4ESW        59  M     
QSO:  7000 PH 2017-06-24 1208 ED9E          59  CE     EA4BXO        59  M     
QSO: 14000 PH 2017-06-24 1210 ED9E          59  CE     HB9CIC        59  012   
QSO:  7000 PH 2017-06-24 1211 ED9E          59  CE     EA5HW         59  A     
QSO: 14000 PH 2017-06-24 1211 ED9E          59  CE     EA8AMY        59  GC    
QSO:  7000 PH 2017-06-24 1212 ED9E          59  CE     EA5EC         59  AB    
QSO:  7000 PH 2017-06-24 1213 ED9E          59  CE     EF1W          59  O     
QSO:  7000 PH 2017-06-24 1213 ED9E          59  CE     EA3IAA        59  B     
QSO:  7000 PH 2017-06-24 1214 ED9E          59  CE     EC5NJ         59  V     
QSO:  7000 PH 2017-06-24 1214 ED9E          59  CE     EA1AUH        59  LO    
QSO:  7000 PH 2017-06-24 1216 ED9E          59  CE     EA5IMJ        59  A     
QSO:  7000 PH 2017-06-24 1216 ED9E          59  CE     EC5EA         59  A     
QSO:  7000 PH 2017-06-24 1221 ED9E          59  CE     EA3HWE        59  B     
QSO:  7000 PH 2017-06-24 1222 ED9E          59  CE     EA7KR         59  MA    
QSO:  7000 PH 2017-06-24 1223 ED9E          59  CE     EA4BBB        59  M     
QSO:  7000 PH 2017-06-24 1223 ED9E          59  CE     EB4DSP        59  M     
QSO:  7000 PH 2017-06-24 1225 ED9E          59  CE     EA5KO         59  V     
QSO: 28000 PH 2017-06-24 1228 ED9E          59  CE     EA1WD         59  S     
QSO:  7000 PH 2017-06-24 1229 ED9E          59  CE     ED1W          59  PO    
QSO:  7000 PH 2017-06-24 1229 ED9E          59  CE     EA2DCD        59  BI    
QSO: 28000 PH 2017-06-24 1231 ED9E          59  CE     9A5Y          59  039   
QSO:  7000 PH 2017-06-24 1233 ED9E          59  CE     EB5BHC        59  V     
QSO:  7000 PH 2017-06-24 1241 ED9E          59  CE     EA6EA         59  IB    
QSO:  7000 PH 2017-06-24 1241 ED9E          59  CE     EA5HEP        59  A     
QSO: 28000 PH 2017-06-24 1240 ED9E          59  CE     EA8CYE        59  TF    
QSO:  7000 PH 2017-06-24 1242 ED9E          59  CE     EA3GOM        59  B     
QSO:  7000 PH 2017-06-24 1242 ED9E          59  CE     EA4GSH        59  BA    
QSO:  7000 PH 2017-06-24 1242 ED9E          59  CE     EA3AH         59  LE    
QSO: 28000 PH 2017-06-24 1242 ED9E          59  CE     DL0ESA        59  013   
QSO:  7000 PH 2017-06-24 1243 ED9E          59  CE     EA4GJP        59  BA    
QSO:  7000 PH 2017-06-24 1244 ED9E          59  CE     DK0AN         59  002   
QSO: 28000 PH 2017-06-24 1244 ED9E          59  CE     IW2HAJ        59  061   
QSO:  7000 PH 2017-06-24 1247 ED9E          59  CE     EA5GTY        59  V     
QSO: 28000 PH 2017-06-24 1247 ED9E          59  CE     DO4DXA        59  042   
QSO:  7000 PH 2017-06-24 1248 ED9E          59  CE     EA3FP         59  B     
QSO:  7000 PH 2017-06-24 1248 ED9E          59  CE     EC7AT         59  AL    
QSO: 28000 PH 2017-06-24 1248 ED9E          59  CE     IK4LZH        59  019   
QSO:  7000 PH 2017-06-24 1249 ED9E          59  CE     EF0F          59  SMR   
QSO:  7000 PH 2017-06-24 1251 ED9E          59  CE     EA5ES         59  MU    
QSO: 28000 PH 2017-06-24 1251 ED9E          59  CE     IZ4UEZ        59  010   
QSO:  7000 PH 2017-06-24 1255 ED9E          59  CE     EA7IYF        59  AL    
QSO:  7000 PH 2017-06-24 1255 ED9E          59  CE     EA7HOU        59  AL    
QSO: 28000 PH 2017-06-24 1255 ED9E          59  CE     DD8SM         59  006   
QSO:  7000 PH 2017-06-24 1256 ED9E          59  CE     F1RHS         59  013   
QSO:  7000 PH 2017-06-24 1256 ED9E          59  CE     EC5AEZ        59  V     
QSO: 28000 PH 2017-06-24 1256 ED9E          59  CE     9A7T          59  024   
QSO:  7000 PH 2017-06-24 1257 ED9E          59  CE     EA5CA         59  MU    
QSO:  7000 PH 2017-06-24 1259 ED9E          59  CE     EA5MD         59  AB    
QSO:  7000 PH 2017-06-24 1300 ED9E          59  CE     EA2DCA        59  BI    
QSO:  7000 PH 2017-06-24 1302 ED9E          59  CE     EA3EER        59  B     
QSO:  7000 PH 2017-06-24 1304 ED9E          59  CE     EA5DVL        59  V     
QSO:  7000 PH 2017-06-24 1305 ED9E          59  CE     EA5RKM        59  CS    
