START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: ED3S
CLUB: 
CONTEST: EA-MAJESTAD-SSB
CATEGORY: SINGLE-OP ALL HIGH
CLAIMED-SCORE: 85772
OPERATORS: ED3S
NAME: Jaume Antich
SOAPBOX: Mucha participacion nacional, contactos repartidos en todas las seis bandas, no como
SOAPBOX: otras ediciones que todo el mundo estaba en 40 metros
CREATED-BY: WinURECon 3.13 (Windows desconocido 64 bits)
QSO: 28000 PH 2017-06-24 1338 ED3S          59  GI     EA1AIW        59  O
QSO: 28000 PH 2017-06-24 1339 ED3S          59  GI     EC1DJ         59  PO
QSO: 28000 PH 2017-06-24 1344 ED3S          59  GI     EA1AJV        59  PO
QSO: 28000 PH 2017-06-24 1345 ED3S          59  GI     M0IEI         59  011
QSO: 28000 PH 2017-06-24 1347 ED3S          59  GI     EF8I          59  TF
QSO: 28000 PH 2017-06-24 1350 ED3S          59  GI     EB1OU         59  OU
QSO: 28000 PH 2017-06-24 1352 ED3S          59  GI     EB1DJ         59  C
QSO: 28000 PH 2017-06-24 1357 ED3S          59  GI     EA1IMP        59  C
QSO: 28000 PH 2017-06-24 1358 ED3S          59  GI     EA7KR         59  MA
QSO: 28000 PH 2017-06-24 1400 ED3S          59  GI     EF9R          59  CE
QSO: 28000 PH 2017-06-24 1403 ED3S          59  GI     EA1VM         59  P
QSO: 28000 PH 2017-06-24 1404 ED3S          59  GI     EA4ZR         59  BU
QSO: 28000 PH 2017-06-24 1407 ED3S          59  GI     ED1MK         59  P
QSO: 28000 PH 2017-06-24 1409 ED3S          59  GI     EF1W          59  O
QSO: 28000 PH 2017-06-24 1413 ED3S          59  GI     EA8CYE        59  TF
QSO: 28000 PH 2017-06-24 1416 ED3S          59  GI     EA3BLL        59  GI
QSO: 28000 PH 2017-06-24 1417 ED3S          59  GI     EF5Y          59  A
QSO: 28000 PH 2017-06-24 1426 ED3S          59  GI     ED4Y          59  CC
QSO: 28000 PH 2017-06-24 1427 ED3S          59  GI     ED5W          59  A
QSO: 28000 PH 2017-06-24 1428 ED3S          59  GI     EF5T          59  MU
QSO:  7000 PH 2017-06-24 1430 ED3S          59  GI     EB6ABR        59  IB
QSO:  7000 PH 2017-06-24 1431 ED3S          59  GI     EB5AG         59  A
QSO:  7000 PH 2017-06-24 1431 ED3S          59  GI     EA5KO         59  V
QSO:  7000 PH 2017-06-24 1433 ED3S          59  GI     EA1ABT        59  S
QSO:  7000 PH 2017-06-24 1436 ED3S          59  GI     EA2DCD        59  BI
QSO:  7000 PH 2017-06-24 1439 ED3S          59  GI     ED7R          59  CA
QSO:  7000 PH 2017-06-24 1440 ED3S          59  GI     EB7DUY        59  CA
QSO:  7000 PH 2017-06-24 1442 ED3S          59  GI     EE5T          59  V
QSO:  7000 PH 2017-06-24 1442 ED3S          59  GI     EA5RC         59  CS
QSO:  7000 PH 2017-06-24 1443 ED3S          59  GI     EA5GUQ        59  MU
QSO:  7000 PH 2017-06-24 1444 ED3S          59  GI     ED9E          59  CE
QSO:  7000 PH 2017-06-24 1445 ED3S          59  GI     EA7JZD        59  MA
QSO:  7000 PH 2017-06-24 1447 ED3S          59  GI     EA4FTV        59  M
QSO:  7000 PH 2017-06-24 1447 ED3S          59  GI     EF0F          59  SMR
QSO:  7000 PH 2017-06-24 1448 ED3S          59  GI     EA5FIV        59  A
QSO:  7000 PH 2017-06-24 1449 ED3S          59  GI     EC5AN         59  CS
QSO:  7000 PH 2017-06-24 1450 ED3S          59  GI     EA4URE        59  M
QSO:  7000 PH 2017-06-24 1451 ED3S          59  GI     EA3CE         59  B
QSO:  7000 PH 2017-06-24 1452 ED3S          59  GI     EC5NJ         59  V
QSO:  7000 PH 2017-06-24 1452 ED3S          59  GI     EA5IFY        59  CS
QSO:  7000 PH 2017-06-24 1455 ED3S          59  GI     EA7MV         59  GR
QSO:  7000 PH 2017-06-24 1456 ED3S          59  GI     EC5JC         59  A
QSO:  7000 PH 2017-06-24 1459 ED3S          59  GI     EA5EC         59  AB
QSO: 28000 PH 2017-06-24 1500 ED3S          59  GI     EF0F          59  SMR
QSO: 28000 PH 2017-06-24 1502 ED3S          59  GI     EA5DZ         59  MU
QSO: 28000 PH 2017-06-24 1503 ED3S          59  GI     ED1W          59  PO
QSO: 28000 PH 2017-06-24 1504 ED3S          59  GI     EC7WR         59  CO
QSO: 28000 PH 2017-06-24 1505 ED3S          59  GI     EA8PT         59  GC
QSO: 21000 PH 2017-06-24 1508 ED3S          59  GI     ED4Y          59  CC
QSO: 21000 PH 2017-06-24 1510 ED3S          59  GI     EF9R          59  CE
QSO: 21000 PH 2017-06-24 1512 ED3S          59  GI     EA7IOJ        59  GR
QSO: 21000 PH 2017-06-24 1512 ED3S          59  GI     EA1AJV        59  PO
QSO: 21000 PH 2017-06-24 1515 ED3S          59  GI     EA7KR         59  MA
QSO: 21000 PH 2017-06-24 1517 ED3S          59  GI     EA4URE        59  M
QSO: 14000 PH 2017-06-24 1523 ED3S          59  GI     ED3X          59  B
QSO: 14000 PH 2017-06-24 1525 ED3S          59  GI     YT1A          59  232
QSO: 14000 PH 2017-06-24 1527 ED3S          59  GI     EA2RCP        59  NA
QSO: 14000 PH 2017-06-24 1529 ED3S          59  GI     EA3GP         59  T
QSO: 14000 PH 2017-06-24 1531 ED3S          59  GI     EA8AMY        59  GC
QSO: 14000 PH 2017-06-24 1532 ED3S          59  GI     EA5IFY        59  CS
QSO: 14000 PH 2017-06-24 1534 ED3S          59  GI     EA7GT         59  MA
QSO: 14000 PH 2017-06-24 1537 ED3S          59  GI     EA7ITL        59  CA
QSO: 14000 PH 2017-06-24 1538 ED3S          59  GI     LZ5R          59  083
QSO: 14000 PH 2017-06-24 1539 ED3S          59  GI     EF0F          59  SMR
QSO: 21000 PH 2017-06-24 1540 ED3S          59  GI     EF0F          59  SMR
QSO: 21000 PH 2017-06-24 1541 ED3S          59  GI     EC7WR         59  CO
QSO: 21000 PH 2017-06-24 1542 ED3S          59  GI     EE5T          59  V
QSO: 21000 PH 2017-06-24 1545 ED3S          59  GI     9A5Y          59  220
QSO: 21000 PH 2017-06-24 1545 ED3S          59  GI     EA7JV         59  J
QSO: 21000 PH 2017-06-24 1546 ED3S          59  GI     EE5SP         59  V
QSO: 21000 PH 2017-06-24 1547 ED3S          59  GI     UT1DX         59  044
QSO: 21000 PH 2017-06-24 1547 ED3S          59  GI     LZ7A          59  038
QSO: 21000 PH 2017-06-24 1549 ED3S          59  GI     EA4EQF        59  CC
QSO: 21000 PH 2017-06-24 1549 ED3S          59  GI     EA5IRE        59  MU
QSO: 21000 PH 2017-06-24 1549 ED3S          59  GI     EA4BX         59  CC
QSO: 21000 PH 2017-06-24 1550 ED3S          59  GI     EA5AJX        59  AB
QSO: 21000 PH 2017-06-24 1550 ED3S          59  GI     ED8B          59  TF
QSO: 21000 PH 2017-06-24 1551 ED3S          59  GI     ED5P          59  A
QSO: 21000 PH 2017-06-24 1551 ED3S          59  GI     EA8CTK        59  TF
QSO: 21000 PH 2017-06-24 1553 ED3S          59  GI     EA7EJF        59  GR
QSO: 21000 PH 2017-06-24 1554 ED3S          59  GI     CT7AJL        59  097
QSO: 21000 PH 2017-06-24 1555 ED3S          59  GI     EA7IPY        59  H
QSO: 21000 PH 2017-06-24 1558 ED3S          59  GI     EA8KW         59  GC
QSO: 21000 PH 2017-06-24 1559 ED3S          59  GI     EE7P          59  CA
QSO: 28000 PH 2017-06-24 1604 ED3S          59  GI     EF5R          59  A
QSO: 28000 PH 2017-06-24 1605 ED3S          59  GI     EA7AZA        59  CA
QSO: 28000 PH 2017-06-24 1606 ED3S          59  GI     EA7TS         59  GR
QSO: 28000 PH 2017-06-24 1608 ED3S          59  GI     EC7AT         59  AL
QSO: 28000 PH 2017-06-24 1609 ED3S          59  GI     LZ7A          59  014
QSO:  7000 PH 2017-06-24 1613 ED3S          59  GI     EA7GT         59  MA
QSO:  7000 PH 2017-06-24 1615 ED3S          59  GI     EA5HEP        59  A
QSO:  7000 PH 2017-06-24 1616 ED3S          59  GI     IK8UND        59  144
QSO:  7000 PH 2017-06-24 1616 ED3S          59  GI     ED4Y          59  CC
QSO:  7000 PH 2017-06-24 1618 ED3S          59  GI     EA5ERA        59  V
QSO:  7000 PH 2017-06-24 1620 ED3S          59  GI     EA4GVA        59  M
QSO:  7000 PH 2017-06-24 1621 ED3S          59  GI     EA6DB         59  IB
QSO:  7000 PH 2017-06-24 1623 ED3S          59  GI     EA7AYF        59  MA
QSO:  7000 PH 2017-06-24 1624 ED3S          59  GI     ED4SMR        59  CC
QSO:  7000 PH 2017-06-24 1625 ED3S          59  GI     EA4TD         59  M
QSO:  7000 PH 2017-06-24 1626 ED3S          59  GI     EE5O          59  A
QSO:  7000 PH 2017-06-24 1631 ED3S          59  GI     EA5ABE        59  A
QSO:  7000 PH 2017-06-24 1632 ED3S          59  GI     EB1HRW        59  VA
QSO:  7000 PH 2017-06-24 1633 ED3S          59  GI     EA1KP         59  VA
QSO:  7000 PH 2017-06-24 1635 ED3S          59  GI     EC7AT         59  AL
QSO:  7000 PH 2017-06-24 1637 ED3S          59  GI     EA1WO         59  LO
QSO:  7000 PH 2017-06-24 1638 ED3S          59  GI     ED4W          59  GU
QSO:  7000 PH 2017-06-24 1641 ED3S          59  GI     EA4ASC        59  M
QSO: 14000 PH 2017-06-24 1706 ED3S          59  GI     EC7WR         59  CO
QSO: 14000 PH 2017-06-24 1707 ED3S          59  GI     EE5T          59  V
QSO: 14000 PH 2017-06-24 1707 ED3S          59  GI     EA8URG        59  TF
QSO: 14000 PH 2017-06-24 1708 ED3S          59  GI     EA5KV         59  V
QSO: 14000 PH 2017-06-24 1710 ED3S          59  GI     YP0C          59  329
QSO: 14000 PH 2017-06-24 1712 ED3S          59  GI     9A9A          59  474
QSO: 14000 PH 2017-06-24 1713 ED3S          59  GI     EA7PP         59  SE
QSO: 14000 PH 2017-06-24 1719 ED3S          59  GI     DL0ESA        59  198
QSO: 14000 PH 2017-06-24 1720 ED3S          59  GI     SP3QFZ        59  018
QSO: 14000 PH 2017-06-24 1721 ED3S          59  GI     R3GZ          59  050
QSO: 14000 PH 2017-06-24 1721 ED3S          59  GI     ED9E          59  CE
QSO: 14000 PH 2017-06-24 1721 ED3S          59  GI     RG1A          59  044
QSO: 14000 PH 2017-06-24 1722 ED3S          59  GI     OM6DN         59  013
QSO: 14000 PH 2017-06-24 1723 ED3S          59  GI     OK2MC         59  034
QSO: 14000 PH 2017-06-24 1725 ED3S          59  GI     G0FYX         59  018
QSO: 14000 PH 2017-06-24 1726 ED3S          59  GI     OG6N          59  248
QSO: 14000 PH 2017-06-24 1727 ED3S          59  GI     MM1E          59  087
QSO: 14000 PH 2017-06-24 1728 ED3S          59  GI     OZ1D          59  105
QSO: 28000 PH 2017-06-24 1734 ED3S          59  GI     ED9E          59  CE
QSO: 28000 PH 2017-06-24 1735 ED3S          59  GI     HG7T          59  278
QSO: 28000 PH 2017-06-24 1736 ED3S          59  GI     9A5Y          59  335
QSO: 21000 PH 2017-06-24 1738 ED3S          59  GI     HA4XH         59  247
QSO: 21000 PH 2017-06-24 1741 ED3S          59  GI     EA7MT         59  GR
QSO: 14000 PH 2017-06-24 1747 ED3S          59  GI     EA8KC         59  GC
QSO: 14000 PH 2017-06-24 1747 ED3S          59  GI     EF9R          59  CE
QSO: 14000 PH 2017-06-24 1749 ED3S          59  GI     EE7P          59  CA
QSO: 14000 PH 2017-06-24 1749 ED3S          59  GI     EA1AOQ        59  PO
QSO: 14000 PH 2017-06-24 1752 ED3S          59  GI     S57DX         59  418
QSO: 14000 PH 2017-06-24 1754 ED3S          59  GI     EI1E          59  229
QSO: 14000 PH 2017-06-24 1756 ED3S          59  GI     9A7C          59  236
QSO: 14000 PH 2017-06-24 1757 ED3S          59  GI     9A5Y          59  349
QSO: 14000 PH 2017-06-24 1759 ED3S          59  GI     RW3XZ         59  412
QSO: 14000 PH 2017-06-24 1800 ED3S          59  GI     EA8ZS         59  GC
QSO:  7000 PH 2017-06-24 1803 ED3S          59  GI     LZ7A          59  044
QSO:  7000 PH 2017-06-24 1804 ED3S          59  GI     EC7WR         59  CO
QSO:  7000 PH 2017-06-24 1806 ED3S          59  GI     EA3FP         59  B
QSO:  7000 PH 2017-06-24 1807 ED3S          59  GI     9A3B          59  254
QSO:  7000 PH 2017-06-24 1809 ED3S          59  GI     EA7HOH        59  CA
QSO:  7000 PH 2017-06-24 1810 ED3S          59  GI     EA6QY         59  IB
QSO:  7000 PH 2017-06-24 1811 ED3S          59  GI     EA5GMB        59  MU
QSO:  7000 PH 2017-06-24 1813 ED3S          59  GI     9A5Y          59  360
QSO:  7000 PH 2017-06-24 1813 ED3S          59  GI     EA1AIW        59  O
QSO:  7000 PH 2017-06-24 1814 ED3S          59  GI     TM2F          59  305
QSO:  7000 PH 2017-06-24 1817 ED3S          59  GI     EA2GP         59  TE
QSO:  7000 PH 2017-06-24 1818 ED3S          59  GI     EA5EE         59  V
QSO:  7000 PH 2017-06-24 1821 ED3S          59  GI     EA4DW         59  A
QSO:  7000 PH 2017-06-24 1823 ED3S          59  GI     EB5CUZ        59  CS
QSO:  7000 PH 2017-06-24 1824 ED3S          59  GI     EA2RCP        59  NA
QSO:  7000 PH 2017-06-24 1826 ED3S          59  GI     EA3GOM        59  B
QSO:  7000 PH 2017-06-24 1827 ED3S          59  GI     EE3E          59  T
QSO:  7000 PH 2017-06-24 1829 ED3S          59  GI     EA1PS         59  VA
QSO:  7000 PH 2017-06-24 1830 ED3S          59  GI     EA4GWL        59  M
QSO:  7000 PH 2017-06-24 1833 ED3S          59  GI     ED3X          59  B
QSO:  7000 PH 2017-06-24 1835 ED3S          59  GI     ED5P          59  A
QSO:  7000 PH 2017-06-24 1836 ED3S          59  GI     EF5Y          59  A
QSO:  7000 PH 2017-06-24 1837 ED3S          59  GI     EA8PT         59  GC
QSO:  7000 PH 2017-06-24 1839 ED3S          59  GI     EA7KR         59  MA
QSO:  7000 PH 2017-06-24 1840 ED3S          59  GI     EA1BTG        59  PO
QSO:  7000 PH 2017-06-24 1841 ED3S          59  GI     EA4EMO        59  M
QSO:  7000 PH 2017-06-24 1842 ED3S          59  GI     EA7HS         59  CO
QSO:  7000 PH 2017-06-24 1843 ED3S          59  GI     EA4BVW        59  TO
