START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA2DCA
CLUB: 
CONTEST: EA-MAJESTAD-SSB
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 22794
OPERATORS: EA2DCA
NAME: ALBERTO
SOAPBOX: Participación solamente a ratos y con una equipación muy sencilla.  Así todo muy
SOAPBOX: entretenido.  Espero estar en próximas ocasiones con mejores medios. 73
CREATED-BY: WinURECon 3.13 (Windows XP)
QSO:  7000 PH 2017-06-24 1214 EA2DCA        59  BI     EA4TD         59  M
QSO:  7000 PH 2017-06-24 1216 EA2DCA        59  BI     EC7AT         59  AL
QSO:  7000 PH 2017-06-24 1218 EA2DCA        59  BI     EA1VM         59  P
QSO:  7000 PH 2017-06-24 1220 EA2DCA        59  BI     EE5T          59  V
QSO:  7000 PH 2017-06-24 1224 EA2DCA        59  BI     ED4Y          59  CC
QSO:  7000 PH 2017-06-24 1225 EA2DCA        59  BI     EA7GT         59  MA
QSO:  7000 PH 2017-06-24 1227 EA2DCA        59  BI     ED7R          59  CA
QSO:  7000 PH 2017-06-24 1228 EA2DCA        59  BI     EC7WR         59  CO
QSO:  7000 PH 2017-06-24 1230 EA2DCA        59  BI     EF1W          59  O
QSO:  7000 PH 2017-06-24 1231 EA2DCA        59  BI     EA5RC         59  CS
QSO:  7000 PH 2017-06-24 1233 EA2DCA        59  BI     EA5GMB        59  MU
QSO:  7000 PH 2017-06-24 1234 EA2DCA        59  BI     ED7T          59  AL
QSO:  7000 PH 2017-06-24 1253 EA2DCA        59  BI     EA5KO         59  V
QSO:  7000 PH 2017-06-24 1258 EA2DCA        59  BI     EA6QY         59  IB
QSO:  7000 PH 2017-06-24 1259 EA2DCA        59  BI     EA4DW         59  A
QSO:  7000 PH 2017-06-24 1301 EA2DCA        59  BI     ED9E          59  CE
QSO:  7000 PH 2017-06-24 1302 EA2DCA        59  BI     EA7JPL        59  CA
QSO: 14000 PH 2017-06-24 1306 EA2DCA        59  BI     HA4XH         59  060
QSO: 14000 PH 2017-06-24 1308 EA2DCA        59  BI     9A9A          59  142
QSO: 14000 PH 2017-06-24 1451 EA2DCA        59  BI     DD2ML         59  065
QSO: 14000 PH 2017-06-24 1454 EA2DCA        59  BI     DL0ESA        59  091
QSO: 14000 PH 2017-06-24 1455 EA2DCA        59  BI     EA7ITL        59  CA
QSO: 14000 PH 2017-06-24 1458 EA2DCA        59  BI     EE7P          59  CA
QSO: 14000 PH 2017-06-24 1505 EA2DCA        59  BI     IT9SSI        59  188
QSO: 14000 PH 2017-06-24 1506 EA2DCA        59  BI     SV9FBG        59  139
QSO: 14000 PH 2017-06-24 1508 EA2DCA        59  BI     OO7P          59  038
QSO: 14000 PH 2017-06-24 1509 EA2DCA        59  BI     EA7AZA        59  CA
QSO: 14000 PH 2017-06-24 1511 EA2DCA        59  BI     LZ1ND         59  138
QSO: 14000 PH 2017-06-24 1511 EA2DCA        59  BI     9A5Y          59  169
QSO: 14000 PH 2017-06-24 1514 EA2DCA        59  BI     UA6YN         59  092
QSO: 14000 PH 2017-06-24 1514 EA2DCA        59  BI     S57DX         59  260
QSO: 14000 PH 2017-06-24 1516 EA2DCA        59  BI     S500R         59  123
QSO: 14000 PH 2017-06-24 1519 EA2DCA        59  BI     LZ5R          59  048
QSO: 14000 PH 2017-06-24 1522 EA2DCA        59  BI     RW3XZ         59  280
QSO: 14000 PH 2017-06-24 1523 EA2DCA        59  BI     ED1R          59  AV
QSO: 14000 PH 2017-06-24 1525 EA2DCA        59  BI     OR1Z          59  016
QSO: 14000 PH 2017-06-24 1529 EA2DCA        59  BI     EA8URG        59  TF
QSO: 14000 PH 2017-06-24 1532 EA2DCA        59  BI     EA8AMY        59  GC
QSO: 14000 PH 2017-06-24 1533 EA2DCA        59  BI     EA7GT         59  MA
QSO: 21000 PH 2017-06-24 1538 EA2DCA        59  BI     CT7AJL        59  089
QSO: 21000 PH 2017-06-24 1539 EA2DCA        59  BI     IK8UND        59  119
QSO: 28000 PH 2017-06-24 1542 EA2DCA        59  BI     EA7ANC        59  GR
QSO: 28000 PH 2017-06-24 1545 EA2DCA        59  BI     EA4CRP        59  BA
QSO: 28000 PH 2017-06-24 1546 EA2DCA        59  BI     EB7HQE        59  J
QSO: 28000 PH 2017-06-24 1548 EA2DCA        59  BI     EF5T          59  MU
QSO: 14000 PH 2017-06-24 1751 EA2DCA        59  BI     EC1YL         59  PO
QSO: 14000 PH 2017-06-24 1752 EA2DCA        59  BI     EA4CRP        59  BA
QSO: 14000 PH 2017-06-24 1753 EA2DCA        59  BI     YP0C          59  348
QSO: 14000 PH 2017-06-24 1755 EA2DCA        59  BI     EI1E          59  227
QSO: 14000 PH 2017-06-24 1800 EA2DCA        59  BI     OF1TD         59  199
QSO: 14000 PH 2017-06-24 1805 EA2DCA        59  BI     YT1A          59  342
QSO: 14000 PH 2017-06-24 1808 EA2DCA        59  BI     9A7C          59  249
QSO: 14000 PH 2017-06-24 1814 EA2DCA        59  BI     G0VJG         59  319
QSO: 14000 PH 2017-06-24 1815 EA2DCA        59  BI     EC8AQQ        59  GC
QSO: 14000 PH 2017-06-24 1904 EA2DCA        59  BI     EW1TZ         59  065
QSO: 14000 PH 2017-06-24 1906 EA2DCA        59  BI     EA8ZS         59  GC
QSO: 14000 PH 2017-06-24 1910 EA2DCA        59  BI     SK2T          59  210
QSO: 14000 PH 2017-06-24 1912 EA2DCA        59  BI     S51DD         59  011
QSO:  7000 PH 2017-06-24 1914 EA2DCA        59  BI     EA7MV         59  GR
QSO:  7000 PH 2017-06-24 1915 EA2DCA        59  BI     EA4BVW        59  TO
QSO:  7000 PH 2017-06-24 1917 EA2DCA        59  BI     EA5HEP        59  A
QSO:  7000 PH 2017-06-24 1917 EA2DCA        59  BI     EB5AG         59  A
QSO:  7000 PH 2017-06-24 1921 EA2DCA        59  BI     EA7JZD        59  MA
QSO:  7000 PH 2017-06-24 1923 EA2DCA        59  BI     9A5Y          59  467
QSO:  7000 PH 2017-06-24 1924 EA2DCA        59  BI     EF9R          59  CE
QSO:  7000 PH 2017-06-24 1928 EA2DCA        59  BI     EA5CCY        59  MU
QSO: 14000 PH 2017-06-24 2000 EA2DCA        59  BI     EA8PT         59  GC
QSO: 14000 PH 2017-06-24 2003 EA2DCA        59  BI     HA3MY         59  046
QSO:  7000 PH 2017-06-24 2009 EA2DCA        59  BI     HA4XH         59  374
QSO:  7000 PH 2017-06-24 2012 EA2DCA        59  BI     EF5Y          59  A
QSO:  7000 PH 2017-06-24 2014 EA2DCA        59  BI     HG7T          59  487
QSO:  7000 PH 2017-06-24 2015 EA2DCA        59  BI     OR1Z          59  105
QSO:  7000 PH 2017-06-24 2016 EA2DCA        59  BI     ED5P          59  A
QSO:  7000 PH 2017-06-24 2019 EA2DCA        59  BI     RK3AW         59  136
QSO:  7000 PH 2017-06-24 2020 EA2DCA        59  BI     EA3AQ         59  B
QSO:  7000 PH 2017-06-24 2023 EA2DCA        59  BI     EA7HOH        59  CA
QSO:  7000 PH 2017-06-24 2024 EA2DCA        59  BI     IV3KKW        59  167
QSO:  7000 PH 2017-06-24 2026 EA2DCA        59  BI     EA5CA         59  MU
QSO:  7000 PH 2017-06-24 2028 EA2DCA        59  BI     EC5CR         59  V
QSO:  7000 PH 2017-06-24 2029 EA2DCA        59  BI     F5NBX         59  146
QSO:  7000 PH 2017-06-24 2032 EA2DCA        59  BI     EC7DTQ        59  MA
QSO:  7000 PH 2017-06-24 2043 EA2DCA        59  BI     F1RHS         59  297
QSO:  7000 PH 2017-06-24 2048 EA2DCA        59  BI     EA1ANB        59  PO
QSO:  7000 PH 2017-06-24 2051 EA2DCA        59  BI     EI1E          59  313
QSO:  3500 PH 2017-06-24 2059 EA2DCA        59  BI     EA5JK         59  V
QSO:  3500 PH 2017-06-24 2100 EA2DCA        59  BI     EB4SM         59  CU
QSO:  3500 PH 2017-06-24 2100 EA2DCA        59  BI     EB3CW         59  B
QSO:  3500 PH 2017-06-24 2101 EA2DCA        59  BI     EC7WR         59  CO
QSO:  3500 PH 2017-06-24 2103 EA2DCA        59  BI     EA2VE         59  VI
QSO:  3500 PH 2017-06-24 2106 EA2DCA        59  BI     EC5CR         59  V
QSO:  3500 PH 2017-06-24 2108 EA2DCA        59  BI     EB5CUZ        59  CS
QSO:  3500 PH 2017-06-24 2112 EA2DCA        59  BI     ED4Y          59  CC
QSO:  3500 PH 2017-06-24 2113 EA2DCA        59  BI     EA2RCP        59  NA
QSO:  3500 PH 2017-06-24 2114 EA2DCA        59  BI     EF0F          59  SMR
QSO:  3500 PH 2017-06-24 2122 EA2DCA        59  BI     EA1WD         59  S
QSO:  3500 PH 2017-06-24 2123 EA2DCA        59  BI     EF5Y          59  A
QSO:  3500 PH 2017-06-24 2251 EA2DCA        59  BI     EA8ZS         59  GC
QSO:  3500 PH 2017-06-24 2253 EA2DCA        59  BI     EE3E          59  T
QSO:  3500 PH 2017-06-24 2255 EA2DCA        59  BI     EE5T          59  V
QSO:  3500 PH 2017-06-24 2257 EA2DCA        59  BI     EA1AA         59  S
QSO:  3500 PH 2017-06-24 2259 EA2DCA        59  BI     EB1DJ         59  C
QSO:  3500 PH 2017-06-24 2259 EA2DCA        59  BI     EA1VM         59  P
QSO:  3500 PH 2017-06-24 2302 EA2DCA        59  BI     EA8AMY        59  GC
QSO:  3500 PH 2017-06-24 2303 EA2DCA        59  BI     EF1W          59  O
QSO:  3500 PH 2017-06-24 2308 EA2DCA        59  BI     HG7T          59  634
QSO:  3500 PH 2017-06-24 2310 EA2DCA        59  BI     EF9R          59  CE
QSO:  3500 PH 2017-06-24 2310 EA2DCA        59  BI     EA4GOY        59  TO
QSO:  7000 PH 2017-06-25 0915 EA2DCA        59  BI     EA1PS         59  VA
QSO:  7000 PH 2017-06-25 0917 EA2DCA        59  BI     EA1SI         59  O
QSO:  7000 PH 2017-06-25 0919 EA2DCA        59  BI     EB4DSP        59  M
QSO:  7000 PH 2017-06-25 0921 EA2DCA        59  BI     EB1TR         59  O
QSO:  7000 PH 2017-06-25 0922 EA2DCA        59  BI     EB1DJ         59  C
QSO:  7000 PH 2017-06-25 0924 EA2DCA        59  BI     EA5SR         59  A
QSO:  7000 PH 2017-06-25 0925 EA2DCA        59  BI     EA3AVN        59  B
QSO:  7000 PH 2017-06-25 0927 EA2DCA        59  BI     EA2KB         59  ZA
QSO:  7000 PH 2017-06-25 0927 EA2DCA        59  BI     ED3X          59  B
QSO:  7000 PH 2017-06-25 0928 EA2DCA        59  BI     EA7TS         59  GR
QSO:  7000 PH 2017-06-25 0931 EA2DCA        59  BI     EA4EMO        59  M
QSO:  7000 PH 2017-06-25 0932 EA2DCA        59  BI     EA5EC         59  AB
QSO:  7000 PH 2017-06-25 0935 EA2DCA        59  BI     EA7IOJ        59  GR
