START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: W1AW/5
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W1AW/5
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2023.
QSO:    50 PH 2023-06-12 0112 W1AW/5        EM32 NN3W          FM18
QSO:    50 PH 2023-06-12 0113 W1AW/5        EM32 VE3KG         FN24
QSO:    50 CW 2023-06-12 0115 W1AW/5        EM32 W2KV          FN20
QSO:    50 PH 2023-06-12 0115 W1AW/5        EM32 WB2RVX        FM29
QSO:    50 PH 2023-06-12 0116 W1AW/5        EM32 N7ZZ          EN64
QSO:    50 PH 2023-06-12 0119 W1AW/5        EM32 W3RFC         FM19
QSO:    50 PH 2023-06-12 0121 W1AW/5        EM32 WA4WZQ        EM95
QSO:    50 PH 2023-06-12 0122 W1AW/5        EM32 K3YDX         FM05
QSO:    50 PH 2023-06-12 0122 W1AW/5        EM32 WA9LEY        EN61
QSO:    50 PH 2023-06-12 0123 W1AW/5        EM32 W0GHZ         EN34
QSO:    50 PH 2023-06-12 0127 W1AW/5        EM32 AB3AH         FM19
QSO:    50 PH 2023-06-12 0134 W1AW/5        EM32 N2NAR         FM18
QSO:    50 PH 2023-06-12 0136 W1AW/5        EM32 WB5RMG        EM95
QSO:    50 PH 2023-06-12 0139 W1AW/5        EM32 W0ADL         EN35
QSO:    50 PH 2023-06-12 0141 W1AW/5        EM32 KA0PQW        EN33
QSO:    50 PH 2023-06-12 0147 W1AW/5        EM32 K4QE          FM05
QSO:    50 PH 2023-06-12 0150 W1AW/5        EM32 K8MR          EN91
QSO:    50 PH 2023-06-12 0155 W1AW/5        EM32 K9WO          EN55
QSO:    50 PH 2023-06-12 0156 W1AW/5        EM32 K8DP          EN62
QSO:    50 PH 2023-06-12 0156 W1AW/5        EM32 WA0VPJ        EN35
END-OF-LOG:
