START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: WG0G
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WG0G
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2023.
QSO:    50 DG 2023-06-10 2212 WG0G          EN35 N7PHY         DN47
QSO:    50 DG 2023-06-10 2214 WG0G          EN35 N0SUW         EN35
QSO:    50 DG 2023-06-10 2248 WG0G          EN35 N3NR          FN20
QSO:    50 DG 2023-06-10 2250 WG0G          EN35 K2TER         FN13
QSO:    50 DG 2023-06-10 2251 WG0G          EN35 KZ2I          FM29
QSO:    50 DG 2023-06-11 1019 WG0G          EN35 W4RM          EM95
QSO:    50 DG 2023-06-11 1038 WG0G          EN35 N2NT          FN20
QSO:    50 DG 2023-06-11 1059 WG0G          EN35 WY7DT         DN74
QSO:    50 DG 2023-06-11 1238 WG0G          EN35 N6MI          DM15
QSO:    50 DG 2023-06-11 1243 WG0G          EN35 VE5MX         DN89
QSO:    50 DG 2023-06-11 1410 WG0G          EN35 WB0N          EN34
QSO:    50 DG 2023-06-11 1419 WG0G          EN35 AA5KD         EM15
QSO:    50 DG 2023-06-11 1447 WG0G          EN35 K6KGW         DM65
QSO:    50 DG 2023-06-11 1452 WG0G          EN35 XE2YWB        DL82
QSO:    50 DG 2023-06-11 1753 WG0G          EN35 K0SIX         EN24
QSO:    50 DG 2023-06-11 1819 WG0G          EN35 K7BG          DN94
QSO:    50 DG 2023-06-11 1821 WG0G          EN35 AC9DX         EN45
QSO:    50 DG 2023-06-11 1941 WG0G          EN35 WA0VPJ        EN35
END-OF-LOG:
