START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-VHF-JUN
CALLSIGN: AC0RA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: AC0RA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-VHF-JUN ARRL/arrl_june_vhf_contest/2023.
QSO:    50 RY 2023-06-11 1108 AC0RA         EN31 N0LL          EM09
QSO:    50 PH 2023-06-11 1156 AC0RA         EN32 WB5PGE        EM12
QSO:   144 PH 2023-06-11 1416 AC0RA         EN31 N0LL          EM09
QSO:   144 RY 2023-06-11 1427 AC0RA         EN31 NJ9R          EN62
QSO:   222 PH 2023-06-11 1508 AC0RA         EN31 W9XA          EN51
QSO:   144 RY 2023-06-11 1559 AC0RA         EN32 NJ9R          EN62
QSO:    50 PH 2023-06-11 1750 AC0RA         EN32 N5BLY         EM50
QSO:    50 DG 2023-06-11 1914 AC0RA         EN32 KC4JD         EM74
QSO:    50 PH 2023-06-11 2058 AC0RA         EN32 KV7V          DM36
QSO:    50 PH 2023-06-11 2107 AC0RA         EN32 W4NZ          EM75
QSO:    50 DG 2023-06-11 2111 AC0RA         EN32 AJ4RJ         EM74
QSO:    50 PH 2023-06-11 2210 AC0RA         EN32 KB1RJS        FN31
QSO:    50 PH 2023-06-11 2216 AC0RA         EN32 N1WRK         FN41
QSO:    50 PH 2023-06-11 2219 AC0RA         EN32 AC1K          FN31
QSO:    50 PH 2023-06-11 2247 AC0RA         EN32 NF4A          EM70
QSO:    50 PH 2023-06-11 2252 AC0RA         EN32 K4ELI         EM74
QSO:    50 PH 2023-06-11 2256 AC0RA         EN32 AC7JW         DN40
QSO:    50 PH 2023-06-11 2259 AC0RA         EN32 K4QXX         EL87
QSO:   144 PH 2023-06-12 0259 AC0RA         EN32 WB5LJO        DM61
END-OF-LOG:
