START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: K4ZO
LOCATION: NC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: 
GRID-LOCATOR: 
CLAIMED-SCORE: 8211
NAME: Bruce M Gragg
CLUB: CAROLINA DX ASSOCIATION
CREATED-BY: Exported by LOGic version 9.1.47. LOGic Cabrillo Export version 1.2.
END-OF-LOG: 
  QSO: 14164 PH 2020-03-28 0001 K4ZO        59    1 HH2AA       59        6
  QSO: 14180 PH 2020-03-28 0006 K4ZO        59    2 VE5MX       59       17
  QSO: 14184 PH 2020-03-28 0009 K4ZO        59    3 WK5T        59       33
  QSO: 14226 PH 2020-03-28 0017 K4ZO        59    4 KK6P        59       44
  QSO: 14233 PH 2020-03-28 0021 K4ZO        59    5 WM9X        59       18
  QSO: 14280 PH 2020-03-28 0026 K4ZO        59    6 ND7K        59       95
  QSO: 14229 PH 2020-03-28 0032 K4ZO        59    7 NW6P        59       43
  QSO: 14214 PH 2020-03-28 0035 K4ZO        59    8 KT5J        59      190
  QSO: 14210 PH 2020-03-28 0040 K4ZO        59    9 JT1CO       59       59
  QSO: 14171 PH 2020-03-28 0046 K4ZO        59   10 KV0Q        59      150
  QSO:  7169 PH 2020-03-28 0052 K4ZO        59   11 UB7K        59      224
  QSO:  7175 PH 2020-03-28 0057 K4ZO        59   12 VB2Z        59      120
  QSO:  7145 PH 2020-03-28 0103 K4ZO        59   13 OM3BH       59      169
  QSO:  7130 PH 2020-03-28 0110 K4ZO        59   14 UW2M        59      159
  QSO:  7155 PH 2020-03-28 0118 K4ZO        59   15 OM4MM       59      177
  QSO:  7134 PH 2020-03-28 0125 K4ZO        59   16 AK1W        59      168
  QSO:  7139 PH 2020-03-28 0128 K4ZO        59   17 NQ5K        59      227
  QSO:  7162 PH 2020-03-28 0133 K4ZO        59   18 PZ5RA       59      140
  QSO:  7170 PH 2020-03-28 0140 K4ZO        59   19 J42L        59      159
  QSO:  7158 PH 2020-03-28 0150 K4ZO        59   20 C4W         59      210
  QSO:  7182 PH 2020-03-28 0154 K4ZO        59   21 HK1T        59       50
  QSO:  7131 PH 2020-03-28 1152 K4ZO        59   22 ZM1A        59      851
  QSO:  7192 PH 2020-03-28 1211 K4ZO        59   23 VK4NM       59      803
  QSO: 14299 PH 2020-03-28 1252 K4ZO        59   24 EW66        59     1236
  QSO: 14278 PH 2020-03-28 1259 K4ZO        59   25 ES5TV       59     1466
  QSO: 14213 PH 2020-03-28 1308 K4ZO        59   26 OM0R        59      726
  QSO: 14164 PH 2020-03-28 1323 K4ZO        59   27 RL3A        59     2426
  QSO: 14161 PH 2020-03-28 1327 K4ZO        59   28 OG66X       59      385
  QSO: 14258 PH 2020-03-28 1405 K4ZO        59   29 MX7DX       59       18
  QSO: 14288 PH 2020-03-28 1512 K4ZO        59   30 EM2G        59      705
  QSO: 14242 PH 2020-03-28 1522 K4ZO        59   31 OG73X       59      993
  QSO: 14209 PH 2020-03-28 1531 K4ZO        59   32 OH70BH      59      442
  QSO: 14209 PH 2020-03-28 1536 K4ZO        59   33 TG9ANF      59      336
  QSO: 14264 PH 2020-03-28 1602 K4ZO        59   34 Z62FB       59      157
  QSO: 14198 PH 2020-03-28 1901 K4ZO        59   35 MU2K        59       35
  QSO: 14269 PH 2020-03-28 2331 K4ZO        59   36 JO3JIS      59     1154
  QSO:  7157 PH 2020-03-29 0021 K4ZO        59   37 K3ZO        59     1429
  QSO:  7190 PH 2020-03-29 0032 K4ZO        59   38 K9ZO        59     1097
  QSO: 14256 PH 2020-03-29 0110 K4ZO        59   39 JA7NVF      59      798
  QSO: 14308 PH 2020-03-29 0130 K4ZO        59   40 JU1DX       59      496
  QSO:  7167 PH 2020-03-29 1216 K4ZO        59   41 VO2NS       59      312
  QSO: 14295 PH 2020-03-29 1248 K4ZO        59   42 UY3U        59     1202
  QSO: 14210 PH 2020-03-29 1727 K4ZO        59   43 9K9A        59     2118
  QSO: 21286 PH 2020-03-29 2153 K4ZO        59   44 ZP5DBC      59     1700
  QSO: 21280 PH 2020-03-29 2157 K4ZO        59   45 LO7H        59     1378
  QSO: 21267 PH 2020-03-29 2202 K4ZO        59   46 CX1AV       59      413
  QSO: 21244 PH 2020-03-29 2206 K4ZO        59   47 LW1D        59      610
  QSO: 21275 PH 2020-03-29 2213 K4ZO        59   48 PX2E        59      549
  QSO: 21278 PH 2020-03-29 2215 K4ZO        59   49 FY5KE       59      918
  QSO: 21283 PH 2020-03-29 2218 K4ZO        59   50 PV2M        59      891
  QSO: 14165 PH 2020-03-29 2236 K4ZO        59   51 5Z4/G3AB    59      455
  QSO: 21285 PH 2020-03-29 2356 K4ZO        59   52 K5RX        59      612
