START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: PC2F
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
GRID-LOCATOR: JO22QE
CLAIMED-SCORE: 4833
NAME: Frans de Bles
OPERATORS: PC2F
CLUB: VERON Amersfoort
CREATED-BY: N1MM Logger+ 1.0.8269.0
SOAPBOX: Because of all the lockdowns much activity on the radio
QSO:  7063 PH 2020-03-28 0542 PC2F          59  0001   HG7T          59  0321
QSO:  7138 PH 2020-03-28 0554 PC2F          59  0002   LY1FW         59  0316
QSO:  7172 PH 2020-03-28 0556 PC2F          59  0003   EA1SA         59  0093
QSO:  7162 PH 2020-03-28 0609 PC2F          59  0004   SE0X          59  0193
QSO:  7154 PH 2020-03-28 0611 PC2F          59  0005   YT7A          59  0549
QSO:  7149 PH 2020-03-28 0612 PC2F          59  0006   S55T          59  0573
QSO:  7127 PH 2020-03-28 0613 PC2F          59  0007   S53MM         59  0569
QSO:  7065 PH 2020-03-28 0615 PC2F          59  0008   IB4X          59  0185
QSO:  7052 PH 2020-03-28 0616 PC2F          59  0009   LY7Z          59  0625
QSO:  7157 PH 2020-03-28 0619 PC2F          59  0010   LY4A          59  0967
QSO:  7170 PH 2020-03-28 0621 PC2F          59  0011   OM4MM         59  0522
QSO:  7193 PH 2020-03-28 0623 PC2F          59  0012   CR6K          59  0829
QSO:  7141 PH 2020-03-28 0637 PC2F          59  0013   OM3BH         59  0894
QSO:  7134 PH 2020-03-28 0639 PC2F          59  0014   EF2A          59  0652
QSO:  7092 PH 2020-03-28 0909 PC2F          59  0015   LA8OM         59  0030
QSO:  7090 PH 2020-03-28 0910 PC2F          59  0016   F5OHM         59  0396
QSO:  7117 PH 2020-03-28 0911 PC2F          59  0017   TM8A          59  0508
QSO:  7129 PH 2020-03-28 0913 PC2F          59  0018   IK2AQZ        59  0106
QSO:  7168 PH 2020-03-28 0914 PC2F          59  0019   SN3A          59  0731
QSO:  7174 PH 2020-03-28 0916 PC2F          59  0020   CR6T          59  1252
QSO: 14286 PH 2020-03-28 0934 PC2F          59  0021   EE7P          59  0319
QSO:  7157 PH 2020-03-28 0946 PC2F          59  0022   IK3ZAQ        59  0114
QSO:  7147 PH 2020-03-28 0951 PC2F          59  0023   OK2PVF        59  0266
QSO:  7159 PH 2020-03-28 0953 PC2F          59  0024   IK1JJM        59  0173
QSO:  7144 PH 2020-03-28 0958 PC2F          59  0025   S51YI         59  1115
QSO:  7133 PH 2020-03-28 1008 PC2F          59  0026   IK3UNA        59  0640
QSO:  7151 PH 2020-03-28 1009 PC2F          59  0027   F8NAN         59  0253
QSO:  7096 PH 2020-03-28 1023 PC2F          59  0028   G3TXF         59  0071
QSO:  7089 PH 2020-03-28 1025 PC2F          59  0029   OZ30EU        59  0287
QSO:  7072 PH 2020-03-28 1032 PC2F          59  0030   S51CK         59  0419
QSO:  7090 PH 2020-03-28 1042 PC2F          59  0031   OZ11A         59  0478
QSO:  7108 PH 2020-03-28 1044 PC2F          59  0032   HB9OAU        59  0129
QSO: 14271 PH 2020-03-28 1220 PC2F          59  0033   R2AA          59  1142
QSO: 14308 PH 2020-03-28 1222 PC2F          59  0034   LZ142GO       59  0523
QSO: 21227 PH 2020-03-28 1225 PC2F          59  0035   EA5GS         59  0207
QSO: 21255 PH 2020-03-28 1229 PC2F          59  0036   EC5AA         59  0151
QSO: 21283 PH 2020-03-28 1242 PC2F          59  0037   EA5DFV        59  0542
QSO: 21285 PH 2020-03-28 1250 PC2F          59  0038   ED1R          59  0227
QSO: 14260 PH 2020-03-28 1259 PC2F          59  0039   UW1M          59  1106
QSO: 14268 PH 2020-03-28 1301 PC2F          59  0040   UW2M          59  1606
QSO: 21355 PH 2020-03-28 1322 PC2F          59  0041   EA5O          59  0299
QSO: 28555 PH 2020-03-28 1329 PC2F          59  0042   EA3NT         59  0028
QSO: 21268 PH 2020-03-28 1401 PC2F          59  0043   EC5NJ         59  0535
QSO: 21233 PH 2020-03-28 1407 PC2F          59  0044   F6GPT         59  0066
QSO: 21270 PH 2020-03-28 1410 PC2F          59  0045   F2CT          59  0534
QSO:  7092 PH 2020-03-28 1411 PC2F          59  0046   TM29X         59  0387
QSO:  7149 PH 2020-03-28 1427 PC2F          59  0047   SP6JZL        59  0030
QSO:  7167 PH 2020-03-28 1439 PC2F          59  0048   GM3F          59  0483
QSO:  7131 PH 2020-03-28 1442 PC2F          59  0049   IR4K          59  0119
QSO:  7178 PH 2020-03-28 1448 PC2F          59  0050   IN3EYI        59  0273
QSO:  7188 PH 2020-03-28 1450 PC2F          59  0051   DD2ML         59  0784
QSO:  7102 PH 2020-03-28 1453 PC2F          59  0052   SC0N          59  0057
QSO:  7089 PH 2020-03-28 1454 PC2F          59  0053   YL3CW         59  0340
QSO: 28505 PH 2020-03-28 1502 PC2F          59  0054   EA3PT         59  0144
QSO: 28491 PH 2020-03-28 1504 PC2F          59  0055   EE7K          59  0262
QSO: 28429 PH 2020-03-28 1506 PC2F          59  0056   EF5U          59  0236
QSO: 28458 PH 2020-03-28 1510 PC2F          59  0057   EA3AQ         59  0377
QSO: 28489 PH 2020-03-28 1513 PC2F          59  0058   EB5A          59  0511
QSO: 28520 PH 2020-03-28 1515 PC2F          59  0059   IT9FRX        59  0870
QSO: 21285 PH 2020-03-28 1546 PC2F          59  0060   EA1X          59  0417
QSO: 21320 PH 2020-03-28 1548 PC2F          59  0061   PI4RCB        59  0483
QSO: 21308 PH 2020-03-28 1549 PC2F          59  0062   EA5GI         59  0048
QSO: 28570 PH 2020-03-28 1558 PC2F          59  0063   EB1A          59  0851
QSO: 28464 PH 2020-03-28 1610 PC2F          59  0064   EA5GI         59  0090
QSO: 28453 PH 2020-03-28 1612 PC2F          59  0065   EC7ZR         59  0352
QSO: 28522 PH 2020-03-28 1614 PC2F          59  0066   EC5NJ         59  0695
QSO: 28467 PH 2020-03-28 1616 PC2F          59  0067   EA4R          59  0201
QSO:  7102 PH 2020-03-28 1646 PC2F          59  0068   S52WW         59  0448
QSO:  7189 PH 2020-03-28 1649 PC2F          59  0069   HB2K          59  0474
QSO:  7175 PH 2020-03-28 2006 PC2F          59  0070   OG73X         59  1353
QSO:  7200 PH 2020-03-28 2011 PC2F          59  0071   LZ9W          59  1990
QSO:  3720 PH 2020-03-28 2014 PC2F          59  0072   SP1GA         59  0548
QSO:  3704 PH 2020-03-28 2016 PC2F          59  0073   OP4K          59  0477
QSO:  3697 PH 2020-03-28 2017 PC2F          59  0074   HB9NE         59  0876
QSO:  3731 PH 2020-03-28 2025 PC2F          59  0075   IO4C          59  1132
QSO:  3788 PH 2020-03-28 2027 PC2F          59  0076   UX2X          59  0899
QSO:  3744 PH 2020-03-28 2029 PC2F          59  0077   S54W          59  0711
QSO:  7125 PH 2020-03-28 2035 PC2F          59  0078   UW1M          59  1878
QSO:  7128 PH 2020-03-28 2036 PC2F          59  0079   UW2M          59  2506
QSO:  7197 PH 2020-03-28 2038 PC2F          59  0080   UW4E          59  0980
QSO: 14141 PH 2020-03-29 0613 PC2F          59  0081   UN1QWA        59  0205
QSO: 14166 PH 2020-03-29 0614 PC2F          59  0082   RC9J          59  0517
QSO: 14200 PH 2020-03-29 0615 PC2F          59  0083   UF4S          59  1418
QSO: 14200 PH 2020-03-29 0616 PC2F          59  0084   RU4LM         59  0077
QSO: 14210 PH 2020-03-29 0616 PC2F          59  0085   RM9I          59  2235
QSO: 14214 PH 2020-03-29 0617 PC2F          59  0086   RU9I          59  0174
QSO: 14286 PH 2020-03-29 0618 PC2F          59  0087   R9MM          59  0895
QSO: 14303 PH 2020-03-29 0619 PC2F          59  0088   JA7NVF        59  0861
QSO: 14306 PH 2020-03-29 0619 PC2F          59  0089   R7GU          59  0208
QSO: 14329 PH 2020-03-29 0620 PC2F          59  0090   UD4F          59  1852
QSO: 14347 PH 2020-03-29 0620 PC2F          59  0091   UA9MA         59  1332
QSO: 14258 PH 2020-03-29 0622 PC2F          59  0092   JA8COE        59  0672
QSO: 14224 PH 2020-03-29 0624 PC2F          59  0093   R0QAF         59  0275
QSO: 14278 PH 2020-03-29 0625 PC2F          59  0094   R195AM        59  0454
QSO: 14246 PH 2020-03-29 0626 PC2F          59  0095   SV1PMR        59  0698
QSO: 14310 PH 2020-03-29 0627 PC2F          59  0096   RM3DA         59  1659
QSO: 14284 PH 2020-03-29 0627 PC2F          59  0097   RA9Y          59  1544
QSO: 14343 PH 2020-03-29 0629 PC2F          59  0098   D1DX          59  0340
QSO: 14315 PH 2020-03-29 0631 PC2F          59  0099   JO3JIS        59  1440
QSO:  7144 PH 2020-03-29 0632 PC2F          59  0100   LY30LY        59  0780
QSO:  7065 PH 2020-03-29 0634 PC2F          59  0101   YL10CWO       59  1353
QSO:  7049 PH 2020-03-29 0634 PC2F          59  0102   LY2MM         59  0420
QSO:  7060 PH 2020-03-29 0635 PC2F          59  0103   S50X          59  0531
QSO:  7069 PH 2020-03-29 0635 PC2F          59  0104   S53V          59  0288
QSO:  7074 PH 2020-03-29 0635 PC2F          59  0105   SP6YG         59  0543
