START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: W9KEY
LOCATION: WI
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: ROOKIE
GRID-LOCATOR:
CLAIMED-SCORE: 100667
NAME: Fred Schwierske
OPERATORS: W9KEY
CLUB: ozaukee radio club
CREATED-BY: N3FJP's CQ WPX Contest Log 4.7
SOAPBOX: First time for your contest.  Have been licensed for 2 years.
QSO:  3810 PH 2020-03-28 0441 W9KEY         59  087    KB9BVL        59  106    0
QSO:  3812 PH 2020-03-28 0442 W9KEY         59  088    WJ4X          59  150    0
QSO:  3607 PH 2020-03-28 0447 W9KEY         59  089    NM1C          59  198    0
QSO:  3625 PH 2020-03-28 0449 W9KEY         59  090    NC9F          59  109    0
QSO:  3628 PH 2020-03-28 0450 W9KEY         59  091    K3RA          59  377    0
QSO:  3630 PH 2020-03-28 0453 W9KEY         59  092    AK6A          59  144    0
QSO:  3634 PH 2020-03-28 0454 W9KEY         59  093    K4XL          59  305    0
QSO:  3638 PH 2020-03-28 0455 W9KEY         59  094    VE4VT         59  509    0
QSO:  3645 PH 2020-03-28 0457 W9KEY         59  095    N9GB          59  254    0
QSO:  3648 PH 2020-03-28 0459 W9KEY         59  096    CF3A          59  738    0
QSO:  3660 PH 2020-03-28 0502 W9KEY         59  097    VY2TT         59  734    0
QSO:  3677 PH 2020-03-28 0504 W9KEY         59  098    K1AR          59  272    0
QSO:  3684 PH 2020-03-28 0505 W9KEY         59  099    KI6QDH        59  150    0
QSO:  3703 PH 2020-03-28 0508 W9KEY         59  100    XM3T          59  609    0
QSO:  3706 PH 2020-03-28 0509 W9KEY         59  101    AK1W          59  628    0
QSO:  3710 PH 2020-03-28 0511 W9KEY         59  102    NO6T          59  678    0
QSO:  3715 PH 2020-03-28 0513 W9KEY         59  103    WZ4F          59  856    0
QSO:  3720 PH 2020-03-28 0536 W9KEY         59  104    N7GP          59  326    0
QSO:  3733 PH 2020-03-28 0538 W9KEY         59  105    NC6R          59  494    0
QSO:  3736 PH 2020-03-28 0539 W9KEY         59  106    KE6W          59  193    0
QSO:  3742 PH 2020-03-28 0539 W9KEY         59  107    VE3NE         59  284    0
QSO:  3748 PH 2020-03-28 0541 W9KEY         59  108    NN1C          59  526    0
QSO:  3765 PH 2020-03-28 0543 W9KEY         59  109    KS7T          59  110    0
QSO:  3768 PH 2020-03-28 0547 W9KEY         59  110    KK6P          59  638    0
QSO:  3773 PH 2020-03-28 0550 W9KEY         59  111    WC6H          59  872    0
QSO:  3787 PH 2020-03-28 0554 W9KEY         59  112    KW7Y          59  687    0
QSO:  3794 PH 2020-03-28 0556 W9KEY         59  113    KU1CW         59  206    0
QSO:  3798 PH 2020-03-28 0558 W9KEY         59  114    K0WPM         59  074    0
QSO:  3816 PH 2020-03-28 0602 W9KEY         59  115    AJ7G          59  297    0
QSO:  3611 PH 2020-03-28 0606 W9KEY         59  116    NU5A          59  1064   0
QSO:  7146 PH 2020-03-28 0610 W9KEY         59  117    AD4TR         59  544    0
QSO:  7160 PH 2020-03-28 0617 W9KEY         59  118    4M8E          59  177    0
QSO:  7184 PH 2020-03-28 0622 W9KEY         59  119    N4WW          59  644    0
QSO:  7190 PH 2020-03-28 0624 W9KEY         59  120    TI3WTI        59  24     0
QSO:  7204 PH 2020-03-28 0626 W9KEY         59  121    N7GP          59  386    0
QSO:  7209 PH 2020-03-28 0640 W9KEY         59  122    W5SUI         59  23     0
QSO:  3815 PH 2020-03-28 0646 W9KEY         59  123    N4RRR         59  218    0
QSO:  3815 PH 2020-03-28 0651 W9KEY         59  124    KJ4AOM        59  22     0
QSO:  3815 PH 2020-03-28 0654 W9KEY         59  125    WY7W          59  120    0
QSO:  3815 PH 2020-03-28 0655 W9KEY         59  126    WD5K          59  56     0
QSO:  3815 PH 2020-03-28 0656 W9KEY         59  127    W7TR          59  56     0
QSO: 14153 PH 2020-03-28 1552 W9KEY         59  128    WW2DX         59  940    0
QSO: 14159 PH 2020-03-28 1554 W9KEY         59  129    IB2M          59  237    0
QSO: 14163 PH 2020-03-28 1557 W9KEY         59  130    KD7P          59  334    0
QSO: 14166 PH 2020-03-28 1559 W9KEY         59  131    N4WW          59  995    0
QSO: 14168 PH 2020-03-28 1604 W9KEY         59  132    HG5A          59  993    0
QSO: 14173 PH 2020-03-28 1607 W9KEY         59  133    VA2SJ         59  783    0
QSO: 14175 PH 2020-03-28 1608 W9KEY         59  134    AB3CX         59  787    0
QSO: 14176 PH 2020-03-28 1610 W9KEY         59  135    NC1CC         59  540    0
QSO: 14184 PH 2020-03-28 1614 W9KEY         59  136    HA8M          59  836    0
QSO: 14184 PH 2020-03-28 1620 W9KEY         59  137    OP2A          59  500    0
QSO: 14200 PH 2020-03-28 1635 W9KEY         59  138    NA3D          59  480    0
QSO: 14202 PH 2020-03-28 1637 W9KEY         59  139    DL7BC         59  580    0
QSO: 14204 PH 2020-03-28 1639 W9KEY         59  140    DD2ML         59  1021   0
QSO: 14211 PH 2020-03-28 1641 W9KEY         59  141    OM3BH         59  1771   0
QSO: 14215 PH 2020-03-28 1644 W9KEY         59  142    OM4MM         59  911    0
QSO: 14216 PH 2020-03-28 1647 W9KEY         59  143    S50R          59  969    0
QSO: 14228 PH 2020-03-28 1655 W9KEY         59  144    WR1ST         59  1106   0
QSO: 14229 PH 2020-03-28 1657 W9KEY         59  145    WU3A          59  1100   0
QSO: 14232 PH 2020-03-28 1702 W9KEY         59  146    EI20C         59  1422   0
QSO: 14238 PH 2020-03-28 1704 W9KEY         59  147    OE3K          59  1602   0
QSO: 14242 PH 2020-03-28 1706 W9KEY         59  148    WW2Y          59  1542   0
QSO: 14244 PH 2020-03-28 1710 W9KEY         59  149    F4IVV         59  496    0
QSO: 14249 PH 2020-03-28 1712 W9KEY         59  150    LZ9W          59  1170   0
QSO: 14252 PH 2020-03-28 1716 W9KEY         59  151    DA2C          59  1324   0
QSO: 14261 PH 2020-03-28 1720 W9KEY         59  152    CR6K          59  1876   0
QSO: 14264 PH 2020-03-28 1722 W9KEY         59  153    K3ZO          59  1084   0
QSO: 14271 PH 2020-03-28 1732 W9KEY         59  154    ED1R          59  970    0
QSO: 14276 PH 2020-03-28 1735 W9KEY         59  155    NR6O          59  797    0
QSO: 14278 PH 2020-03-28 1737 W9KEY         59  156    ES5TV         59  2169   0
QSO: 14281 PH 2020-03-28 1738 W9KEY         59  157    LX20I         59  935    0
QSO: 14285 PH 2020-03-28 1742 W9KEY         59  158    DL6FBL        59  2358   0
QSO: 14293 PH 2020-03-28 1748 W9KEY         59  159    KV0Q          59  846    0
QSO: 14301 PH 2020-03-28 1750 W9KEY         59  160    SN7Q          59  1538   0
QSO: 14306 PH 2020-03-28 1903 W9KEY         59  161    SP8R          59  852    0
QSO: 14312 PH 2020-03-28 1907 W9KEY         59  162    IK7YTT        59  1602   0
QSO: 14321 PH 2020-03-28 1910 W9KEY         59  163    K7SS          59  144    0
QSO: 14325 PH 2020-03-28 1912 W9KEY         59  164    KA3GIK        59  642    0
QSO: 14328 PH 2020-03-28 1914 W9KEY         59  165    EA1SA         59  1039   0
QSO: 14330 PH 2020-03-28 1916 W9KEY         59  166    S57DX         59  1456   0
QSO: 14334 PH 2020-03-28 1924 W9KEY         59  167    NF3R          59  596    0
QSO: 14334 PH 2020-03-28 1925 W9KEY         59  168    VE9CB         59  1436   0
QSO: 14337 PH 2020-03-28 1929 W9KEY         59  169    IZ4COW        59  973    0
QSO: 14340 PH 2020-03-28 1931 W9KEY         59  170    KB1W          59  392    0
QSO: 14143 PH 2020-03-28 2047 W9KEY         59  171    VE5WI         59  302    0
QSO: 14156 PH 2020-03-28 2050 W9KEY         59  172    WW7E          59  846    0
QSO: 14161 PH 2020-03-28 2051 W9KEY         59  173    WZ8T          59  256    0
QSO: 14164 PH 2020-03-28 2059 W9KEY         59  174    VE7NY         59  670    0
QSO: 14194 PH 2020-03-28 2102 W9KEY         59  175    KD5JRY        59  538    0
QSO: 14199 PH 2020-03-28 2103 W9KEY         59  176    KM4HI         59  464    0
QSO: 14204 PH 2020-03-28 2105 W9KEY         59  177    WA6KHK        59  470    0
QSO: 14221 PH 2020-03-28 2109 W9KEY         59  178    KT7E          59  365    0
QSO: 14225 PH 2020-03-28 2111 W9KEY         59  179    HI8RD         59  1277   0
QSO: 14236 PH 2020-03-28 2113 W9KEY         59  180    NO6T          59  1632   0
QSO: 14249 PH 2020-03-28 2121 W9KEY         59  181    W7WA          59  1412   0
QSO: 14262 PH 2020-03-28 2123 W9KEY         59  182    KA6BIM        59  643    0
QSO: 14266 PH 2020-03-28 2125 W9KEY         59  183    NT6Q          59  948    0
QSO: 14277 PH 2020-03-28 2129 W9KEY         59  184    KW7Y          59  1693   0
QSO: 14282 PH 2020-03-28 2133 W9KEY         59  185    NP2P          59  1454   0
QSO: 14306 PH 2020-03-28 2148 W9KEY         59  186    N7ZUF         59  142    0
QSO: 14315 PH 2020-03-28 2157 W9KEY         59  187    WS7X          59  1407   0
QSO: 14324 PH 2020-03-28 2200 W9KEY         59  188    EB1A          59  1346   0
QSO: 14341 PH 2020-03-28 2203 W9KEY         59  189    ZZ2T          59  1035   0
QSO: 14191 PH 2020-03-28 2212 W9KEY         59  190    KU7T          59  156    0
QSO: 14232 PH 2020-03-28 2218 W9KEY         59  191    PY2CP         59  226    0
QSO: 21209 PH 2020-03-28 2221 W9KEY         59  192    LU7YS         59  388    0
QSO: 21224 PH 2020-03-28 2224 W9KEY         59  193    LU5FC         59  1195   0
QSO: 21230 PH 2020-03-28 2227 W9KEY         59  194    KP4RV         59  689    0
QSO: 21276 PH 2020-03-28 2234 W9KEY         59  195    PY5WW         59  227    0
QSO: 21317 PH 2020-03-28 2243 W9KEY         59  196    PV2P          59  1657   0
QSO: 21358 PH 2020-03-28 2245 W9KEY         59  197    CE6CGX        59  507    0
QSO: 21400 PH 2020-03-28 2248 W9KEY         59  198    CB5T          59  135    0
QSO: 21255 PH 2020-03-28 2252 W9KEY         59  199    LR3M          59  438    0
QSO: 14243 PH 2020-03-28 2305 W9KEY         59  200    PT5J          59  2766   0
QSO: 14255 PH 2020-03-28 2308 W9KEY         59  201    WP2Z          59  391    0
QSO: 14265 PH 2020-03-28 2311 W9KEY         59  202    W6SX          59  143    0
QSO: 14278 PH 2020-03-28 2314 W9KEY         59  203    KT5J          59  3001   0
QSO: 14315 PH 2020-03-28 2323 W9KEY         59  204    PY5QW         59  910    0
QSO: 14330 PH 2020-03-28 2326 W9KEY         59  205    KT4Q          59  1122   0
QSO: 14336 PH 2020-03-28 2327 W9KEY         59  206    AD4TR         59  2226   0
QSO: 14339 PH 2020-03-28 2329 W9KEY         59  207    PP5DZ         59  073    0
QSO: 14340 PH 2020-03-28 2330 W9KEY         59  208    K6RO          59  691    0
QSO: 14156 PH 2020-03-28 2332 W9KEY         59  209    LU7HN         59  612    0
QSO: 14178 PH 2020-03-28 2337 W9KEY         59  210    LU7YS         59  559    0
QSO: 14186 PH 2020-03-28 2339 W9KEY         59  211    PY2NY         59  641    0
QSO: 14196 PH 2020-03-28 2342 W9KEY         59  212    4A60A         59  438    0
QSO: 14256 PH 2020-03-28 2351 W9KEY         59  213    KP3DX         59  2358   0
QSO: 14264 PH 2020-03-28 2352 W9KEY         59  214    WU9B          59  166    0
QSO: 14276 PH 2020-03-28 2355 W9KEY         59  215    CE3CT         59  1204   0
QSO: 14285 PH 2020-03-28 2356 W9KEY         59  216    VC2A          59  1788   0
QSO: 14311 PH 2020-03-29 0001 W9KEY         59  217    HR5/F2JD      59  388    0
QSO: 14319 PH 2020-03-29 0003 W9KEY         59  218    ND7K          59  1142   0
QSO: 14183 PH 2020-03-29 0025 W9KEY         59  219    WE6EZ         59  462    0
QSO: 14208 PH 2020-03-29 0029 W9KEY         59  220    KC5DI         59  462    0
QSO: 14214 PH 2020-03-29 0030 W9KEY         59  221    W1MD          59  149    0
QSO: 14228 PH 2020-03-29 0033 W9KEY         59  222    AA4TI         59  273    0
QSO: 14259 PH 2020-03-29 0040 W9KEY         59  223    KU4QHL        59  948    0
QSO: 14266 PH 2020-03-29 0042 W9KEY         59  224    AA5B          59  401    0
QSO: 14176 PH 2020-03-29 0046 W9KEY         59  225    W4DHT         59  376    0
QSO: 14200 PH 2020-03-29 0050 W9KEY         59  226    TG9AF         59  417    0
QSO: 14207 PH 2020-03-29 0051 W9KEY         59  227    AK1W          59  1883   0
QSO: 14226 PH 2020-03-29 0052 W9KEY         59  228    NE0F          59  708    0
QSO: 14169 PH 2020-03-29 2054 W9KEY         59  229    W1WEF         59  246    0
QSO: 14170 PH 2020-03-29 2056 W9KEY         59  230    CT3KN         59  2152   0
QSO: 14175 PH 2020-03-29 2057 W9KEY         59  231    N3QE          59  2339   0
QSO: 14181 PH 2020-03-29 2100 W9KEY         59  232    WZ4F          59  2975   0
QSO: 14188 PH 2020-03-29 2101 W9KEY         59  233    AA4AQ         59  1342   0
QSO: 14192 PH 2020-03-29 2103 W9KEY         59  234    AB2E          59  996    0
QSO: 14216 PH 2020-03-29 2120 W9KEY         59  235    KK9A          59  2570   0
QSO: 14220 PH 2020-03-29 2121 W9KEY         59  236    KN7T          59  376    0
QSO: 14231 PH 2020-03-29 2124 W9KEY         59  237    AA4XG         59  1549   0
QSO: 14239 PH 2020-03-29 2129 W9KEY         59  238    EC7ZR         59  1027   0
QSO: 14243 PH 2020-03-29 2130 W9KEY         59  239    NA4RR         59  1899   0
QSO: 14253 PH 2020-03-29 2134 W9KEY         59  240    KA1ZD         59  1925   0
QSO: 14255 PH 2020-03-29 2135 W9KEY         59  241    VE7XT         59  378    0
QSO: 14262 PH 2020-03-29 2138 W9KEY         59  242    K4VOZ         59  58     0
QSO: 14272 PH 2020-03-29 2139 W9KEY         59  243    KD5DD         59  2075   0
QSO: 14275 PH 2020-03-29 2141 W9KEY         59  244    CT2HKN        59  721    0
QSO: 14285 PH 2020-03-29 2147 W9KEY         59  245    CU2CR         59  212    0
QSO: 14289 PH 2020-03-29 2148 W9KEY         59  246    K3QH          59  882    0
QSO: 14302 PH 2020-03-29 2152 W9KEY         59  247    W0AAE         59  809    0
QSO: 14309 PH 2020-03-29 2154 W9KEY         59  248    VA7OM         59  167    0
QSO: 14320 PH 2020-03-29 2156 W9KEY         59  249    NG1R          59  1040   0
QSO: 14322 PH 2020-03-29 2157 W9KEY         59  250    NX0I          59  753    0
QSO: 14324 PH 2020-03-29 2159 W9KEY         59  251    K2CNN         59  458    0
QSO: 14331 PH 2020-03-29 2204 W9KEY         59  252    AJ7G          59  1190   0
QSO: 14336 PH 2020-03-29 2209 W9KEY         59  253    NF9V          59  513    0
QSO:  7134 PH 2020-03-29 2215 W9KEY         59  254    WI0WA         59  3199   0
QSO:  7137 PH 2020-03-29 2217 W9KEY         59  255    W3FOX         59  935    0
QSO:  7146 PH 2020-03-29 2219 W9KEY         59  256    NV9L          59  3276   0
QSO:  7158 PH 2020-03-29 2225 W9KEY         59  257    VB2Z          59  2127   0
QSO:  7163 PH 2020-03-29 2229 W9KEY         59  258    N5DX          59  2481   0
QSO:  7170 PH 2020-03-29 2231 W9KEY         59  259    VE3EJ         59  3834   0
QSO:  7178 PH 2020-03-29 2236 W9KEY         59  260    K3RA          59  2500   0
QSO:  7182 PH 2020-03-29 2237 W9KEY         59  261    NC8C          59  1088   0
QSO:  7185 PH 2020-03-29 2241 W9KEY         59  262    K9CT          59  2749   0
QSO:  7190 PH 2020-03-29 2247 W9KEY         59  263    XM3T          59  3529   0
QSO:  7202 PH 2020-03-29 2251 W9KEY         59  264    NN3W          59  2365   0
QSO:  7204 PH 2020-03-29 2253 W9KEY         59  265    N4ESU         59  276    0
QSO:  7205 PH 2020-03-29 2253 W9KEY         59  266    N8WCP         59  187    0
QSO:  7212 PH 2020-03-29 2255 W9KEY         59  267    VE9CB         59  2998   0
QSO:  7214 PH 2020-03-29 2257 W9KEY         59  268    AA4AQ         59  1526   0
QSO:  7216 PH 2020-03-29 2259 W9KEY         59  269    AJ1I          59  639    0
QSO:  7222 PH 2020-03-29 2302 W9KEY         59  270    K4SBZ         59  366    0
QSO:  7227 PH 2020-03-29 2304 W9KEY         59  271    WA8RCN        59  829    0
QSO:  7234 PH 2020-03-29 2305 W9KEY         59  272    AC4G          59  338    0
QSO:  7244 PH 2020-03-29 2308 W9KEY         59  273    K4FJW         59  355    0
QSO:  7249 PH 2020-03-29 2310 W9KEY         59  274    N4BCD         59  320    0
QSO:  7258 PH 2020-03-29 2311 W9KEY         59  275    K4RO          59  1343   0
QSO:  7261 PH 2020-03-29 2312 W9KEY         59  276    VE4VT         59  2367   0
QSO:  7272 PH 2020-03-29 2317 W9KEY         59  277    N4OO          59  096    0
QSO:  7275 PH 2020-03-29 2317 W9KEY         59  278    K3UA          59  147    0
QSO:  7278 PH 2020-03-29 2319 W9KEY         59  279    NE4EA         59  960    0
QSO:  3748 PH 2020-03-29 2327 W9KEY         59  280    N4RV          59  2020   0
QSO:  3763 PH 2020-03-29 2329 W9KEY         59  281    VE3PJ         59  671    0
QSO:  3770 PH 2020-03-29 2331 W9KEY         59  282    K3DNE         59  1843   0
QSO:  3784 PH 2020-03-29 2332 W9KEY         59  283    AC9S          59  1063   0
QSO:  3792 PH 2020-03-29 2335 W9KEY         59  284    WU3A          59  2922   0
QSO:  3796 PH 2020-03-29 2336 W9KEY         59  285    KD3TB         59  322    0
QSO:  3804 PH 2020-03-29 2338 W9KEY         59  286    KB9OWD        59  1135   0
QSO: 14216 PH 2020-03-29 2351 W9KEY         59  287    PY4BZ         59  3326   0
QSO:  7239 PH 2020-03-29 2356 W9KEY         59  288    KG5HVO        59  1388   0
QSO:  7281 PH 2020-03-29 2359 W9KEY         59  289    NR3X          59  3271   0
END-OF-LOG:
