START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: JH3DMQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-MODE: RTTY
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CLAIMED-SCORE: 171150
OPERATORS:
CLUB:
CREATED-BY: CTESTWIN by JI1AQY
NAME: Munehiro Mizutani
SOAPBOX: RIG :IC-7600M, ANT:4elCQ. 7MHz: DP 17.3mh.
SOAPBOX: OATH: I swer using QRP5W out. QRP meter WM-2 is used.
QSO: 28000 RY 2015-02-14 0007 JH3DMQ        599 001    W70M          599 007    0
QSO: 28000 RY 2015-02-14 0009 JH3DMQ        599 002    AB0RX         599 016    0
QSO: 28000 RY 2015-02-14 0011 JH3DMQ        599 003    KX7YT         599 009    0
QSO: 28000 RY 2015-02-14 0013 JH3DMQ        599 004    KI6RRN        599 005    0
QSO: 28000 RY 2015-02-14 0017 JH3DMQ        599 005    W6AEA         599 020    0
QSO: 28000 RY 2015-02-14 0018 JH3DMQ        599 006    JR3NZC        599 009    0
QSO: 28000 RY 2015-02-14 0020 JH3DMQ        599 007    KA6BIM        599 017    0
QSO: 28000 RY 2015-02-14 0022 JH3DMQ        599 008    WN6K          599 009    0
QSO: 28000 RY 2015-02-14 0027 JH3DMQ        599 009    W7ZR          599 043    0
QSO: 28000 RY 2015-02-14 0031 JH3DMQ        599 010    VE7SZ         599 046    0
QSO: 28000 RY 2015-02-14 0033 JH3DMQ        599 011    WW7RY         599 058    0
QSO: 28000 RY 2015-02-14 0034 JH3DMQ        599 012    WR5J          599 034    0
QSO: 28000 RY 2015-02-14 0036 JH3DMQ        599 013    N0OJ          599 030    0
QSO: 28000 RY 2015-02-14 0037 JH3DMQ        599 014    W7OM          599 044    0
QSO: 28000 RY 2015-02-14 0041 JH3DMQ        599 015    ZV2K          599 061    0
QSO: 28000 RY 2015-02-14 0045 JH3DMQ        599 016    RT0Q          599 024    0
QSO: 28000 RY 2015-02-14 0050 JH3DMQ        599 017    LW6DG         599 052    0
QSO: 28000 RY 2015-02-14 0053 JH3DMQ        599 018    K7GS          599 043    0
QSO: 28000 RY 2015-02-14 0055 JH3DMQ        599 019    PY5ZW         599 043    0
QSO: 28000 RY 2015-02-14 0059 JH3DMQ        599 020    KS7AA         599 079    0
