START-OF-LOG: 3.0
CONTEST: CQ-WPX-RTTY
CALLSIGN: EU6AA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
LOCATION: DX
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-STATION: FIXED
CREATED-BY: UR5EQF log v.3.31-47
CLAIMED-SCORE: 28737
NAME: Victor Kostyuk
SOAPBOX: TRX: FT-840, Pwr - 100W,  Ant: Delta Loop 168m
QSO: 14000 RY 2015-02-14 0930 EU6AA         599 001    UR0HQ         599 124
QSO: 14000 RY 2015-02-14 0932 EU6AA         599 002    YO3VU         599 212
QSO: 14000 RY 2015-02-14 0941 EU6AA         599 003    R6NS          599 098
QSO: 14000 RY 2015-02-14 0943 EU6AA         599 004    HG7T          599 598
QSO: 14000 RY 2015-02-14 0944 EU6AA         599 005    EM0I          599 666
QSO: 14000 RY 2015-02-14 0945 EU6AA         599 006    EM2G          599 708
QSO: 14000 RY 2015-02-14 0946 EU6AA         599 007    SO8W          599 048
QSO: 14000 RY 2015-02-14 0947 EU6AA         599 008    LX8M          599 374
QSO: 14000 RY 2015-02-14 0948 EU6AA         599 009    UA9CKP        599 266
QSO: 14000 RY 2015-02-14 0950 EU6AA         599 010    DL0WRTC       599 041
QSO: 14000 RY 2015-02-14 0952 EU6AA         599 011    DR5N          599 101
QSO: 21000 RY 2015-02-14 1004 EU6AA         599 012    F4PAN         599 007
QSO: 21000 RY 2015-02-14 1005 EU6AA         599 013    M3I           599 120
QSO: 21000 RY 2015-02-14 1038 EU6AA         599 014    IQ9UI         599 224
QSO: 21000 RY 2015-02-14 1040 EU6AA         599 015    RW0SR         599 308
QSO: 21000 RY 2015-02-14 1238 EU6AA         599 016    RW0A          599 629
QSO: 21000 RY 2015-02-14 1239 EU6AA         599 017    UA9XF         599 042
QSO: 21000 RY 2015-02-14 1240 EU6AA         599 018    RN9SN         599 288
QSO: 21000 RY 2015-02-14 1241 EU6AA         599 019    LX7I          599 233
QSO: 21000 RY 2015-02-14 1242 EU6AA         599 020    KU2M          599 107
QSO: 28000 RY 2015-02-14 1244 EU6AA         599 021    IT9AJP        599 001
QSO: 21000 RY 2015-02-15 0946 EU6AA         599 022    S51TA         599 154
QSO: 21000 RY 2015-02-15 0947 EU6AA         599 023    Z36N          599 492
QSO: 21000 RY 2015-02-15 0948 EU6AA         599 024    M0OXO         599 444
QSO: 21000 RY 2015-02-15 0949 EU6AA         599 025    DK1QH         599 425
QSO: 21000 RY 2015-02-15 0951 EU6AA         599 026    OE2E          599 844
QSO: 21000 RY 2015-02-15 0954 EU6AA         599 027    IZ2FOS        599 417
QSO: 14000 RY 2015-02-15 1149 EU6AA         599 028    RK4W          599 1707
QSO: 14000 RY 2015-02-15 1150 EU6AA         599 029    EK3GM         599 291
QSO: 14000 RY 2015-02-15 1153 EU6AA         599 030    RU4SS         599 936
QSO: 14000 RY 2015-02-15 1154 EU6AA         599 031    SP9OHL        599 217
QSO: 14000 RY 2015-02-15 1159 EU6AA         599 032    ED1R          599 2085
QSO: 14000 RY 2015-02-15 1200 EU6AA         599 033    IK8SEU        599 252
QSO: 14000 RY 2015-02-15 1201 EU6AA         599 034    9A1A          599 1133
QSO: 14000 RY 2015-02-15 1203 EU6AA         599 035    RA0ACM        599 422
QSO: 14000 RY 2015-02-15 1204 EU6AA         599 036    RY6Y          599 1995
