START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: DO1SJF
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DO1SJF
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2020.
QSO:  3649 PH 2020-03-28 0316 DO1SJF        59 CF3A          59 514
QSO:  3789 PH 2020-03-28 0325 DO1SJF        59 002 KC1XX         59 0513
QSO:  3791 PH 2020-03-28 0326 DO1SJF        59 003 AC1U          59 0455
QSO:  1859 PH 2020-03-28 0341 DO1SJF        59 003 VY2ZM         59 240
QSO:  3746 PH 2020-03-28 0350 DO1SJF        59 0004 W3LL          59 0408
QSO:  3631 PH 2020-03-28 0359 DO1SJF        59 006 UB7K          59 0737
QSO:  3696 PH 2020-03-28 0402 DO1SJF        59 0007 J42L          59 0334
QSO:  3500 PH 2020-03-28 0404 DO1SJF        59 008 IT9EWR        59 148
QSO:  3763 PH 2020-03-28 0407 DO1SJF        59 0008 IQ9UI         59 0357
QSO:  3675 PH 2020-03-28 0409 DO1SJF        59 0009 SO9I          59 0230
QSO:  1884 PH 2020-03-28 0413 DO1SJF        59 0010 NN1C          59 0414
QSO:  1881 PH 2020-03-28 0414 DO1SJF        59 0011 SP8K          59 0262
QSO:  1889 PH 2020-03-28 0418 DO1SJF        59 0012 EI20C         59 0439
QSO:  3500 PH 2020-03-28 0421 DO1SJF        59 0013 OZ11A         59 0167
QSO:  3743 PH 2020-03-28 0429 DO1SJF        59 214 W9RE          59 670
QSO:  3749 PH 2020-03-28 0430 DO1SJF        59 0015 KD4D          59 0412
QSO:  3726 PH 2020-03-28 0432 DO1SJF        59 0016 EB8AH         59 0248
QSO:  3724 PH 2020-03-28 0438 DO1SJF        59 0017 KP3DX         59 0793
QSO:  3719 PH 2020-03-28 0440 DO1SJF        59 018 S54ZZ         59 0471
QSO:  1870 PH 2020-03-28 0445 DO1SJF        59 0019 SN7D          59 0268
QSO:  1875 PH 2020-03-28 0445 DO1SJF        59 020 OL5M          59 0245
QSO:  3766 PH 2020-03-28 0451 DO1SJF        59 0021 K1KK          59 0266
QSO:  3783 PH 2020-03-28 0451 DO1SJF        59 22 WU3A          59 463
QSO:  3677 PH 2020-03-28 0457 DO1SJF        59 023 K1AR          59 0254
QSO:  3748 PH 2020-03-28 0504 DO1SJF        59 0024 NN1C          59 0481
QSO:  3753 PH 2020-03-28 0505 DO1SJF        59 0025 OM4IK         59 0124
QSO:  3500 PH 2020-03-28 0508 DO1SJF        59 026 IW7DHC        59 030
QSO:  3722 PH 2020-03-28 0518 DO1SJF        59 0027 OK7W          59 0621
QSO:  3711 PH 2020-03-28 0521 DO1SJF        59 028 EI3Z          59 0144
QSO:  3695 PH 2020-03-28 0523 DO1SJF        59 0029 MM3AWD        59 0193
QSO:  3659 PH 2020-03-28 0525 DO1SJF        59 30 AK1W          59 651
QSO:  3757 PH 2020-03-28 0530 DO1SJF        59 0031 N3QE          59 0579
QSO:  3666 PH 2020-03-28 0535 DO1SJF        59 32 WW2DX         59 363
QSO:  3680 PH 2020-03-28 0537 DO1SJF        59 33 S53MM         59 497
QSO:  3689 PH 2020-03-28 0538 DO1SJF        59 0034 S52NR         59 0312
QSO:  3729 PH 2020-03-28 0545 DO1SJF        59 36 S54W          59 343
QSO:  3662 PH 2020-03-28 0546 DO1SJF        59 0037 EA3CI         59 0397
QSO:  3777 PH 2020-03-28 0553 DO1SJF        59 038 F5USK         59 0388
QSO:  3500 PH 2020-03-28 0554 DO1SJF        59 040 IU1GHC        59 119
QSO:  3788 PH 2020-03-28 0554 DO1SJF        59 0039 EB3A          59 0211
QSO:  3500 PH 2020-03-28 0556 DO1SJF        59 41 K3ZO          59 479
QSO:  3667 PH 2020-03-28 0558 DO1SJF        59 0042 EA1L          59 0203
