START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: 9A3WX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: 9A3WX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2013.
QSO: 14210 PH 2013-03-30 0840 9A3WX         59 YM3KM         59 501
QSO: 14216 PH 2013-03-30 0841 9A3WX         59 0002 LZ4RR         59 0535
QSO: 14235 PH 2013-03-30 0843 9A3WX         59 0004 RF9C          59 0793
QSO: 14242 PH 2013-03-30 0844 9A3WX         59 005 ED1R          59 0928
QSO: 14262 PH 2013-03-30 0846 9A3WX         59 006 ES9C          59 0539
QSO: 14000 PH 2013-03-30 0847 9A3WX         59 007 A60A          59 428
QSO: 14347 PH 2013-03-30 0849 9A3WX         59 008 EA1FDI        59 0173
QSO: 14250 PH 2013-03-30 0851 9A3WX         59 009 UR4LBL        59 096
QSO: 14333 PH 2013-03-30 0851 9A3WX         59 010 LA9TJA        59 0077
QSO: 14000 PH 2013-03-30 0852 9A3WX         59 011 EE1W          59 0332
QSO: 14000 PH 2013-03-30 0853 9A3WX         59 13 UT7QL         59 242
QSO: 14020 PH 2013-03-30 0853 9A3WX         59 012 EW6GF         59 114
QSO: 14300 PH 2013-03-30 0854 9A3WX         59 014 RU1A          59 0299
QSO: 14223 PH 2013-03-30 0858 9A3WX         59 016 RM7X          59 225
QSO: 14220 PH 2013-03-30 0859 9A3WX         59 17 LY7A          59 208
QSO: 14191 PH 2013-03-30 0903 9A3WX         59 0018 RU0A          59 0083
QSO: 14200 PH 2013-03-30 0904 9A3WX         59 019 UR5AS         59 321
QSO: 14128 PH 2013-03-30 0905 9A3WX         59 20 UT7Y          59 202
QSO: 14124 PH 2013-03-30 0907 9A3WX         59 211 OH0R          59 0362
QSO: 14110 PH 2013-03-30 0909 9A3WX         59 023 TM5A          59 0323
QSO: 14111 PH 2013-03-30 0910 9A3WX         59 0024 EI1A          59 0343
QSO: 14118 PH 2013-03-30 0913 9A3WX         59 025 CN2R          59 1013
QSO: 14130 PH 2013-03-30 0914 9A3WX         59 0206 SV9COL        59 0229
QSO: 14000 PH 2013-03-30 0915 9A3WX         59 027 ER1JA         59 171
QSO: 14204 PH 2013-03-30 0917 9A3WX         59 028 TM6M          59 0235
QSO: 14000 PH 2013-03-30 0918 9A3WX         59 0029 ED2W          59 0304
QSO: 14136 PH 2013-03-30 1033 9A3WX         59 30 UR7EN         59 488
QSO: 14148 PH 2013-03-30 1034 9A3WX         59 0031 EO3Q          59 0646
QSO: 14000 PH 2013-03-30 1036 9A3WX         59 033 TM71A         59 0354
QSO: 14155 PH 2013-03-30 1036 9A3WX         59 0032 PA7AL         59 0100
QSO: 14000 PH 2013-03-30 1037 9A3WX         59 0034 TM7F          59 0558
QSO: 14000 PH 2013-03-30 1040 9A3WX         59 035 UW1M          59 365
QSO: 14183 PH 2013-03-30 1041 9A3WX         59 036 EA5DFV        59 0447
QSO: 14000 PH 2013-03-30 1043 9A3WX         59 0037 UT7E          59 0853
QSO: 14209 PH 2013-03-30 1044 9A3WX         59 038 UT8UF         59 326
QSO: 14000 PH 2013-03-30 1045 9A3WX         59 0039 US1I          59 0435
QSO: 14228 PH 2013-03-30 1047 9A3WX         59 040 OH5Z          59 0383
QSO: 14264 PH 2013-03-30 1048 9A3WX         59 041 SH3Y          59 0289
QSO: 14266 PH 2013-03-30 1049 9A3WX         59 0042 SV9GPV        59 1070
QSO: 14000 PH 2013-03-30 1050 9A3WX         59 043 RK9DM         59 284
QSO: 14298 PH 2013-03-30 1052 9A3WX         59 0045 SM7PEV        59 0128
QSO: 14338 PH 2013-03-30 1413 9A3WX         59 047 UV5U          59 528
QSO: 14341 PH 2013-03-30 1413 9A3WX         59 0026 UA4M          59 1403
QSO: 14324 PH 2013-03-30 1415 9A3WX         59 0049 G4R           59 0342
QSO: 14327 PH 2013-03-30 1415 9A3WX         59 048 OG6N          59 0583
QSO: 14315 PH 2013-03-30 1417 9A3WX         59 0050 YL2SM         59 0857
QSO: 14280 PH 2013-03-30 1421 9A3WX         59 0051 PH600NYK      59 0355
QSO: 14258 PH 2013-03-30 1427 9A3WX         59 052 RM9I          59 1509
QSO: 14245 PH 2013-03-30 1429 9A3WX         59 053 DR1A          59 0950
QSO: 14241 PH 2013-03-30 1431 9A3WX         59 054 EI7M          59 1747
QSO: 14239 PH 2013-03-30 1434 9A3WX         59 055 UP2L          59 1753
QSO: 14201 PH 2013-03-30 1440 9A3WX         59 0056 YB4IR         59 0440
QSO: 14265 PH 2013-03-30 1444 9A3WX         59 0057 VE3DZ         59 0874
QSO: 14158 PH 2013-03-30 1447 9A3WX         59 58 RO3DX         59 30
QSO: 14140 PH 2013-03-30 1448 9A3WX         59 0059 4Z5IW         59 0396
QSO: 14127 PH 2013-03-30 1449 9A3WX         59 060 M0VSQ         59 0488
QSO: 14125 PH 2013-03-30 1450 9A3WX         59 0061 UA4CNZ        59 0296
QSO: 14110 PH 2013-03-30 1452 9A3WX         59 63 RM3Q          59 1085
QSO: 14119 PH 2013-03-30 1453 9A3WX         59 0064 UX4E          59 0571
QSO: 14142 PH 2013-03-30 1455 9A3WX         59 65 UP0L          59 1439
QSO: 14000 PH 2013-03-30 1458 9A3WX         59 66 EW2MA         59 444
QSO: 14166 PH 2013-03-30 1459 9A3WX         59 057 B7JA          59 0661
QSO: 14206 PH 2013-03-30 1502 9A3WX         59 0069 TA1CR         59 0247
QSO: 14221 PH 2013-03-30 1504 9A3WX         59 0070 OH2K          59 0197
QSO: 14225 PH 2013-03-30 1510 9A3WX         59 072 RM4HZ         59 1052
QSO: 14234 PH 2013-03-30 1511 9A3WX         59 073 ED8W          59 1018
QSO: 14243 PH 2013-03-30 1512 9A3WX         59 0074 EA1HCW        59 0139
QSO: 14255 PH 2013-03-30 1514 9A3WX         59 075 9K2HN         59 0369
QSO: 14278 PH 2013-03-30 1517 9A3WX         59 077 TM1T          59 0704
QSO: 14000 PH 2013-03-30 1522 9A3WX         59 078 B3C           59 196
QSO: 14297 PH 2013-03-30 1523 9A3WX         59 079 OG8X          59 1133
QSO: 14000 PH 2013-03-30 1524 9A3WX         59 80 UP9L          59 531
QSO: 14314 PH 2013-03-30 1525 9A3WX         59 81 UA5B          59 1269
QSO: 14320 PH 2013-03-30 1528 9A3WX         59 0082 OG30OJ        59 0521
QSO: 14328 PH 2013-03-30 1530 9A3WX         59 083 A71AM         59 0555
QSO: 14333 PH 2013-03-30 1531 9A3WX         59 0084 SN1T          59 0223
QSO: 14336 PH 2013-03-30 1531 9A3WX         59 0085 JE1ZWT        59 0302
QSO: 14338 PH 2013-03-30 1533 9A3WX         59 0086 EA3EZD        59 0180
QSO: 14000 PH 2013-03-30 1534 9A3WX         59 087 ED9Z          59 0460
QSO: 14200 PH 2013-03-30 1537 9A3WX         59 088 JA7NVF        59 0685
QSO: 14295 PH 2013-03-30 1540 9A3WX         59 090 TM0R          59 1152
QSO: 14287 PH 2013-03-30 1542 9A3WX         59 0092 RC5Z          59 0528
QSO: 14190 PH 2013-03-30 1544 9A3WX         59 0093 PI4CG         59 0353
QSO: 14186 PH 2013-03-30 1545 9A3WX         59 094 UT0U          59 0391
QSO: 14178 PH 2013-03-30 1547 9A3WX         59 095 HZ1XB         59 0268
QSO: 14173 PH 2013-03-30 1548 9A3WX         59 0096 7Z1CQ         59 0372
QSO: 14144 PH 2013-03-30 1550 9A3WX         59 097 UN6LN         59 0378
QSO: 14140 PH 2013-03-30 1551 9A3WX         59 098 DZ1B          59 0229
QSO: 14134 PH 2013-03-30 1552 9A3WX         59 095 PI4ZI         59 0480
QSO: 14129 PH 2013-03-30 1553 9A3WX         59 100 EW8OM         59 240
QSO: 14000 PH 2013-03-30 1554 9A3WX         59 102 UA6LUQ        59 428
QSO: 14124 PH 2013-03-30 1554 9A3WX         59 101 UA9CTT        59 699
QSO: 14121 PH 2013-03-30 1646 9A3WX         59 0103 RY6Y          59 1292
QSO: 14131 PH 2013-03-30 1647 9A3WX         59 0104 OF3I          59 0515
QSO: 14210 PH 2013-03-30 1656 9A3WX         59 106 OH1SIC        59 300
QSO: 14000 PH 2013-03-31 0924 9A3WX         59 107 EF2F          59 638
QSO: 14110 PH 2013-03-31 0927 9A3WX         59 108 SQ7DQX        59 1250
QSO: 14283 PH 2013-03-31 0928 9A3WX         59 0109 OZ2PBS        59 0419
QSO: 14000 PH 2013-03-31 0935 9A3WX         59 111 OT5A          59 1173
QSO: 14170 PH 2013-03-31 0937 9A3WX         59 0112 US8IM         59 0495
QSO: 14000 PH 2013-03-31 0939 9A3WX         59 114 OQ4T          59 696
QSO: 14154 PH 2013-03-31 0940 9A3WX         59 0115 PD4JOF        59 0036
QSO: 14000 PH 2013-03-31 0941 9A3WX         59 116 DL0JBB        59 604
QSO: 14159 PH 2013-03-31 0942 9A3WX         59 0117 PI4DX         59 0781
QSO: 14181 PH 2013-03-31 0944 9A3WX         59 118 JW7QIA        59 0074
QSO: 14191 PH 2013-03-31 0946 9A3WX         59 0119 PA6V          59 1071
QSO: 14000 PH 2013-03-31 0947 9A3WX         59 0120 F5KOU         59 0169
QSO: 14249 PH 2013-03-31 0951 9A3WX         59 122 ED3X          59 3111
QSO: 14333 PH 2013-03-31 0954 9A3WX         59 123 UR4U          59 775
QSO: 14348 PH 2013-03-31 1204 9A3WX         59 0124 DA0T          59 0441
QSO: 14335 PH 2013-03-31 1208 9A3WX         59 0125 KC3R          59 1972
QSO: 14312 PH 2013-03-31 1210 9A3WX         59 126 EF5Y          59 2583
QSO: 14300 PH 2013-03-31 1213 9A3WX         59 137 RL3A          59 4433
QSO: 14284 PH 2013-03-31 1215 9A3WX         59 128 ER3CT         59 1014
QSO: 14255 PH 2013-03-31 1217 9A3WX         59 0130 SJ2W          59 2217
QSO: 14270 PH 2013-03-31 1217 9A3WX         59 129 EA7LL         59 1373
QSO: 14245 PH 2013-03-31 1218 9A3WX         59 131 II9P          59 1454
QSO: 14111 PH 2013-03-31 1317 9A3WX         59 0132 DL3BQA        59 0740
QSO: 14000 PH 2013-03-31 1318 9A3WX         59 0133 RY7G          59 0835
QSO: 14163 PH 2013-03-31 1320 9A3WX         59 0134 WX3B          59 1525
QSO: 14166 PH 2013-03-31 1322 9A3WX         59 0135 PD1ABO        59 0170
QSO: 14175 PH 2013-03-31 1323 9A3WX         59 171 UN9L          59 1350
QSO: 14202 PH 2013-03-31 1326 9A3WX         59 0173 PD0MHZ        59 0178
