START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: JR1MEG/1
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: JR1MEG/1
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2013.
QSO: 21000 PH 2013-03-30 0204 JR1MEG/1      59 RA0CGY        59 119
QSO: 21000 PH 2013-03-30 0408 JR1MEG/1      59 048 BG2VIA        59 0149
QSO: 21000 PH 2013-03-30 0411 JR1MEG/1      59 0049 YB0NSI        59 0166
QSO: 21233 PH 2013-03-30 0416 JR1MEG/1      59 0050 RK0AB         59 0119
QSO: 21262 PH 2013-03-30 0430 JR1MEG/1      59 0052 RK9UE         59 0191
QSO: 21000 PH 2013-03-30 0432 JR1MEG/1      59 0053 BU2AW         59 0300
QSO: 28470 PH 2013-03-30 0439 JR1MEG/1      59 0054 AH0BT         59 0617
QSO: 28000 PH 2013-03-30 0443 JR1MEG/1      59 055 KH2KY         59 180
QSO: 28448 PH 2013-03-30 0450 JR1MEG/1      59 057 RA0UBI        59 139
QSO: 28481 PH 2013-03-30 0506 JR1MEG/1      59 0060 BD7OZG        59 0111
QSO: 28512 PH 2013-03-30 0509 JR1MEG/1      59 061 UA0OD         59 070
QSO: 28000 PH 2013-03-30 0513 JR1MEG/1      59 0062 NH2DX         59 0350
QSO: 28000 PH 2013-03-30 0517 JR1MEG/1      59 0063 YB2DX         59 0211
QSO: 28530 PH 2013-03-30 0527 JR1MEG/1      59 064 VK6DXI        59 85
QSO: 14000 PH 2013-03-30 0546 JR1MEG/1      59 0036 PY2EX         59 0230
QSO: 14276 PH 2013-03-30 0548 JR1MEG/1      59 067 OH5Z          59 0042
QSO: 14000 PH 2013-03-30 0551 JR1MEG/1      59 0068 LR3M          59 0628
QSO: 14000 PH 2013-03-30 0554 JR1MEG/1      59 071 KH2KY         59 163
QSO: 14000 PH 2013-03-30 0554 JR1MEG/1      59 0020 LU7YZ         59 0151
QSO: 14217 PH 2013-03-30 0558 JR1MEG/1      59 0072 CE3CT         59 0722
QSO: 21000 PH 2013-03-30 0618 JR1MEG/1      59 0074 YC1LA         59 0216
QSO: 21254 PH 2013-03-30 0622 JR1MEG/1      59 0075 NH6V          59 0618
QSO: 21000 PH 2013-03-30 0623 JR1MEG/1      59 0077 DX50DBT       59 0030
QSO: 21225 PH 2013-03-30 0624 JR1MEG/1      59 0076 AH0BT         59 0705
QSO: 21212 PH 2013-03-30 0627 JR1MEG/1      59 078 RT5Z          59 0112
QSO: 21210 PH 2013-03-30 0628 JR1MEG/1      59 79 RV9UP         59 325
QSO: 21230 PH 2013-03-30 0635 JR1MEG/1      59 080 RM9I          59 0552
QSO: 21284 PH 2013-03-30 0639 JR1MEG/1      59 82 ZL2GQ         59 207
QSO: 21287 PH 2013-03-30 0641 JR1MEG/1      59 0083 YO9HP         59 0111
QSO: 21332 PH 2013-03-30 0654 JR1MEG/1      59 84 BA4MY         59 181
QSO: 21319 PH 2013-03-30 0656 JR1MEG/1      59 0085 RF9C          59 0235
QSO: 21282 PH 2013-03-30 0700 JR1MEG/1      59 0086 BY4BMH        59 0112
QSO: 21201 PH 2013-03-30 0708 JR1MEG/1      59 87 RT4RO         59 348
QSO: 21312 PH 2013-03-30 0719 JR1MEG/1      59 0089 BY8DX         59 0327
QSO: 21367 PH 2013-03-30 0722 JR1MEG/1      59 0090 BD3MH         59 0301
QSO: 21000 PH 2013-03-30 0723 JR1MEG/1      59 091 JA1ZGP        59 056
QSO: 21204 PH 2013-03-30 0743 JR1MEG/1      59 0094 BV1EK         59 0251
QSO: 21186 PH 2013-03-30 0744 JR1MEG/1      59 0095 B1C           59 0222
QSO: 21173 PH 2013-03-30 0757 JR1MEG/1      59 96 UA4LU         59 78
QSO: 21196 PH 2013-03-30 0802 JR1MEG/1      59 97 RQ5D          59 77
QSO: 21214 PH 2013-03-30 0804 JR1MEG/1      59 098 VK3TDX        59 78
QSO: 21000 PH 2013-03-30 0809 JR1MEG/1      59 0099 DU1AV         59 0245
QSO: 21313 PH 2013-03-30 0812 JR1MEG/1      59 0100 YT6T          59 0090
QSO: 21340 PH 2013-03-30 0815 JR1MEG/1      59 0101 UA4M          59 0693
QSO: 21000 PH 2013-03-30 0825 JR1MEG/1      59 102 DV1JM         59 319
QSO: 21000 PH 2013-03-30 0830 JR1MEG/1      59 103 DU7RH         59 197
QSO: 21215 PH 2013-03-30 0837 JR1MEG/1      59 0104 LR3M          59 0368
QSO: 28000 PH 2013-03-30 0901 JR1MEG/1      59 106 JA1ZGP        59 039
QSO: 28000 PH 2013-03-30 0906 JR1MEG/1      59 0108 BU2AW         59 0599
QSO: 28465 PH 2013-03-30 0912 JR1MEG/1      59 109 B7JA          59 0213
QSO: 28000 PH 2013-03-30 0914 JR1MEG/1      59 0110 YB2LSR        59 0187
QSO: 28000 PH 2013-03-30 0919 JR1MEG/1      59 0111 9M2SM         59 0383
QSO: 28493 PH 2013-03-30 0921 JR1MEG/1      59 0112 YB0MWM        59 0226
QSO: 28000 PH 2013-03-30 0924 JR1MEG/1      59 113 9M8WAT        59 096
QSO: 28000 PH 2013-03-30 0928 JR1MEG/1      59 0114 9W2WWW        59 0120
QSO: 28451 PH 2013-03-30 0930 JR1MEG/1      59 115 VR2PX         59 162
QSO: 28000 PH 2013-03-30 0932 JR1MEG/1      59 0116 JG1AVO        59 0087
QSO: 28000 PH 2013-03-30 0933 JR1MEG/1      59 0117 YB0NSI        59 0299
QSO: 28000 PH 2013-03-30 0939 JR1MEG/1      59 119 YB6LAY        59 043
QSO: 28000 PH 2013-03-30 0941 JR1MEG/1      59 120 JA5FBZ        59 233
QSO: 28557 PH 2013-03-30 0948 JR1MEG/1      59 0121 9M2ZAK        59 0103
QSO: 21275 PH 2013-03-30 1004 JR1MEG/1      59 0122 YB4IR         59 0134
QSO: 21000 PH 2013-03-30 1006 JR1MEG/1      59 0123 YC1ELI        59 0209
QSO: 21000 PH 2013-03-30 1008 JR1MEG/1      59 124 DU1UGZ        59 043
QSO: 21306 PH 2013-03-30 1017 JR1MEG/1      59 126 OE8Q          59 0298
QSO: 21000 PH 2013-03-30 1019 JR1MEG/1      59 0127 DU1RB         59 0051
QSO: 21000 PH 2013-03-30 1023 JR1MEG/1      59 0128 YB1JYL        59 0129
QSO: 21167 PH 2013-03-30 1030 JR1MEG/1      59 129 RA0UBI        59 267
QSO: 21219 PH 2013-03-30 1051 JR1MEG/1      59 130 EO7U          59 717
QSO: 21000 PH 2013-03-30 1117 JR1MEG/1      59 0002 UT7E          59 0883
QSO:  7160 PH 2013-03-30 1132 JR1MEG/1      59 0133 YB4IR         59 0255
QSO:  7177 PH 2013-03-30 1135 JR1MEG/1      59 134 KL7RA         59 0233
QSO:  7080 PH 2013-03-30 1139 JR1MEG/1      59 135 JA7NVF        59 0531
QSO:  7184 PH 2013-03-30 1140 JR1MEG/1      59 136 NR5M          59 1240
QSO:  7141 PH 2013-03-30 1143 JR1MEG/1      59 0137 AH0BT         59 1140
QSO:  7000 PH 2013-03-30 1144 JR1MEG/1      59 138 RN0CT         59 206
QSO:  7000 PH 2013-03-30 1149 JR1MEG/1      59 139 DV1JM         59 437
QSO:  7137 PH 2013-03-30 1159 JR1MEG/1      59 0141 JA7BME        59 0052
QSO:  7000 PH 2013-03-30 1201 JR1MEG/1      59 142 RA/KE5JA      59 431
QSO:  7157 PH 2013-03-30 1204 JR1MEG/1      59 143 NF6A          59 145
QSO:  7000 PH 2013-03-30 1206 JR1MEG/1      59 0144 BW2/JP1RIW    59 0707
QSO:  7170 PH 2013-03-30 1207 JR1MEG/1      59 145 KX7M          59 0638
QSO:  7000 PH 2013-03-30 1212 JR1MEG/1      59 144 DX1MK         59 335
QSO:  7000 PH 2013-03-30 1219 JR1MEG/1      59 0148 DU1AV         59 0511
QSO:  7162 PH 2013-03-30 1223 JR1MEG/1      59 149 RA0QW         59 158
QSO:  7167 PH 2013-03-30 1223 JR1MEG/1      59 0150 KK7PR         59 0463
QSO:  7172 PH 2013-03-30 1226 JR1MEG/1      59 151 AK6W          59 0691
QSO:  7126 PH 2013-03-30 1234 JR1MEG/1      59 0153 KH0/RA0FU     59 0606
QSO:  7128 PH 2013-03-30 1237 JR1MEG/1      59 0154 BY5CD         59 0047
QSO:  7176 PH 2013-03-30 1253 JR1MEG/1      59 157 NF1R          59 31
QSO:  7089 PH 2013-03-30 1255 JR1MEG/1      59 0158 VR2XLN        59 0048
QSO:  7131 PH 2013-03-30 1258 JR1MEG/1      59 0159 W7ZR          59 0438
QSO:  7142 PH 2013-03-30 1259 JR1MEG/1      59 160 WC6H          59 0528
QSO:  7159 PH 2013-03-30 1302 JR1MEG/1      59 161 RM9I          59 1371
QSO:  7000 PH 2013-03-30 1304 JR1MEG/1      59 162 JH9URT        59 135
QSO:  7000 PH 2013-03-30 1306 JR1MEG/1      59 0163 YB0NSI        59 0409
QSO:  7000 PH 2013-03-30 1310 JR1MEG/1      59 164 JA4DPL        59 479
QSO:  7000 PH 2013-03-30 1313 JR1MEG/1      59 165 DS5TOS        59 38
QSO:  7183 PH 2013-03-30 1328 JR1MEG/1      59 167 NX6T          59 0483
QSO:  7118 PH 2013-03-30 1330 JR1MEG/1      59 168 JR4OZR        59 481
QSO: 14000 PH 2013-03-30 1341 JR1MEG/1      59 0169 9M6SDX        59 0345
QSO: 14301 PH 2013-03-30 1400 JR1MEG/1      59 171 RU1A          59 0832
QSO: 14201 PH 2013-03-30 1406 JR1MEG/1      59 0172 YB4IR         59 0394
QSO: 14219 PH 2013-03-30 1409 JR1MEG/1      59 0173 RK9UE         59 0880
QSO: 14000 PH 2013-03-30 1415 JR1MEG/1      59 0176 HS3LSE        59 0126
QSO:  7110 PH 2013-03-30 1452 JR1MEG/1      59 178 DS2CYI        59 203
QSO:  7089 PH 2013-03-30 1455 JR1MEG/1      59 0179 RK9AX         59 0186
QSO:  7150 PH 2013-03-30 2058 JR1MEG/1      59 182 RT4F          59 2378
QSO: 14198 PH 2013-03-30 2111 JR1MEG/1      59 0183 LU5FF         59 0026
QSO: 14256 PH 2013-03-30 2117 JR1MEG/1      59 0184 N6JV          59 0648
QSO: 14000 PH 2013-03-30 2118 JR1MEG/1      59 185 BY4IB         59 304
QSO: 14166 PH 2013-03-30 2123 JR1MEG/1      59 186 AK6W          59 0380
QSO: 14000 PH 2013-03-30 2127 JR1MEG/1      59 188 K6HNZ         59 484
QSO: 14269 PH 2013-03-30 2128 JR1MEG/1      59 189 B4S           59 0723
QSO: 14000 PH 2013-03-30 2129 JR1MEG/1      59 190 RA/KE5JA      59 531
QSO: 14179 PH 2013-03-30 2133 JR1MEG/1      59 0191 BD5HSV        59 0466
QSO: 21217 PH 2013-03-30 2156 JR1MEG/1      59 0194 KA3DRR        59 0530
QSO: 21245 PH 2013-03-30 2158 JR1MEG/1      59 0195 JH1EAQ        59 0171
QSO: 21265 PH 2013-03-30 2203 JR1MEG/1      59 197 K2RD          59 106
QSO: 21282 PH 2013-03-30 2213 JR1MEG/1      59 118 NR5M          59 2103
QSO: 21000 PH 2013-03-30 2215 JR1MEG/1      59 301 W6AFA         59 271
QSO: 21317 PH 2013-03-30 2215 JR1MEG/1      59 0200 KK7PR         59 0857
QSO: 21268 PH 2013-03-30 2224 JR1MEG/1      59 0202 ZL3X          59 0279
QSO: 21000 PH 2013-03-30 2229 JR1MEG/1      59 203 JH4UYB        59 1384
QSO: 21421 PH 2013-03-30 2231 JR1MEG/1      59 205 K6TU          59 539
QSO: 21424 PH 2013-03-30 2232 JR1MEG/1      59 0206 JI2ZJS        59 0732
QSO: 21271 PH 2013-03-30 2248 JR1MEG/1      59 0210 KZ1W          59 0661
QSO: 21000 PH 2013-03-30 2259 JR1MEG/1      59 214 WA6KHK        59 418
QSO: 21297 PH 2013-03-30 2312 JR1MEG/1      59 215 WA7LT         59 1073
QSO: 21343 PH 2013-03-30 2315 JR1MEG/1      59 217 NF6A          59 382
QSO: 21000 PH 2013-03-30 2319 JR1MEG/1      59 218 JA2BNN        59 211
QSO: 21000 PH 2013-03-30 2322 JR1MEG/1      59 219 JO3DDD        59 566
QSO: 21228 PH 2013-03-30 2325 JR1MEG/1      59 0220 NE5D          59 1071
QSO: 21246 PH 2013-03-30 2328 JR1MEG/1      59 0222 KE1B          59 0691
QSO: 21248 PH 2013-03-30 2329 JR1MEG/1      59 0223 W6TK          59 0814
QSO: 21252 PH 2013-03-30 2329 JR1MEG/1      59 224 AK6W          59 0885
QSO: 21333 PH 2013-03-30 2336 JR1MEG/1      59 0225 VK6XX         59 0264
QSO: 21350 PH 2013-03-30 2337 JR1MEG/1      59 226 KS7AA         59 0191
QSO: 21382 PH 2013-03-30 2343 JR1MEG/1      59 229 WC6H          59 0985
QSO: 21383 PH 2013-03-30 2343 JR1MEG/1      59 0231 W7ZR          59 1027
QSO: 21403 PH 2013-03-30 2345 JR1MEG/1      59 0231 AD7JP         59 0691
QSO: 21407 PH 2013-03-30 2346 JR1MEG/1      59 0232 N7RQ          59 0300
QSO: 21000 PH 2013-03-30 2353 JR1MEG/1      59 0233 9M6YBG        59 0772
QSO: 21258 PH 2013-03-30 2356 JR1MEG/1      59 0234 BA5CJ         59 0465
QSO: 21314 PH 2013-03-31 0003 JR1MEG/1      59 0236 K9CT          59 0526
QSO: 21000 PH 2013-03-31 0009 JR1MEG/1      59 0237 4A1TD         59 1042
QSO: 21435 PH 2013-03-31 0011 JR1MEG/1      59 238 WN6K          59 502
QSO: 21207 PH 2013-03-31 0016 JR1MEG/1      59 239 BY1CW         59 598
QSO: 21000 PH 2013-03-31 0021 JR1MEG/1      59 0240 YB9WZJ        59 0199
QSO: 21333 PH 2013-03-31 0027 JR1MEG/1      59 0242 N6HD          59 0628
QSO: 21419 PH 2013-03-31 0031 JR1MEG/1      59 0243 N6JV          59 0812
QSO: 21000 PH 2013-03-31 0040 JR1MEG/1      59 206 BD4KA         59 6
QSO: 21000 PH 2013-03-31 0042 JR1MEG/1      59 247 4H1T          59 804
QSO: 21000 PH 2013-03-31 0057 JR1MEG/1      59 0250 E21YDP        59 0314
QSO: 21400 PH 2013-03-31 0103 JR1MEG/1      59 0252 BG4DSN        59 0124
QSO: 21328 PH 2013-03-31 0107 JR1MEG/1      59 0253 KU6W          59 0301
QSO: 21322 PH 2013-03-31 0109 JR1MEG/1      59 254 JR2IOB        59 346
QSO: 21308 PH 2013-03-31 0111 JR1MEG/1      59 0255 BG4TN0        59 0217
QSO: 21308 PH 2013-03-31 0111 JR1MEG/1      59 0255 BG4TNO        59 0217
QSO: 21000 PH 2013-03-31 0114 JR1MEG/1      59 257 9M2TO         59 11
QSO: 21212 PH 2013-03-31 0116 JR1MEG/1      59 257 BD6IQD        59 0459
QSO: 21000 PH 2013-03-31 0123 JR1MEG/1      59 0258 V85ZX         59 0171
QSO: 21000 PH 2013-03-31 0134 JR1MEG/1      59 0260 PQ5B          59 2836
QSO: 28000 PH 2013-03-31 0151 JR1MEG/1      59 261 DV1JM         59 867
QSO: 28470 PH 2013-03-31 0155 JR1MEG/1      59 0263 CW5W          59 2582
QSO: 28518 PH 2013-03-31 0200 JR1MEG/1      59 264 DZ1B          59 0401
QSO: 28000 PH 2013-03-31 0201 JR1MEG/1      59 265 DU1/A61DJ     59 237
QSO: 28506 PH 2013-03-31 0202 JR1MEG/1      59 0266 VK4KW         59 0856
QSO: 28387 PH 2013-03-31 0206 JR1MEG/1      59 0267 WH7W          59 0809
QSO: 28488 PH 2013-03-31 0207 JR1MEG/1      59 0268 LW6DG         59 1395
QSO: 28499 PH 2013-03-31 0211 JR1MEG/1      59 0269 CE3CT         59 1617
QSO: 28426 PH 2013-03-31 0219 JR1MEG/1      59 0271 VR2XLN        59 0137
QSO: 28414 PH 2013-03-31 0220 JR1MEG/1      59 0272 VK4LAT        59 0087
QSO: 28000 PH 2013-03-31 0228 JR1MEG/1      59 0274 LU5FC         59 2134
QSO: 28480 PH 2013-03-31 0229 JR1MEG/1      59 0275 JE1ZWT        59 0201
QSO: 21396 PH 2013-03-31 0238 JR1MEG/1      59 276 ZZ2T          59 2429
QSO: 21200 PH 2013-03-31 0246 JR1MEG/1      59 0277 BH7PFH        59 0364
QSO: 21000 PH 2013-03-31 0249 JR1MEG/1      59 278 YC6EI         59 072
QSO: 21234 PH 2013-03-31 0251 JR1MEG/1      59 0279 9M4CC         59 0234
QSO: 21267 PH 2013-03-31 0255 JR1MEG/1      59 280 UA9OMT        59 698
QSO: 21295 PH 2013-03-31 0259 JR1MEG/1      59 281 B7JA          59 1085
QSO: 21307 PH 2013-03-31 0302 JR1MEG/1      59 282 K6EZ          59 0016
END-OF-LOG:
