START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-SSB
CALLSIGN: JH1DLD
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: JH1DLD
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-SSB CQWPX/ph/2013.
QSO: 21000 PH 2013-03-30 0142 JH1DLD        59 RA0CGY        59 83
QSO: 21207 PH 2013-03-30 0143 JH1DLD        59 0002 VK4KW         59 0177
QSO: 21215 PH 2013-03-30 0144 JH1DLD        59 0003 BY5CD         59 0151
QSO: 21263 PH 2013-03-30 0146 JH1DLD        59 4 R0DX          59 105
QSO: 21000 PH 2013-03-30 0148 JH1DLD        59 005 KH2KY         59 182
QSO: 21000 PH 2013-03-30 0150 JH1DLD        59 006 BG2VIA        59 0041
QSO: 21251 PH 2013-03-30 0153 JH1DLD        59 007 RU0FM         59 0120
QSO: 21270 PH 2013-03-30 0200 JH1DLD        59 0008 BD3MH         59 0159
QSO: 21287 PH 2013-03-30 0201 JH1DLD        59 009 BY1CW         59 105
QSO: 21305 PH 2013-03-30 0202 JH1DLD        59 0010 DU1EG         59 0030
QSO: 21312 PH 2013-03-30 0203 JH1DLD        59 0011 VR2XMT        59 0194
QSO: 21198 PH 2013-03-30 0206 JH1DLD        59 0012 KH0/RA0FU     59 0194
QSO: 21000 PH 2013-03-30 0209 JH1DLD        59 0014 9M6YBG        59 0204
QSO: 21000 PH 2013-03-30 0216 JH1DLD        59 015 VK6NC         59 0219
QSO: 21237 PH 2013-03-30 0217 JH1DLD        59 0016 AH0BT         59 0301
QSO: 21254 PH 2013-03-30 0218 JH1DLD        59 0017 YE1K          59 0219
QSO: 21267 PH 2013-03-30 0220 JH1DLD        59 18 HS0ZDG        59 222
QSO: 21292 PH 2013-03-30 0222 JH1DLD        59 019 DZ1B          59 0186
QSO: 21227 PH 2013-03-30 0224 JH1DLD        59 0020 CE3CT         59 0382
QSO: 21227 PH 2013-03-30 0224 JH1DLD        59 020 VK3TDX        59 31
QSO: 21000 PH 2013-03-30 0227 JH1DLD        59 021 B3C           59 193
QSO: 21000 PH 2013-03-30 0229 JH1DLD        59 022 DX1MK         59 48
QSO: 21340 PH 2013-03-30 0237 JH1DLD        59 0024 VK6XX         59 0033
QSO: 21360 PH 2013-03-30 0238 JH1DLD        59 0025 T2TT          59 0096
QSO: 21000 PH 2013-03-30 0241 JH1DLD        59 0026 YC1LA         59 0166
QSO: 21000 PH 2013-03-30 0245 JH1DLD        59 027 DV1JM         59 202
QSO: 21000 PH 2013-03-30 0248 JH1DLD        59 0028 9M4SG         59 0076
QSO: 21275 PH 2013-03-30 0250 JH1DLD        59 0029 BY4BMH        59 0015
QSO: 21243 PH 2013-03-30 0252 JH1DLD        59 0030 BY4UNT        59 0060
QSO: 21296 PH 2013-03-30 0254 JH1DLD        59 031 KL7RA         59 0263
QSO: 21000 PH 2013-03-30 0300 JH1DLD        59 0032 BW2/JP1RIW    59 0222
QSO: 21336 PH 2013-03-30 0302 JH1DLD        59 033 RW0UU         59 160
QSO: 21000 PH 2013-03-30 0304 JH1DLD        59 034 DU7RH         59 038
QSO: 21198 PH 2013-03-30 0309 JH1DLD        59 0005 YE3J          59 0066
QSO: 21229 PH 2013-03-30 0312 JH1DLD        59 36 UN8GV         59 31
QSO: 21330 PH 2013-03-30 0314 JH1DLD        59 037 UA9OMT        59 063
QSO: 21000 PH 2013-03-30 0318 JH1DLD        59 38 EX7ML         59 30
QSO: 21303 PH 2013-03-30 0334 JH1DLD        59 0039 KH7Y          59 0095
QSO: 21325 PH 2013-03-30 0336 JH1DLD        59 40 ZL2GQ         59 192
QSO: 21000 PH 2013-03-30 0341 JH1DLD        59 41 UA0CNX        59 107
QSO: 21219 PH 2013-03-30 0343 JH1DLD        59 42 RC9O          59 305
QSO: 21237 PH 2013-03-30 0344 JH1DLD        59 043 LV5V          59 0357
QSO: 21000 PH 2013-03-30 0350 JH1DLD        59 044 XX9AU         59 010
QSO: 21306 PH 2013-03-30 0410 JH1DLD        59 0045 UA9UDR        59 0036
QSO: 21233 PH 2013-03-30 0413 JH1DLD        59 0046 RK0AB         59 0114
QSO: 21262 PH 2013-03-30 0415 JH1DLD        59 0147 RK9UE         59 0169
QSO: 21273 PH 2013-03-30 0416 JH1DLD        59 148 UC0A          59 156
QSO: 21279 PH 2013-03-30 0418 JH1DLD        59 0049 BG4FRZ        59 0105
QSO: 21000 PH 2013-03-30 0420 JH1DLD        59 0050 YB1C          59 0253
QSO: 21000 PH 2013-03-30 0427 JH1DLD        59 0051 BU2AW         59 0290
QSO: 21000 PH 2013-03-30 0432 JH1DLD        59 0053 9M6SDX        59 0183
QSO: 21225 PH 2013-03-30 0432 JH1DLD        59 0052 E21EIC        59 0233
QSO: 21245 PH 2013-03-30 0441 JH1DLD        59 0054 RW9JZ         59 0056
QSO: 21308 PH 2013-03-30 0443 JH1DLD        59 0055 RF9C          59 0074
QSO: 21259 PH 2013-03-30 0444 JH1DLD        59 056 UA0UK         59 059
QSO: 21256 PH 2013-03-30 0446 JH1DLD        59 57 BA4MY         59 146
QSO: 21216 PH 2013-03-30 0451 JH1DLD        59 0058 RY6Y          59 0288
QSO: 21000 PH 2013-03-30 0455 JH1DLD        59 059 BY4IB         59 113
QSO: 21000 PH 2013-03-30 0502 JH1DLD        59 0060 DU1RB         59 0017
QSO: 21000 PH 2013-03-30 0518 JH1DLD        59 061 4H1T          59 420
QSO: 21251 PH 2013-03-30 0522 JH1DLD        59 0062 BV1EK         59 0134
QSO: 21220 PH 2013-03-30 0544 JH1DLD        59 0063 R9MC          59 0112
QSO: 21222 PH 2013-03-30 0545 JH1DLD        59 64 R9AE          59 101
QSO: 21296 PH 2013-03-30 0550 JH1DLD        59 0066 BA4WL         59 0093
QSO: 21181 PH 2013-03-30 0551 JH1DLD        59 67 RT4RO         59 235
QSO: 21245 PH 2013-03-30 0553 JH1DLD        59 68 RT4F          59 562
QSO: 21000 PH 2013-03-30 0600 JH1DLD        59 069 UW1M          59 076
QSO: 21360 PH 2013-03-30 0605 JH1DLD        59 70 BA1SN         59 85
QSO: 21000 PH 2013-03-30 0607 JH1DLD        59 0071 BH4SCF        59 0138
QSO: 21292 PH 2013-03-30 0611 JH1DLD        59 72 RW4W          59 74
QSO: 21301 PH 2013-03-30 0613 JH1DLD        59 073 DZ1B          59 0307
QSO: 21270 PH 2013-03-30 0802 JH1DLD        59 074 LZ9W          59 0190
QSO: 21283 PH 2013-03-30 0804 JH1DLD        59 075 HG7T          59 0042
QSO: 21000 PH 2013-03-30 0805 JH1DLD        59 76 YT7Z          59 171
QSO: 21313 PH 2013-03-30 0806 JH1DLD        59 0077 YT6T          59 0081
QSO: 21200 PH 2013-03-30 0808 JH1DLD        59 078 E77XZ         59 0166
QSO: 21322 PH 2013-03-30 0809 JH1DLD        59 079 UI8U          59 195
QSO: 21331 PH 2013-03-30 0811 JH1DLD        59 080 IR4M          59 625
QSO: 21339 PH 2013-03-30 0812 JH1DLD        59 0081 UA4M          59 0687
QSO: 21343 PH 2013-03-30 0814 JH1DLD        59 0082 9A7A          59 0822
QSO: 21288 PH 2013-03-30 0820 JH1DLD        59 0053 YP9W          59 0582
QSO: 14000 PH 2013-03-30 0828 JH1DLD        59 084 KH2KY         59 312
QSO: 14235 PH 2013-03-30 0829 JH1DLD        59 0085 RF9C          59 0766
QSO: 14260 PH 2013-03-30 0830 JH1DLD        59 0086 KH0/RA0FU     59 0396
QSO: 14000 PH 2013-03-30 0834 JH1DLD        59 0088 LR3M          59 0697
QSO: 21259 PH 2013-03-30 0847 JH1DLD        59 0090 RG3K          59 0605
QSO: 21289 PH 2013-03-30 0849 JH1DLD        59 091 YU1KX         59 0115
QSO: 21372 PH 2013-03-30 0853 JH1DLD        59 092 S59ABC        59 0610
QSO: 21397 PH 2013-03-30 0854 JH1DLD        59 093 UD4FD         59 0132
QSO: 21196 PH 2013-03-30 0857 JH1DLD        59 94 RQ5D          59 170
QSO: 21367 PH 2013-03-30 0900 JH1DLD        59 0095 EU1A          59 0647
QSO: 21169 PH 2013-03-30 0902 JH1DLD        59 096 RT5Z          59 0361
QSO: 21194 PH 2013-03-30 0904 JH1DLD        59 0097 S53F          59 0177
QSO: 21281 PH 2013-03-30 0910 JH1DLD        59 098 IT9ZGY        59 337
QSO: 21159 PH 2013-03-30 0916 JH1DLD        59 099 HA8JV         59 866
QSO: 21230 PH 2013-03-30 0918 JH1DLD        59 101 RM9I          59 0923
QSO:  7160 PH 2013-03-30 1137 JH1DLD        59 0102 YB4IR         59 0267
QSO:  7000 PH 2013-03-30 1141 JH1DLD        59 103 RN0CT         59 202
QSO:  7000 PH 2013-03-30 1145 JH1DLD        59 0104 BW2/JP1RIW    59 0670
QSO:  7155 PH 2013-03-30 1149 JH1DLD        59 0105 BA4WL         59 0271
QSO:  7184 PH 2013-03-30 1151 JH1DLD        59 106 BY4IIG        59 82
QSO:  7000 PH 2013-03-30 1153 JH1DLD        59 0107 YB0NSI        59 0386
QSO:  7000 PH 2013-03-30 1155 JH1DLD        59 0128 DU1AV         59 0480
QSO:  7000 PH 2013-03-30 1157 JH1DLD        59 109 RA/KE5JA      59 427
QSO:  7170 PH 2013-03-30 1200 JH1DLD        59 110 KX7M          59 0628
QSO:  7000 PH 2013-03-30 1206 JH1DLD        59 0551 YB0NDT        59 0118
QSO:  7142 PH 2013-03-30 1210 JH1DLD        59 112 WC6H          59 0470
QSO:  7172 PH 2013-03-30 1212 JH1DLD        59 113 AK6W          59 0678
QSO:  7000 PH 2013-03-30 1214 JH1DLD        59 114 DV1UBY        59 058
QSO:  7000 PH 2013-03-30 1218 JH1DLD        59 116 KH2KY         59 221
QSO:  7162 PH 2013-03-30 1225 JH1DLD        59 116 RA0QW         59 161
QSO:  7126 PH 2013-03-30 1230 JH1DLD        59 0117 KH0/RA0FU     59 0602
QSO:  7157 PH 2013-03-30 1241 JH1DLD        59 108 NF6A          59 201
QSO:  7166 PH 2013-03-30 1244 JH1DLD        59 0119 AH0BT         59 1201
QSO:  7176 PH 2013-03-30 1248 JH1DLD        59 121 NF1R          59 17
QSO:  7000 PH 2013-03-30 1252 JH1DLD        59 122 DX1MK         59 347
QSO:  7183 PH 2013-03-30 1255 JH1DLD        59 0123 T2TT          59 0334
QSO:  7131 PH 2013-03-30 1258 JH1DLD        59 0124 W7ZR          59 0439
QSO:  7190 PH 2013-03-30 1300 JH1DLD        59 0125 KI6VC         59 0160
QSO:  7000 PH 2013-03-30 1305 JH1DLD        59 0126 BU2AW         59 0648
QSO: 21000 PH 2013-03-31 0003 JH1DLD        59 0127 PQ5B          59 2656
QSO: 21252 PH 2013-03-31 0007 JH1DLD        59 128 AK6W          59 0959
QSO: 21282 PH 2013-03-31 0008 JH1DLD        59 129 NR5M          59 2364
QSO: 21000 PH 2013-03-31 0011 JH1DLD        59 123 W6AFA         59 419
QSO: 21291 PH 2013-03-31 0011 JH1DLD        59 0130 BD5HSV        59 0545
QSO: 21307 PH 2013-03-31 0011 JH1DLD        59 0131 BD5FFK        59 0362
QSO: 21333 PH 2013-03-31 0013 JH1DLD        59 0133 N6HD          59 0602
QSO: 21343 PH 2013-03-31 0020 JH1DLD        59 134 NF6A          59 551
QSO: 21382 PH 2013-03-31 0021 JH1DLD        59 135 WC6H          59 1037
QSO: 21000 PH 2013-03-31 0034 JH1DLD        59 0136 4A1TD         59 1076
QSO: 21407 PH 2013-03-31 0035 JH1DLD        59 0137 N7RQ          59 0394
QSO: 21409 PH 2013-03-31 0036 JH1DLD        59 0138 W6TK          59 0935
QSO: 21000 PH 2013-03-31 0043 JH1DLD        59 0140 9M2SM         59 0738
QSO: 21325 PH 2013-03-31 0046 JH1DLD        59 0141 K7ZSD         59 1526
QSO: 21371 PH 2013-03-31 0049 JH1DLD        59 142 K6TU          59 699
QSO: 21000 PH 2013-03-31 0050 JH1DLD        59 143 WM6A          59 405
QSO: 21000 PH 2013-03-31 0057 JH1DLD        59 145 JA1ZGP        59 263
QSO: 21328 PH 2013-03-31 0057 JH1DLD        59 0144 KU6W          59 0285
QSO: 21212 PH 2013-03-31 0109 JH1DLD        59 146 BD6IQD        59 0455
QSO: 21255 PH 2013-03-31 0112 JH1DLD        59 0147 N7VF          59 0288
QSO: 21000 PH 2013-03-31 0116 JH1DLD        59 0148 LU9FHF        59 0351
QSO: 21419 PH 2013-03-31 0118 JH1DLD        59 0149 N6JV          59 0887
QSO: 21443 PH 2013-03-31 0118 JH1DLD        59 0150 JE1ZWT        59 0414
QSO: 21000 PH 2013-03-31 0251 JH1DLD        59 0151 FK8DD         59 0556
QSO: 21181 PH 2013-03-31 0603 JH1DLD        59 152 RA7C          59 60
QSO: 21205 PH 2013-03-31 0604 JH1DLD        59 153 RM4HZ         59 1579
QSO: 21237 PH 2013-03-31 0607 JH1DLD        59 154 RU1A          59 0566
QSO: 14000 PH 2013-03-31 0613 JH1DLD        59 0156 BY4BBS        59 0264
QSO: 14215 PH 2013-03-31 0617 JH1DLD        59 158 PR5B          59 2265
QSO: 21000 PH 2013-03-31 0624 JH1DLD        59 185 JH4UYB        59 1619
QSO: 21200 PH 2013-03-31 0627 JH1DLD        59 151 RL3A          59 3851
QSO: 21242 PH 2013-03-31 0628 JH1DLD        59 160 UA5B          59 2190
QSO: 21000 PH 2013-03-31 0631 JH1DLD        59 0162 DU1AV         59 0825
QSO: 21000 PH 2013-03-31 0631 JH1DLD        59 0161 UA9JDP        59 1136
QSO: 21293 PH 2013-03-31 0634 JH1DLD        59 164 OG8X          59 1995
QSO: 21362 PH 2013-03-31 0637 JH1DLD        59 0165 RX4W          59 0854
QSO: 21000 PH 2013-03-31 0638 JH1DLD        59 166 UP9L          59 1036
QSO: 21276 PH 2013-03-31 0641 JH1DLD        59 167 RC6U          59 2247
QSO: 21183 PH 2013-03-31 0643 JH1DLD        59 166 R8FR          59 0452
QSO: 21245 PH 2013-03-31 0646 JH1DLD        59 169 RM5A          59 3058
QSO: 21264 PH 2013-03-31 0648 JH1DLD        59 0170 EO3Q          59 1757
QSO: 21274 PH 2013-03-31 0650 JH1DLD        59 171 YU5A          59 1158
QSO: 21276 PH 2013-03-31 0651 JH1DLD        59 0172 R3GM          59 0146
QSO: 21281 PH 2013-03-31 0652 JH1DLD        59 173 RW7M          59 312
QSO: 21166 PH 2013-03-31 0713 JH1DLD        59 174 UA3RF         59 568
QSO: 21168 PH 2013-03-31 0714 JH1DLD        59 0175 UW7LL         59 2068
QSO: 21183 PH 2013-03-31 0715 JH1DLD        59 0176 RU5TT         59 0944
