START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DX-SSB
CALLSIGN: IK1RQQ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IK1RQQ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DX-SSB ARRL/arrl_international_dx_phone_contest/2024.
QSO: 14137 PH 2024-03-03 1000 IK1RQQ        59 100 VY2TT         59 PE
QSO: 14150 PH 2024-03-03 1001 IK1RQQ        59 100 K3LR          59 PA
QSO: 14154 PH 2024-03-03 1004 IK1RQQ        59 100 K5RX          59 TX
QSO: 14157 PH 2024-03-03 1004 IK1RQQ        59 1 K1LZ          59 ME
QSO: 14160 PH 2024-03-03 1005 IK1RQQ        59 100 W2PV          59 VT
QSO: 14161 PH 2024-03-03 1005 IK1RQQ        59 100 K1TTT         59 MA
QSO: 14163 PH 2024-03-03 1005 IK1RQQ        59 100 W3LPL         59 MD
QSO: 14169 PH 2024-03-03 1007 IK1RQQ        59 100 KB4DX         59 SC
QSO: 14171 PH 2024-03-03 1007 IK1RQQ        59 100 N5DX          59 NY
QSO: 14185 PH 2024-03-03 1009 IK1RQQ        59 100 K5GN          59 TX
QSO: 14195 PH 2024-03-03 1010 IK1RQQ        59 100 NN3W          59 VA
QSO: 14223 PH 2024-03-03 1015 IK1RQQ        59 100 K9RS          59 DE
QSO: 14345 PH 2024-03-03 1022 IK1RQQ        59 500 NY6DX         59 NJ
QSO: 14347 PH 2024-03-03 1022 IK1RQQ        59 100 WA1Z          59 NH
QSO: 21173 PH 2024-03-03 1404 IK1RQQ        59 100 VA2WA         59 QC
QSO: 21200 PH 2024-03-03 1406 IK1RQQ        59 100 K3LR          59 PA
QSO: 21210 PH 2024-03-03 1407 IK1RQQ        59 100 WX3B          59 MD
QSO: 21227 PH 2024-03-03 1409 IK1RQQ        59 500 W4NF          59 VA
QSO: 21230 PH 2024-03-03 1409 IK1RQQ        59 100 W3LPL         59 MD
QSO: 21249 PH 2024-03-03 1411 IK1RQQ        59 100 KU2M          59 NJ
QSO: 21445 PH 2024-03-03 1418 IK1RQQ        59 100 NF3R          59 PA
QSO: 21442 PH 2024-03-03 1419 IK1RQQ        59 100 W8MJ          59 MI
QSO: 21440 PH 2024-03-03 1420 IK1RQQ        59 500 K9CT          59 IL
QSO: 21437 PH 2024-03-03 1422 IK1RQQ        59 500 NS0R          59 KS
QSO: 21432 PH 2024-03-03 1424 IK1RQQ        59 100 KX2T          59 FL
QSO: 21407 PH 2024-03-03 1429 IK1RQQ        59 100 WI0WA         59 IA
QSO: 21405 PH 2024-03-03 1430 IK1RQQ        59 100 NE3F          59 PA
QSO: 28816 PH 2024-03-03 1445 IK1RQQ        59 100 K1TO          59 FL
QSO: 28812 PH 2024-03-03 1447 IK1RQQ        59 100 N7WY          59 MO
QSO: 28808 PH 2024-03-03 1448 IK1RQQ        59 100 K4RO          59 TN
QSO: 28744 PH 2024-03-03 1454 IK1RQQ        59 100 W4RM          59 NC
QSO: 28303 PH 2024-03-03 1510 IK1RQQ        59 100 AG3I          59 PA
QSO: 28305 PH 2024-03-03 1511 IK1RQQ        59 100 AA1K          59 DE
QSO: 28398 PH 2024-03-03 1517 IK1RQQ        59 100 WG3J          59 MD
QSO: 14000 PH 2024-03-03 1550 IK1RQQ        59 100 W7RM          59 OR
QSO: 14000 PH 2024-03-03 1557 IK1RQQ        59 100 W7WA          59 WA
QSO: 28999 PH 2024-03-03 1637 IK1RQQ        59 100 K3JT          59 WV
QSO: 29000 PH 2024-03-03 1637 IK1RQQ        59 100 K5RX          59 TX
QSO: 28998 PH 2024-03-03 1638 IK1RQQ        59 100 AD4EB         59 TN
QSO: 28987 PH 2024-03-03 1639 IK1RQQ        59 100 NR3X          59 NC
QSO: 28984 PH 2024-03-03 1650 IK1RQQ        59 100 K0PJ          59 WI
QSO: 28975 PH 2024-03-03 1651 IK1RQQ        59 100 KY7M          59 AZ
QSO: 28968 PH 2024-03-03 1653 IK1RQQ        59 100 K3YTL         59 PA
QSO: 28898 PH 2024-03-03 1659 IK1RQQ        59 100 XL3T          59 ON
QSO: 28000 PH 2024-03-03 1700 IK1RQQ        59 100 WA7NB         59 AZ
QSO: 28860 PH 2024-03-03 1701 IK1RQQ        59 100 N2IC          59 NM
QSO: 28867 PH 2024-03-03 1701 IK1RQQ        59 100 K9RS          59 DE
QSO: 28851 PH 2024-03-03 1703 IK1RQQ        59 500 W8FJ          59 PA
QSO: 28000 PH 2024-03-03 1704 IK1RQQ        59 100 KF0GV         59 MN
QSO: 28820 PH 2024-03-03 1706 IK1RQQ        59 100 NY6DX         59 NJ
QSO: 28808 PH 2024-03-03 1710 IK1RQQ        59 100 N5DX          59 NY
QSO: 28745 PH 2024-03-03 1715 IK1RQQ        59 100 N9GB          59 KS
QSO: 28730 PH 2024-03-03 1716 IK1RQQ        59 100 KN2M          59 NY
QSO: 28733 PH 2024-03-03 1716 IK1RQQ        59 100 AA3B          59 PA
QSO: 14344 PH 2024-03-03 1719 IK1RQQ        59 100 NN1C          59 MA
QSO: 28473 PH 2024-03-03 1733 IK1RQQ        59 100 AB3CX         59 NY
QSO: 28440 PH 2024-03-03 1735 IK1RQQ        59 100 NE3F          59 PA
QSO: 28439 PH 2024-03-03 1736 IK1RQQ        59 100 K1VR          59 MA
QSO: 28396 PH 2024-03-03 1739 IK1RQQ        59 100 WS7X          59 FL
QSO: 28383 PH 2024-03-03 1741 IK1RQQ        59 100 K5TR          59 TX
QSO: 14310 PH 2024-03-03 2042 IK1RQQ        59 100 WF4DX         59 FL
QSO: 14219 PH 2024-03-03 2052 IK1RQQ        59 500 N3RD          59 PA
QSO: 14176 PH 2024-03-03 2054 IK1RQQ        59 100 W1RCR         59 FL
END-OF-LOG:
