START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 11352
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 21016 CW 2014-05-24 0046 JN3DMJ        599 0001   BG9XD         599 0024
QSO: 21022 CW 2014-05-24 0109 JN3DMJ        599 0002   BH7PFH        599 0029
QSO: 21025 CW 2014-05-24 0116 JN3DMJ        599 0003   9M6/NR1J      599 0071
QSO: 21038 CW 2014-05-24 0146 JN3DMJ        599 0004   BA4TB         599 0112
QSO: 21044 CW 2014-05-24 0156 JN3DMJ        599 0005   VK6LW         599 0172
QSO: 21046 CW 2014-05-24 0207 JN3DMJ        599 0006   RT0F          599 0237
QSO: 21053 CW 2014-05-24 0225 JN3DMJ        599 0007   9M6XRO        599 0150
QSO: 28004 CW 2014-05-24 0236 JN3DMJ        599 0008   RT0F          599 0131
QSO: 28029 CW 2014-05-24 0251 JN3DMJ        599 0009   5W1SA         599 0304
QSO: 28039 CW 2014-05-24 0320 JN3DMJ        599 0010   ZL1AIH        599 0190
QSO: 28042 CW 2014-05-24 0327 JN3DMJ        599 0011   VK4LAT        599 0056
QSO: 21005 CW 2014-05-24 0334 JN3DMJ        599 0012   RA9Y          599 0142
QSO: 21036 CW 2014-05-24 0409 JN3DMJ        599 0013   KH7Y          599 0498
QSO: 14022 CW 2014-05-24 0421 JN3DMJ        599 0014   B4L           599 0100
QSO: 21047 CW 2014-05-24 0506 JN3DMJ        599 0015   UA4W          599 0558
QSO: 21048 CW 2014-05-24 0512 JN3DMJ        599 0016   KH0/K3TM      599 0251
QSO: 21057 CW 2014-05-24 0521 JN3DMJ        599 0017   ZL1GO         599 0421
QSO: 21060 CW 2014-05-24 0531 JN3DMJ        599 0018   WC6H          599 0138
QSO: 21015 CW 2014-05-24 0540 JN3DMJ        599 0019   SN8W          599 0116
QSO: 21029 CW 2014-05-24 0558 JN3DMJ        599 0020   KG6DX         599 0277
QSO: 21066 CW 2014-05-24 0609 JN3DMJ        599 0021   JL3MCM        599 0047
QSO: 21018 CW 2014-05-24 0625 JN3DMJ        599 0022   ES9C          599 0179
QSO: 28021 CW 2014-05-24 0743 JN3DMJ        599 0023   BA7QT         599 0359
QSO: 28022 CW 2014-05-24 0748 JN3DMJ        599 0024   BA8BA         599 0333
QSO: 21017 CW 2014-05-24 0831 JN3DMJ        599 0025   RW1A          599 1028
QSO: 21005 CW 2014-05-24 1102 JN3DMJ        599 0026   OH2XX         599 0255
QSO: 21018 CW 2014-05-24 1116 JN3DMJ        599 0027   3Z2X          599 0922
QSO: 21023 CW 2014-05-24 1124 JN3DMJ        599 0028   DS4EOI/2      599 0518
X-QSO: 21024 CW 2014-05-24 1137 JN3DMJ        599 0029   G6T           599 0674
QSO: 21025 CW 2014-05-24 1200 JN3DMJ        599 0030   SP8R          599 1192
QSO: 21028 CW 2014-05-24 1208 JN3DMJ        599 0031   DR4A          599 0350
QSO: 21033 CW 2014-05-24 1227 JN3DMJ        599 0032   RK4FD         599 0062
QSO: 21041 CW 2014-05-24 1232 JN3DMJ        599 0033   OH1F          599 0685
QSO: 14003 CW 2014-05-24 1250 JN3DMJ        599 0034   BY5CD         599 0316
QSO: 14026 CW 2014-05-24 1303 JN3DMJ        599 0035   RT0F          599 0461
QSO: 14035 CW 2014-05-24 1308 JN3DMJ        599 0036   VB7R          599 0945
QSO:  7002 CW 2014-05-24 1320 JN3DMJ        599 0037   BY5CD         599 0216
QSO:  7015 CW 2014-05-24 1406 JN3DMJ        599 0038   JM1NKT        599 0175
QSO:  7019 CW 2014-05-24 1431 JN3DMJ        599 0039   RU0LAX        599 0116
QSO:  7024 CW 2014-05-24 1436 JN3DMJ        599 0040   JH1EAQ        599 0370
QSO:  3509 CW 2014-05-24 1442 JN3DMJ        599 0041   JE1ZWT        599 0018
QSO:  1823 CW 2014-05-24 1451 JN3DMJ        599 0042   JR4CZM/5      599 0021
QSO:  7011 CW 2014-05-24 1534 JN3DMJ        599 0043   JF1LLB        599 0125
QSO:  1821 CW 2014-05-24 1559 JN3DMJ        599 0044   JJ1WWL        599 0039
QSO:  1825 CW 2014-05-24 1607 JN3DMJ        599 0045   JE1SPY        599 0009
QSO: 28019 CW 2014-05-25 0030 JN3DMJ        599 0046   XQ1KZ         599 0756
QSO: 21009 CW 2014-05-25 0052 JN3DMJ        599 0047   YE1K          599 1333
QSO: 21014 CW 2014-05-25 0104 JN3DMJ        599 0048   HS0ZLM        599 0513
QSO: 14012 CW 2014-05-25 0139 JN3DMJ        599 0049   RT0C          599 0918
QSO: 21010 CW 2014-05-25 0240 JN3DMJ        599 0050   BG3UPA        599 0596
QSO: 21047 CW 2014-05-25 0316 JN3DMJ        599 0051   VK6NC         599 0113
QSO: 28007 CW 2014-05-25 0332 JN3DMJ        599 0052   BG9XD         599 1324
QSO: 28025 CW 2014-05-25 0428 JN3DMJ        599 0053   BY7XYZ        599 0168
QSO: 28026 CW 2014-05-25 0444 JN3DMJ        599 0054   DU1/WD6V      599 0079
QSO: 21015 CW 2014-05-25 0600 JN3DMJ        599 0055   WH7W          599 0462
QSO: 21018 CW 2014-05-25 0607 JN3DMJ        599 0056   BY2AA         599 1766
QSO: 21021 CW 2014-05-25 0627 JN3DMJ        599 0057   SN5X          599 1318
QSO: 21043 CW 2014-05-25 0648 JN3DMJ        599 0058   LY4A          599 0616
QSO: 21045 CW 2014-05-25 0655 JN3DMJ        599 0059   OL3A          599 0255
QSO: 14024 CW 2014-05-25 0723 JN3DMJ        599 0060   WA6O          599 1285
QSO: 14033 CW 2014-05-25 0732 JN3DMJ        599 0061   JA7BME        599 0665
QSO: 14023 CW 2014-05-25 0746 JN3DMJ        599 0062   W6XB          599 1429
QSO: 28005 CW 2014-05-25 0752 JN3DMJ        599 0063   RC9O          599 1965
X-QSO: 21011 CW 2014-05-25 0842 JN3DMJ        599 0064   SK3W          599 1251
QSO: 21017 CW 2014-05-25 0906 JN3DMJ        599 0065   XV9NPS        599 0519
QSO: 21042 CW 2014-05-25 0934 JN3DMJ        599 0066   SN7Q          599 2346
QSO: 14028 CW 2014-05-25 0958 JN3DMJ        599 0067   AD7JP         599 1374
QSO:  7007 CW 2014-05-25 1008 JN3DMJ        599 0068   W6XB          599 1551
QSO:  7010 CW 2014-05-25 1018 JN3DMJ        599 0068   KQ7W          599 0610
QSO:  7011 CW 2014-05-25 1025 JN3DMJ        599 0070   JO1SIM        599 0314
QSO:  7012 CW 2014-05-25 1029 JN3DMJ        599 0071   8N2HHH        599 0115
QSO:  7014 CW 2014-05-25 1034 JN3DMJ        599 0072   RT0F          599 0287
QSO:  7014 CW 2014-05-25 1043 JN3DMJ        599 0073   BY2AA         599 1968
QSO:  7016 CW 2014-05-25 1052 JN3DMJ        599 0074   JG1OID        599 0391
QSO:  7020 CW 2014-05-25 1100 JN3DMJ        599 0075   7N3ULM        599 1183
QSO:  7021 CW 2014-05-25 1105 JN3DMJ        599 0076   JE1CKA        599 0068
QSO:  7001 CW 2014-05-25 1247 JN3DMJ        599 0077   JA3YBK        599 0536
QSO:  7003 CW 2014-05-25 1253 JN3DMJ        599 0078   JG6JAV        599 0370
QSO:  7018 CW 2014-05-25 1304 JN3DMJ        599 0079   JK3HFN        599 0166
QSO:  7023 CW 2014-05-25 1317 JN3DMJ        599 0080   JA7BME        599 0765
QSO:  7025 CW 2014-05-25 1325 JN3DMJ        599 0081   JA7MJ         599 0175
QSO:  3518 CW 2014-05-25 1336 JN3DMJ        599 0082   JK3HFN        599 0176
QSO:  7013 CW 2014-05-25 1418 JN3DMJ        599 0083   DS5DNO        599 0694
QSO:  7025 CW 2014-05-25 1426 JN3DMJ        599 0084   AL9A          599 0307
