START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.6.12
CONTEST: EUDXC
CALLSIGN: IQ6JU
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-POWER: HIGH
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CLAIMED-SCORE: 2632383
CLUB: EUROPEAN DX CONTEST CLUB
NAME: Francesco
CERTIFICATE: YES
OPERATORS: IK6QON
SOAPBOX:Thanks to everyone for the great participation. See you next year 
QSO: 21013 CW 2025-02-01 1321 IQ6JU         599 IT01   YL2AG         599 LV01   
QSO: 21013 CW 2025-02-01 1321 IQ6JU         599 IT01   EU1DC         599 29     
QSO: 21013 CW 2025-02-01 1322 IQ6JU         599 IT01   R4BZ          599 29     
QSO: 21013 CW 2025-02-01 1322 IQ6JU         599 IT01   RD0A          599 32     
QSO: 21013 CW 2025-02-01 1322 IQ6JU         599 IT01   LY3VD         599 LT02   
QSO: 21013 CW 2025-02-01 1323 IQ6JU         599 IT01   OH2JXA        599 FI17   
QSO: 21013 CW 2025-02-01 1323 IQ6JU         599 IT01   UA4FDL        599 29     
QSO: 21013 CW 2025-02-01 1323 IQ6JU         599 IT01   DL6AG         599 DE13   
QSO: 21013 CW 2025-02-01 1323 IQ6JU         599 IT01   UA6LCJ        599 29     
QSO: 21013 CW 2025-02-01 1324 IQ6JU         599 IT01   R3LC          599 29     
QSO: 21013 CW 2025-02-01 1324 IQ6JU         599 IT01   UW1M          599 29     
QSO: 21013 CW 2025-02-01 1324 IQ6JU         599 IT01   RA6AR         599 29     
QSO: 21013 CW 2025-02-01 1325 IQ6JU         599 IT01   R1QE          599 29     
QSO: 14019 CW 2025-02-01 1326 IQ6JU         599 IT01   DB5FW         599 DE07   
QSO: 14019 CW 2025-02-01 1326 IQ6JU         599 IT01   YU3A          599 28     
QSO: 14019 CW 2025-02-01 1327 IQ6JU         599 IT01   UR7MZ         599 29     
QSO: 21013 CW 2025-02-01 1328 IQ6JU         599 IT01   VA3TNM        599 04     
QSO: 14019 CW 2025-02-01 1328 IQ6JU         599 IT01   YO4GO         599 RO02   
QSO: 14019 CW 2025-02-01 1329 IQ6JU         599 IT01   YO4FHU        599 RO02   
QSO: 21013 CW 2025-02-01 1329 IQ6JU         599 IT01   OK1DOL        599 CZ10   
QSO: 21013 CW 2025-02-01 1330 IQ6JU         599 IT01   SM7RYR        599 SE10   
QSO: 21013 CW 2025-02-01 1331 IQ6JU         599 IT01   UA3MIF        599 29     
QSO: 21013 CW 2025-02-01 1332 IQ6JU         599 IT01   US3EW         599 29     
QSO: 21013 CW 2025-02-01 1332 IQ6JU         599 IT01   HA8DU         599 HU03   
QSO: 21013 CW 2025-02-01 1333 IQ6JU         599 IT01   IZ8XXE        599 IT06   
QSO: 21013 CW 2025-02-01 1333 IQ6JU         599 IT01   M0AGP         599 27     
QSO: 14019 CW 2025-02-01 1334 IQ6JU         599 IT01   OU2I          599 DK05   
QSO: 14019 CW 2025-02-01 1335 IQ6JU         599 IT01   OK1BR         599 CZ11   
QSO: 14019 CW 2025-02-01 1335 IQ6JU         599 IT01   SN2S          599 PL11   
QSO: 14019 CW 2025-02-01 1335 IQ6JU         599 IT01   IK6PTH        599 IT12   
QSO: 14019 CW 2025-02-01 1336 IQ6JU         599 IT01   UR5R          599 29     
