START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.6.12
CONTEST: EUDXC
CALLSIGN: 9A3SM
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 2011968
CLUB: Croatian contest club
NAME: Mato Samardzic
CERTIFICATE: YES
SOAPBOX: 
QSO: 14016 CW 2025-02-01 1232 9A3SM         599 HR01   EA6NB         599 ES13   
QSO: 14008 CW 2025-02-01 1233 9A3SM         599 HR01   YU1A          599 28     
QSO: 14012 CW 2025-02-01 1234 9A3SM         599 HR01   LZ7G          599 BG06   
QSO: 14010 CW 2025-02-01 1235 9A3SM         599 HR01   LZ1GU         599 BG05   
QSO: 14011 CW 2025-02-01 1236 9A3SM         599 HR01   MM9I          599 27     
QSO: 14014 CW 2025-02-01 1245 9A3SM         599 HR01   LZ4R          599 BG02   
QSO: 14013 CW 2025-02-01 1245 9A3SM         599 HR01   YQ6A          599 RO07   
QSO: 14015 CW 2025-02-01 1247 9A3SM         599 HR01   OG4Z          599 FI06   
QSO: 14017 CW 2025-02-01 1248 9A3SM         599 HR01   OM2X          599 SK03   
QSO: 14018 CW 2025-02-01 1249 9A3SM         599 HR01   HA1AH         599 HU04   
QSO: 14056 CW 2025-02-01 1251 9A3SM         599 HR01   EA3O          599 ES02   
QSO: 14056 CW 2025-02-01 1251 9A3SM         599 HR01   YQ8T          599 RO01   
QSO: 14056 CW 2025-02-01 1252 9A3SM         599 HR01   YO3BL         599 RO08   
QSO: 14056 CW 2025-02-01 1252 9A3SM         599 HR01   RV6HV         599 29     
QSO: 14056 CW 2025-02-01 1253 9A3SM         599 HR01   F5SGI         599 FR03   
QSO: 14050 CW 2025-02-01 1255 9A3SM         599 HR01   HA1DAE        599 HU06   
QSO: 14048 CW 2025-02-01 1256 9A3SM         599 HR01   LY5T          599 LT05   
QSO: 14048 CW 2025-02-01 1256 9A3SM         599 HR01   LZ7A          599 BG05   
QSO: 14047 CW 2025-02-01 1257 9A3SM         599 HR01   PA4O          599 NL05   
QSO: 14046 CW 2025-02-01 1258 9A3SM         599 HR01   Z33F          599 28     
QSO: 14037 CW 2025-02-01 1258 9A3SM         599 HR01   SN8T          599 PL06   
QSO: 14036 CW 2025-02-01 1259 9A3SM         599 HR01   LZ8E          599 BG03   
QSO: 14034 CW 2025-02-01 1259 9A3SM         599 HR01   IT9ORA        599 IT16   
QSO: 14034 CW 2025-02-01 1300 9A3SM         599 HR01   SP2QG         599 PL02   
QSO: 14010 CW 2025-02-01 1300 9A3SM         599 HR01   DL5JQ         599 DE10   
QSO: 14031 CW 2025-02-01 1304 9A3SM         599 HR01   YO4NF         599 RO02   
QSO: 14019 CW 2025-02-01 1304 9A3SM         599 HR01   HA8A          599 HU03   
QSO: 14020 CW 2025-02-01 1305 9A3SM         599 HR01   JT1CO         599 32     
QSO: 14021 CW 2025-02-01 1306 9A3SM         599 HR01   E77EA         599 28     
QSO: 14021 CW 2025-02-01 1306 9A3SM         599 HR01   HG5D          599 HU03   
QSO: 14023 CW 2025-02-01 1307 9A3SM         599 HR01   F8DFP         599 FR01   
QSO: 14025 CW 2025-02-01 1309 9A3SM         599 HR01   DL3KWF        599 DE09   
QSO: 14026 CW 2025-02-01 1310 9A3SM         599 HR01   SM0Q          599 SE01   
QSO: 14027 CW 2025-02-01 1311 9A3SM         599 HR01   YO4FHU        599 RO02   
QSO: 14028 CW 2025-02-01 1311 9A3SM         599 HR01   HB9EBC        599 28     
QSO: 14029 CW 2025-02-01 1312 9A3SM         599 HR01   E7CW          599 28     
QSO: 14030 CW 2025-02-01 1312 9A3SM         599 HR01   IT9KCD        599 IT16   
QSO: 14036 CW 2025-02-01 1315 9A3SM         599 HR01   PA3FQA        599 NL09   
QSO: 14038 CW 2025-02-01 1316 9A3SM         599 HR01   9A1AA         599 HR03   
QSO: 14040 CW 2025-02-01 1318 9A3SM         599 HR01   SF6W          599 SE12   
QSO: 14041 CW 2025-02-01 1318 9A3SM         599 HR01   OZ3SM         599 DK01   
QSO: 14042 CW 2025-02-01 1319 9A3SM         599 HR01   9A6A          599 HR01   
QSO: 14042 CW 2025-02-01 1319 9A3SM         599 HR01   IU8RQW        599 IT05   
QSO: 14044 CW 2025-02-01 1320 9A3SM         599 HR01   UR5R          599 29     
QSO: 14045 CW 2025-02-01 1320 9A3SM         599 HR01   UW8SM         599 29     
QSO: 14032 CW 2025-02-01 1321 9A3SM         599 HR01   YL1YF         599 LV02   
QSO: 14027 CW 2025-02-01 1354 9A3SM         599 HR01   DL6AG         599 DE13   
QSO: 14027 CW 2025-02-01 1354 9A3SM         599 HR01   PA5N          599 NL04   
QSO: 14028 CW 2025-02-01 1355 9A3SM         599 HR01   F5OZC         599 FR12   
QSO: 14031 CW 2025-02-01 1356 9A3SM         599 HR01   DD5M          599 DE02   
QSO: 14033 CW 2025-02-01 1357 9A3SM         599 HR01   OH1VR         599 FI12   
QSO: 14033 CW 2025-02-01 1357 9A3SM         599 HR01   E29TGW        599 49     
QSO: 14036 CW 2025-02-01 1359 9A3SM         599 HR01   DL2025B       599 DE03   
QSO: 14035 CW 2025-02-01 1409 9A3SM         599 HR01   YU1YV         599 28     
QSO: 14034 CW 2025-02-01 1410 9A3SM         599 HR01   HG0R          599 HU02   
QSO: 14056 CW 2025-02-01 1412 9A3SM         599 HR01   UW1M          599 29     
QSO: 14056 CW 2025-02-01 1413 9A3SM         599 HR01   RM4F          599 29     
QSO: 14056 CW 2025-02-01 1413 9A3SM         599 HR01   IK6PTH        599 IT12   
QSO: 14056 CW 2025-02-01 1414 9A3SM         599 HR01   9A68AA        599 HR02   
QSO: 14056 CW 2025-02-01 1415 9A3SM         599 HR01   OZ5UR         599 DK04   
QSO: 14056 CW 2025-02-01 1416 9A3SM         599 HR01   RT4M          599 29     
QSO: 14056 CW 2025-02-01 1416 9A3SM         599 HR01   9A1DR         599 HR01   
QSO: 14056 CW 2025-02-01 1417 9A3SM         599 HR01   UV3RT         599 29     
