START-OF-LOG: 2.0
REF-SECTION: DX
CONTEST: REF-CW
CALLSIGN: PA5GU
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 6566
OPERATORS: PA5GU
NAME: JAAP ZUIDWEG
SOAPBOX:                          
QSO:  7000 CW 2020-01-25 0927 PA5GU	    599 001    F5MXQ	     599 81
QSO:  7000 CW 2020-01-25 0929 PA5GU	    599 002    F5XX	     599 81
QSO:  7000 CW 2020-01-25 0931 PA5GU	    599 003    F6HQP	     599 73
QSO:  7000 CW 2020-01-25 0933 PA5GU	    599 004    TM13M	     599 13
QSO:  7000 CW 2020-01-25 0936 PA5GU	    599 005    F6KNB	     599 33
QSO:  7000 CW 2020-01-25 0938 PA5GU	    599 006    F6KUQ	     599 33
QSO:  7000 CW 2020-01-25 0939 PA5GU	    599 007    F6KLO	     599 19
QSO:  7000 CW 2020-01-25 0940 PA5GU	    599 008    F6GOE	     599 19
QSO:  7000 CW 2020-01-25 0941 PA5GU	    599 009    F8KCF	     599 74
QSO:  7000 CW 2020-01-25 0943 PA5GU	    599 010    F6DCQ	     599 74
QSO:  7000 CW 2020-01-25 0944 PA5GU    	    599 011    F5KHP	     599 32
QSO:  7000 CW 2020-01-25 0948 PA5GU	    599 012    F6EJN	     599 81
QSO:  7000 CW 2020-01-25 0954 PA5GU	    599 013    TM0DX	     599 38
QSO:  7000 CW 2020-01-25 0957 PA5GU	    599 014    F5MUX	     599 29
QSO:  7000 CW 2020-01-25 1000 PA5GU	    599 015    F6AWU	     599 44
QSO:  7000 CW 2020-01-25 1003 PA5GU	    599 016    F5VV	     599 01
QSO:  7000 CW 2020-01-25 1014 PA5GU	    599 017    F6KJJ	     599 38
QSO:  7000 CW 2020-01-25 1015 PA5GU	    599 018    F6KPQ	     599 56
QSO:  7000 CW 2020-01-25 1019 PA5GU	    599 019    F8GGZ	     599 23
QSO:  7000 CW 2020-01-25 1022 PA5GU	    599 020    F8KLY	     599 69
QSO:  7000 CW 2020-01-25 1023 PA5GU	    599 021    TM8SN	     599 15
QSO:  7000 CW 2020-01-25 1026 PA5GU	    599 022    F5JNE	     599 55
QSO:  7000 CW 2020-01-25 1028 PA5GU	    599 023    TM5G	     599 44
QSO:  7000 CW 2020-01-25 1029 PA5GU	    599 024    F5OYM	     599 81
QSO:  7000 CW 2020-01-25 1031 PA5GU	    599 025    F8DFP	     599 63
QSO:  7000 CW 2020-01-25 1032 PA5GU	    599 026    F6KSO	     599 49
QSO:  7000 CW 2020-01-25 1035 PA5GU	    599 027    F8KGW	     599 35
QSO:  7000 CW 2020-01-25 1040 PA5GU	    599 028    F6DEV	     599 09
QSO:  7000 CW 2020-01-25 1045 PA5GU	    599 029    F6DYX	     599 49
QSO:  7000 CW 2020-01-25 1046 PA5GU	    599 030    F5KLJ	     599 17
QSO:  7000 CW 2020-01-25 1202 PA5GU	    599 031    F5UTN	     599 27
QSO:  7000 CW 2020-01-25 1205 PA5GU	    599 032    F6KSO	     599 49
QSO:  7000 CW 2020-01-25 1208 PA5GU	    599 033    F5VHY	     599 47
QSO:  7000 CW 2020-01-25 1209 PA5GU	    599 034    F5JKK	     599 84
QSO:  7000 CW 2020-01-25 1212 PA5GU	    599 035    F5OHM	     599 36
QSO:  7000 CW 2020-01-25 1216 PA5GU	    599 036    F5KDC	     599 63
QSO:  7000 CW 2020-01-25 1218 PA5GU	    599 037    F8KLY	     599 69
QSO:  7000 CW 2020-01-25 1221 PA5GU	    599 038    F6APE	     599 49
QSO:  7000 CW 2020-01-25 1224 PA5GU	    599 039    F6GPT	     599 33
QSO:  7000 CW 2020-01-25 1232 PA5GU	    599 040    F5OZX	     599 002
QSO:  7000 CW 2020-01-25 1240 PA5GU	    599 041    F5RFS	     599 85
QSO:  7000 CW 2020-01-25 1245 PA5GU	    599 042    F5OGL	     599 53
QSO:  7000 CW 2020-01-25 1246 PA5GU	    599 043    F6DYX	     599 49
QSO:  7000 CW 2020-01-25 1253 PA5GU	    599 044    F5SKW	     599 01
QSO:  7000 CW 2020-01-25 1255 PA5GU	    599 045    F5KHP	     599 32
QSO:  7000 CW 2020-01-25 1257 PA5GU	    599 046    F6HQP	     599 73
QSO:  7000 CW 2020-01-25 1303 PA5GU	    599 047    F5JY	     599 83
QSO:  7000 CW 2020-01-25 1303 PA5GU	    599 048    F5IAE	     599 18
QSO:  7000 CW 2020-01-25 1308 PA5GU	    599 049    F6KQL	     599 21
QSO:  7000 CW 2020-01-25 1312 PA5GU	    599 050    F4CKQ	     599 88
QSO:  7000 CW 2020-01-25 1537 PA5GU	    599 051    F6DXQ	     599 74
QSO:  7000 CW 2020-01-25 1538 PA5GU	    599 052    F6BUL	     599 74
QSO:  7000 CW 2020-01-25 1544 PA5GU	    599 053    F4HQZ	     599 29
QSO:  7000 CW 2020-01-25 1548 PA5GU	    599 054    F6AUS	     599 79
QSO:  7000 CW 2020-01-25 1550 PA5GU	    599 055    F4ERS	     599 37
QSO:  3500 CW 2020-01-25 1555 PA5GU	    599 056    F5UQE	     599 59
QSO:  3500 CW 2020-01-25 1559 PA5GU	    599 057    F5PLC	     599 90
QSO:  7000 CW 2020-01-25 1601 PA5GU	    599 058    TM12M	     599 12
QSO:  7000 CW 2020-01-25 1609 PA5GU	    599 059    F6BKD/P	     599 32
QSO:  7000 CW 2020-01-25 1613 PA5GU   	    599 060    F6IIT	     599 86
QSO:  7000 CW 2020-01-25 1616 PA5GU	    599 061    F5ICC	     599 24
QSO:  3500 CW 2020-01-25 1622 PA5GU	    599 062    F6REF	     599 00
QSO:  3500 CW 2020-01-25 1624 PA5GU	    599 063    F5KDK	     599 13
QSO:  3500 CW 2020-01-25 1627 PA5GU	    599 064    F5JFU	     599 58
QSO:  3500 CW 2020-01-25 1630 PA5GU	    599 065    F5LLN	     599 59
QSO:  3500 CW 2020-01-25 1634 PA5GU	    599 066    F6FWQ	     599 86
QSO:  3500 CW 2020-01-25 1636 PA5GU	    599 067    F5SKW	     599 68
QSO:  7000 CW 2020-01-25 1641 PA5GU	    599 068    TK4LS	     599 2B
QSO:  7000 CW 2020-01-25 1643 PA5GU	    599 069    F5KPO	     599 84
QSO:  7000 CW 2020-01-25 1650 PA5GU	    599 070    F6KGI/P	     599 11
QSO:  3500 CW 2020-01-25 1654 PA5GU	    599 071    TM0DX	     599 38
QSO:  3500 CW 2020-01-25 1655 PA5GU	    599 072    F8AAN	     599 33
QSO:  3500 CW 2020-01-25 1658 PA5GU	    599 073    F6DEO	     599 95
QSO:  3500 CW 2020-01-25 1700 PA5GU	    599 074    F8EMH	     599 54
QSO:  3500 CW 2020-01-25 1704 PA5GU	    599 075    F5OHM	     599 36
QSO:  3500 CW 2020-01-25 1750 PA5GU	    599 076    F6BBQ	     599 59
QSO:  3500 CW 2020-01-25 1753 PA5GU	    599 077    F6IIT	     599 86
QSO:  3500 CW 2020-01-25 1755 PA5GU	    599 078    F8DGY	     599 77
QSO:  7000 CW 2020-01-25 1758 PA5GU	    599 079    F5VHY	     599 47
QSO:  7000 CW 2020-01-25 1801 PA5GU	    599 080    F4CWN	     599 32
QSO:  7000 CW 2020-01-25 1803 PA5GU	    599 081    F8KGW	     599 35
QSO:  7000 CW 2020-01-25 1806 PA5GU	    599 082    F6REF	     599 00
QSO:  7000 CW 2020-01-25 1809 PA5GU	    599 083    F4HQZ	     599 29
QSO:  7000 CW 2020-01-25 1810 PA5GU	    599 084    TM4K	     599 03
QSO:  7000 CW 2020-01-25 1812 PA5GU	    599 085    F8KCF	     599 74
QSO:  7000 CW 2020-01-25 1814 PA5GU	    599 086    F4KKZ	     599 12
QSO:  3500 CW 2020-01-25 1820 PA5GU	    599 087    F6KRK	     599 78
QSO:  3500 CW 2020-01-25 1827 PA5GU	    599 088    F6BCW	     599 71
QSO:  3500 CW 2020-01-25 1828 PA5GU	    599 089    F6KJJ	     599 38
QSO:  7000 CW 2020-01-25 1838 PA5GU	    599 090    F5KDK	     599 13
QSO:  3500 CW 2020-01-25 1916 PA5GU	    599 091    TM4K	     599 03
QSO:  3500 CW 2020-01-25 1917 PA5GU	    599 092    F6FYA	     599 37
QSO:  3500 CW 2020-01-25 1918 PA5GU	    599 093    F6KDL	     599 68
QSO:  3500 CW 2020-01-25 1921 PA5GU	    599 094    F6KNB	     599 33
QSO:  3500 CW 2020-01-25 1925 PA5GU	    599 095    F6FTB	     599 21
QSO:  3500 CW 2020-01-25 1927 PA5GU	    599 096    TM0DX	     599 38
QSO:  3500 CW 2020-01-25 1929 PA5GU	    599 097    F5VV	     599 01
QSO:  3500 CW 2020-01-25 1931 PA5GU	    599 098    F6AWU 	     599 44
QSO:  3500 CW 2020-01-25 1937 PA5GU	    599 099    F8KLY	     599 69
QSO:  3500 CW 2020-01-25 1941 PA5GU	    599 100    F8KCF	     599 74
QSO:  3500 CW 2020-01-25 1954 PA5GU	    599 101    F6AUS	     599 79
QSO:  3500 CW 2020-01-25 1956 PA5GU	    599 102    F5NKX	     599 50
QSO:  3500 CW 2020-01-25 2005 PA5GU	    599 103    F6KRK	     599 78
QSO: 14000 CW 2020-01-26 1207 PA5GU	    599 104    F5MXQ	     599 81
QSO: 14000 CW 2020-01-26 1212 PA5GU	    599 105    F8KLY	     599 69
QSO: 14000 CW 2020-01-26 1215 PA5GU	    599 106    TM0DX	     599 38
QSO: 14000 CW 2020-01-26 1217 PA5GU	    599 107    F8KCF	     599 74
QSO: 14000 CW 2020-01-26 1224 PA5GU	    599 108    F6KJJ	     599 38
END-OF-LOG:
