START-OF-LOG: 3.0
CONTEST: REF-CW
CALLSIGN: HB9AOF
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 48042
CREATED-BY: UcxLog 7.99
NAME: Yves Margot
SOAPBOX: Comme toujours un sympathique contest CW avec la France et sans les
SOAPBOX: "any to any" mais toujours sans le 160m, dommage. A l'annee prochaine.
QSO:  3500 CW 2020-01-25 0926 HB9AOF        599 023    F4HER         599 86
QSO:  3500 CW 2020-01-25 0928 HB9AOF        599 024    F6FFA         599 63
QSO:  3500 CW 2020-01-25 0929 HB9AOF        599 025    F5IQJ         599 05
QSO:  3500 CW 2020-01-25 0930 HB9AOF        599 026    F2CT          599 64
QSO:  3500 CW 2020-01-25 0931 HB9AOF        599 027    F6REF         599 00
QSO:  3500 CW 2020-01-25 0936 HB9AOF        599 028    F5SQS         599 49
QSO:  3500 CW 2020-01-25 0937 HB9AOF        599 029    F6EQD         599 87
QSO:  3500 CW 2020-01-25 0940 HB9AOF        599 030    F8CFO         599 63
QSO:  7000 CW 2020-01-25 0947 HB9AOF        599 031    F8KGS         599 59
QSO:  7000 CW 2020-01-25 0950 HB9AOF        599 032    F6DEV         599 09
QSO:  7000 CW 2020-01-25 0951 HB9AOF        599 033    F5SGI/P       599 14
QSO:  7000 CW 2020-01-25 0952 HB9AOF        599 034    F8KCF         599 74
QSO:  7000 CW 2020-01-25 0954 HB9AOF        599 035    F6KUQ         599 33
QSO:  7000 CW 2020-01-25 0958 HB9AOF        599 036    F6AWU         599 44
QSO:  7000 CW 2020-01-25 0958 HB9AOF        599 037    F5UTN         599 27
QSO:  7000 CW 2020-01-25 1000 HB9AOF        599 038    F6KPQ         599 56
QSO:  7000 CW 2020-01-25 1003 HB9AOF        599 039    TM0DX         599 38
QSO:  7000 CW 2020-01-25 1009 HB9AOF        599 040    F4KKV         599 53
QSO:  7000 CW 2020-01-25 1011 HB9AOF        599 041    F6BBQ         599 59
QSO:  7000 CW 2020-01-25 1019 HB9AOF        599 042    F4HNP         599 14
QSO:  7000 CW 2020-01-25 1021 HB9AOF        599 043    F5KMB         599 60
QSO:  7000 CW 2020-01-25 1023 HB9AOF        599 044    F5NKX         599 50
QSO:  7000 CW 2020-01-25 1025 HB9AOF        599 045    F6KMX         599 94
QSO:  7000 CW 2020-01-25 1030 HB9AOF        599 046    TM5G          599 44
QSO:  7000 CW 2020-01-25 1034 HB9AOF        599 047    TK4LS         599 2B
QSO:  7000 CW 2020-01-25 1038 HB9AOF        599 048    F5JNE         599 56
QSO:  7000 CW 2020-01-25 1041 HB9AOF        599 049    F6DYX         599 49
QSO:  7000 CW 2020-01-25 1044 HB9AOF        599 050    F5OYM         599 81
QSO: 14000 CW 2020-01-25 1056 HB9AOF        599 051    F5IN          599 45
QSO: 14000 CW 2020-01-25 1059 HB9AOF        599 052    F5JU          599 35
QSO: 14000 CW 2020-01-25 1104 HB9AOF        599 053    F6KQL         599 21
QSO: 14000 CW 2020-01-25 1108 HB9AOF        599 054    F5KHG         599 32
QSO: 14000 CW 2020-01-25 1115 HB9AOF        599 055    F5OHM         599 36
QSO: 14000 CW 2020-01-25 1116 HB9AOF        599 056    F6KNB         599 33
QSO: 14000 CW 2020-01-25 1118 HB9AOF        599 057    F5UTN         599 27
QSO:  7000 CW 2020-01-25 1125 HB9AOF        599 058    F6KMB         599 59
QSO:  7000 CW 2020-01-25 1129 HB9AOF        599 059    F6KBR         599 66
QSO:  7000 CW 2020-01-25 1130 HB9AOF        599 060    F6HKS         599 81
QSO:  7000 CW 2020-01-25 1345 HB9AOF        599 061    F5OGL         599 53
QSO:  7000 CW 2020-01-25 1349 HB9AOF        599 062    F6APE         599 49
QSO:  7000 CW 2020-01-25 1351 HB9AOF        599 063    F4FDR         599 47
QSO: 14000 CW 2020-01-25 1411 HB9AOF        599 064    F6FYA         599 37
QSO: 14000 CW 2020-01-25 1417 HB9AOF        599 065    F6KJX         599 41
QSO: 14000 CW 2020-01-25 1419 HB9AOF        599 066    F5VV          599 01
QSO: 14000 CW 2020-01-25 1423 HB9AOF        599 067    F6KLO         599 19
QSO: 14000 CW 2020-01-25 1440 HB9AOF        599 068    F6DEV         599 09
QSO: 14000 CW 2020-01-25 1450 HB9AOF        599 069    F6KDL         599 68
QSO: 14000 CW 2020-01-25 1454 HB9AOF        599 070    F4HQZ         599 29
QSO: 14000 CW 2020-01-25 1511 HB9AOF        599 071    F4KKZ         599 12
QSO: 14000 CW 2020-01-25 1513 HB9AOF        599 072    F5KHP         599 32
QSO: 14000 CW 2020-01-25 1516 HB9AOF        599 073    F8ATS         599 91
QSO: 21000 CW 2020-01-25 1519 HB9AOF        599 074    F8KCF         599 74
QSO:  7000 CW 2020-01-25 1527 HB9AOF        599 075    F9EW          599 77
QSO:  7000 CW 2020-01-25 1531 HB9AOF        599 076    F5JYC         599 65
QSO:  7000 CW 2020-01-25 1532 HB9AOF        599 077    F5ICC         599 24
QSO:  7000 CW 2020-01-25 1534 HB9AOF        599 078    F5JU          599 35
QSO:  7000 CW 2020-01-25 1537 HB9AOF        599 079    F6CBA         599 40
QSO:  7000 CW 2020-01-25 1538 HB9AOF        599 080    F5ORB         599 24
QSO:  7000 CW 2020-01-25 1539 HB9AOF        599 081    F4CZV         599 82
QSO:  7000 CW 2020-01-25 1540 HB9AOF        599 082    F6EQD         599 87
QSO: 14000 CW 2020-01-25 1545 HB9AOF        599 083    TM0DX         599 38
QSO: 14000 CW 2020-01-25 1548 HB9AOF        599 084    F4CWN         599 32
QSO: 14000 CW 2020-01-25 1552 HB9AOF        599 085    F6GOE         599 19
QSO: 14000 CW 2020-01-25 1553 HB9AOF        599 086    FY5KE         599 FY
QSO: 14000 CW 2020-01-25 1555 HB9AOF        599 087    F5KFL         599 86
QSO: 14000 CW 2020-01-25 1558 HB9AOF        599 088    F8DGY         599 77
QSO: 14000 CW 2020-01-25 1600 HB9AOF        599 089    TM5G          599 44
QSO: 14000 CW 2020-01-25 1602 HB9AOF        599 090    F8KGW         599 35
QSO: 14000 CW 2020-01-25 1605 HB9AOF        599 091    F6HQP         599 73
QSO: 21000 CW 2020-01-25 1612 HB9AOF        599 092    FY5KE         599 FY
QSO: 14000 CW 2020-01-25 1617 HB9AOF        599 093    F6KRK         599 78
QSO: 14000 CW 2020-01-25 1620 HB9AOF        599 094    FG8NY         599 FG
QSO: 14000 CW 2020-01-25 1622 HB9AOF        599 095    F8KCF         599 74
QSO: 14000 CW 2020-01-25 1624 HB9AOF        599 096    F2GL          599 89
QSO: 14000 CW 2020-01-25 1633 HB9AOF        599 097    F8KLY         599 69
QSO: 14000 CW 2020-01-25 1635 HB9AOF        599 098    F6KBF         599 78
QSO:  7000 CW 2020-01-25 1647 HB9AOF        599 099    F6IIT         599 86
QSO:  7000 CW 2020-01-25 1648 HB9AOF        599 100    F6AUS         599 79
QSO:  7000 CW 2020-01-25 1717 HB9AOF        599 101    F6GPT         599 33
QSO:  7000 CW 2020-01-25 1721 HB9AOF        599 102    F5OZX         599 23
QSO:  7000 CW 2020-01-25 1722 HB9AOF        599 103    F8DFP         599 63
QSO:  7000 CW 2020-01-25 1723 HB9AOF        599 104    F6GOE         599 19
QSO:  7000 CW 2020-01-25 1728 HB9AOF        599 105    F5KHP         599 32
QSO:  3500 CW 2020-01-25 1736 HB9AOF        599 106    TM0DX         599 38
QSO:  3500 CW 2020-01-25 1738 HB9AOF        599 107    F6CZV/P       599 29
QSO:  3500 CW 2020-01-25 1739 HB9AOF        599 108    F5MUX         599 29
QSO:  3500 CW 2020-01-25 1742 HB9AOF        599 109    F5OVZ         599 24
QSO:  3500 CW 2020-01-25 1744 HB9AOF        599 110    F6GED         599 76
QSO:  3500 CW 2020-01-25 1746 HB9AOF        599 111    F6KMB         599 59
QSO:  3500 CW 2020-01-25 1747 HB9AOF        599 112    F1DUZ         599 49
QSO:  3500 CW 2020-01-25 1749 HB9AOF        599 113    F1ICS         599 33
QSO:  3500 CW 2020-01-25 1750 HB9AOF        599 114    F4EZC         599 44
QSO:  3500 CW 2020-01-25 1935 HB9AOF        599 115    F6KPQ         599 56
QSO:  3500 CW 2020-01-25 1938 HB9AOF        599 116    F5OYM         599 81
QSO:  3500 CW 2020-01-25 1940 HB9AOF        599 117    F8DGY         599 77
QSO:  3500 CW 2020-01-25 1941 HB9AOF        599 118    F6KDL         599 68
QSO:  3500 CW 2020-01-25 1942 HB9AOF        599 119    F8KCF         599 74
QSO:  3500 CW 2020-01-25 1946 HB9AOF        599 120    F2NY          599 13
QSO:  3500 CW 2020-01-25 1947 HB9AOF        599 121    F5NKX         599 50
QSO:  3500 CW 2020-01-25 1949 HB9AOF        599 122    F5IRQ         599 85
QSO:  3500 CW 2020-01-25 1952 HB9AOF        599 123    F5VHY         599 47
QSO:  3500 CW 2020-01-25 1955 HB9AOF        599 124    F5JYC         599 65
QSO:  3500 CW 2020-01-25 1958 HB9AOF        599 125    F6KQL         599 21
QSO:  3500 CW 2020-01-25 1959 HB9AOF        599 126    F8EMH         599 54
QSO:  3500 CW 2020-01-25 2000 HB9AOF        599 127    F6DYX         599 49
QSO:  3500 CW 2020-01-25 2003 HB9AOF        599 128    F5NZY         599 76
QSO:  3500 CW 2020-01-25 2005 HB9AOF        599 129    F5VLY         599 47
QSO:  3500 CW 2020-01-25 2006 HB9AOF        599 130    F8KLY         599 69
QSO:  3500 CW 2020-01-25 2007 HB9AOF        599 131    F8ATS         599 91
QSO:  3500 CW 2020-01-25 2008 HB9AOF        599 132    F5VV          599 01
QSO:  3500 CW 2020-01-25 2012 HB9AOF        599 133    F8KHO/P       599 51
QSO:  3500 CW 2020-01-25 2017 HB9AOF        599 134    F4KIP         599 57
QSO:  3500 CW 2020-01-25 2019 HB9AOF        599 135    F5PLR         599 64
QSO:  3500 CW 2020-01-25 2022 HB9AOF        599 136    F4KLR         599 62
QSO:  3500 CW 2020-01-25 2025 HB9AOF        599 137    F6KRK         599 78
QSO:  3500 CW 2020-01-25 2026 HB9AOF        599 138    F6AUS         599 79
QSO:  3500 CW 2020-01-25 2028 HB9AOF        599 139    F6GCT         599 77
QSO:  3500 CW 2020-01-25 2031 HB9AOF        599 140    F8DHA         599 17
QSO:  3500 CW 2020-01-25 2033 HB9AOF        599 141    F6HQP         599 73
QSO:  3500 CW 2020-01-25 2037 HB9AOF        599 142    F5OZC         599 49
QSO:  3500 CW 2020-01-25 2040 HB9AOF        599 143    F5LLN         599 59
QSO:  3500 CW 2020-01-25 2041 HB9AOF        599 144    F6HKS         599 81
QSO:  3500 CW 2020-01-25 2042 HB9AOF        599 145    F6BUL         599 74
QSO:  3500 CW 2020-01-25 2044 HB9AOF        599 146    F5KCC         599 89
QSO:  3500 CW 2020-01-25 2047 HB9AOF        599 147    F6KBR         599 66
QSO:  3500 CW 2020-01-25 2049 HB9AOF        599 148    TM55M         599 55
QSO:  3500 CW 2020-01-25 2050 HB9AOF        599 149    F5OEV         599 85
QSO:  3500 CW 2020-01-25 2059 HB9AOF        599 150    F5UTN         599 27
QSO:  3500 CW 2020-01-25 2110 HB9AOF        599 151    F6KKH         599 11
QSO:  3500 CW 2020-01-25 2116 HB9AOF        599 152    F5VBD         599 73
QSO:  3500 CW 2020-01-25 2116 HB9AOF        599 153    F6BBQ         599 59
QSO:  3500 CW 2020-01-25 2117 HB9AOF        599 154    F6KJJ         599 38
QSO:  3500 CW 2020-01-25 2118 HB9AOF        599 155    F6CLN         599 31
QSO:  3500 CW 2020-01-25 2119 HB9AOF        599 156    F5NWG         599 11
QSO:  3500 CW 2020-01-25 2120 HB9AOF        599 157    F6IWW         599 08
QSO:  3500 CW 2020-01-25 2122 HB9AOF        599 158    F6IIT         599 86
QSO:  3500 CW 2020-01-25 2134 HB9AOF        599 159    F6CZQ         599 73
QSO:  3500 CW 2020-01-25 2134 HB9AOF        599 160    F4CWN         599 32
QSO:  3500 CW 2020-01-25 2136 HB9AOF        599 161    F5YG          599 60
QSO:  3500 CW 2020-01-25 2137 HB9AOF        599 162    F8CED         599 44
QSO:  3500 CW 2020-01-25 2138 HB9AOF        599 163    F6CYD         599 73
QSO:  3500 CW 2020-01-25 2139 HB9AOF        599 164    F8TMQ         599 38
QSO:  3500 CW 2020-01-25 2141 HB9AOF        599 165    F6KMC         599 47
QSO:  3500 CW 2020-01-25 2144 HB9AOF        599 166    F8GQO         599 81
QSO:  3500 CW 2020-01-25 2146 HB9AOF        599 167    F9WT          599 84
QSO:  3500 CW 2020-01-25 2148 HB9AOF        599 168    F5JFU         599 58
QSO:  3500 CW 2020-01-25 2149 HB9AOF        599 169    F6GOE         599 19
QSO:  3500 CW 2020-01-25 2151 HB9AOF        599 170    F6GOX/P       599 75
QSO:  3500 CW 2020-01-25 2153 HB9AOF        599 171    F6BGH         599 57
QSO:  3500 CW 2020-01-25 2157 HB9AOF        599 172    F5PON         599 33
QSO:  3500 CW 2020-01-25 2200 HB9AOF        599 173    F5KSE         599 31
QSO:  3500 CW 2020-01-26 0606 HB9AOF        599 174    F6KEH         599 34
QSO:  3500 CW 2020-01-26 0607 HB9AOF        599 175    TM5G          599 44
QSO:  3500 CW 2020-01-26 0612 HB9AOF        599 176    F8AAN         599 33
QSO:  3500 CW 2020-01-26 0613 HB9AOF        599 177    F5POJ         599 02
QSO:  3500 CW 2020-01-26 0614 HB9AOF        599 178    F5KMB         599 60
QSO:  3500 CW 2020-01-26 0614 HB9AOF        599 179    F8KGS         599 59
QSO:  3500 CW 2020-01-26 0616 HB9AOF        599 180    F5ROW         599 50
QSO:  3500 CW 2020-01-26 0617 HB9AOF        599 181    F6DCQ         599 74
QSO:  3500 CW 2020-01-26 0619 HB9AOF        599 182    F6KUQ         599 33
QSO:  3500 CW 2020-01-26 0621 HB9AOF        599 183    F6FYA         599 37
QSO:  3500 CW 2020-01-26 0623 HB9AOF        599 184    F5VBU         599 66
QSO:  3500 CW 2020-01-26 0624 HB9AOF        599 185    F6BCW         599 71
QSO:  3500 CW 2020-01-26 0627 HB9AOF        599 186    TM13M         599 13
QSO:  3500 CW 2020-01-26 0629 HB9AOF        599 187    F6CEL         599 02
QSO:  3500 CW 2020-01-26 0630 HB9AOF        599 188    F6KJX         599 41
QSO:  3500 CW 2020-01-26 0633 HB9AOF        599 189    F5MXQ         599 81
QSO:  3500 CW 2020-01-26 0634 HB9AOF        599 190    F8KGZ         599 54
QSO:  3500 CW 2020-01-26 0635 HB9AOF        599 191    F8KGW         599 35
QSO:  3500 CW 2020-01-26 0636 HB9AOF        599 192    TM8SN         599 15
QSO:  3500 CW 2020-01-26 0637 HB9AOF        599 193    F6GUF         599 37
QSO:  3500 CW 2020-01-26 0639 HB9AOF        599 194    F8DRE         599 28
QSO:  3500 CW 2020-01-26 0641 HB9AOF        599 195    F6BHI         599 19
QSO:  3500 CW 2020-01-26 0644 HB9AOF        599 196    F5UMP         599 59
QSO:  3500 CW 2020-01-26 0645 HB9AOF        599 197    F5OGJ         599 32
QSO:  3500 CW 2020-01-26 0646 HB9AOF        599 198    F8ATM         599 81
QSO:  3500 CW 2020-01-26 0647 HB9AOF        599 199    F6AXX         599 83
QSO:  3500 CW 2020-01-26 0649 HB9AOF        599 200    F4FDR         599 47
QSO:  3500 CW 2020-01-26 0650 HB9AOF        599 201    F5AIB         599 54
QSO:  3500 CW 2020-01-26 0652 HB9AOF        599 202    F6DRQ         599 85
QSO:  3500 CW 2020-01-26 0654 HB9AOF        599 203    F8DCZ         599 56
QSO:  3500 CW 2020-01-26 0655 HB9AOF        599 204    F5OHM         599 36
QSO:  3500 CW 2020-01-26 0655 HB9AOF        599 205    F4CZV         599 82
QSO:  3500 CW 2020-01-26 0659 HB9AOF        599 206    F5MFI         599 45
QSO:  3500 CW 2020-01-26 0700 HB9AOF        599 207    F5LAS         599 15
QSO:  3500 CW 2020-01-26 0818 HB9AOF        599 208    F9CI          599 22
QSO:  3500 CW 2020-01-26 0821 HB9AOF        599 209    F6GGA         599 90
QSO:  3500 CW 2020-01-26 0825 HB9AOF        599 210    F5BLC         599 12
QSO:  3500 CW 2020-01-26 0826 HB9AOF        599 211    F5IUZ         599 13
QSO:  3500 CW 2020-01-26 0829 HB9AOF        599 212    F6HDI         599 57
QSO:  3500 CW 2020-01-26 0830 HB9AOF        599 213    F5CT          599 61
QSO:  3500 CW 2020-01-26 0834 HB9AOF        599 214    F4DXW         599 29
QSO:  3500 CW 2020-01-26 0835 HB9AOF        599 215    F5KLE         599 30
QSO:  3500 CW 2020-01-26 0836 HB9AOF        599 216    F5VJC         599 50
QSO:  3500 CW 2020-01-26 0838 HB9AOF        599 217    F6KMX         599 94
QSO:  3500 CW 2020-01-26 0841 HB9AOF        599 218    F8BBL         599 33
QSO:  3500 CW 2020-01-26 0842 HB9AOF        599 219    F6KUP         599 55
QSO:  3500 CW 2020-01-26 0843 HB9AOF        599 220    F5UQE         599 59
QSO:  3500 CW 2020-01-26 0844 HB9AOF        599 221    F6DRA         599 81
QSO:  3500 CW 2020-01-26 0846 HB9AOF        599 222    F5JKQ         599 44
QSO:  3500 CW 2020-01-26 0848 HB9AOF        599 223    F6BYV         599 10
QSO:  3500 CW 2020-01-26 0849 HB9AOF        599 224    F5DRD         599 80
QSO:  3500 CW 2020-01-26 0850 HB9AOF        599 225    F5PVJ         599 30
QSO:  3500 CW 2020-01-26 0852 HB9AOF        599 226    F6GYF         599 63
QSO:  3500 CW 2020-01-26 0853 HB9AOF        599 227    F5LEN         599 54
QSO:  3500 CW 2020-01-26 0855 HB9AOF        599 228    F5HB          599 33
QSO:  3500 CW 2020-01-26 0857 HB9AOF        599 229    F5JNE         599 56
QSO:  3500 CW 2020-01-26 0858 HB9AOF        599 230    F6FLH         599 63
QSO:  3500 CW 2020-01-26 0900 HB9AOF        599 231    F6EOM         599 74
QSO:  3500 CW 2020-01-26 0902 HB9AOF        599 232    F6GGX         599 32
QSO:  3500 CW 2020-01-26 0907 HB9AOF        599 233    F1TRE         599 68
QSO:  7000 CW 2020-01-26 0911 HB9AOF        599 234    F6GCP         599 77
QSO:  7000 CW 2020-01-26 0913 HB9AOF        599 235    F6KNB         599 33
QSO:  7000 CW 2020-01-26 0935 HB9AOF        599 236    F5XX          599 81
QSO:  7000 CW 2020-01-26 0938 HB9AOF        599 237    TM55M         599 55
QSO:  7000 CW 2020-01-26 0942 HB9AOF        599 238    F5VJC         599 50
QSO:  7000 CW 2020-01-26 0949 HB9AOF        599 239    F8KGW         599 35
QSO:  7000 CW 2020-01-26 0951 HB9AOF        599 240    F8GQO         599 81
QSO:  7000 CW 2020-01-26 0952 HB9AOF        599 241    F5APQ         599 62
QSO:  7000 CW 2020-01-26 0953 HB9AOF        599 242    F6GKQ         599 35
QSO:  7000 CW 2020-01-26 0959 HB9AOF        599 243    F5NZY         599 76
QSO:  7000 CW 2020-01-26 1003 HB9AOF        599 244    F4EZC         599 44
QSO:  7000 CW 2020-01-26 1004 HB9AOF        599 245    F4FRG         599 35
QSO:  7000 CW 2020-01-26 1007 HB9AOF        599 246    F5TXM         599 35
QSO:  7000 CW 2020-01-26 1010 HB9AOF        599 247    F4KLR         599 62
QSO:  7000 CW 2020-01-26 1017 HB9AOF        599 248    F5LLN         599 59
QSO:  7000 CW 2020-01-26 1019 HB9AOF        599 249    F6EJN         599 81
QSO:  7000 CW 2020-01-26 1021 HB9AOF        599 250    TM1D          599 83
QSO:  7000 CW 2020-01-26 1049 HB9AOF        599 251    F5SKW         599 68
QSO:  7000 CW 2020-01-26 1051 HB9AOF        599 252    F5IAE         599 18
QSO:  7000 CW 2020-01-26 1053 HB9AOF        599 253    F6KJJ         599 38
QSO:  7000 CW 2020-01-26 1055 HB9AOF        599 254    F6CLN         599 31
QSO:  7000 CW 2020-01-26 1058 HB9AOF        599 255    F4IMP         599 14
QSO:  7000 CW 2020-01-26 1103 HB9AOF        599 256    F4HER         599 86
QSO:  7000 CW 2020-01-26 1108 HB9AOF        599 257    F2NY          599 13
QSO:  7000 CW 2020-01-26 1110 HB9AOF        599 258    F6KTW         599 87
QSO:  7000 CW 2020-01-26 1113 HB9AOF        599 259    F5OIH         599 86
QSO:  7000 CW 2020-01-26 1116 HB9AOF        599 260    F5OQL         599 79
QSO:  7000 CW 2020-01-26 1125 HB9AOF        599 261    F5JKQ         599 44
QSO:  7000 CW 2020-01-26 1131 HB9AOF        599 262    F6DEO         599 95
QSO:  7000 CW 2020-01-26 1133 HB9AOF        599 263    F6GED         599 76
QSO:  7000 CW 2020-01-26 1134 HB9AOF        599 264    F6FII         599 22
QSO:  7000 CW 2020-01-26 1134 HB9AOF        599 265    F5KSE         599 31
QSO:  7000 CW 2020-01-26 1135 HB9AOF        599 266    F1TXI         599 79
QSO:  7000 CW 2020-01-26 1136 HB9AOF        599 267    F6FSW         599 33
QSO:  7000 CW 2020-01-26 1136 HB9AOF        599 268    F1MLN         599 50
QSO:  7000 CW 2020-01-26 1139 HB9AOF        599 269    F5VHP         599 35
QSO:  7000 CW 2020-01-26 1140 HB9AOF        599 270    F6HRP         599 22
QSO:  7000 CW 2020-01-26 1140 HB9AOF        599 271    F4HGD         599 59
QSO:  7000 CW 2020-01-26 1233 HB9AOF        599 272    F2IF          599 82
QSO:  7000 CW 2020-01-26 1235 HB9AOF        599 273    F8DGY         599 77
QSO:  7000 CW 2020-01-26 1236 HB9AOF        599 274    F6KJX         599 41
QSO:  7000 CW 2020-01-26 1237 HB9AOF        599 275    F6GCT         599 77
QSO:  7000 CW 2020-01-26 1238 HB9AOF        599 276    F6KSO         599 49
QSO: 21000 CW 2020-01-26 1244 HB9AOF        599 277    F4HQZ         599 29
QSO: 14000 CW 2020-01-26 1254 HB9AOF        599 278    F5XX          599 81
QSO: 14000 CW 2020-01-26 1300 HB9AOF        599 279    F5ONE         599 56
QSO: 14000 CW 2020-01-26 1303 HB9AOF        599 280    F5KDK         599 13
QSO: 14000 CW 2020-01-26 1307 HB9AOF        599 281    TM1D          599 83
QSO: 14000 CW 2020-01-26 1311 HB9AOF        599 282    F8FSC         599 39
QSO:  7000 CW 2020-01-26 1333 HB9AOF        599 283    F5RFS         599 85
QSO:  7000 CW 2020-01-26 1337 HB9AOF        599 284    F5VLY         599 47
QSO:  7000 CW 2020-01-26 1339 HB9AOF        599 285    F6FET         599 53
QSO:  7000 CW 2020-01-26 1341 HB9AOF        599 286    F8BJK/P       599 31
QSO:  7000 CW 2020-01-26 1343 HB9AOF        599 287    F6BYJ         599 16
QSO:  7000 CW 2020-01-26 1352 HB9AOF        599 288    F6GGX         599 32
QSO:  7000 CW 2020-01-26 1357 HB9AOF        599 289    F6CZV/P       599 29
QSO:  7000 CW 2020-01-26 1403 HB9AOF        599 290    F4GOP         599 61
QSO:  7000 CW 2020-01-26 1406 HB9AOF        599 291    F5OEV         599 85
QSO:  7000 CW 2020-01-26 1407 HB9AOF        599 292    F6KDL         599 68
QSO:  3500 CW 2020-01-26 1427 HB9AOF        599 293    F6EZF         599 71
QSO:  3500 CW 2020-01-26 1429 HB9AOF        599 294    F5PJG         599 71
QSO:  3500 CW 2020-01-26 1431 HB9AOF        599 295    F5AGB         599 77
QSO:  7000 CW 2020-01-26 1439 HB9AOF        599 296    F5KKD         599 93
QSO:  7000 CW 2020-01-26 1446 HB9AOF        599 297    F5LMG         599 27
QSO:  7000 CW 2020-01-26 1449 HB9AOF        599 298    F5KAY         599 33
QSO:  7000 CW 2020-01-26 1450 HB9AOF        599 299    F1IWH         599 33
QSO:  7000 CW 2020-01-26 1453 HB9AOF        599 300    F4HNF         599 14
END-OF-LOG:
