START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.5.33
CONTEST: EA-RTTY
CALLSIGN: OK1DOL
CATEGORY: SINGLE-OP ALL HIGH
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-STATION: FIXED
CATEGORY-POWER: 
GRID-LOCATOR: JN69OU
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CLAIMED-SCORE: 24824
NAME: Libor Kule
SOAPBOX: FT2000, PA Ameritron AL-811H, 500W, Logper 8 el., dipol
QSO: 14096 RY 2022-04-02 1331 OK1DOL        599 0028 ER5LL         599 0041 
QSO: 14105 RY 2022-04-02 1333 OK1DOL        599 0029 EA6SX         599 IB   
QSO: 14103 RY 2022-04-02 1337 OK1DOL        599 0030 SV1AJO        599 0027 
QSO: 14103 RY 2022-04-02 1337 OK1DOL        599 0031 OM8JP         599 0049 
QSO: 14103 RY 2022-04-02 1338 OK1DOL        599 0032 R7MM          599 0062 
QSO: 14103 RY 2022-04-02 1338 OK1DOL        599 0033 GM0KWW        599 0036 
QSO: 14103 RY 2022-04-02 1340 OK1DOL        599 0034 OH1AF         599 0020 
QSO: 14103 RY 2022-04-02 1340 OK1DOL        599 0035 OH2HAN        599 0087 
QSO: 14103 RY 2022-04-02 1341 OK1DOL        599 0036 EA1IYK        599 O    
QSO: 14103 RY 2022-04-02 1342 OK1DOL        599 0037 HA0MS         599 0046 
QSO: 14103 RY 2022-04-02 1343 OK1DOL        599 0038 EA1O          599 SG   
QSO: 14103 RY 2022-04-02 1346 OK1DOL        599 0039 UA1WBV        599 0003 
QSO: 14103 RY 2022-04-02 1348 OK1DOL        599 0040 UA6CE         599 0082 
QSO: 14103 RY 2022-04-02 1348 OK1DOL        599 0041 R7LY          599 0022 
QSO: 14103 RY 2022-04-02 1350 OK1DOL        599 0042 EC6DX         599 IB   
QSO: 14103 RY 2022-04-02 1352 OK1DOL        599 0043 IT9VDQ        599 0015 
QSO: 14081 RY 2022-04-02 1356 OK1DOL        599 0044 EA3CS         599 B    
QSO: 14088 RY 2022-04-02 1358 OK1DOL        599 0045 LY1R          599 0069 
QSO: 14111 RY 2022-04-02 1359 OK1DOL        599 0046 SO0A          599 0061 
QSO: 14082 RY 2022-04-02 1406 OK1DOL        599 0047 EA5TS         599 V    
QSO: 14083 RY 2022-04-02 1410 OK1DOL        599 0048 IT9VCE        599 0081 
QSO: 14099 RY 2022-04-02 1412 OK1DOL        599 0049 OG16M         599 0055 
QSO: 14090 RY 2022-04-02 1416 OK1DOL        599 0050 7S5S          599 0058 
QSO: 14105 RY 2022-04-02 1417 OK1DOL        599 0051 OZ0JD         599 0087 
QSO: 14109 RY 2022-04-02 1422 OK1DOL        599 0052 EI3GC         599 0062 
QSO: 14097 RY 2022-04-02 1426 OK1DOL        599 0053 G1P           599 0043 
QSO: 14095 RY 2022-04-02 1427 OK1DOL        599 0054 EA1B          599 S    
QSO: 14092 RY 2022-04-02 1429 OK1DOL        599 0055 RC5Z          599 0097 
QSO: 14098 RY 2022-04-02 1432 OK1DOL        599 0056 YL2CI         599 0136 
QSO: 14100 RY 2022-04-02 1434 OK1DOL        599 0057 OH8WR         599 0052 
QSO: 14097 RY 2022-04-02 1435 OK1DOL        599 0058 GI4H          599 0033 
QSO: 14102 RY 2022-04-02 1439 OK1DOL        599 0059 EA3HKA        599 B    
QSO: 21088 RY 2022-04-02 1631 OK1DOL        599 0060 ED1R          599 AV   
QSO: 21089 RY 2022-04-02 1633 OK1DOL        599 0061 CN8KD         599 0057 
QSO: 21112 RY 2022-04-02 1638 OK1DOL        599 0062 DL0MFL        599 0028 
QSO: 21111 RY 2022-04-02 1640 OK1DOL        599 0063 CX7SS         599 0071 
QSO: 21109 RY 2022-04-02 1641 OK1DOL        599 0064 RG4A          599 0171 
QSO: 21108 RY 2022-04-02 1642 OK1DOL        599 0065 AE1P          599 0121 
QSO: 21107 RY 2022-04-02 1643 OK1DOL        599 0066 EA8W          599 GC   
QSO: 21107 RY 2022-04-02 1645 OK1DOL        599 0067 LZ5R          599 0076 
QSO:  7049 RY 2022-04-02 1705 OK1DOL        599 0068 DJ0CL         599 0062 
QSO:  7053 RY 2022-04-02 1707 OK1DOL        599 0069 S51CK         599 0130 
QSO:  7054 RY 2022-04-02 1708 OK1DOL        599 0070 PD0MHZ        599 0064 
QSO:  7054 RY 2022-04-02 1709 OK1DOL        599 0071 RT2H          599 0032 
QSO:  7056 RY 2022-04-02 1710 OK1DOL        599 0072 DL5SDN        599 0041 
QSO:  7056 RY 2022-04-02 1711 OK1DOL        599 0073 LY2F          599 0095 
QSO:  7056 RY 2022-04-02 1712 OK1DOL        599 0074 PA3EWG        599 0059 
QSO:  7056 RY 2022-04-02 1712 OK1DOL        599 0075 PD1LG         599 0003 
QSO:  7056 RY 2022-04-02 1713 OK1DOL        599 0076 LZ6K          599 0083 
QSO:  7056 RY 2022-04-02 1714 OK1DOL        599 0077 DL1SWB        599 0056 
QSO:  7056 RY 2022-04-02 1715 OK1DOL        599 0078 YO6HSU        599 0166 
QSO:  7056 RY 2022-04-02 1715 OK1DOL        599 0079 M1X           599 0133 
QSO:  7056 RY 2022-04-02 1716 OK1DOL        599 0080 DL6DJ         599 0024 
QSO:  7056 RY 2022-04-02 1718 OK1DOL        599 0081 IN3BFW        599 0027 
QSO:  7056 RY 2022-04-02 1719 OK1DOL        599 0082 EA7ELY        599 SE   
QSO:  7056 RY 2022-04-02 1720 OK1DOL        599 0083 9A5HZ         599 0002 
QSO:  7056 RY 2022-04-02 1721 OK1DOL        599 0084 F4FHV         599 0097 
QSO:  7056 RY 2022-04-02 1721 OK1DOL        599 0085 OM8KT         599 0018 
QSO:  7056 RY 2022-04-02 1722 OK1DOL        599 0086 SP4NKJ        599 0106 
QSO:  7056 RY 2022-04-02 1723 OK1DOL        599 0087 PA0CT         599 0081 
QSO:  7056 RY 2022-04-02 1726 OK1DOL        599 0088 YO2DFA        599 0051 
QSO:  7056 RY 2022-04-02 1726 OK1DOL        599 0089 OK2WMC        599 0087 
QSO:  7056 RY 2022-04-02 1727 OK1DOL        599 0090 OH2HAN        599 0286 
QSO:  7056 RY 2022-04-02 1727 OK1DOL        599 0091 DF4XX         599 0086 
QSO:  7056 RY 2022-04-02 1728 OK1DOL        599 0092 DG7NFX        599 0071 
QSO:  7056 RY 2022-04-02 1729 OK1DOL        599 0093 EW6DM         599 0162 
QSO:  7056 RY 2022-04-02 1731 OK1DOL        599 0094 HG5BMU        599 0022 
QSO:  7056 RY 2022-04-02 1732 OK1DOL        599 0095 YT9WW         599 0002 
QSO:  7056 RY 2022-04-02 1734 OK1DOL        599 0096 G0FGI         599 0114 
QSO:  7056 RY 2022-04-02 1734 OK1DOL        599 0097 SP3EMA        599 0075 
QSO:  7056 RY 2022-04-02 1736 OK1DOL        599 0098 DL1DXF        599 0034 
QSO:  7056 RY 2022-04-02 1737 OK1DOL        599 0099 DJ4WT         599 0047 
QSO:  7056 RY 2022-04-02 1737 OK1DOL        599 0100 SN5WD         599 0042 
QSO:  7056 RY 2022-04-02 1739 OK1DOL        599 0101 RA1ALC        599 0177 
QSO:  7056 RY 2022-04-02 1739 OK1DOL        599 0102 YO3IJ         599 0017 
QSO:  7056 RY 2022-04-02 1741 OK1DOL        599 0103 RK2M          599 0030 
QSO:  7056 RY 2022-04-02 1741 OK1DOL        599 0104 DL9PN         599 0117 
QSO:  7056 RY 2022-04-02 1745 OK1DOL        599 0105 EF5T          599 MU   
QSO:  7056 RY 2022-04-02 1747 OK1DOL        599 0106 YO3RU         599 0280 
QSO:  7056 RY 2022-04-02 1749 OK1DOL        599 0107 YO9BCM        599 0174 
QSO:  7056 RY 2022-04-02 1750 OK1DOL        599 0108 OK4RQ         599 0084 
QSO:  7056 RY 2022-04-02 1751 OK1DOL        599 0109 PE1OYB        599 0113 
QSO:  7056 RY 2022-04-02 1752 OK1DOL        599 0110 RT9A          599 0266 
QSO:  7055 RY 2022-04-02 1813 OK1DOL        599 0111 ON6YYY        599 0068 
QSO:  7051 RY 2022-04-02 1814 OK1DOL        599 0112 ED1R          599 AV   
QSO:  7044 RY 2022-04-02 1816 OK1DOL        599 0113 EA1B          599 S    
QSO:  7063 RY 2022-04-02 1819 OK1DOL        599 0114 UI3A          599 0038 
QSO:  7057 RY 2022-04-02 1821 OK1DOL        599 0115 TA4AU         599 0042 
QSO: 14098 RY 2022-04-02 1824 OK1DOL        599 0116 KA1YQC        599 0063 
QSO: 14092 RY 2022-04-02 1827 OK1DOL        599 0117 OK1NP         599 0047 
QSO: 14112 RY 2022-04-02 1831 OK1DOL        599 0118 EA8W          599 GC   
QSO: 14113 RY 2022-04-02 1832 OK1DOL        599 0119 C37AC         599 0066 
QSO: 14081 RY 2022-04-02 1833 OK1DOL        599 0120 ED1R          599 AV   
QSO: 14106 RY 2022-04-02 1834 OK1DOL        599 0121 S53M          599 0264 
QSO: 14114 RY 2022-04-02 1835 OK1DOL        599 0122 W4PK          599 0107 
QSO: 14093 RY 2022-04-02 1839 OK1DOL        599 0123 IU4CHE        599 0261 
QSO: 14111 RY 2022-04-02 1840 OK1DOL        599 0124 LZ5R          599 0201 
QSO: 14093 RY 2022-04-02 1840 OK1DOL        599 0125 EA5LU         599 MU   
QSO: 14120 RY 2022-04-02 1857 OK1DOL        599 0126 P3X           599 0617 
QSO:  3589 RY 2022-04-02 2024 OK1DOL        599 0127 ON6NL         599 0218 
QSO:  3589 RY 2022-04-02 2026 OK1DOL        599 0128 DL5RK         599 0072 
QSO:  3589 RY 2022-04-02 2026 OK1DOL        599 0129 9A1A          599 0148 
QSO:  3589 RY 2022-04-02 2027 OK1DOL        599 0130 PE1PIX        599 0052 
QSO:  3589 RY 2022-04-02 2028 OK1DOL        599 0131 DL4VBU        599 0031 
QSO:  3589 RY 2022-04-02 2028 OK1DOL        599 0132 OE6IWG        599 0016 
QSO:  3589 RY 2022-04-02 2029 OK1DOL        599 0133 DA3T          599 0088 
QSO:  3589 RY 2022-04-02 2029 OK1DOL        599 0134 I3PXN         599 0061 
QSO:  3589 RY 2022-04-02 2030 OK1DOL        599 0135 PA0MJM        599 0053 
QSO:  3589 RY 2022-04-02 2031 OK1DOL        599 0136 IK2BUF        599 0062 
QSO:  3589 RY 2022-04-02 2032 OK1DOL        599 0137 EW6DM         599 0242 
QSO:  3589 RY 2022-04-02 2032 OK1DOL        599 0138 YO2DFA        599 0086 
QSO:  3589 RY 2022-04-02 2034 OK1DOL        599 0139 SP3EMA        599 0143 
QSO:  3589 RY 2022-04-02 2035 OK1DOL        599 0140 S53X          599 0024 
QSO:  3587 RY 2022-04-02 2038 OK1DOL        599 0141 ED1R          599 AV   
QSO:  3576 RY 2022-04-02 2041 OK1DOL        599 0142 EA4URE/8      599 HQ   
QSO:  3597 RY 2022-04-02 2043 OK1DOL        599 0143 G0HDV         599 0136 
QSO:  3584 RY 2022-04-02 2045 OK1DOL        599 0144 SK0QO         599 0180 
QSO:  3594 RY 2022-04-02 2046 OK1DOL        599 0145 OZ0JD         599 0261 
QSO:  3595 RY 2022-04-02 2052 OK1DOL        599 0146 OE5TXF        599 0121 
QSO:  3595 RY 2022-04-02 2053 OK1DOL        599 0147 DO6BE         599 0040 
QSO:  3595 RY 2022-04-02 2054 OK1DOL        599 0148 DL0MFL        599 0181 
QSO:  3595 RY 2022-04-02 2055 OK1DOL        599 0149 M1X           599 0195 
QSO:  3595 RY 2022-04-02 2056 OK1DOL        599 0150 YU3TA         599 0114 
QSO:  3595 RY 2022-04-02 2056 OK1DOL        599 0151 OK2WY         599 0299 
QSO:  3581 RY 2022-04-02 2125 OK1DOL        599 0152 HG1G          599 0466 
QSO:  3602 RY 2022-04-02 2126 OK1DOL        599 0153 OM5KM         599 0068 
QSO:  3582 RY 2022-04-02 2129 OK1DOL        599 0154 EA2ESB        599 TE   
QSO:  3589 RY 2022-04-02 2131 OK1DOL        599 0155 DL3SYA        599 0177 
QSO:  3598 RY 2022-04-02 2133 OK1DOL        599 0156 F4FHV         599 0190 
QSO:  3583 RY 2022-04-02 2136 OK1DOL        599 0157 EA1IT         599 S    
QSO:  3582 RY 2022-04-02 2139 OK1DOL        599 0158 E77X          599 0139 
QSO:  3590 RY 2022-04-02 2142 OK1DOL        599 0159 MM2T          599 0119 
QSO:  3596 RY 2022-04-02 2143 OK1DOL        599 0160 RM3DA         599 0381 
QSO:  3583 RY 2022-04-02 2144 OK1DOL        599 0161 IW1CBG        599 0061 
QSO:  7042 RY 2022-04-02 2249 OK1DOL        599 0162 EA8ZS         599 GC   
END-OF-LOG:
