START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: IK4XQT/4
CLUB: 
CONTEST: EA-RTTY
CATEGORY: SINGLE-OP ALL LOW
CLAIMED-SCORE: 16875
OPERATORS: IK4XQT
NAME: Stefano
SOAPBOX: ic 736 40 w ant.mag.loop baby on balcony of condo!
QSO: 14080 RY 2022-04-02 1409 IK4XQT/4      599 043    EA2CCG        599 NA
QSO: 14080 RY 2022-04-02 1417 IK4XQT/4      599 044    SN5N          599 031
QSO: 14081 RY 2022-04-02 1420 IK4XQT/4      599 045    G0HDV         599 068
QSO: 14080 RY 2022-04-02 1421 IK4XQT/4      599 046    EB5F          599 A
QSO: 14080 RY 2022-04-02 1429 IK4XQT/4      599 047    EE1D          599 S
QSO: 14080 RY 2022-04-02 1431 IK4XQT/4      599 048    EA5R          599 MU
QSO: 14080 RY 2022-04-02 1434 IK4XQT/4      599 049    EA5FID        599 A
QSO: 14079 RY 2022-04-02 1437 IK4XQT/4      599 050    EA2DDE        599 NA
QSO: 14080 RY 2022-04-02 1446 IK4XQT/4      599 051    SM5FQQ        599 067
QSO: 14080 RY 2022-04-02 1448 IK4XQT/4      599 052    LA7VK         599 056
QSO: 14080 RY 2022-04-02 1501 IK4XQT/4      599 053    EA2A          599 HU
QSO: 14079 RY 2022-04-02 1503 IK4XQT/4      599 054    PA5N          599 036
QSO: 14080 RY 2022-04-02 1505 IK4XQT/4      599 055    EA4GOK        599 M
QSO: 14080 RY 2022-04-02 1506 IK4XQT/4      599 056    YO3RU         599 168
QSO: 14080 RY 2022-04-02 1507 IK4XQT/4      599 057    SE6K          599 34
QSO: 14081 RY 2022-04-02 1509 IK4XQT/4      599 058    EI6HB         599 11
QSO: 14080 RY 2022-04-02 1516 IK4XQT/4      599 059    LZ303AT       599 035
QSO: 14080 RY 2022-04-02 1517 IK4XQT/4      599 060    P3X           599 363
QSO: 14081 RY 2022-04-02 1518 IK4XQT/4      599 061    YO4FPF        599 103
QSO: 14080 RY 2022-04-02 1519 IK4XQT/4      599 062    SP4TXI        599 059
QSO: 14080 RY 2022-04-02 1520 IK4XQT/4      599 063    EA1IT         599 S
QSO: 14080 RY 2022-04-02 1523 IK4XQT/4      599 064    LB2TG         599 149
QSO: 14081 RY 2022-04-02 1524 IK4XQT/4      599 065    EA3CS         599 B
QSO: 14081 RY 2022-04-02 1528 IK4XQT/4      599 066    EA1URS        599 S
QSO:  7039 RY 2022-04-02 1535 IK4XQT/4      599 067    IZ2BVC        599 055
QSO:  7040 RY 2022-04-02 1536 IK4XQT/4      599 068    IU1HHH        599 022
QSO:  7040 RY 2022-04-02 1537 IK4XQT/4      599 069    DL1SWB        599 050
QSO:  7040 RY 2022-04-02 1541 IK4XQT/4      599 070    DL1CW         599 54
QSO:  7041 RY 2022-04-02 1542 IK4XQT/4      599 071    9A1A          599 102
QSO:  7040 RY 2022-04-02 1543 IK4XQT/4      599 072    PD2PKM        599 117
QSO:  7040 RY 2022-04-02 1546 IK4XQT/4      599 073    IW2MXY        599 063
QSO:  7039 RY 2022-04-02 1547 IK4XQT/4      599 074    EA3X          599 B
QSO:  7041 RY 2022-04-02 1550 IK4XQT/4      599 075    E77EA         599 074
QSO:  7040 RY 2022-04-02 1551 IK4XQT/4      599 076    IZ4UFB        599 099
QSO:  7039 RY 2022-04-02 1555 IK4XQT/4      599 077    I2CZQ         599 018
QSO:  7040 RY 2022-04-02 1558 IK4XQT/4      599 078    IU3FBL        599 063
QSO:  7041 RY 2022-04-02 1559 IK4XQT/4      599 079    IK1RGK        599 070
QSO:  7040 RY 2022-04-02 1600 IK4XQT/4      599 080    IZ8GUQ        599 039
QSO:  7040 RY 2022-04-02 1602 IK4XQT/4      599 081    HG1G          599 178
QSO:  7040 RY 2022-04-02 1605 IK4XQT/4      599 082    IZ7XUQ        599 050
QSO:  7040 RY 2022-04-02 1606 IK4XQT/4      599 083    EA3IAZ        599 GI
QSO:  7040 RY 2022-04-02 1607 IK4XQT/4      599 084    HA1TIB        599 25
QSO:  7041 RY 2022-04-02 1608 IK4XQT/4      599 085    PE1OYB        599 093
QSO:  7040 RY 2022-04-02 1609 IK4XQT/4      599 086    PD1RP         599 084
QSO:  7041 RY 2022-04-02 1612 IK4XQT/4      599 087    S51CK         599 089
QSO:  7040 RY 2022-04-02 1615 IK4XQT/4      599 088    EA5R          599 MU
QSO:  7041 RY 2022-04-02 1619 IK4XQT/4      599 089    ED2C          599 VI
QSO:  7039 RY 2022-04-02 1619 IK4XQT/4      599 090    DJ0CL         599 042
QSO:  7040 RY 2022-04-02 1621 IK4XQT/4      599 091    S57DX         599 137
QSO:  7041 RY 2022-04-02 1621 IK4XQT/4      599 092    S57ZT         599 052
QSO:  7040 RY 2022-04-02 1622 IK4XQT/4      599 093    LY2F          599 064
QSO:  7039 RY 2022-04-02 1624 IK4XQT/4      599 094    II5WRTC       599 044
QSO:  7040 RY 2022-04-02 1628 IK4XQT/4      599 095    DP90TJU       599 012
QSO:  7039 RY 2022-04-02 1630 IK4XQT/4      599 096    YU1KO         599 040
QSO:  7040 RY 2022-04-02 1631 IK4XQT/4      599 097    LZ6K          599 064
QSO:  7040 RY 2022-04-02 1633 IK4XQT/4      599 098    SQ9PBV        599 008
QSO:  7040 RY 2022-04-02 1635 IK4XQT/4      599 099    IN3FOI        599 56
QSO:  7039 RY 2022-04-02 1637 IK4XQT/4      599 100    OG66X         599 202
QSO:  7040 RY 2022-04-02 1638 IK4XQT/4      599 101    9A7V          599 48
QSO:  7040 RY 2022-04-02 1639 IK4XQT/4      599 102    S58M          599 117
QSO:  7040 RY 2022-04-02 1640 IK4XQT/4      599 103    DL5SDN        599 020
QSO:  7040 RY 2022-04-02 1644 IK4XQT/4      599 104    IN3BFW        599 8
QSO:  7040 RY 2022-04-02 1645 IK4XQT/4      599 105    C37AC         599 005
QSO:  7040 RY 2022-04-02 1647 IK4XQT/4      599 106    EA5DF         599 V
QSO:  7041 RY 2022-04-02 1649 IK4XQT/4      599 107    ED1R          599 AV
QSO: 14079 RY 2022-04-03 0842 IK4XQT/4      599 108    YO8DHA        599 294
QSO: 14080 RY 2022-04-03 0854 IK4XQT/4      599 109    LZ5R          599 780
QSO: 14080 RY 2022-04-03 0856 IK4XQT/4      599 110    M5ARC         599 114
QSO: 14080 RY 2022-04-03 0902 IK4XQT/4      599 111    EA7EU         599 J
QSO: 14081 RY 2022-04-03 0906 IK4XQT/4      599 112    LZ6E          599 273
QSO: 21079 RY 2022-04-03 0914 IK4XQT/4      599 113    UA4CC         599 083
QSO: 14079 RY 2022-04-03 0918 IK4XQT/4      599 114    DF4XX         599 190
QSO:  7039 RY 2022-04-03 0920 IK4XQT/4      599 115    IK3SSJ        599 064
QSO:  7039 RY 2022-04-03 0922 IK4XQT/4      599 116    S57X          599 129
QSO:  7040 RY 2022-04-03 0923 IK4XQT/4      599 117    IW3SSD        599 109
QSO:  7040 RY 2022-04-03 0936 IK4XQT/4      599 118    S52W          599 120
QSO: 21079 RY 2022-04-03 0949 IK4XQT/4      599 119    R2AL          599 119
QSO: 21079 RY 2022-04-03 0954 IK4XQT/4      599 120    EA6SX         599 IB
QSO: 21079 RY 2022-04-03 1016 IK4XQT/4      599 121    ED1R          599 AV
QSO: 21080 RY 2022-04-03 1017 IK4XQT/4      599 122    EA4FME        599 M
QSO: 21079 RY 2022-04-03 1019 IK4XQT/4      599 123    UC0A          599 420
QSO: 21080 RY 2022-04-03 1021 IK4XQT/4      599 124    OG66X         599 730
QSO: 21079 RY 2022-04-03 1024 IK4XQT/4      599 125    OH7L          599 017
QSO: 21080 RY 2022-04-03 1026 IK4XQT/4      599 126    CT7AJL        599 773
QSO: 14079 RY 2022-04-03 1029 IK4XQT/4      599 127    PE1PIX        599 194
QSO: 14079 RY 2022-04-03 1030 IK4XQT/4      599 128    DK3RA         599 131
QSO: 14079 RY 2022-04-03 1033 IK4XQT/4      599 129    PD8DX         599 091
QSO: 14079 RY 2022-04-03 1039 IK4XQT/4      599 130    LZ5E          599 155
QSO: 21079 RY 2022-04-03 1042 IK4XQT/4      599 131    EC3A          599 T
QSO: 21080 RY 2022-04-03 1044 IK4XQT/4      599 132    EA5JX         599 A
QSO: 21080 RY 2022-04-03 1051 IK4XQT/4      599 133    OH4MS         599 466
QSO: 21081 RY 2022-04-03 1055 IK4XQT/4      599 134    R2AA          599 414
QSO: 14080 RY 2022-04-03 1100 IK4XQT/4      599 135    GW0A          599 227
QSO: 21079 RY 2022-04-03 1105 IK4XQT/4      599 136    EI3GRB        599 039
QSO: 14080 RY 2022-04-03 1113 IK4XQT/4      599 137    IT9VCE        599 329
QSO: 14080 RY 2022-04-03 1119 IK4XQT/4      599 138    PA3ADU        599 136
QSO: 14080 RY 2022-04-03 1120 IK4XQT/4      599 139    EA6SX         599 IB
QSO: 14079 RY 2022-04-03 1123 IK4XQT/4      599 140    YO8WW         599 126
QSO: 14080 RY 2022-04-03 1128 IK4XQT/4      599 141    SP8N          599 248
QSO: 21079 RY 2022-04-03 1133 IK4XQT/4      599 142    EA8ZS         599 GC
QSO: 14079 RY 2022-04-03 1142 IK4XQT/4      599 143    OT2X          599 155
QSO: 14079 RY 2022-04-03 1149 IK4XQT/4      599 144    OR3A          599 415
QSO: 14080 RY 2022-04-03 1152 IK4XQT/4      599 145    OM8JP         599 225
END-OF-LOG:
