START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: WU6TT
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WU6TT
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2020.
QSO:  7086 RY 2020-02-08 0239 WU6TT         599 ND2T          599 201
QSO:  7084 RY 2020-02-08 0241 WU6TT         599 0002 WX2NJ         599 0106
QSO:  7105 RY 2020-02-08 0248 WU6TT         599 0003 W1FSH         599 0031
QSO:  7099 RY 2020-02-08 0249 WU6TT         599 0004 AC3BU         599 0107
QSO:  7098 RY 2020-02-08 0250 WU6TT         599 006 KN4BIT        599 117
QSO:  7091 RY 2020-02-08 0254 WU6TT         599 008 P49X          599 351
QSO:  7000 RY 2020-02-08 0255 WU6TT         599 009 WC3N          599 088
QSO:  7087 RY 2020-02-08 0256 WU6TT         599 0010 AC0C          599 0359
QSO:  7085 RY 2020-02-08 0258 WU6TT         599 0011 WN6K          599 0083
QSO:  7086 RY 2020-02-08 0258 WU6TT         599 0012 KE1S          599 0103
QSO:  7085 RY 2020-02-08 0259 WU6TT         599 013 AB0RX         599 113
QSO:  7094 RY 2020-02-08 0300 WU6TT         599 0014 ZF2WF         599 0330
QSO:  7096 RY 2020-02-08 0301 WU6TT         599 0000 TO7D          599 0072
QSO:  7069 RY 2020-02-08 0305 WU6TT         599 0016 4U1WB         599 0131
QSO:  7000 RY 2020-02-08 0306 WU6TT         599 0018 CO6HLP        599 0046
QSO:  7065 RY 2020-02-08 0306 WU6TT         599 0017 AB0S          599 0160
QSO:  7060 RY 2020-02-08 0309 WU6TT         599 0019 KP4/K6DTT     599 0210
QSO:  7060 RY 2020-02-08 0310 WU6TT         599 0020 AA3B          599 0301
QSO:  7061 RY 2020-02-08 0311 WU6TT         599 0021 K3WW          599 0201
QSO:  7062 RY 2020-02-08 0312 WU6TT         599 0022 W3GH          599 0114
QSO:  7063 RY 2020-02-08 0313 WU6TT         599 0023 AD5XD         599 0069
QSO:  7067 RY 2020-02-08 0315 WU6TT         599 0024 NW8S          599 0108
QSO:  7068 RY 2020-02-08 0317 WU6TT         599 0025 PX2A          599 0118
QSO:  7069 RY 2020-02-08 0318 WU6TT         599 0026 WX8C          599 0148
QSO:  7081 RY 2020-02-08 0323 WU6TT         599 0027 KU2M          599 0093
QSO:  7081 RY 2020-02-08 0324 WU6TT         599 000 KJ4GK         599 014
QSO:  7082 RY 2020-02-08 0325 WU6TT         599 0028 NR6O          599 0188
QSO:  7082 RY 2020-02-08 0327 WU6TT         599 0029 N4CW          599 0156
QSO:  7084 RY 2020-02-08 0328 WU6TT         599 030 ND2T          599 276
QSO:  7087 RY 2020-02-08 0330 WU6TT         599 0031 WB5BHS        599 0109
QSO:  7079 RY 2020-02-08 0337 WU6TT         599 0033 AF6SA         599 0058
QSO:  7083 RY 2020-02-08 0340 WU6TT         599 034 AA5AU         599 251
QSO:  7085 RY 2020-02-08 0341 WU6TT         599 0035 N7US          599 0038
QSO:  7092 RY 2020-02-08 0343 WU6TT         599 0036 KI6QDH        599 0083
QSO:  7000 RY 2020-02-08 0344 WU6TT         599 037 J79WTA        599 025
QSO:  7092 RY 2020-02-08 0347 WU6TT         599 0038 N6GEO         599 0040
QSO:  3598 RY 2020-02-08 0735 WU6TT         599 0040 NJ4U          599 0252
QSO:  3600 RY 2020-02-08 0737 WU6TT         599 0041 NA5NN         599 0300
QSO:  3596 RY 2020-02-08 0738 WU6TT         599 42 AK1W          599 554
QSO:  3596 RY 2020-02-08 0739 WU6TT         599 0043 KP4/K6DTT     599 0425
QSO:  3595 RY 2020-02-08 0740 WU6TT         599 0044 K4WW          599 0142
QSO:  3592 RY 2020-02-08 0741 WU6TT         599 0045 WV1K          599 0169
QSO:  3500 RY 2020-02-08 0743 WU6TT         599 0046 CO2JD         599 0054
QSO:  3591 RY 2020-02-08 0744 WU6TT         599 0047 N0NI          599 0236
QSO:  3590 RY 2020-02-08 0745 WU6TT         599 0048 K9YC          599 0141
QSO:  3584 RY 2020-02-08 0748 WU6TT         599 0049 N1RM          599 0197
QSO:  3500 RY 2020-02-08 0750 WU6TT         599 0050 XE1H          599 0004
QSO:  3584 RY 2020-02-08 0751 WU6TT         599 0051 NM5NM         599 0031
QSO:  3581 RY 2020-02-08 0752 WU6TT         599 0052 WR0H          599 0294
QSO:  3579 RY 2020-02-08 0753 WU6TT         599 0053 K5RZA         599 0429
QSO:  3576 RY 2020-02-08 0754 WU6TT         599 054 P49X          599 838
QSO:  3582 RY 2020-02-08 0756 WU6TT         599 0055 KA4RRU        599 0239
QSO:  3583 RY 2020-02-08 0756 WU6TT         599 056 K3FH          599 7
QSO:  3589 RY 2020-02-08 0757 WU6TT         599 0057 WX2NJ         599 0284
QSO:  3588 RY 2020-02-08 0758 WU6TT         599 0058 CR3DX         599 0499
QSO:  7086 RY 2020-02-08 0800 WU6TT         599 0059 NX6T          599 0277
QSO:  7066 RY 2020-02-08 0802 WU6TT         599 0060 K9CT          599 0448
QSO:  7062 RY 2020-02-08 0803 WU6TT         599 0061 J35X          599 0216
QSO:  7056 RY 2020-02-08 0804 WU6TT         599 062 F5QE          599 74
QSO:  7055 RY 2020-02-08 0805 WU6TT         599 0063 KA6BIM        599 0266
QSO:  7053 RY 2020-02-08 0806 WU6TT         599 0064 KA4RRU        599 0271
QSO:  7048 RY 2020-02-08 0809 WU6TT         599 0065 CR3DX         599 0498
QSO:  7045 RY 2020-02-08 0810 WU6TT         599 0067 AK6A          599 0463
QSO:  7048 RY 2020-02-08 0810 WU6TT         599 0066 VC7R          599 0118
QSO:  7039 RY 2020-02-08 0813 WU6TT         599 0068 N7GP          599 0289
