START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DX-SSB
CALLSIGN: OK1NP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK1NP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DX-SSB ARRL/arrl_international_dx_phone_contest/2020.
QSO: 14130 PH 2020-03-07 1459 OK1NP         59 100 VY2ZM         59 PEI
QSO: 14162 PH 2020-03-07 1504 OK1NP         59 100 K3MD          59 PA
QSO: 14166 PH 2020-03-07 1506 OK1NP         59 100 NW3Y          59 DE
QSO: 14231 PH 2020-03-07 1509 OK1NP         59 100 K3PP          59 PA
QSO: 14141 PH 2020-03-07 1510 OK1NP         59 100 CF3A          59 ON
QSO: 14325 PH 2020-03-07 1511 OK1NP         59 100 WA3C          59 OH
QSO: 14246 PH 2020-03-07 1517 OK1NP         59 100 AA3B          59 PA
QSO: 14214 PH 2020-03-07 1519 OK1NP         59 100 N1MM          59 CT
QSO: 14115 PH 2020-03-07 1520 OK1NP         59 100 VE5MX         59 SK
QSO: 14168 PH 2020-03-07 1523 OK1NP         59 100 KF2O          59 NY
QSO: 14156 PH 2020-03-07 1524 OK1NP         59 100 N3RD          59 PA
QSO: 14160 PH 2020-03-07 1525 OK1NP         59 100 K1TTT         59 MA
QSO: 14211 PH 2020-03-07 1526 OK1NP         59 100 K2AX          59 NJ
QSO: 14196 PH 2020-03-07 1528 OK1NP         59 100 W0EWD         59 IA
QSO: 14138 PH 2020-03-07 1529 OK1NP         59 100 VY2TT         59 PE
QSO: 14154 PH 2020-03-07 1531 OK1NP         59 100 WY3A          59 PA
QSO: 14000 PH 2020-03-07 1534 OK1NP         59 100 W2RE          59 ME
QSO: 14150 PH 2020-03-07 1536 OK1NP         59 100 K3LR          59 PA
QSO: 14303 PH 2020-03-07 1539 OK1NP         59 100 AA9A          59 WI
QSO: 14157 PH 2020-03-07 1540 OK1NP         59 100 W9RE          59 IN
QSO: 14345 PH 2020-03-07 1542 OK1NP         59 100 N7TU          59 AZ
QSO: 14000 PH 2020-03-07 1547 OK1NP         59 100 K8FF          59 OH
QSO: 14122 PH 2020-03-07 1551 OK1NP         59 100 VE4VT         59 MB
QSO: 14182 PH 2020-03-07 1554 OK1NP         59 100 K1RX          59 NH
QSO: 14000 PH 2020-03-07 1602 OK1NP         59 100 N9RV          59 MT
QSO: 14210 PH 2020-03-07 1603 OK1NP         59 100 W3UA          59 NH
QSO: 14135 PH 2020-03-07 1606 OK1NP         59 100 VE9OA         59 NB
QSO: 14325 PH 2020-03-07 1614 OK1NP         59 100 N1PGA         59 MA
QSO: 14140 PH 2020-03-07 1615 OK1NP         59 100 VE3DZ         59 ON
QSO: 14146 PH 2020-03-07 1620 OK1NP         59 100 VE5SF         59 SK
QSO: 14161 PH 2020-03-07 1621 OK1NP         59 100 W8PR          59 OH
QSO: 14173 PH 2020-03-07 1623 OK1NP         59 100 N7DD          59 AZ
QSO: 14000 PH 2020-03-07 1625 OK1NP         59 100 KF0GV         59 MN
QSO: 14241 PH 2020-03-07 1633 OK1NP         59 100 K3IE          59 TN
QSO: 14209 PH 2020-03-07 1636 OK1NP         59 100 K1RM          59 CT
QSO: 14180 PH 2020-03-07 1639 OK1NP         59 100 AA1K          59 DE
QSO: 14153 PH 2020-03-07 1650 OK1NP         59 100 W3LPL         59 MD
QSO: 14298 PH 2020-03-07 1651 OK1NP         59 100 WR2G          59 NJ
QSO: 14132 PH 2020-03-07 1656 OK1NP         59 100 VY0ERC        59 NU
QSO: 14343 PH 2020-03-07 1657 OK1NP         59 100 NR3X          59 ME
QSO: 14284 PH 2020-03-07 1730 OK1NP         59 100 K2LE          59 VT
QSO: 14283 PH 2020-03-07 1731 OK1NP         59 100 K3WW          59 PA
QSO: 14129 PH 2020-03-07 1732 OK1NP         59 100 VE9AA         59 NB
QSO: 14141 PH 2020-03-07 1733 OK1NP         59 100 VA2WA         59 QC
QSO: 14282 PH 2020-03-07 1736 OK1NP         59 100 K7RL          59 WA
QSO: 14178 PH 2020-03-07 1737 OK1NP         59 100 NA8V          59 MI
QSO: 14136 PH 2020-03-07 1738 OK1NP         59 100 VA3WW         59 ON
QSO: 14248 PH 2020-03-07 1738 OK1NP         59 100 K4AB          59 AL
QSO: 14147 PH 2020-03-07 1739 OK1NP         59 100 VE6FI         59 AB
QSO: 14332 PH 2020-03-07 1741 OK1NP         59 100 NV9L          59 IL
QSO: 14000 PH 2020-03-07 1743 OK1NP         59 100 K3ZO          59 MD
QSO: 14254 PH 2020-03-07 1743 OK1NP         59 100 K2XR          59 PA
QSO: 14196 PH 2020-03-07 1746 OK1NP         59 100 AB3CX         59 NY
QSO: 14230 PH 2020-03-07 1747 OK1NP         59 100 AB4B          59 AL
QSO: 14202 PH 2020-03-07 1748 OK1NP         59 100 NN1C          59 MA
QSO: 14326 PH 2020-03-07 1748 OK1NP         59 100 AA6AA         59 NV
QSO: 14197 PH 2020-03-07 1802 OK1NP         59 100 WA2CP         59 NY
QSO: 14154 PH 2020-03-07 1803 OK1NP         59 100 N1UR          59 VT
QSO: 14246 PH 2020-03-07 1803 OK1NP         59 100 W8MJ          59 MI
QSO: 14201 PH 2020-03-07 1813 OK1NP         59 100 W3FIZ         59 PA
QSO: 14198 PH 2020-03-07 1821 OK1NP         59 100 NC1I          59 MA
QSO: 14181 PH 2020-03-08 1357 OK1NP         59 100 KB3Z          59 PA
QSO: 14180 PH 2020-03-08 1402 OK1NP         59 100 K1KP          59 MA
QSO: 14242 PH 2020-03-08 1403 OK1NP         59 500 K0RF          59 CO
QSO: 14163 PH 2020-03-08 1404 OK1NP         59 100 N2IC          59 NM
QSO: 14268 PH 2020-03-08 1404 OK1NP         59 100 W2CG          59 NJ
QSO: 14190 PH 2020-03-08 1405 OK1NP         59 100 N3RS          59 PA
QSO: 14174 PH 2020-03-08 1408 OK1NP         59 100 K3ND          59 PA
QSO: 14188 PH 2020-03-08 1409 OK1NP         59 100 W1QK          59 CT
QSO: 14156 PH 2020-03-08 1410 OK1NP         59 100 NY6DX         59 NY
QSO: 14191 PH 2020-03-08 1411 OK1NP         59 100 K5EK          59 NC
QSO: 14212 PH 2020-03-08 1416 OK1NP         59 100 K5TR          59 TX
QSO: 14000 PH 2020-03-08 1835 OK1NP         59 100 K8LX          59 MI
QSO: 14321 PH 2020-03-08 1908 OK1NP         59 100 K8AZ          59 OH
QSO: 14181 PH 2020-03-08 1909 OK1NP         59 100 K2DM          59 FL
QSO: 14213 PH 2020-03-08 1917 OK1NP         59 100 AC4G          59 TN
QSO: 14339 PH 2020-03-08 1918 OK1NP         59 100 K1MM          59 FL
QSO: 14000 PH 2020-03-08 1922 OK1NP         59 100 KZ2I          59 NJ
QSO: 14200 PH 2020-03-08 2013 OK1NP         59 100 KU2M          59 NJ
QSO: 14254 PH 2020-03-08 2014 OK1NP         59 100 KW8N          59 OH
QSO: 14286 PH 2020-03-08 2014 OK1NP         59 100 KA1ZD         59 CT
END-OF-LOG:
