START-OF-LOG: 3.0
LOCATION: EB
CALLSIGN: K6JEB
CLUB: Northern California Contest Club
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 173261
OPERATORS: K6JEB
SOAPBOX: Had to run my FT-857D into an AL-811H for 400 watts into a
SOAPBOX: Yagi/vertical/wire. Still having an issue with the amp relay (and I've
SOAPBOX: tried everything but replacing the relay).  S-9+ noise levels during
QSO: 28550 PH 2014-10-25 2139 K6JEB         59  3      JH5RXS        59  25
QSO: 28688 PH 2014-10-25 2141 K6JEB         59  3      8N1NRT        59  25
QSO: 28452 PH 2014-10-25 2141 K6JEB         59  3      VK4UC         59  30
QSO: 28458 PH 2014-10-25 2152 K6JEB         59  3      ZL2AL         59  32
QSO: 28645 PH 2014-10-25 2152 K6JEB         59  3      JA7QVI        59  25
QSO: 28301 PH 2014-10-25 2205 K6JEB         59  3      K6LL          59  03
QSO: 28395 PH 2014-10-25 2207 K6JEB         59  3      3G1B          59  12
QSO: 28708 PH 2014-10-25 2213 K6JEB         59  3      TG9AJR        59  07
QSO: 28502 PH 2014-10-25 2215 K6JEB         59  3      LP1H          59  13
QSO: 28636 PH 2014-10-25 2221 K6JEB         59  3      KL7RA         59  01
QSO: 28408 PH 2014-10-25 2226 K6JEB         59  3      XE3/K5ENS     59  06
QSO: 28641 PH 2014-10-25 2230 K6JEB         59  3      AH0K          59  27
QSO: 28433 PH 2014-10-25 2231 K6JEB         59  3      CE6TC         59  12
QSO: 28505 PH 2014-10-25 2232 K6JEB         59  3      HK1NA         59  09
QSO: 28367 PH 2014-10-25 2236 K6JEB         59  3      NP2X          59  08
QSO: 28474 PH 2014-10-25 2237 K6JEB         59  3      PJ4DX         59  09
QSO: 21237 PH 2014-10-25 2241 K6JEB         59  3      K5RR          59  03
QSO: 21279 PH 2014-10-25 2244 K6JEB         59  3      TG9IIN        59  07
QSO: 21295 PH 2014-10-25 2245 K6JEB         59  3      3G1B          59  12
QSO: 21238 PH 2014-10-25 2247 K6JEB         59  3      HK1NA         59  09
QSO: 21220 PH 2014-10-25 2247 K6JEB         59  3      CV3D          59  13
QSO: 21244 PH 2014-10-25 2248 K6JEB         59  3      OA4SS         59  10
QSO: 21268 PH 2014-10-25 2249 K6JEB         59  3      CE3CT         59  12
QSO: 21309 PH 2014-10-25 2250 K6JEB         59  3      LU5VV         59  13
QSO: 21420 PH 2014-10-25 2255 K6JEB         59  3      AL1G          59  01
QSO: 21255 PH 2014-10-25 2256 K6JEB         59  3      BY5CD         59  24
QSO: 21386 PH 2014-10-25 2257 K6JEB         59  3      JA7YRR        59  25
QSO: 21212 PH 2014-10-25 2259 K6JEB         59  3      RT0F          59  19
QSO: 21246 PH 2014-10-25 2300 K6JEB         59  3      KP2M          59  08
QSO: 21299 PH 2014-10-25 2301 K6JEB         59  3      KH6LC         59  31
QSO: 21357 PH 2014-10-25 2301 K6JEB         59  3      ZW5B          59  11
QSO: 21289 PH 2014-10-25 2302 K6JEB         59  3      YY2CAR        59  09
QSO: 21273 PH 2014-10-25 2303 K6JEB         59  3      P40S          59  09
QSO: 21401 PH 2014-10-25 2308 K6JEB         59  3      KH7XX         59  31
QSO: 21287 PH 2014-10-25 2309 K6JEB         59  3      CE5PHR        59  12
QSO: 21364 PH 2014-10-25 2311 K6JEB         59  3      JA5FDJ        59  25
QSO: 21388 PH 2014-10-25 2316 K6JEB         59  3      JH1GEX        59  25
QSO: 21441 PH 2014-10-25 2317 K6JEB         59  3      JM1LPN        59  25
QSO: 21397 PH 2014-10-25 2324 K6JEB         59  3      JS3CTQ        59  25
QSO: 28492 PH 2014-10-25 2331 K6JEB         59  3      BY5CD         59  24
QSO: 28633 PH 2014-10-25 2334 K6JEB         59  3      9M4DX         59  28
QSO: 28624 PH 2014-10-25 2335 K6JEB         59  3      JA6GCE        59  25
QSO: 28588 PH 2014-10-25 2339 K6JEB         59  3      JA7NVF        59  25
QSO: 28668 PH 2014-10-25 2341 K6JEB         59  3      DU1IVT        59  27
QSO: 28584 PH 2014-10-25 2346 K6JEB         59  3      AH2R          59  27
QSO: 28472 PH 2014-10-25 2353 K6JEB         59  3      YB0NSI        59  28
QSO: 28457 PH 2014-10-25 2354 K6JEB         59  3      BY7MJ         59  24
QSO: 28572 PH 2014-10-26 0006 K6JEB         59  3      JH8XVH        59  25
QSO: 28510 PH 2014-10-26 0017 K6JEB         59  3      TI2OY         59  07
QSO: 28507 PH 2014-10-26 0021 K6JEB         59  3      TO2A          59  09
QSO: 21363 PH 2014-10-26 0102 K6JEB         59  3      TO2A          59  09
QSO: 14198 PH 2014-10-26 0106 K6JEB         59  3      CR5A          59  14
QSO: 21427 PH 2014-10-26 0118 K6JEB         59  3      AE0EE         59  04
QSO: 21349 PH 2014-10-26 0146 K6JEB         59  3      AH0K          59  27
QSO: 21425 PH 2014-10-26 0146 K6JEB         59  3      JA2KSI        59  25
QSO: 21372 PH 2014-10-26 0148 K6JEB         59  3      BY2AA         59  24
QSO: 21343 PH 2014-10-26 0156 K6JEB         59  3      JA6GCE        59  25
QSO: 21255 PH 2014-10-26 0158 K6JEB         59  3      E51AND        59  32
QSO: 21368 PH 2014-10-26 0159 K6JEB         59  3      JE1LFX        59  25
QSO: 21248 PH 2014-10-26 0200 K6JEB         59  3      BD4AGK        59  24
QSO: 21439 PH 2014-10-26 0201 K6JEB         59  3      JH4UYB        59  25
QSO: 21300 PH 2014-10-26 0201 K6JEB         59  3      JF8QNF        59  25
QSO: 21446 PH 2014-10-26 0203 K6JEB         59  3      VK9LM         59  30
QSO: 21204 PH 2014-10-26 0206 K6JEB         59  3      K3LR          59  05
QSO: 21315 PH 2014-10-26 0207 K6JEB         59  3      5W0XH         59  32
QSO: 21331 PH 2014-10-26 0209 K6JEB         59  3      JA3YBK        59  25
QSO: 28488 PH 2014-10-26 0211 K6JEB         59  3      JA7YRR        59  25
QSO: 28533 PH 2014-10-26 0212 K6JEB         59  3      KH8B          59  32
QSO: 28448 PH 2014-10-26 0213 K6JEB         59  3      BI4SSB        59  24
QSO: 28389 PH 2014-10-26 0215 K6JEB         59  3      JH8UQJ        59  25
QSO: 14212 PH 2014-10-26 0222 K6JEB         59  3      VA7FC         59  03
QSO: 14265 PH 2014-10-26 0222 K6JEB         59  3      KH6LC         59  31
QSO: 14166 PH 2014-10-26 0224 K6JEB         59  3      VE6SV         59  04
QSO: 21234 PH 2014-10-26 0239 K6JEB         59  3      JA2BNN        59  25
QSO: 21357 PH 2014-10-26 0239 K6JEB         59  3      JR2PMT        59  25
QSO: 21370 PH 2014-10-26 0240 K6JEB         59  3      JA7ZFN        59  25
QSO: 21266 PH 2014-10-26 0241 K6JEB         59  3      JH4UTP        59  25
QSO: 21383 PH 2014-10-26 0243 K6JEB         59  3      JI2ZEY        59  25
QSO: 21401 PH 2014-10-26 0244 K6JEB         59  3      KH6RR         59  31
QSO: 21315 PH 2014-10-26 0245 K6JEB         59  3      JA0UMV        59  25
QSO: 21365 PH 2014-10-26 0246 K6JEB         59  3      JH5RXS        59  25
QSO: 21307 PH 2014-10-26 0250 K6JEB         59  3      WH2DX         59  27
QSO: 14310 PH 2014-10-26 0254 K6JEB         59  3      CN2AA         59  33
QSO: 14315 PH 2014-10-26 0254 K6JEB         59  3      CN2R          59  33
QSO: 14326 PH 2014-10-26 0255 K6JEB         59  3      UP2L          59  17
QSO: 14224 PH 2014-10-26 0256 K6JEB         59  3      RU9CZD        59  17
QSO: 14172 PH 2014-10-26 0318 K6JEB         59  3      VE4EA         59  04
QSO:  7228 PH 2014-10-26 0338 K6JEB         59  3      VE7GL         59  03
QSO:  7137 PH 2014-10-26 0346 K6JEB         59  3      VE3DC         59  04
QSO: 14327 PH 2014-10-26 0353 K6JEB         59  3      JF2QNM        59  25
QSO: 14266 PH 2014-10-26 0356 K6JEB         59  3      JA7YRR        59  25
QSO: 14211 PH 2014-10-26 0356 K6JEB         59  3      KH7CW         59  31
QSO: 14333 PH 2014-10-26 0358 K6JEB         59  3      JH5RXS        59  25
QSO: 14239 PH 2014-10-26 0420 K6JEB         59  3      JI2ZEY        59  25
QSO: 14288 PH 2014-10-26 0442 K6JEB         59  3      JA1YPA        59  25
QSO:  7217 PH 2014-10-26 0516 K6JEB         59  3      KH7XX         59  31
QSO:  7185 PH 2014-10-26 0520 K6JEB         59  3      CR2X          59  14
QSO:  7171 PH 2014-10-26 0520 K6JEB         59  3      VE3EJ         59  04
QSO:  7181 PH 2014-10-26 0531 K6JEB         59  3      S53A          59  15
QSO:  7254 PH 2014-10-26 0532 K6JEB         59  3      VE3MIS        59  04
QSO:  7238 PH 2014-10-26 0532 K6JEB         59  3      VA7ST         59  03
QSO:  7198 PH 2014-10-26 0533 K6JEB         59  3      CT3DL         59  33
QSO:  7210 PH 2014-10-26 0552 K6JEB         59  3      VE3XN         59  04
QSO:  1844 PH 2014-10-26 0623 K6JEB         59  3      N7GP          59  03
QSO:  3759 PH 2014-10-26 0627 K6JEB         59  3      VE6SV         59  04
QSO:  3765 PH 2014-10-26 0631 K6JEB         59  3      KL7RA         59  01
QSO:  3767 PH 2014-10-26 0633 K6JEB         59  3      VE3EJ         59  04
QSO:  3780 PH 2014-10-26 0644 K6JEB         59  3      VA7BEC        59  03
QSO:  7176 PH 2014-10-26 0653 K6JEB         59  3      JA7YRR        59  25
QSO:  7183 PH 2014-10-26 0655 K6JEB         59  3      6Y4K          59  08
QSO:  7074 PH 2014-10-26 0707 K6JEB         59  3      EF8S          59  33
QSO:  7201 PH 2014-10-26 0716 K6JEB         59  3      PJ4X          59  09
QSO:  7162 PH 2014-10-26 0719 K6JEB         59  3      RN0CT         59  19
QSO:  7184 PH 2014-10-26 0723 K6JEB         59  3      VY2RX         59  05
QSO:  7156 PH 2014-10-26 0728 K6JEB         59  3      FM5EB         59  08
QSO:  7206 PH 2014-10-26 0729 K6JEB         59  3      P40L          59  09
QSO:  7194 PH 2014-10-26 0731 K6JEB         59  3      PJ2T          59  09
QSO:  3771 PH 2014-10-26 0739 K6JEB         59  3      VE6FI         59  04
QSO:  3762 PH 2014-10-26 0740 K6JEB         59  3      VE5PV         59  04
QSO:  7144 PH 2014-10-26 0808 K6JEB         59  3      HK1NA         59  09
QSO:  7046 PH 2014-10-26 0811 K6JEB         59  3      LT1F          59  13
QSO:  7149 PH 2014-10-26 0814 K6JEB         59  3      VC2T          59  05
QSO:  7129 PH 2014-10-26 0823 K6JEB         59  3      T48K          59  08
QSO:  7184 PH 2014-10-26 0828 K6JEB         59  3      VP5DX         59  08
QSO:  7194 PH 2014-10-26 0831 K6JEB         59  3      P40S          59  09
QSO:  7154 PH 2014-10-26 0835 K6JEB         59  3      T46A          59  08
QSO:  7147 PH 2014-10-26 0844 K6JEB         59  3      VE6FI         59  04
QSO:  7196 PH 2014-10-26 0845 K6JEB         59  3      WP3C          59  08
QSO:  7172 PH 2014-10-26 0850 K6JEB         59  3      VK2GGC        59  30
QSO:  3729 PH 2014-10-26 0902 K6JEB         59  3      XE2ST         59  06
QSO:  7201 PH 2014-10-26 0929 K6JEB         59  3      VY2TT         59  05
QSO:  7146 PH 2014-10-26 0930 K6JEB         59  3      JF2QNM        59  25
QSO:  7184 PH 2014-10-26 0936 K6JEB         59  3      NH6WZ         59  31
QSO:  7199 PH 2014-10-26 0939 K6JEB         59  3      JA3YBK        59  25
QSO:  7176 PH 2014-10-26 0951 K6JEB         59  3      XE2ST         59  06
QSO:  7142 PH 2014-10-26 1003 K6JEB         59  3      JE1LFX        59  25
QSO:  7148 PH 2014-10-26 1034 K6JEB         59  3      KP3Z          59  08
QSO:  7175 PH 2014-10-26 1036 K6JEB         59  3      JH5RXS        59  25
QSO:  3759 PH 2014-10-26 1050 K6JEB         59  3      KH7XX         59  31
QSO:  7202 PH 2014-10-26 1102 K6JEB         59  3      VE6SV         59  04
QSO:  7171 PH 2014-10-26 1102 K6JEB         59  3      JE1ZWT        59  25
QSO:  7183 PH 2014-10-26 1104 K6JEB         59  3      JA7ZFN        59  25
QSO: 28863 PH 2014-10-26 1813 K6JEB         59  3      GW5R          59  14
QSO: 28482 PH 2014-10-26 1823 K6JEB         59  3      CN3A          59  33
QSO: 28571 PH 2014-10-26 1824 K6JEB         59  3      ZD8X          59  36
QSO: 28312 PH 2014-10-26 1832 K6JEB         59  3      TM1A          59  14
QSO: 28714 PH 2014-10-26 1832 K6JEB         59  3      TK9R          59  15
QSO: 28324 PH 2014-10-26 1840 K6JEB         59  3      VE4EA         59  04
QSO: 28327 PH 2014-10-26 1843 K6JEB         59  3      EA1DAX        59  14
QSO: 28308 PH 2014-10-26 1908 K6JEB         59  3      HI3K          59  08
QSO: 28333 PH 2014-10-26 1912 K6JEB         59  3      YV5GPA        59  09
QSO: 28458 PH 2014-10-26 1922 K6JEB         59  3      CE3CT         59  12
QSO: 28455 PH 2014-10-26 1922 K6JEB         59  3      KP4BD         59  08
QSO: 28474 PH 2014-10-26 1924 K6JEB         59  3      EI7M          59  14
QSO: 28377 PH 2014-10-26 1933 K6JEB         59  3      V26B          59  08
QSO: 28307 PH 2014-10-26 1935 K6JEB         59  3      J79L          59  08
QSO: 21326 PH 2014-10-26 1940 K6JEB         59  3      LX7I          59  14
QSO: 21304 PH 2014-10-26 1943 K6JEB         59  3      CN3A          59  33
QSO: 21389 PH 2014-10-26 1946 K6JEB         59  3      CN2AA         59  33
QSO: 21255 PH 2014-10-26 1951 K6JEB         59  3      IR4M          59  15
QSO: 21298 PH 2014-10-26 1956 K6JEB         59  3      TM6M          59  14
QSO: 28452 PH 2014-10-26 2100 K6JEB         59  3      T46A          59  08
QSO: 28625 PH 2014-10-26 2101 K6JEB         59  3      YS1/NP3J      59  07
QSO: 28359 PH 2014-10-26 2104 K6JEB         59  3      VE2GSO        59  02
QSO: 28305 PH 2014-10-26 2105 K6JEB         59  3      KP2M          59  08
QSO: 28708 PH 2014-10-26 2107 K6JEB         59  3      PJ4X          59  09
QSO: 28386 PH 2014-10-26 2110 K6JEB         59  3      PQ5B          59  11
QSO: 28518 PH 2014-10-26 2113 K6JEB         59  3      YW5T          59  09
QSO: 28529 PH 2014-10-26 2116 K6JEB         59  3      WL7N          59  01
QSO: 28577 PH 2014-10-26 2117 K6JEB         59  3      LT1F          59  13
QSO: 28606 PH 2014-10-26 2117 K6JEB         59  3      WH7W          59  31
QSO: 28643 PH 2014-10-26 2120 K6JEB         59  3      NH7NJ         59  31
QSO: 28581 PH 2014-10-26 2123 K6JEB         59  3      KH7CW         59  31
QSO: 28321 PH 2014-10-26 2140 K6JEB         59  3      PX2B          59  11
QSO: 28366 PH 2014-10-26 2141 K6JEB         59  3      ZW5B          59  11
QSO: 28353 PH 2014-10-26 2142 K6JEB         59  3      PT5ST         59  11
QSO: 21411 PH 2014-10-26 2147 K6JEB         59  3      JI2ZJS        59  25
QSO: 21401 PH 2014-10-26 2147 K6JEB         59  3      JH5RXS        59  25
QSO: 21398 PH 2014-10-26 2151 K6JEB         59  3      JA3USA        59  25
QSO: 21277 PH 2014-10-26 2151 K6JEB         59  3      VE7GL         59  03
QSO: 21309 PH 2014-10-26 2152 K6JEB         59  3      VA7JW         59  03
QSO: 21370 PH 2014-10-26 2152 K6JEB         59  3      AL9A          59  01
QSO: 21428 PH 2014-10-26 2152 K6JEB         59  3      KL7RA         59  01
QSO: 21389 PH 2014-10-26 2153 K6JEB         59  3      JA7NVF        59  25
QSO: 21376 PH 2014-10-26 2156 K6JEB         59  3      PJ2T          59  09
QSO: 21382 PH 2014-10-26 2156 K6JEB         59  3      JR2IOB        59  25
QSO: 21319 PH 2014-10-26 2157 K6JEB         59  3      JA1YPA        59  25
QSO: 21234 PH 2014-10-26 2158 K6JEB         59  3      UA0IDZ        59  19
QSO: 21270 PH 2014-10-26 2158 K6JEB         59  3      JM1UTT        59  25
QSO: 21367 PH 2014-10-26 2200 K6JEB         59  3      JA6LCJ        59  25
QSO: 21418 PH 2014-10-26 2202 K6JEB         59  3      7M2PSC        59  25
QSO: 21329 PH 2014-10-26 2204 K6JEB         59  3      JA7FTR        59  25
QSO: 21321 PH 2014-10-26 2205 K6JEB         59  3      JR3RIY        59  25
QSO: 21366 PH 2014-10-26 2208 K6JEB         59  3      XE2S          59  06
QSO: 21220 PH 2014-10-26 2211 K6JEB         59  3      LU1QAH        59  13
QSO: 21448 PH 2014-10-26 2213 K6JEB         59  3      JF3BFS        59  25
QSO: 21421 PH 2014-10-26 2216 K6JEB         59  3      WP4SK         59  08
QSO: 21273 PH 2014-10-26 2218 K6JEB         59  3      TI5M          59  07
QSO: 21260 PH 2014-10-26 2218 K6JEB         59  3      YN5Z          59  07
QSO: 21227 PH 2014-10-26 2219 K6JEB         59  3      PJ4DX         59  09
QSO: 21244 PH 2014-10-26 2219 K6JEB         59  3      T48K          59  08
QSO: 21268 PH 2014-10-26 2223 K6JEB         59  3      TI7/W5AP      59  07
QSO: 21362 PH 2014-10-26 2224 K6JEB         59  3      LT1F          59  13
QSO: 21355 PH 2014-10-26 2226 K6JEB         59  3      YW5T          59  09
QSO: 21374 PH 2014-10-26 2228 K6JEB         59  3      LW1HR         59  13
QSO: 21256 PH 2014-10-26 2232 K6JEB         59  3      VP5T          59  08
QSO: 21343 PH 2014-10-26 2233 K6JEB         59  3      NP2X          59  08
QSO: 21407 PH 2014-10-26 2235 K6JEB         59  3      LU8YE         59  13
QSO: 21318 PH 2014-10-26 2239 K6JEB         59  3      VE6AO         59  04
QSO: 14311 PH 2014-10-26 2244 K6JEB         59  3      YV4NN         59  09
QSO: 14198 PH 2014-10-26 2246 K6JEB         59  3      XE2CQ         59  06
QSO: 28301 PH 2014-10-26 2257 K6JEB         59  3      JA1YPA        59  25
QSO: 28404 PH 2014-10-26 2301 K6JEB         59  3      BD6IQD        59  24
QSO: 28378 PH 2014-10-26 2304 K6JEB         59  3      JA2AXB        59  25
QSO: 28534 PH 2014-10-26 2304 K6JEB         59  3      JA1JAN        59  25
QSO: 28630 PH 2014-10-26 2305 K6JEB         59  3      JA2FJP        59  25
QSO: 28383 PH 2014-10-26 2305 K6JEB         59  3      JF1SQC        59  25
QSO: 28396 PH 2014-10-26 2306 K6JEB         59  3      JR4OZR        59  25
QSO: 28406 PH 2014-10-26 2306 K6JEB         59  3      JE1CKA        59  25
QSO: 28345 PH 2014-10-26 2310 K6JEB         59  3      UA0IDZ        59  19
QSO: 28560 PH 2014-10-26 2313 K6JEB         59  3      RZ0LWA        59  19
QSO: 28335 PH 2014-10-26 2313 K6JEB         59  3      RM0F          59  19
QSO: 28626 PH 2014-10-26 2314 K6JEB         59  3      JR1LZK        59  25
QSO: 28542 PH 2014-10-26 2315 K6JEB         59  3      AH0BT         59  27
QSO: 28485 PH 2014-10-26 2316 K6JEB         59  3      9M6YBG        59  28
QSO: 28606 PH 2014-10-26 2317 K6JEB         59  3      JA7ZFN        59  25
QSO: 28730 PH 2014-10-26 2318 K6JEB         59  3      JH4UYB        59  25
QSO: 28491 PH 2014-10-26 2319 K6JEB         59  3      JA3NTE        59  25
QSO: 28662 PH 2014-10-26 2319 K6JEB         59  3      JQ1YER        59  25
QSO: 28735 PH 2014-10-26 2320 K6JEB         59  3      JE1ZWT        59  25
QSO: 28418 PH 2014-10-26 2321 K6JEB         59  3      PU5FJR        59  11
QSO: 28503 PH 2014-10-26 2323 K6JEB         59  3      JF2QNM        59  25
QSO: 28763 PH 2014-10-26 2324 K6JEB         59  3      JI3BFC        59  25
QSO: 21428 PH 2014-10-26 2328 K6JEB         59  3      VE7NY         59  03
QSO: 21426 PH 2014-10-26 2330 K6JEB         59  3      JH1MDJ        59  25
QSO: 21342 PH 2014-10-26 2331 K6JEB         59  3      KL3WY         59  01
QSO: 28429 PH 2014-10-26 2334 K6JEB         59  3      JI2ZEY        59  25
QSO: 28667 PH 2014-10-26 2335 K6JEB         59  3      BY6DX         59  24
QSO: 28595 PH 2014-10-26 2336 K6JEB         59  3      JA3USA        59  25
QSO: 28679 PH 2014-10-26 2336 K6JEB         59  3      JG1AVO        59  25
QSO: 28697 PH 2014-10-26 2338 K6JEB         59  3      JR2PMT        59  25
QSO: 28558 PH 2014-10-26 2339 K6JEB         59  3      RW0CN         59  19
QSO: 28685 PH 2014-10-26 2340 K6JEB         59  3      JS1NDM        59  25
QSO: 28611 PH 2014-10-26 2340 K6JEB         59  3      JH1AGU        59  25
QSO: 28391 PH 2014-10-26 2343 K6JEB         59  3      JH1OAI        59  25
QSO: 28743 PH 2014-10-26 2343 K6JEB         59  3      JH6WHN        59  25
QSO: 28661 PH 2014-10-26 2346 K6JEB         59  3      JA7BME        59  25
QSO: 28327 PH 2014-10-26 2349 K6JEB         59  3      YN5Z          59  07
QSO: 28326 PH 2014-10-26 2350 K6JEB         59  3      CA3SOC        59  12
QSO: 28401 PH 2014-10-26 2351 K6JEB         59  3      LU7EC         59  13
QSO: 28334 PH 2014-10-26 2351 K6JEB         59  3      LU3DW         59  13
QSO: 28351 PH 2014-10-26 2352 K6JEB         59  3      XE3DX         59  06
QSO: 28448 PH 2014-10-26 2353 K6JEB         59  3      LU8FAU        59  13
QSO: 28468 PH 2014-10-26 2355 K6JEB         59  3      LQ5H          59  13
QSO: 28526 PH 2014-10-26 2356 K6JEB         59  3      JE4CIL        59  25
QSO: 14288 PH 2014-10-26 2357 K6JEB         59  3      CW5W          59  13
QSO: 14160 PH 2014-10-26 2358 K6JEB         59  3      3G1B          59  12
QSO: 14291 PH 2014-10-26 2359 K6JEB         59  3      P40L          59  09
END-OF-LOG:
