START-OF-LOG: 3.0
LOCATION: GTA
CALLSIGN: VE3BR
CLUB: Contest Club Ontario
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 116820
OPERATORS: VE3BR
SOAPBOX: Abridged story: the squirrels won. Full version: Very soon into the
SOAPBOX: contest (already dark outside) my only antenna, 80/40 vertical, starts
SOAPBOX: to act up badly. Checked the feedline and found the spot where the
SOAPBOX: coax has been literally chewed in half. I am not that much into SSB
SOAPBOX: contesting, so decided to have a full night's sleep and fix things up
SOAPBOX: the next morning, and so I did. Took a lot of Saturday off, but
SOAPBOX: eventually got back into the contest. Guess what? Soon after dark same
SOAPBOX: thing again. This time in two places, one exactly where the previous
SOAPBOX: day's damage was. I fixed that Sunday morning. By this time I almost
SOAPBOX: lost interest and when on Sunday after dark found the feedline chewed
SOAPBOX: through again I thought it was actually funny. Those darn squirrels
SOAPBOX: somehow do not like me...
NAME: Dariusz C. Tatarski
CREATED-BY: N1MM Logger+ 0.19.4115.0
QSO: 28465 PH 2014-10-25 0007 VE3BR         59  4      VE7GL         59  03
QSO: 21412 PH 2014-10-25 0016 VE3BR         59  4      N5ZC          59  04
QSO: 21379 PH 2014-10-25 0017 VE3BR         59  4      JA3YBK        59  25
QSO: 21364 PH 2014-10-25 0018 VE3BR         59  4      NK7U          59  03
QSO: 21362 PH 2014-10-25 0019 VE3BR         59  4      JS3CTQ        59  25
QSO: 21358 PH 2014-10-25 0020 VE3BR         59  4      JM1LPN        59  25
QSO: 21350 PH 2014-10-25 0021 VE3BR         59  4      JA7FTR        59  25
QSO: 21348 PH 2014-10-25 0022 VE3BR         59  4      TO2A          59  09
QSO: 21313 PH 2014-10-25 0028 VE3BR         59  4      PX2A          59  11
QSO: 21307 PH 2014-10-25 0029 VE3BR         59  4      CG3AT         59  04
QSO: 21290 PH 2014-10-25 0030 VE3BR         59  4      PW2D          59  11
QSO: 21288 PH 2014-10-25 0031 VE3BR         59  4      PY2NY         59  11
QSO: 21283 PH 2014-10-25 0033 VE3BR         59  4      ZP5MAL        59  11
QSO: 21271 PH 2014-10-25 0033 VE3BR         59  4      PY2ZR         59  11
QSO: 21260 PH 2014-10-25 0035 VE3BR         59  4      PJ4X          59  09
QSO: 21252 PH 2014-10-25 0036 VE3BR         59  4      RT0F          59  19
QSO: 21236 PH 2014-10-25 0039 VE3BR         59  4      PT2CM         59  11
QSO: 21256 PH 2014-10-25 0040 VE3BR         59  4      CX5UA         59  13
QSO: 21279 PH 2014-10-25 0041 VE3BR         59  4      PX5E          59  11
