START-OF-LOG: 3.0
CALLSIGN: K4TOJ
LOCATION: VA
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: CLASSIC
CLAIMED-SCORE: 63756
CLUB: Potomac Valley Radio Club
CREATED-BY: RUMped Ver. 3.2.8  by Tom, DL2RUM
NAME: Tom Johnson
OPERATORS: K4TOJ
SOAPBOX: Great Contest!  Conditions on the bands were very good.  Use
SOAPBOX: d a TS-590S with Carolina Windom compact 80 at 10M.  Thanks
SOAPBOX: to all who returned my call!
QSO: 21206 PH 2014-10-25 1352 K4TOJ         59       5 S50R          59      15 0
QSO: 21221 PH 2014-10-25 1405 K4TOJ         59       5 OK1CRM        59      15 0
QSO: 21222 PH 2014-10-25 1407 K4TOJ         59       5 ED1R          59      14 0
QSO: 21225 PH 2014-10-25 1408 K4TOJ         59       5 OL8M          59      15 0
QSO: 21228 PH 2014-10-25 1409 K4TOJ         59       5 GM5X          59      14 0
QSO: 21230 PH 2014-10-25 1410 K4TOJ         59       5 TM77M         59      14 0
QSO: 21238 PH 2014-10-25 1416 K4TOJ         59       5 LY5Y          59      15 0
QSO: 21240 PH 2014-10-25 1418 K4TOJ         59       5 SO9Q          59      15 0
QSO: 21242 PH 2014-10-25 1419 K4TOJ         59       5 TM1A          59      14 0
QSO: 21258 PH 2014-10-25 1427 K4TOJ         59       5 RT5Z          59      16 0
QSO: 21260 PH 2014-10-25 1429 K4TOJ         59       5 YU5R          59      15 0
QSO: 21261 PH 2014-10-25 1431 K4TOJ         59       5 R7LV          59      16 0
QSO: 21263 PH 2014-10-25 1433 K4TOJ         59       5 IB9T          59      15 0
QSO: 21266 PH 2014-10-25 1435 K4TOJ         59       5 RT6A          59      16 0
QSO: 21272 PH 2014-10-25 1440 K4TOJ         59       5 HK1NA         59       9 0
QSO: 21273 PH 2014-10-25 1442 K4TOJ         59       5 IQ9BT         59      15 0
QSO: 21278 PH 2014-10-25 1444 K4TOJ         59       5 S51TA         59      15 0
QSO: 21281 PH 2014-10-25 1446 K4TOJ         59       5 M4A           59      14 0
QSO: 21282 PH 2014-10-25 1447 K4TOJ         59       5 G5O           59      14 0
QSO: 21288 PH 2014-10-25 1450 K4TOJ         59       5 TG9IIN        59       7 0
QSO: 21289 PH 2014-10-25 1450 K4TOJ         59       5 DL5RDO        59      14 0
QSO: 21291 PH 2014-10-25 1452 K4TOJ         59       5 9A5W          59      15 0
QSO: 21293 PH 2014-10-25 1456 K4TOJ         59       5 EU1WW         59      16 0
QSO: 21306 PH 2014-10-25 1507 K4TOJ         59       5 9A5D          59      15 0
QSO: 21308 PH 2014-10-25 1508 K4TOJ         59       5 PI4A          59      14 0
QSO: 21315 PH 2014-10-25 1512 K4TOJ         59       5 DL2ARD        59      14 0
QSO: 21317 PH 2014-10-25 1514 K4TOJ         59       5 ES5RW         59      15 0
QSO: 21320 PH 2014-10-25 1515 K4TOJ         59       5 II9P          59      15 0
QSO: 21324 PH 2014-10-25 1520 K4TOJ         59       5 OM7JG         59      15 0
QSO: 21326 PH 2014-10-25 1522 K4TOJ         59       5 IO4W          59      15 0
