START-OF-LOG: 3.0
CALLSIGN: LY2BIS
CLAIMED-SCORE: 0
CLUB:
CONTEST: CQ-WW-SSB
NAME: MICHAIL NOSYREV
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: 20M
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
QSO:  7199 PH 2014-10-25 0226 LY2BIS        59  15        CT3DL         59  33
QSO:  7190 PH 2014-10-25 0227 LY2BIS        59  15        TM7G          59  14
QSO:  7187 PH 2014-10-25 0228 LY2BIS        59  15        EC2DX         59  14
QSO:  7194 PH 2014-10-25 0229 LY2BIS        59  15        IO7T          59  15
QSO:  7178 PH 2014-10-25 0230 LY2BIS        59  15        IB9T          59  15
QSO:  7173 PH 2014-10-25 0231 LY2BIS        59  15        OK6W          59  15
QSO:  7163 PH 2014-10-25 0234 LY2BIS        59  15        DF0HQ         59  14
QSO:  7156 PH 2014-10-25 0235 LY2BIS        59  15        EA3VN         59  14
QSO:  7146 PH 2014-10-25 0237 LY2BIS        59  15        CN3A          59  33
QSO:  7000 PH 2014-10-25 0240 LY2BIS        59  15        IZ7HHO        59  15
QSO:  7000 PH 2014-10-25 0240 LY2BIS        59  15        TC3P          59  20
QSO:  7132 PH 2014-10-25 0241 LY2BIS        59  15        UP2L          59  17
QSO:  7000 PH 2014-10-25 0245 LY2BIS        59  15        UA9JDP        59  17
QSO:  7099 PH 2014-10-25 0246 LY2BIS        59  15        EA3CI         59  14
QSO:  7094 PH 2014-10-25 0247 LY2BIS        59  15        ED5O          59  14
QSO:  7195 PH 2014-10-25 0250 LY2BIS        59  15        HZ1TL         59  21
QSO:  7186 PH 2014-10-25 0251 LY2BIS        59  15        W1NA          59  5
QSO:  7182 PH 2014-10-25 0252 LY2BIS        59  15        RM5A          59  16
QSO:  7000 PH 2014-10-25 0254 LY2BIS        59  15        IQ0EF         59  15
QSO:  7169 PH 2014-10-25 0257 LY2BIS        59  15        CR2X          59  14
QSO:  7160 PH 2014-10-25 0258 LY2BIS        59  15        LZ5R          59  20
QSO:  7152 PH 2014-10-25 0259 LY2BIS        59  15        CR6K          59  14
QSO:  7146 PH 2014-10-25 0300 LY2BIS        59  15        SZ3P          59  20
QSO:  7105 PH 2014-10-25 0307 LY2BIS        59  15        RT6A          59  16
QSO:  7000 PH 2014-10-25 0308 LY2BIS        59  15        IS0GRB        59  15
QSO:  7000 PH 2014-10-25 0311 LY2BIS        59  15        TC2BC         59  20
QSO:  7088 PH 2014-10-25 0311 LY2BIS        59  15        EE6E          59  14
