START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.11.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: TM1A
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 12323532
OPERATORS: F1ULQ F4GTB F4GTD F4HED F4HFY F4HKB F5GVA F5JTV F5MFV F5NQL F5RAB
OPERATORS: F6FVY F6GCP F6IRA F6JMT F9IE IU0BMX
CLUB: CLIPPERTON DX CLUB
NAME: Radio Club de Provins
SOAPBOX: Operating from F6KOP
QSO:  1830 PH 2014-10-25 0002 TM1A          59  14     TF4X          59  40     0
QSO:  1843 PH 2014-10-25 0003 TM1A          59  14     OT5A          59  14     0
QSO:  1850 PH 2014-10-25 0004 TM1A          59  14     DK1NO         59  14     0
QSO:  3801 PH 2014-10-25 0004 TM1A          59  14     K3LR          59  05     0
QSO:  1854 PH 2014-10-25 0004 TM1A          59  14     DF0AT         59  14     0
QSO:  1858 PH 2014-10-25 0005 TM1A          59  14     LY7M          59  15     0
QSO: 14217 PH 2014-10-25 0005 TM1A          59  14     N3AIU         59  03     0
QSO:  1866 PH 2014-10-25 0005 TM1A          59  14     DL7URH        59  14     0
QSO: 21218 PH 2014-10-25 0006 TM1A          59  14     MI0LJM        59  14     0
QSO: 21218 PH 2014-10-25 0006 TM1A          59  14     MI0LLG        59  14     0
QSO: 14217 PH 2014-10-25 0007 TM1A          59  14     N3BLQ         59  05     0
QSO:  1836 PH 2014-10-25 0007 TM1A          59  14     9A6TKS        59  15     0
QSO:  1837 PH 2014-10-25 0008 TM1A          59  14     M2W           59  14     0
QSO:  1837 PH 2014-10-25 0008 TM1A          59  14     EA5RU         59  14     0
QSO: 21218 PH 2014-10-25 0009 TM1A          59  14     GI0UVD        59  14     0
QSO:  1837 PH 2014-10-25 0009 TM1A          59  14     IK1YDB        59  15     0
QSO:  7102 PH 2014-10-25 0009 TM1A          59  14     CN3A          59  33     0
QSO:  1837 PH 2014-10-25 0009 TM1A          59  14     GT8IOM        59  14     0
QSO: 28440 PH 2014-10-25 0009 TM1A          59  14     NK7X          59  03     0
QSO:  7102 PH 2014-10-25 0010 TM1A          59  14     US0HZ         59  16     0
QSO: 14217 PH 2014-10-25 0010 TM1A          59  14     KH7XX         59  31     0
QSO: 28496 PH 2014-10-25 0011 TM1A          59  14     MM0TFU        59  14     0
QSO:  1838 PH 2014-10-25 0011 TM1A          59  14     OK1JOK        59  15     0
QSO:  1838 PH 2014-10-25 0011 TM1A          59  14     HG1S          59  15     0
QSO: 14217 PH 2014-10-25 0012 TM1A          59  14     UA0BA         59  18     0
QSO:  3685 PH 2014-10-25 0012 TM1A          59  14     DJ5AN         59  14     0
QSO:  1838 PH 2014-10-25 0012 TM1A          59  14     TM7F          59  14     0
QSO: 14217 PH 2014-10-25 0012 TM1A          59  14     LY6A          59  15     0
QSO:  1838 PH 2014-10-25 0012 TM1A          59  14     9A1P          59  15     0
QSO:  3685 PH 2014-10-25 0012 TM1A          59  14     IK2YCW        59  15     0
QSO:  1838 PH 2014-10-25 0013 TM1A          59  14     CN2AA         59  33     0
QSO:  3685 PH 2014-10-25 0013 TM1A          59  14     9A7A          59  15     0
QSO:  3685 PH 2014-10-25 0014 TM1A          59  14     EI1Y          59  14     0
QSO:  3685 PH 2014-10-25 0014 TM1A          59  14     OH1Z          59  15     0
QSO:  1838 PH 2014-10-25 0014 TM1A          59  14     LY5Q          59  15     0
QSO:  7110 PH 2014-10-25 0015 TM1A          59  14     P33W          59  20     0
QSO:  3685 PH 2014-10-25 0015 TM1A          59  14     4O3A          59  15     0
QSO: 14217 PH 2014-10-25 0015 TM1A          59  14     DM4X          59  14     0
QSO:  7134 PH 2014-10-25 0015 TM1A          59  14     K1KP          59  05     0
QSO:  1838 PH 2014-10-25 0016 TM1A          59  14     GD0AMD        59  14     0
QSO: 14217 PH 2014-10-25 0016 TM1A          59  14     G8JYV         59  14     0
QSO:  3685 PH 2014-10-25 0016 TM1A          59  14     EI7M          59  14     0
QSO: 14217 PH 2014-10-25 0017 TM1A          59  14     G7Y           59  14     0
QSO:  7157 PH 2014-10-25 0017 TM1A          59  14     9K2HN         59  21     0
QSO:  1847 PH 2014-10-25 0017 TM1A          59  14     DF0HQ         59  14     0
QSO:  3685 PH 2014-10-25 0018 TM1A          59  14     DL2CC         59  14     0
QSO:  1844 PH 2014-10-25 0018 TM1A          59  14     II9P          59  15     0
QSO: 14217 PH 2014-10-25 0019 TM1A          59  14     G6BDV/P       59  14     0
QSO:  7108 PH 2014-10-25 0019 TM1A          59  14     IK2YCW        59  15     0
QSO:  3685 PH 2014-10-25 0019 TM1A          59  14     OR5T          59  14     0
QSO:  1871 PH 2014-10-25 0020 TM1A          59  14     UT5UGR        59  16     0
QSO: 21349 PH 2014-10-25 0020 TM1A          59  14     MI0RRE        59  14     0
QSO: 14217 PH 2014-10-25 0020 TM1A          59  14     GI3SG         59  14     0
QSO:  3685 PH 2014-10-25 0023 TM1A          59  14     UD4F          59  16     0
QSO:  3685 PH 2014-10-25 0023 TM1A          59  14     F8KGS         59  14     0
QSO:  3685 PH 2014-10-25 0024 TM1A          59  14     IR5A          59  15     0
QSO:  3685 PH 2014-10-25 0025 TM1A          59  14     9A2EU         59  15     0
QSO:  3685 PH 2014-10-25 0025 TM1A          59  14     DJ6QT         59  14     0
QSO:  3685 PH 2014-10-25 0025 TM1A          59  14     DF9XV         59  14     0
QSO:  7101 PH 2014-10-25 0026 TM1A          59  14     LZ5R          59  20     0
QSO:  3685 PH 2014-10-25 0026 TM1A          59  14     RT6A          59  16     0
QSO:  3685 PH 2014-10-25 0026 TM1A          59  14     DL0ER         59  14     0
QSO:  3685 PH 2014-10-25 0027 TM1A          59  14     9A1P          59  15     0
QSO:  3685 PH 2014-10-25 0027 TM1A          59  14     G4R           59  14     0
QSO:  7101 PH 2014-10-25 0027 TM1A          59  14     RT0R          59  18     0
QSO:  3685 PH 2014-10-25 0028 TM1A          59  14     ON3AR         59  14     0
QSO:  7101 PH 2014-10-25 0028 TM1A          59  14     CN2AA         59  33     0
QSO:  3685 PH 2014-10-25 0028 TM1A          59  14     CN2AA         59  33     0
QSO:  1867 PH 2014-10-25 0029 TM1A          59  14     GM2T          59  14     0
QSO:  3685 PH 2014-10-25 0029 TM1A          59  14     OH2LZC        59  15     0
QSO:  3685 PH 2014-10-25 0030 TM1A          59  14     S51SL         59  15     0
QSO:  3685 PH 2014-10-25 0030 TM1A          59  14     LY2W          59  15     0
QSO:  3685 PH 2014-10-25 0031 TM1A          59  14     ED7P          59  14     0
QSO:  3685 PH 2014-10-25 0032 TM1A          59  14     IO5O          59  15     0
QSO:  1878 PH 2014-10-25 0032 TM1A          59  14     F6KDL         59  14     0
QSO:  3685 PH 2014-10-25 0032 TM1A          59  14     DL0WH         59  14     0
QSO:  7101 PH 2014-10-25 0032 TM1A          59  14     DL0CS         59  14     0
QSO:  3685 PH 2014-10-25 0032 TM1A          59  14     SN2B          59  15     0
QSO:  3685 PH 2014-10-25 0033 TM1A          59  14     UR5E          59  16     0
QSO:  3685 PH 2014-10-25 0033 TM1A          59  14     DL0CS         59  14     0
QSO:  3685 PH 2014-10-25 0033 TM1A          59  14     IQ0LT         59  15     0
QSO:  3685 PH 2014-10-25 0033 TM1A          59  14     SO5MAX        59  15     0
QSO:  3685 PH 2014-10-25 0034 TM1A          59  14     IR4M          59  15     0
