START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: EA6/DK5IR
CATEGORY-ASSISTED: NON-ASSISTED
CLAIMED-SCORE: 281792
CREATED-BY: RCKLog V3.27
OPERATORS: EA6/DK5IR
CLUB: BAVARIAN CONTEST CLUB
NAME: Jochen Sommer
SOAPBOX: Icom IC-7000 Ant. Multiband GPA + Tuner 5m above the ground.
SOAPBOX:
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
QSO:  7148 PH 2014-10-25 0554 EA6/DK5IR     59  14     DF0AT         59  14     0
QSO:  7148 PH 2014-10-25 0556 EA6/DK5IR     59  14     K9CT          59  04     0
QSO:  7170 PH 2014-10-25 0558 EA6/DK5IR     59  14     K1IR          59  05     0
QSO:  3676 PH 2014-10-25 0604 EA6/DK5IR     59  14     EA1PP         59  14     0
QSO:  7082 PH 2014-10-25 0613 EA6/DK5IR     59  14     VY2TT         59  05     0
QSO:  7097 PH 2014-10-25 0615 EA6/DK5IR     59  14     OR1Z          59  14     0
QSO:  7122 PH 2014-10-25 0618 EA6/DK5IR     59  14     OK6W          59  15     0
QSO:  7142 PH 2014-10-25 0625 EA6/DK5IR     59  14     K3LR          59  05     0
QSO:  7178 PH 2014-10-25 0632 EA6/DK5IR     59  14     CN2R          59  33     0
QSO:  7183 PH 2014-10-25 0633 EA6/DK5IR     59  14     II9P          59  15     0
QSO:  7186 PH 2014-10-25 0633 EA6/DK5IR     59  14     ED1R          59  14     0
QSO:  7199 PH 2014-10-25 0634 EA6/DK5IR     59  14     CT3DL         59  33     0
QSO:  7176 PH 2014-10-25 0637 EA6/DK5IR     59  14     ED7P          59  14     0
QSO:  7163 PH 2014-10-25 0641 EA6/DK5IR     59  14     DF0HQ         59  14     0
QSO:  7135 PH 2014-10-25 0645 EA6/DK5IR     59  14     K4XS          59  05     0
QSO: 28405 PH 2014-10-25 0651 EA6/DK5IR     59  14     UW2M          59  16     0
QSO: 28411 PH 2014-10-25 0651 EA6/DK5IR     59  14     RL3A          59  16     0
QSO: 28417 PH 2014-10-25 0652 EA6/DK5IR     59  14     5B4ALX        59  20     0
QSO: 28376 PH 2014-10-25 0654 EA6/DK5IR     59  14     UA5B          59  16     0
QSO: 28357 PH 2014-10-25 0656 EA6/DK5IR     59  14     RZ8U          59  18     0
QSO: 28385 PH 2014-10-25 0659 EA6/DK5IR     59  14     UR4CYT        59  16     0
QSO: 28385 PH 2014-10-25 0659 EA6/DK5IR     59  14     UX0UW         59  16     0
QSO: 28385 PH 2014-10-25 0659 EA6/DK5IR     59  14     UT8AL         59  16     0
QSO: 28385 PH 2014-10-25 0701 EA6/DK5IR     59  14     UW7RV         59  16     0
QSO: 28439 PH 2014-10-25 0704 EA6/DK5IR     59  14     JA8RWU        59  25     0
QSO: 28475 PH 2014-10-25 0705 EA6/DK5IR     59  14     UT7EZZ        59  16     0
QSO: 28501 PH 2014-10-25 0710 EA6/DK5IR     59  14     OG6N          59  15     0
