START-OF-LOG: 3.0
CALLSIGN: F4ETG
LOCATION: FRANCE
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 460010
CREATED-BY: RUMped Ver. 3.2.10  by Tom, DL2RUM
NAME: Olivier Marchal
OPERATORS: F4ETG
SOAPBOX: What a blast ! Year after year, thanks to all!
QSO: 14000 PH 2014-10-25 1346 F4ETG         59      14 IK3UNA/1      59      15 0
QSO: 14000 PH 2014-10-25 1347 F4ETG         59      14 RW0A          59      18 0
QSO: 14000 PH 2014-10-25 1347 F4ETG         59      14 5Q5R          59      14 0
QSO: 14000 PH 2014-10-25 1348 F4ETG         59      14 S52OT         59      15 0
QSO: 14000 PH 2014-10-25 1350 F4ETG         59      14 UB7K          59      16 0
QSO: 14000 PH 2014-10-25 1351 F4ETG         59      14 OE3DMA        59      15 0
QSO: 14000 PH 2014-10-25 1353 F4ETG         59      14 PA4PS         59      14 0
QSO: 14000 PH 2014-10-25 1353 F4ETG         59      14 EI4KF         59      14 0
QSO: 28000 PH 2014-10-25 1400 F4ETG         59      14 VC2T          59       5 0
QSO: 28000 PH 2014-10-25 1400 F4ETG         59      14 CG3AT         59       4 0
QSO: 28000 PH 2014-10-25 1402 F4ETG         59      14 VE3EJ         59       4 0
QSO: 28000 PH 2014-10-25 1405 F4ETG         59      14 FY5FY         59       9 0
QSO: 28000 PH 2014-10-25 1407 F4ETG         59      14 K3ZO          59       5 0
QSO: 28000 PH 2014-10-25 1408 F4ETG         59      14 PW2D          59      11 0
QSO: 28000 PH 2014-10-25 1409 F4ETG         59      14 K1RX          59       5 0
QSO: 28000 PH 2014-10-25 1410 F4ETG         59      14 PX2B          59      11 0
QSO: 28000 PH 2014-10-25 1416 F4ETG         59      14 HG7T          59      15 0
QSO: 28000 PH 2014-10-25 1417 F4ETG         59      14 N1MM          59       5 0
QSO: 28000 PH 2014-10-25 1418 F4ETG         59      14 K9CT          59       4 0
QSO: 28000 PH 2014-10-25 1420 F4ETG         59      14 SX9C          59      20 0
QSO: 28000 PH 2014-10-25 1421 F4ETG         59      14 AB4B          59       4 0
QSO: 28000 PH 2014-10-25 1421 F4ETG         59      14 W3EP          59       5 0
QSO: 28000 PH 2014-10-25 1422 F4ETG         59      14 PJ2T          59       9 0
QSO: 28000 PH 2014-10-25 1423 F4ETG         59      14 W1AW/8        59       4 0
QSO: 28000 PH 2014-10-25 1424 F4ETG         59      14 W4RM          59       5 0
QSO: 28000 PH 2014-10-25 1430 F4ETG         59      14 K0DEQ         59       4 0
QSO: 28000 PH 2014-10-25 1431 F4ETG         59      14 K2AX          59       5 0
QSO: 28000 PH 2014-10-25 1432 F4ETG         59      14 VY2ZM         59       5 0
QSO: 28000 PH 2014-10-25 1432 F4ETG         59      14 W2AXR         59       5 0
QSO: 28000 PH 2014-10-25 1433 F4ETG         59      14 VY2TT         59       5 0
QSO: 28000 PH 2014-10-25 1434 F4ETG         59      14 RG5A          59      16 0
QSO: 28000 PH 2014-10-25 1434 F4ETG         59      14 AA1K          59       5 0
QSO: 28000 PH 2014-10-25 1435 F4ETG         59      14 K3EL          59       5 0
QSO: 28000 PH 2014-10-25 1436 F4ETG         59      14 K8MFO         59       4 0
QSO: 28000 PH 2014-10-25 1440 F4ETG         59      14 N2SR          59       5 0
QSO: 28000 PH 2014-10-25 1441 F4ETG         59      14 SV9CVY        59      20 0
QSO: 28000 PH 2014-10-25 1442 F4ETG         59      14 K4RO          59       4 0
QSO: 28000 PH 2014-10-25 1444 F4ETG         59      14 NT5V          59       4 0
QSO: 28000 PH 2014-10-25 1445 F4ETG         59      14 NV9L          59       4 0
QSO: 28000 PH 2014-10-25 1447 F4ETG         59      14 K3UL          59       5 0
QSO: 28000 PH 2014-10-25 1448 F4ETG         59      14 W3MF          59       5 0
QSO: 28000 PH 2014-10-25 1450 F4ETG         59      14 N2RM          59       5 0
QSO: 28000 PH 2014-10-25 1450 F4ETG         59      14 UX0LL         59      16 0
QSO: 28000 PH 2014-10-25 1453 F4ETG         59      14 VE2IM         59       2 0
QSO: 28000 PH 2014-10-25 1456 F4ETG         59      14 N1UR          59       5 0
QSO: 28000 PH 2014-10-25 1457 F4ETG         59      14 CX5UR         59      13 0
QSO: 28000 PH 2014-10-25 1459 F4ETG         59      14 UA3AGW        59      16 0
QSO: 28000 PH 2014-10-25 1503 F4ETG         59      14 A73A          59      21 0
QSO: 21000 PH 2014-10-25 1509 F4ETG         59      14 PJ4DX         59       9 0
QSO: 21000 PH 2014-10-25 1510 F4ETG         59      14 SK0QO         59      14 0
QSO: 21000 PH 2014-10-25 1512 F4ETG         59      14 YY2CAR        59       9 0
QSO: 21000 PH 2014-10-25 1513 F4ETG         59      14 EU6AF         59      16 0
QSO: 21000 PH 2014-10-25 1514 F4ETG         59      14 TM5KD         59       9 0
QSO: 21000 PH 2014-10-25 1514 F4ETG         59      14 IT9WDC        59      15 0
QSO: 21000 PH 2014-10-25 1520 F4ETG         59      14 ZD8W          59      36 0
QSO: 21000 PH 2014-10-25 1532 F4ETG         59      14 C45T          59      20 0
QSO: 21000 PH 2014-10-25 1533 F4ETG         59      14 NW2K          59       5 0
QSO: 21000 PH 2014-10-25 1534 F4ETG         59      14 VK9LM         59      30 0
QSO: 21000 PH 2014-10-25 1538 F4ETG         59      14 P33W          59      20 0
QSO: 21000 PH 2014-10-25 1540 F4ETG         59      14 KP3Z          59       8 0
QSO: 21000 PH 2014-10-25 1544 F4ETG         59      14 8P5A          59       8 0
QSO: 21000 PH 2014-10-25 1549 F4ETG         59      14 VP5T          59       8 0
QSO: 21000 PH 2014-10-25 1550 F4ETG         59      14 R7LV          59      16 0
QSO: 21000 PH 2014-10-25 1551 F4ETG         59      14 YT7Z          59      15 0
QSO: 21000 PH 2014-10-25 1552 F4ETG         59      14 9A5D          59      15 0
QSO: 21000 PH 2014-10-25 1553 F4ETG         59      14 OM7JG         59      15 0
QSO: 21000 PH 2014-10-25 1554 F4ETG         59      14 LB6KC         59      14 0
QSO: 21000 PH 2014-10-25 1556 F4ETG         59      14 PI4AMF        59      14 0
QSO: 28000 PH 2014-10-25 1600 F4ETG         59      14 NP4X          59       8 0
QSO: 28000 PH 2014-10-25 1604 F4ETG         59      14 CQ3L          59      33 0
QSO: 28000 PH 2014-10-25 1604 F4ETG         59      14 K8AZ          59       4 0
QSO: 28000 PH 2014-10-25 1605 F4ETG         59      14 KE2TR         59       5 0
QSO: 28000 PH 2014-10-25 1606 F4ETG         59      14 WA1JMP        59       5 0
QSO: 28000 PH 2014-10-25 1614 F4ETG         59      14 PJ4X          59       9 0
QSO: 28000 PH 2014-10-25 1615 F4ETG         59      14 PT7ZT         59      11 0
QSO: 28000 PH 2014-10-25 1616 F4ETG         59      14 W1AW/7        59       3 0
QSO: 28000 PH 2014-10-25 1617 F4ETG         59      14 K2LE          59       5 0
QSO: 28000 PH 2014-10-25 1620 F4ETG         59      14 OM2VL         59      15 0
QSO: 28000 PH 2014-10-25 1620 F4ETG         59      14 KF2O          59       5 0
QSO: 28000 PH 2014-10-25 1623 F4ETG         59      14 N2TX          59       5 0
QSO: 28000 PH 2014-10-25 1623 F4ETG         59      14 KP3Z          59       8 0
QSO: 28000 PH 2014-10-25 1626 F4ETG         59      14 N4UU          59       5 0
QSO: 28000 PH 2014-10-25 1626 F4ETG         59      14 VE4EA         59       4 0
QSO: 28000 PH 2014-10-25 1627 F4ETG         59      14 VE3BW         59       4 0
QSO: 28000 PH 2014-10-25 1627 F4ETG         59      14 NA5NN         59       4 0
QSO: 28000 PH 2014-10-25 1628 F4ETG         59      14 PY2UD         59      11 0
QSO: 28000 PH 2014-10-25 1630 F4ETG         59      14 PY2VI         59      11 0
QSO: 28000 PH 2014-10-25 1630 F4ETG         59      14 HA3NU         59      15 0
QSO: 28000 PH 2014-10-25 1633 F4ETG         59      14 ZF2DX         59       8 0
QSO: 28000 PH 2014-10-25 1634 F4ETG         59      14 P40W          59       9 0
QSO: 28000 PH 2014-10-25 1635 F4ETG         59      14 VE3MIS        59       4 0
QSO: 14000 PH 2014-10-25 1638 F4ETG         59      14 EA3IN         59      14 0
QSO: 14000 PH 2014-10-25 1640 F4ETG         59      14 RM2U          59      16 0
QSO: 14000 PH 2014-10-25 1640 F4ETG         59      14 IV3CNZ        59      15 0
QSO: 14000 PH 2014-10-25 1642 F4ETG         59      14 EA4KR         59      14 0
QSO: 14000 PH 2014-10-25 1645 F4ETG         59      14 CS2C          59      14 0
QSO: 14000 PH 2014-10-25 1645 F4ETG         59      14 OM3KFF        59      15 0
QSO: 14000 PH 2014-10-25 1646 F4ETG         59      14 EA6/GM0EGI    59      14 0
QSO: 14000 PH 2014-10-25 1646 F4ETG         59      14 OM0M          59      15 0
QSO: 14000 PH 2014-10-25 1648 F4ETG         59      14 RC3W          59      16 0
QSO: 14000 PH 2014-10-25 1648 F4ETG         59      14 EA1IJF        59      14 0
QSO: 14000 PH 2014-10-25 1649 F4ETG         59      14 OM5DX         59      15 0
QSO: 14000 PH 2014-10-25 1651 F4ETG         59      14 YP7P          59      20 0
QSO: 14000 PH 2014-10-25 1651 F4ETG         59      14 OL1Z          59      15 0
QSO: 28000 PH 2014-10-25 1657 F4ETG         59      14 VC3V          59       4 0
QSO: 28000 PH 2014-10-25 1658 F4ETG         59      14 VE3BZ         59       4 0
QSO: 28000 PH 2014-10-25 1659 F4ETG         59      14 PJ4DX         59       9 0
QSO: 28000 PH 2014-10-25 1702 F4ETG         59      14 NW3Y          59       5 0
QSO: 28000 PH 2014-10-25 1704 F4ETG         59      14 YU7AV         59      15 0
QSO: 28000 PH 2014-10-25 1704 F4ETG         59      14 HA3DX         59      15 0
QSO: 28000 PH 2014-10-25 1708 F4ETG         59      14 IZ8EPX        59      15 0
QSO: 28000 PH 2014-10-25 1708 F4ETG         59      14 S53O          59      15 0
QSO: 28000 PH 2014-10-25 1711 F4ETG         59      14 N3RS          59       5 0
QSO: 28000 PH 2014-10-25 1713 F4ETG         59      14 VP5DX         59       8 0
QSO: 28000 PH 2014-10-25 1714 F4ETG         59      14 W3BGN         59       5 0
QSO: 21000 PH 2014-10-25 1717 F4ETG         59      14 TO0X          59      39 0
QSO: 21000 PH 2014-10-25 1718 F4ETG         59      14 CT4HA         59      14 0
QSO: 21000 PH 2014-10-25 1718 F4ETG         59      14 CT1EVE        59      14 0
QSO: 21000 PH 2014-10-25 1719 F4ETG         59      14 VE6SV         59       4 0
QSO: 21000 PH 2014-10-25 1721 F4ETG         59      14 CS2P          59      14 0
QSO: 21000 PH 2014-10-25 1721 F4ETG         59      14 YU5R          59      15 0
QSO: 21000 PH 2014-10-25 1726 F4ETG         59      14 HG6N          59      15 0
QSO: 21000 PH 2014-10-25 1729 F4ETG         59      14 S50A          59      15 0
QSO: 21000 PH 2014-10-25 1729 F4ETG         59      14 ED9K          59      33 0
QSO: 21000 PH 2014-10-25 1732 F4ETG         59      14 EA8DD         59      33 0
QSO: 14000 PH 2014-10-25 1746 F4ETG         59      14 YU5R          59      15 0
QSO: 14000 PH 2014-10-25 1748 F4ETG         59      14 SP9KAO        59      15 0
QSO: 14000 PH 2014-10-25 1748 F4ETG         59      14 YO3VU         59      20 0
QSO: 14000 PH 2014-10-25 1750 F4ETG         59      14 R7AB          59      16 0
QSO: 14000 PH 2014-10-25 1750 F4ETG         59      14 EN0U          59      16 0
QSO: 14000 PH 2014-10-25 1750 F4ETG         59      14 LZ6B          59      20 0
QSO: 14000 PH 2014-10-25 1751 F4ETG         59      14 OM7M          59      15 0
QSO: 14000 PH 2014-10-25 1754 F4ETG         59      14 E70T          59      15 0
QSO: 14000 PH 2014-10-25 1755 F4ETG         59      14 RT6A          59      16 0
QSO: 14000 PH 2014-10-25 1755 F4ETG         59      14 ED5O          59      14 0
QSO: 14000 PH 2014-10-25 1758 F4ETG         59      14 HG1S          59      15 0
QSO: 14000 PH 2014-10-25 1857 F4ETG         59      14 K3LR          59       5 0
QSO: 14000 PH 2014-10-25 1858 F4ETG         59      14 K3WW          59       5 0
QSO: 14000 PH 2014-10-25 1901 F4ETG         59      14 IK6SNR        59      15 0
QSO: 14000 PH 2014-10-25 1902 F4ETG         59      14 ED7R          59      14 0
QSO: 14000 PH 2014-10-25 1903 F4ETG         59      14 K1KP          59       5 0
QSO: 14000 PH 2014-10-25 1904 F4ETG         59      14 S53EA         59      15 0
QSO: 14000 PH 2014-10-25 1905 F4ETG         59      14 S50G          59      15 0
QSO: 14000 PH 2014-10-25 1906 F4ETG         59      14 IK2YCW        59      15 0
QSO: 14000 PH 2014-10-25 1907 F4ETG         59      14 IR2L          59      15 0
QSO: 14000 PH 2014-10-25 1908 F4ETG         59      14 EE5T          59      14 0
QSO: 14000 PH 2014-10-25 1910 F4ETG         59      14 IZ0PAU        59      15 0
QSO: 21000 PH 2014-10-25 1914 F4ETG         59      14 CG3AT         59       4 0
QSO: 21000 PH 2014-10-25 1914 F4ETG         59      14 K1KI          59       5 0
QSO: 21000 PH 2014-10-25 1915 F4ETG         59      14 WX3B          59       5 0
QSO: 21000 PH 2014-10-25 1916 F4ETG         59      14 K3LR          59       5 0
QSO: 21000 PH 2014-10-25 1917 F4ETG         59      14 WE3C          59       5 0
QSO: 21000 PH 2014-10-25 1918 F4ETG         59      14 KB1HNZ        59       5 0
QSO: 21000 PH 2014-10-25 1927 F4ETG         59      14 HK1NA         59       9 0
QSO: 21000 PH 2014-10-25 1928 F4ETG         59      14 W1NA          59       5 0
QSO: 21000 PH 2014-10-25 1929 F4ETG         59      14 WA1Z          59       5 0
QSO: 21000 PH 2014-10-25 1932 F4ETG         59      14 LT1F          59      13 0
QSO: 21000 PH 2014-10-25 1957 F4ETG         59      14 V26B          59       8 0
QSO: 21000 PH 2014-10-25 2017 F4ETG         59      14 W4RM          59       5 0
QSO: 21000 PH 2014-10-25 2020 F4ETG         59      14 LU7MT         59      13 0
QSO: 21000 PH 2014-10-25 2022 F4ETG         59      14 3G1B          59      12 0
QSO: 21000 PH 2014-10-25 2025 F4ETG         59      14 LU8YE         59      13 0
QSO: 14000 PH 2014-10-25 2032 F4ETG         59      14 8P5A          59       8 0
QSO: 14000 PH 2014-10-25 2033 F4ETG         59      14 CG3AT         59       4 0
QSO: 14000 PH 2014-10-25 2033 F4ETG         59      14 VE3EJ         59       4 0
QSO: 14000 PH 2014-10-25 2038 F4ETG         59      14 W1GQ          59       5 0
QSO: 14000 PH 2014-10-25 2043 F4ETG         59      14 CT7AIU        59      14 0
QSO: 14000 PH 2014-10-25 2047 F4ETG         59      14 ED9K          59      33 0
QSO: 14000 PH 2014-10-25 2052 F4ETG         59      14 YV4NN         59       9 0
QSO: 14000 PH 2014-10-25 2101 F4ETG         59      14 VE2IM         59       2 0
QSO: 14000 PH 2014-10-25 2122 F4ETG         59      14 VY2TT         59       5 0
QSO: 14000 PH 2014-10-25 2122 F4ETG         59      14 HK1NA         59       9 0
QSO: 14000 PH 2014-10-25 2129 F4ETG         59      14 K1RX          59       5 0
QSO: 14000 PH 2014-10-25 2131 F4ETG         59      14 VO1MP         59       5 0
QSO: 14000 PH 2014-10-25 2133 F4ETG         59      14 K1LZ          59       5 0
QSO: 14000 PH 2014-10-25 2137 F4ETG         59      14 WK1Q          59       5 0
QSO: 14000 PH 2014-10-25 2142 F4ETG         59      14 NQ4I          59       5 0
QSO:  7000 PH 2014-10-25 2149 F4ETG         59      14 YT7A          59      15 0
QSO:  7000 PH 2014-10-25 2149 F4ETG         59      14 HG7T          59      15 0
QSO:  7000 PH 2014-10-25 2151 F4ETG         59      14 CT3DL         59      33 0
QSO:  7000 PH 2014-10-25 2156 F4ETG         59      14 YL9T          59      15 0
QSO:  7000 PH 2014-10-25 2157 F4ETG         59      14 LY7A          59      15 0
QSO:  7000 PH 2014-10-25 2159 F4ETG         59      14 ED1R          59      14 0
QSO: 14000 PH 2014-10-25 2208 F4ETG         59      14 CN2AA         59      33 0
QSO: 14000 PH 2014-10-25 2212 F4ETG         59      14 W3LL          59       5 0
QSO: 14000 PH 2014-10-25 2213 F4ETG         59      14 V26B          59       8 0
QSO: 14000 PH 2014-10-26 0640 F4ETG         59      14 E73ESP        59      15 0
QSO: 14000 PH 2014-10-26 0640 F4ETG         59      14 9A0W          59      15 0
QSO: 14000 PH 2014-10-26 0642 F4ETG         59      14 UX7FD         59      16 0
QSO: 14000 PH 2014-10-26 0644 F4ETG         59      14 LY2BIS        59      15 0
QSO: 14000 PH 2014-10-26 0645 F4ETG         59      14 J79X          59       8 0
QSO: 14000 PH 2014-10-26 0647 F4ETG         59      14 S52NR         59      15 0
QSO: 14000 PH 2014-10-26 0649 F4ETG         59      14 CW5W          59      13 0
QSO: 14000 PH 2014-10-26 0649 F4ETG         59      14 HA6NL         59      15 0
QSO: 14000 PH 2014-10-26 0651 F4ETG         59      14 UY2UQ         59      16 0
QSO: 14000 PH 2014-10-26 0652 F4ETG         59      14 UW5ZM         59      16 0
QSO: 14000 PH 2014-10-26 0655 F4ETG         59      14 ES5G          59      15 0
QSO: 14000 PH 2014-10-26 0656 F4ETG         59      14 II9P          59      15 0
QSO: 21000 PH 2014-10-26 0658 F4ETG         59      14 YL2014W       59      15 0
QSO: 21000 PH 2014-10-26 0659 F4ETG         59      14 UP0L          59      17 0
QSO: 21000 PH 2014-10-26 0701 F4ETG         59      14 R7AB          59      16 0
QSO: 21000 PH 2014-10-26 0702 F4ETG         59      14 LY5R          59      15 0
QSO: 21000 PH 2014-10-26 0703 F4ETG         59      14 UP9L          59      17 0
QSO: 21000 PH 2014-10-26 0704 F4ETG         59      14 SV1PMR        59      20 0
QSO: 21000 PH 2014-10-26 0706 F4ETG         59      14 ES5RW         59      15 0
QSO: 21000 PH 2014-10-26 0707 F4ETG         59      14 YP7P          59      20 0
QSO: 21000 PH 2014-10-26 0710 F4ETG         59      14 Z37Y          59      15 0
QSO: 21000 PH 2014-10-26 0710 F4ETG         59      14 OH3OJ         59      15 0
QSO: 21000 PH 2014-10-26 0711 F4ETG         59      14 YL5W          59      15 0
QSO: 14000 PH 2014-10-26 0715 F4ETG         59      14 SM7PEV        59      14 0
QSO: 14000 PH 2014-10-26 0717 F4ETG         59      14 SO9C          59      15 0
QSO: 14000 PH 2014-10-26 0718 F4ETG         59      14 OH1Z          59      15 0
QSO: 14000 PH 2014-10-26 0719 F4ETG         59      14 OZ7X          59      14 0
QSO: 14000 PH 2014-10-26 0725 F4ETG         59      14 SP8IMG        59      15 0
QSO: 14000 PH 2014-10-26 0726 F4ETG         59      14 OZ5AGJ        59      14 0
QSO: 14000 PH 2014-10-26 0729 F4ETG         59      14 NP2X          59       8 0
QSO: 14000 PH 2014-10-26 0730 F4ETG         59      14 DM4X          59      14 0
QSO: 14000 PH 2014-10-26 0730 F4ETG         59      14 DL9LM         59      14 0
QSO: 14000 PH 2014-10-26 0731 F4ETG         59      14 LY4A          59      15 0
QSO: 14000 PH 2014-10-26 0733 F4ETG         59      14 SX2V          59      20 0
QSO: 14000 PH 2014-10-26 0734 F4ETG         59      14 CR6P          59      14 0
QSO: 14000 PH 2014-10-26 0735 F4ETG         59      14 3Z6QRO        59      15 0
QSO: 14000 PH 2014-10-26 0735 F4ETG         59      14 ED1R          59      14 0
QSO: 14000 PH 2014-10-26 0740 F4ETG         59      14 OL3R          59      15 0
QSO: 14000 PH 2014-10-26 0746 F4ETG         59      14 PW2D          59      11 0
QSO: 14000 PH 2014-10-26 0750 F4ETG         59      14 EA6URA        59      14 0
QSO: 14000 PH 2014-10-26 0751 F4ETG         59      14 EA3NN         59      14 0
QSO: 14000 PH 2014-10-26 0752 F4ETG         59      14 IZ1LGV        59      15 0
QSO: 14000 PH 2014-10-26 0754 F4ETG         59      14 5Q2J          59      14 0
QSO: 14000 PH 2014-10-26 0755 F4ETG         59      14 EA3VN         59      14 0
QSO: 14000 PH 2014-10-26 0800 F4ETG         59      14 OL9R          59      15 0
QSO: 14000 PH 2014-10-26 0801 F4ETG         59      14 EA8/LY2IJ     59      33 0
QSO: 14000 PH 2014-10-26 0804 F4ETG         59      14 VK9LM         59      30 0
QSO: 21000 PH 2014-10-26 0809 F4ETG         59      14 EW6AF         59      16 0
QSO: 21000 PH 2014-10-26 0810 F4ETG         59      14 RU5TT         59      16 0
QSO: 21000 PH 2014-10-26 0810 F4ETG         59      14 UA5B          59      16 0
QSO: 21000 PH 2014-10-26 0812 F4ETG         59      14 VR2XAN        59      24 0
QSO: 21000 PH 2014-10-26 0814 F4ETG         59      14 SK3W          59      14 0
QSO: 21000 PH 2014-10-26 0815 F4ETG         59      14 OM6TY         59      15 0
QSO: 21000 PH 2014-10-26 0816 F4ETG         59      14 4X7R          59      20 0
QSO: 21000 PH 2014-10-26 0821 F4ETG         59      14 YO2DFA        59      20 0
QSO: 21000 PH 2014-10-26 0829 F4ETG         59      14 IB9T          59      15 0
QSO: 21000 PH 2014-10-26 0831 F4ETG         59      14 TF3CW         59      40 0
QSO: 21000 PH 2014-10-26 0832 F4ETG         59      14 OH8L          59      15 0
QSO: 28000 PH 2014-10-26 0837 F4ETG         59      14 UR4CYT        59      16 0
QSO: 28000 PH 2014-10-26 0838 F4ETG         59      14 JA6LCJ        59      25 0
QSO: 28000 PH 2014-10-26 0839 F4ETG         59      14 RW9DX         59      17 0
QSO: 28000 PH 2014-10-26 0840 F4ETG         59      14 RL3A          59      16 0
QSO: 28000 PH 2014-10-26 0842 F4ETG         59      14 RG9A          59      17 0
QSO: 28000 PH 2014-10-26 0845 F4ETG         59      14 JA7OWD        59      25 0
QSO: 28000 PH 2014-10-26 0852 F4ETG         59      14 OH4MDY        59      15 0
QSO: 28000 PH 2014-10-26 0857 F4ETG         59      14 SJ2W          59      14 0
QSO: 28000 PH 2014-10-26 0858 F4ETG         59      14 UN7JX         59      17 0
QSO: 28000 PH 2014-10-26 0900 F4ETG         59      14 4X6HX         59      20 0
QSO: 28000 PH 2014-10-26 0902 F4ETG         59      14 US5EOI        59      16 0
QSO: 28000 PH 2014-10-26 0903 F4ETG         59      14 J47X          59      20 0
QSO: 28000 PH 2014-10-26 0904 F4ETG         59      14 RK3SWB        59      16 0
QSO: 28000 PH 2014-10-26 0905 F4ETG         59      14 HA9A          59      15 0
QSO: 28000 PH 2014-10-26 0907 F4ETG         59      14 EU6AF         59      16 0
QSO: 28000 PH 2014-10-26 0907 F4ETG         59      14 SF3A          59      14 0
QSO: 28000 PH 2014-10-26 0913 F4ETG         59      14 RW7M          59      16 0
QSO: 28000 PH 2014-10-26 0915 F4ETG         59      14 RT6A          59      16 0
QSO: 28000 PH 2014-10-26 0916 F4ETG         59      14 S79K          59      39 0
QSO: 28000 PH 2014-10-26 0920 F4ETG         59      14 ES1TU         59      15 0
QSO: 21000 PH 2014-10-26 0928 F4ETG         59      14 OK2XKA        59      15 0
QSO: 21000 PH 2014-10-26 0929 F4ETG         59      14 YR8D          59      20 0
QSO: 21000 PH 2014-10-26 0930 F4ETG         59      14 OH5Z          59      15 0
QSO: 21000 PH 2014-10-26 0932 F4ETG         59      14 P32A          59      20 0
QSO: 21000 PH 2014-10-26 0934 F4ETG         59      14 S57AW         59      15 0
QSO: 21000 PH 2014-10-26 0935 F4ETG         59      14 S51TA         59      15 0
QSO: 21000 PH 2014-10-26 0936 F4ETG         59      14 9A7A          59      15 0
QSO: 21000 PH 2014-10-26 0937 F4ETG         59      14 OZ11A         59      14 0
QSO: 21000 PH 2014-10-26 0937 F4ETG         59      14 LY2W          59      15 0
QSO: 21000 PH 2014-10-26 0938 F4ETG         59      14 EE5C          59      14 0
QSO: 21000 PH 2014-10-26 0940 F4ETG         59      14 SK7K          59      14 0
QSO: 21000 PH 2014-10-26 0940 F4ETG         59      14 ES4RD         59      15 0
QSO: 21000 PH 2014-10-26 0941 F4ETG         59      14 EA1IJF        59      14 0
QSO: 21000 PH 2014-10-26 0941 F4ETG         59      14 ED1T          59      14 0
QSO: 28000 PH 2014-10-26 0943 F4ETG         59      14 UN6P          59      17 0
QSO: 28000 PH 2014-10-26 0945 F4ETG         59      14 RU9AZ         59      17 0
QSO: 28000 PH 2014-10-26 0946 F4ETG         59      14 YL9T          59      15 0
QSO: 28000 PH 2014-10-26 0955 F4ETG         59      14 OH6K          59      15 0
QSO: 28000 PH 2014-10-26 0956 F4ETG         59      14 OH1Z          59      15 0
QSO: 28000 PH 2014-10-26 0958 F4ETG         59      14 UW2M          59      16 0
QSO: 28000 PH 2014-10-26 1000 F4ETG         59      14 RO4I          59      16 0
QSO: 28000 PH 2014-10-26 1005 F4ETG         59      14 IW0SAF        59      15 0
QSO: 28000 PH 2014-10-26 1012 F4ETG         59      14 A92GR         59      21 0
QSO: 28000 PH 2014-10-26 1013 F4ETG         59      14 UX4E          59      16 0
QSO: 28000 PH 2014-10-26 1015 F4ETG         59      14 OG2A          59      15 0
QSO: 28000 PH 2014-10-26 1016 F4ETG         59      14 UP2L          59      17 0
QSO: 28000 PH 2014-10-26 1017 F4ETG         59      14 II9P          59      15 0
QSO: 28000 PH 2014-10-26 1017 F4ETG         59      14 LU5MT         59      13 0
QSO: 28000 PH 2014-10-26 1018 F4ETG         59      14 YL2014W       59      15 0
QSO: 28000 PH 2014-10-26 1018 F4ETG         59      14 OH5Z          59      15 0
QSO: 28000 PH 2014-10-26 1019 F4ETG         59      14 CE3CT         59      12 0
QSO: 28000 PH 2014-10-26 1020 F4ETG         59      14 CT9/OM3GI     59      33 0
QSO: 28000 PH 2014-10-26 1028 F4ETG         59      14 LZ1ND         59      20 0
QSO: 28000 PH 2014-10-26 1030 F4ETG         59      14 YT2T          59      15 0
QSO: 28000 PH 2014-10-26 1030 F4ETG         59      14 UA9CTT        59      17 0
QSO: 28000 PH 2014-10-26 1033 F4ETG         59      14 R3AP          59      16 0
QSO: 28000 PH 2014-10-26 1033 F4ETG         59      14 UT5ID         59      16 0
QSO: 28000 PH 2014-10-26 1034 F4ETG         59      14 RT8O          59      18 0
QSO: 28000 PH 2014-10-26 1034 F4ETG         59      14 RD4F          59      16 0
QSO: 28000 PH 2014-10-26 1035 F4ETG         59      14 TA1AGA        59      20 0
QSO: 28000 PH 2014-10-26 1036 F4ETG         59      14 RZ3LC         59      16 0
QSO: 28000 PH 2014-10-26 1036 F4ETG         59      14 CT3HF         59      33 0
QSO: 28000 PH 2014-10-26 1037 F4ETG         59      14 UR3CMA        59      16 0
QSO: 28000 PH 2014-10-26 1038 F4ETG         59      14 UA9CUA        59      17 0
QSO: 28000 PH 2014-10-26 1041 F4ETG         59      14 JV5A          59      23 0
QSO: 28000 PH 2014-10-26 1041 F4ETG         59      14 ES1O          59      15 0
QSO: 28000 PH 2014-10-26 1044 F4ETG         59      14 IS0BSR        59      15 0
QSO: 28000 PH 2014-10-26 1046 F4ETG         59      14 R7AB          59      16 0
QSO: 28000 PH 2014-10-26 1049 F4ETG         59      14 IT9XTP        59      15 0
QSO: 28000 PH 2014-10-26 1101 F4ETG         59      14 UT7NY         59      16 0
QSO: 28000 PH 2014-10-26 1102 F4ETG         59      14 RT9S          59      16 0
QSO: 28000 PH 2014-10-26 1102 F4ETG         59      14 YL2GUV        59      15 0
QSO: 28000 PH 2014-10-26 1106 F4ETG         59      14 UI5F          59      16 0
QSO: 28000 PH 2014-10-26 1108 F4ETG         59      14 IO9Y          59      33 0
QSO: 28000 PH 2014-10-26 1109 F4ETG         59      14 SC3DX         59      14 0
QSO: 28000 PH 2014-10-26 1110 F4ETG         59      14 UD4F          59      16 0
QSO: 28000 PH 2014-10-26 1111 F4ETG         59      14 Z39A          59      15 0
