START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.13.0
CONTEST: CQ-WW-SSB
LOCATION: DX
CALLSIGN: A71CO
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 25100292
OPERATORS: A71AM, A71CO, A71CV, A71BX, 9K2RR, 7Z1SJ, HZ1HN, HZ1BW, HZ1DG,
OPERATORS: A92AA, A41MX, K5GN
NAME: Khalid Al-Marri
SOAPBOX: Interesting condx and a great time on all bands!  Our operators
QSO: 14255 PH 2014-10-25 0017 A71CO         59  21     SM3C          59  14     0
QSO:  3782 PH 2014-10-25 0017 A71CO         59  21     ED7P          59  14     0
QSO:  7072 PH 2014-10-25 0017 A71CO         59  21     P3F           59  20     0
QSO: 14255 PH 2014-10-25 0018 A71CO         59  21     SP6RYD        59  15     0
QSO:  3782 PH 2014-10-25 0018 A71CO         59  21     SN2B          59  15     0
QSO: 14255 PH 2014-10-25 0018 A71CO         59  21     IZ1TUF        59  15     0
QSO: 14255 PH 2014-10-25 0018 A71CO         59  21     EW6GF         59  16     0
QSO:  7085 PH 2014-10-25 0019 A71CO         59  21     LA2AB         59  14     0
QSO:  3782 PH 2014-10-25 0019 A71CO         59  21     RT9S          59  16     0
QSO:  3782 PH 2014-10-25 0019 A71CO         59  21     RW4HZ         59  16     0
QSO: 14255 PH 2014-10-25 0019 A71CO         59  21     EA3IN         59  14     0
QSO:  3782 PH 2014-10-25 0019 A71CO         59  21     UA1OIZ        59  16     0
QSO:  7087 PH 2014-10-25 0019 A71CO         59  21     RC3W          59  16     0
QSO:  3782 PH 2014-10-25 0020 A71CO         59  21     HG3M          59  15     0
QSO:  7091 PH 2014-10-25 0020 A71CO         59  21     UR6EA         59  16     0
QSO:  7093 PH 2014-10-25 0020 A71CO         59  21     LY4A          59  15     0
QSO:  3782 PH 2014-10-25 0020 A71CO         59  21     UP0L          59  17     0
QSO:  3782 PH 2014-10-25 0020 A71CO         59  21     SP8R          59  15     0
QSO: 14255 PH 2014-10-25 0021 A71CO         59  21     IZ0DXD        59  15     0
QSO:  3782 PH 2014-10-25 0021 A71CO         59  21     UA6MA         59  16     0
QSO:  3782 PH 2014-10-25 0021 A71CO         59  21     UW5Y          59  16     0
QSO:  7102 PH 2014-10-25 0021 A71CO         59  21     SX9C          59  20     0
QSO:  3782 PH 2014-10-25 0021 A71CO         59  21     T2HN          59  31     0
QSO:  3782 PH 2014-10-25 0021 A71CO         59  21     RC3W          59  16     0
QSO:  3782 PH 2014-10-25 0022 A71CO         59  21     R7MM          59  16     0
QSO:  7125 PH 2014-10-25 0022 A71CO         59  21     DL2CC         59  14     0
QSO: 14255 PH 2014-10-25 0022 A71CO         59  21     K2TE          59  05     0
QSO:  3782 PH 2014-10-25 0022 A71CO         59  21     UA9JDP        59  17     0
QSO:  3782 PH 2014-10-25 0022 A71CO         59  21     HG6N          59  15     0
QSO: 14255 PH 2014-10-25 0022 A71CO         59  21     ND7J          59  03     0
QSO: 14255 PH 2014-10-25 0023 A71CO         59  21     W1NA          59  05     0
QSO:  3782 PH 2014-10-25 0023 A71CO         59  21     ED1T          59  14     0
QSO: 14255 PH 2014-10-25 0023 A71CO         59  21     K1LZ          59  05     0
QSO:  7148 PH 2014-10-25 0023 A71CO         59  21     VY2RX         59  05     0
QSO: 14255 PH 2014-10-25 0023 A71CO         59  21     KE4KFD        59  05     0
QSO:  3782 PH 2014-10-25 0023 A71CO         59  21     IO5O          59  15     0
QSO:  3782 PH 2014-10-25 0023 A71CO         59  21     ES5TI         59  15     0
QSO: 14255 PH 2014-10-25 0023 A71CO         59  21     KT9T          59  04     0
QSO:  3782 PH 2014-10-25 0023 A71CO         59  21     IR2L          59  15     0
QSO: 14255 PH 2014-10-25 0023 A71CO         59  21     N4WW          59  05     0
QSO:  3782 PH 2014-10-25 0024 A71CO         59  21     UA9R          59  17     0
QSO: 14255 PH 2014-10-25 0024 A71CO         59  21     AB4KP         59  05     0
QSO:  3782 PH 2014-10-25 0024 A71CO         59  21     OH2Z          59  15     0
QSO: 14255 PH 2014-10-25 0024 A71CO         59  21     N1RES         59  05     0
QSO: 14255 PH 2014-10-25 0024 A71CO         59  21     GD7ARS        59  14     0
QSO: 14255 PH 2014-10-25 0025 A71CO         59  21     K4VV          59  05     0
QSO:  3782 PH 2014-10-25 0025 A71CO         59  21     RZ9U          59  18     0
QSO: 14255 PH 2014-10-25 0025 A71CO         59  21     LZ6B          59  20     0
QSO:  3782 PH 2014-10-25 0025 A71CO         59  21     RG9A          59  17     0
QSO: 14255 PH 2014-10-25 0025 A71CO         59  21     N1EU          59  05     0
QSO:  3782 PH 2014-10-25 0026 A71CO         59  21     LZ5R          59  20     0
QSO: 14255 PH 2014-10-25 0026 A71CO         59  21     NQ4I          59  05     0
QSO:  7177 PH 2014-10-25 0026 A71CO         59  21     II9P          59  15     0
QSO:  3782 PH 2014-10-25 0026 A71CO         59  21     UA9FLK        59  17     0
QSO: 14255 PH 2014-10-25 0026 A71CO         59  21     T46A          59  08     0
QSO:  3782 PH 2014-10-25 0026 A71CO         59  21     RW3RN         59  16     0
QSO: 14255 PH 2014-10-25 0027 A71CO         59  21     UB7K          59  16     0
QSO:  3782 PH 2014-10-25 0027 A71CO         59  21     RT4D          59  16     0
QSO:  3782 PH 2014-10-25 0027 A71CO         59  21     IR4M          59  15     0
QSO: 14255 PH 2014-10-25 0027 A71CO         59  21     PJ2T          59  09     0
QSO:  3782 PH 2014-10-25 0028 A71CO         59  21     SO9T          59  15     0
QSO: 14255 PH 2014-10-25 0028 A71CO         59  21     KJ6YXI        59  03     0
QSO:  3782 PH 2014-10-25 0028 A71CO         59  21     9A2G          59  15     0
QSO: 14255 PH 2014-10-25 0028 A71CO         59  21     N3AD          59  05     0
QSO: 14255 PH 2014-10-25 0028 A71CO         59  21     KB1W          59  05     0
QSO:  3782 PH 2014-10-25 0029 A71CO         59  21     HA3DX         59  15     0
QSO: 14255 PH 2014-10-25 0029 A71CO         59  21     WF2D          59  05     0
QSO:  3782 PH 2014-10-25 0029 A71CO         59  21     SV8/HA5OV     59  20     0
QSO:  3782 PH 2014-10-25 0029 A71CO         59  21     RT6A          59  16     0
QSO:  7170 PH 2014-10-25 0029 A71CO         59  21     CR2X          59  14     0
QSO: 14255 PH 2014-10-25 0029 A71CO         59  21     WA0MHJ        59  04     0
QSO:  3782 PH 2014-10-25 0030 A71CO         59  21     9A1P          59  15     0
QSO: 14255 PH 2014-10-25 0030 A71CO         59  21     PQ5B          59  11     0
QSO:  7184 PH 2014-10-25 0030 A71CO         59  21     HG1S          59  15     0
QSO: 14255 PH 2014-10-25 0030 A71CO         59  21     CN2MM         59  33     0
QSO: 14255 PH 2014-10-25 0030 A71CO         59  21     W2YC          59  05     0
QSO: 14255 PH 2014-10-25 0030 A71CO         59  21     NG3J          59  05     0
QSO:  7192 PH 2014-10-25 0031 A71CO         59  21     9A7A          59  15     0
QSO: 14255 PH 2014-10-25 0030 A71CO         59  21     HA4UC         59  15     0
QSO:  3782 PH 2014-10-25 0031 A71CO         59  21     RT7N          59  16     0
QSO:  3782 PH 2014-10-25 0031 A71CO         59  21     DJ6QT         59  14     0
QSO:  7171 PH 2014-10-25 0031 A71CO         59  21     OM7M          59  15     0
QSO: 14255 PH 2014-10-25 0031 A71CO         59  21     YO6HSU        59  20     0
QSO: 14255 PH 2014-10-25 0032 A71CO         59  21     KA2D          59  05     0
QSO:  3782 PH 2014-10-25 0032 A71CO         59  21     GW3NAD        59  14     0
QSO: 14255 PH 2014-10-25 0032 A71CO         59  21     W2LE          59  05     0
QSO:  7174 PH 2014-10-25 0032 A71CO         59  21     W4AAA         59  05     0
QSO:  7165 PH 2014-10-25 0033 A71CO         59  21     S55T          59  15     0
QSO:  3782 PH 2014-10-25 0033 A71CO         59  21     R4WDX         59  16     0
QSO:  3782 PH 2014-10-25 0033 A71CO         59  21     S52ZW         59  15     0
QSO: 14255 PH 2014-10-25 0033 A71CO         59  21     EU1KY         59  16     0
QSO: 14255 PH 2014-10-25 0033 A71CO         59  21     LZ2DF         59  20     0
QSO:  7131 PH 2014-10-25 0033 A71CO         59  21     YP7P          59  20     0
QSO: 14255 PH 2014-10-25 0033 A71CO         59  21     AD4ES         59  05     0
QSO: 14255 PH 2014-10-25 0033 A71CO         59  21     PY5KA         59  11     0
QSO: 14255 PH 2014-10-25 0033 A71CO         59  21     WK1Q          59  05     0
QSO: 14255 PH 2014-10-25 0034 A71CO         59  21     WA1TGN        59  05     0
QSO: 14255 PH 2014-10-25 0034 A71CO         59  21     K1ZZ          59  05     0
QSO: 14255 PH 2014-10-25 0035 A71CO         59  21     W4KTR         59  05     0
QSO:  7135 PH 2014-10-25 0035 A71CO         59  21     RT8U          59  18     0
QSO:  3782 PH 2014-10-25 0035 A71CO         59  21     9A1CIG        59  15     0
QSO: 14255 PH 2014-10-25 0035 A71CO         59  21     LZ9W          59  20     0
QSO:  3782 PH 2014-10-25 0035 A71CO         59  21     OK1WCF        59  15     0
QSO: 14255 PH 2014-10-25 0035 A71CO         59  21     CO2IR         59  08     0
QSO:  3782 PH 2014-10-25 0035 A71CO         59  21     RV7M          59  16     0
QSO:  7089 PH 2014-10-25 0036 A71CO         59  21     EF8S          59  33     0
QSO:  3782 PH 2014-10-25 0036 A71CO         59  21     K1LZ          59  05     0
QSO: 14255 PH 2014-10-25 0036 A71CO         59  21     SM2T          59  14     0
QSO: 14255 PH 2014-10-25 0036 A71CO         59  21     K2LE          59  05     0
QSO:  3782 PH 2014-10-25 0036 A71CO         59  21     R9AB          59  17     0
QSO: 14255 PH 2014-10-25 0036 A71CO         59  21     HI3EPR        59  08     0
QSO: 14255 PH 2014-10-25 0037 A71CO         59  21     W1GQ          59  05     0
QSO: 14255 PH 2014-10-25 0037 A71CO         59  21     VE3XN         59  04     0
QSO:  3782 PH 2014-10-25 0037 A71CO         59  21     LZ9W          59  20     0
QSO:  7196 PH 2014-10-25 0038 A71CO         59  21     HK1NA         59  09     0
QSO: 14255 PH 2014-10-25 0038 A71CO         59  21     NR3X          59  05     0
QSO:  3782 PH 2014-10-25 0038 A71CO         59  21     OK6W          59  15     0
QSO: 14255 PH 2014-10-25 0038 A71CO         59  21     AB1WR         59  05     0
QSO: 14255 PH 2014-10-25 0039 A71CO         59  21     NA2U          59  03     0
QSO: 14255 PH 2014-10-25 0039 A71CO         59  21     K4XS          59  05     0
QSO: 14255 PH 2014-10-25 0039 A71CO         59  21     WK1J          59  05     0
QSO: 14255 PH 2014-10-25 0040 A71CO         59  21     S51A          59  15     0
QSO: 14255 PH 2014-10-25 0040 A71CO         59  21     N3RS          59  05     0
QSO:  3782 PH 2014-10-25 0040 A71CO         59  21     YO3HOT        59  20     0
QSO: 14255 PH 2014-10-25 0040 A71CO         59  21     K7THM         59  03     0
QSO:  7193 PH 2014-10-25 0041 A71CO         59  21     HG6N          59  15     0
QSO: 14255 PH 2014-10-25 0041 A71CO         59  21     K1IR          59  05     0
QSO: 14255 PH 2014-10-25 0041 A71CO         59  21     N2MM          59  05     0
QSO:  3782 PH 2014-10-25 0041 A71CO         59  21     II9P          59  15     0
QSO:  3782 PH 2014-10-25 0042 A71CO         59  21     OH5Z          59  15     0
QSO: 14255 PH 2014-10-25 0042 A71CO         59  21     N2SR          59  05     0
QSO: 14255 PH 2014-10-25 0042 A71CO         59  21     K1SND         59  05     0
QSO: 14255 PH 2014-10-25 0042 A71CO         59  21     WS5W          59  04     0
QSO: 14255 PH 2014-10-25 0042 A71CO         59  21     N9CHN         59  04     0
QSO: 14255 PH 2014-10-25 0043 A71CO         59  21     NE3F          59  05     0
QSO: 14255 PH 2014-10-25 0043 A71CO         59  21     K3MD          59  05     0
QSO: 14255 PH 2014-10-25 0044 A71CO         59  21     WA3EKL        59  05     0
QSO: 14255 PH 2014-10-25 0044 A71CO         59  21     K2XR          59  05     0
QSO: 14255 PH 2014-10-25 0044 A71CO         59  21     WA9WFA        59  04     0
QSO: 14255 PH 2014-10-25 0045 A71CO         59  21     LU6ETB        59  13     0
QSO: 14255 PH 2014-10-25 0045 A71CO         59  21     W3MF          59  05     0
QSO: 14255 PH 2014-10-25 0045 A71CO         59  21     AB1OC/M       59  05     0
QSO: 14255 PH 2014-10-25 0045 A71CO         59  21     W7PU          59  03     0
QSO: 14255 PH 2014-10-25 0046 A71CO         59  21     AC8XI         59  04     0
QSO: 14255 PH 2014-10-25 0046 A71CO         59  21     AB1QB         59  05     0
QSO: 14255 PH 2014-10-25 0047 A71CO         59  21     W5WTN         59  04     0
QSO:  3782 PH 2014-10-25 0047 A71CO         59  21     W3NO          59  05     0
QSO:  3782 PH 2014-10-25 0047 A71CO         59  21     DJ7WW         59  14     0
QSO: 14255 PH 2014-10-25 0047 A71CO         59  21     KA3B          59  05     0
QSO:  3782 PH 2014-10-25 0047 A71CO         59  21     DF9XV         59  14     0
QSO:  7087 PH 2014-10-25 0048 A71CO         59  21     RK9CYA        59  17     0
QSO: 14255 PH 2014-10-25 0048 A71CO         59  21     4L8A          59  21     0
QSO: 14255 PH 2014-10-25 0048 A71CO         59  21     K5ZD          59  05     0
QSO: 14255 PH 2014-10-25 0048 A71CO         59  21     W2RD          59  05     0
QSO: 14255 PH 2014-10-25 0048 A71CO         59  21     CS2C          59  14     0
QSO:  7087 PH 2014-10-25 0048 A71CO         59  21     PI4COM        59  14     0
QSO: 14255 PH 2014-10-25 0049 A71CO         59  21     N4IJ          59  04     0
QSO:  3782 PH 2014-10-25 0049 A71CO         59  21     HB9IQB        59  14     0
QSO:  7087 PH 2014-10-25 0049 A71CO         59  21     4O3A          59  15     0
QSO: 14255 PH 2014-10-25 0049 A71CO         59  21     W2GDJ         59  05     0
QSO: 14255 PH 2014-10-25 0049 A71CO         59  21     K7KU          59  04     0
QSO:  7087 PH 2014-10-25 0049 A71CO         59  21     SP8K          59  15     0
QSO: 14255 PH 2014-10-25 0049 A71CO         59  21     N1MM          59  05     0
QSO: 14255 PH 2014-10-25 0049 A71CO         59  21     CT3DZ         59  33     0
QSO:  7087 PH 2014-10-25 0050 A71CO         59  21     SP1GZF        59  15     0
QSO:  7087 PH 2014-10-25 0050 A71CO         59  21     R7AB          59  16     0
QSO: 14255 PH 2014-10-25 0050 A71CO         59  21     K0IDX         59  04     0
QSO:  3782 PH 2014-10-25 0050 A71CO         59  21     EB3CW         59  14     0
QSO:  7087 PH 2014-10-25 0051 A71CO         59  21     EA4TW         59  14     0
QSO:  7087 PH 2014-10-25 0051 A71CO         59  21     TM1O          59  14     0
QSO: 14255 PH 2014-10-25 0051 A71CO         59  21     F5HX          59  14     0
QSO:  3782 PH 2014-10-25 0051 A71CO         59  21     N7NR          59  03     0
QSO: 14255 PH 2014-10-25 0051 A71CO         59  21     KV7K          59  03     0
QSO:  7087 PH 2014-10-25 0052 A71CO         59  21     OL7Y          59  15     0
QSO: 14255 PH 2014-10-25 0052 A71CO         59  21     W3GM          59  05     0
QSO:  7087 PH 2014-10-25 0052 A71CO         59  21     UW7E          59  16     0
QSO: 14255 PH 2014-10-25 0052 A71CO         59  21     KB1EFS        59  05     0
QSO: 14255 PH 2014-10-25 0052 A71CO         59  21     WA2JQK        59  05     0
QSO:  3782 PH 2014-10-25 0053 A71CO         59  21     IG9R          59  33     0
QSO:  7087 PH 2014-10-25 0053 A71CO         59  21     R4FY          59  16     0
QSO: 14255 PH 2014-10-25 0053 A71CO         59  21     K2CYE         59  05     0
QSO: 14255 PH 2014-10-25 0053 A71CO         59  21     WC3N          59  05     0
QSO:  7087 PH 2014-10-25 0053 A71CO         59  21     HB9PUE        59  14     0
QSO:  3782 PH 2014-10-25 0054 A71CO         59  21     DL5AN         59  14     0
QSO: 14255 PH 2014-10-25 0053 A71CO         59  21     KG2RA         59  05     0
QSO: 14255 PH 2014-10-25 0054 A71CO         59  21     N2GC          59  05     0
QSO:  7087 PH 2014-10-25 0054 A71CO         59  21     UZ6L          59  16     0
QSO: 14255 PH 2014-10-25 0054 A71CO         59  21     NJ3I          59  05     0
QSO: 14255 PH 2014-10-25 0054 A71CO         59  21     KF2O          59  05     0
QSO:  7087 PH 2014-10-25 0055 A71CO         59  21     RC3UA         59  16     0
QSO:  7087 PH 2014-10-25 0055 A71CO         59  21     RC3W          59  16     0
QSO:  7087 PH 2014-10-25 0055 A71CO         59  21     IB3A          59  15     0
QSO: 14255 PH 2014-10-25 0056 A71CO         59  21     WG3J          59  05     0
QSO: 14255 PH 2014-10-25 0056 A71CO         59  21     NB3R          59  05     0
QSO:  3782 PH 2014-10-25 0056 A71CO         59  21     LX7I          59  14     0
QSO: 14255 PH 2014-10-25 0056 A71CO         59  21     K3YE          59  05     0
QSO: 14255 PH 2014-10-25 0056 A71CO         59  21     KN2T          59  05     0
QSO: 14255 PH 2014-10-25 0056 A71CO         59  21     K1WO          59  05     0
QSO: 14255 PH 2014-10-25 0057 A71CO         59  21     W1GD          59  05     0
QSO:  7087 PH 2014-10-25 0057 A71CO         59  21     EA6/GM0EGI    59  14     0
QSO: 14255 PH 2014-10-25 0057 A71CO         59  21     K1BG          59  05     0
QSO: 14255 PH 2014-10-25 0057 A71CO         59  21     NE0U          59  04     0
QSO:  7087 PH 2014-10-25 0058 A71CO         59  21     PA3AAV        59  14     0
QSO: 14255 PH 2014-10-25 0058 A71CO         59  21     KD3RF         59  05     0
QSO: 14255 PH 2014-10-25 0058 A71CO         59  21     HI8CR         59  08     0
QSO:  7087 PH 2014-10-25 0058 A71CO         59  21     RW4HFH        59  16     0
QSO:  3782 PH 2014-10-25 0058 A71CO         59  21     KC4GL         59  05     0
QSO: 14255 PH 2014-10-25 0058 A71CO         59  21     K1XT          59  04     0
QSO: 14255 PH 2014-10-25 0059 A71CO         59  21     VE1BVD        59  05     0
QSO:  7087 PH 2014-10-25 0059 A71CO         59  21     II9K          59  15     0
QSO: 14255 PH 2014-10-25 0059 A71CO         59  21     W1KRS         59  05     0
QSO: 14255 PH 2014-10-25 0059 A71CO         59  21     WX1S          59  05     0
QSO: 14255 PH 2014-10-25 0059 A71CO         59  21     W3GQ          59  05     0
QSO: 14255 PH 2014-10-25 0059 A71CO         59  21     K4IKM         59  05     0
QSO: 14255 PH 2014-10-25 0100 A71CO         59  21     KG1E          59  05     0
QSO: 14255 PH 2014-10-25 0100 A71CO         59  21     NA5C          59  04     0
QSO:  7087 PH 2014-10-25 0100 A71CO         59  21     EI7JZ         59  14     0
QSO: 14255 PH 2014-10-25 0100 A71CO         59  21     K9CT          59  04     0
QSO:  7087 PH 2014-10-25 0101 A71CO         59  21     LY4T          59  15     0
QSO: 14255 PH 2014-10-25 0101 A71CO         59  21     N2CL          59  05     0
QSO:  7087 PH 2014-10-25 0101 A71CO         59  21     S50D          59  15     0
QSO: 14255 PH 2014-10-25 0101 A71CO         59  21     N7NR          59  05     0
QSO:  7087 PH 2014-10-25 0101 A71CO         59  21     J43TR         59  20     0
QSO: 14255 PH 2014-10-25 0102 A71CO         59  21     EA4KR         59  14     0
QSO:  7087 PH 2014-10-25 0102 A71CO         59  21     ED5O          59  14     0
QSO:  3782 PH 2014-10-25 0102 A71CO         59  21     K1AMF         59  05     0
QSO:  7087 PH 2014-10-25 0102 A71CO         59  21     YT3X          59  15     0
QSO:  3782 PH 2014-10-25 0102 A71CO         59  21     UA4M          59  16     0
QSO: 14255 PH 2014-10-25 0102 A71CO         59  21     K2BX          59  05     0
QSO: 14255 PH 2014-10-25 0103 A71CO         59  21     N3EN          59  05     0
QSO:  3782 PH 2014-10-25 0103 A71CO         59  21     N2SR          59  05     0
