START-OF-LOG: 3.0
CREATED-BY: HMRA public 9A HRS HF Robot downloader
CONTEST: CROATIAN-DX-CONTEST
CALLSIGN: RU6C
OPERATORS: RU6C
CATEGORY: B02
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: LOW
CLAIMED-SCORE: 3240
SOAPBOX: Recreated from 9A HRS HF Robot public QSO table for Croatian DX Contest 2024.
SOAPBOX: Public error-summary rows are ignored.
SOAPBOX: Source: https://www.hamradio.hr/hfrobot/hfcc_log.php?What=vloghtm&CID=2024-12-21&ID=RU6C
SOAPBOX: Source category label: B02 - Single Operator, All Bands, Mixed, Low Power.
SOAPBOX: Published QSO count: 40.
QSO: 14000 PH 2024-12-21 1427 RU6C          59  0001 29    IW0SAG        59  0000 28   
QSO: 14000 PH 2024-12-21 1428 RU6C          59  0002 29    SP8BRT        59  0000 28   
QSO: 14000 PH 2024-12-21 1431 RU6C          59  0003 29    IW3KKW        59  0000 28   
QSO: 14000 PH 2024-12-21 1432 RU6C          59  0004 29    F5MNC         59  0000 27   
QSO: 14000 PH 2024-12-21 1436 RU6C          59  0005 29    E70T          59  0000 28   
QSO: 14000 PH 2024-12-21 1506 RU6C          59  0006 29    HA7TM         59  0000 28   
QSO: 14000 PH 2024-12-21 1508 RU6C          59  0007 29    YU7STA        59  0000 28   
QSO: 14000 PH 2024-12-21 1510 RU6C          59  0008 29    OT7J          59  0000 27   
QSO: 14000 PH 2024-12-21 1511 RU6C          59  0009 29    EI9HX         59  0000 27   
QSO: 14000 PH 2024-12-21 1514 RU6C          59  0010 29    Z62NS         59  0000 28   
QSO: 14000 PH 2024-12-21 1515 RU6C          59  0011 29    F8KCF         59  0000 27   
QSO: 14000 PH 2024-12-21 1518 RU6C          59  0012 29    9A1RBZ        59  0000 ZG   
QSO: 14000 PH 2024-12-21 1522 RU6C          59  0013 29    9A5W          59  0000 ZG   
QSO: 14000 PH 2024-12-21 1523 RU6C          59  0014 29    SJ8R          59  0000 18   
QSO: 14000 PH 2024-12-21 1524 RU6C          59  0015 29    SE5A          59  0000 18   
QSO: 07000 PH 2024-12-21 1624 RU6C          59  0016 29    9A2NA         59  0000 PU   
QSO: 07000 PH 2024-12-21 1631 RU6C          59  0017 29    LY5W          59  0000 29   
QSO: 28000 CW 2024-12-22 0939 RU6C          599 0018 29    SM2M          599 0000 18   
QSO: 28000 CW 2024-12-22 0941 RU6C          599 0019 29    PA3AAV        599 0000 27   
QSO: 21000 CW 2024-12-22 0948 RU6C          599 0020 29    9A7R          599 0000 KA   
QSO: 21000 CW 2024-12-22 0953 RU6C          599 0021 29    9A1CAL        599 0000 CK   
QSO: 21000 CW 2024-12-22 0957 RU6C          599 0022 29    9A3SM         599 0000 ZG   
QSO: 21000 CW 2024-12-22 0959 RU6C          599 0023 29    SM6F          599 0000 18   
QSO: 21000 CW 2024-12-22 1035 RU6C          599 0024 29    9A3MA         599 0000 SI   
QSO: 21000 CW 2024-12-22 1035 RU6C          599 0025 29    9A2AJ         599 0000 PZ   
QSO: 21000 CW 2024-12-22 1036 RU6C          599 0026 29    F5IN          599 0000 27   
QSO: 21000 CW 2024-12-22 1050 RU6C          599 0027 29    9A2M          599 0000 VK   
QSO: 14000 CW 2024-12-22 1058 RU6C          599 0028 29    9A5M          599 0000 OS   
QSO: 14000 CW 2024-12-22 1100 RU6C          599 0029 29    9A5W          599 0000 ZG   
QSO: 21000 CW 2024-12-22 1108 RU6C          599 0030 29    Z33F          599 0000 28   
QSO: 21000 CW 2024-12-22 1114 RU6C          599 0031 29    9A3SMS        599 0000 PU   
QSO: 21000 CW 2024-12-22 1119 RU6C          599 0032 29    9A/W3WM       599 0000 ZG   
QSO: 21000 CW 2024-12-22 1125 RU6C          599 0033 29    9A5TV         599 0000 VZ   
QSO: 14000 CW 2024-12-22 1131 RU6C          599 0034 29    9A7R          599 0000 KA   
QSO: 14000 PH 2024-12-22 1239 RU6C          59  0035 29    9A5TV         59  0000 VZ   
QSO: 14000 PH 2024-12-22 1241 RU6C          59  0036 29    9A6KX         59  0000 PU   
QSO: 14000 PH 2024-12-22 1245 RU6C          59  0037 29    SV8SYK        59  0000 28   
QSO: 14000 PH 2024-12-22 1248 RU6C          59  0038 29    PB6W          59  0000 27   
QSO: 14000 PH 2024-12-22 1250 RU6C          59  0039 29    IV3KKW        59  0000 28   
QSO: 14000 PH 2024-12-22 1251 RU6C          59  0040 29    9A5X          59  0000 VZ   
END-OF-LOG:
