START-OF-LOG: 2.0
CALLSIGN: DK65DARC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CLUB: DARC
CONTEST: EA PSK63 Contest
CREATED-BY: MixW 2.19
NAME: Horst Germann
OPERATORS: DL6NDW
SOAPBOX: Nice PSK63 contest with special call 65 years of DARC
QSO: 21077 PS 2015-03-15 1121 DK65DARC      599 001    RA9CUU        599 098    0
QSO: 21077 PS 2015-03-15 1122 DK65DARC      599 002    RA1ALC        599 592    0
QSO: 21077 PS 2015-03-15 1123 DK65DARC      599 003    EA4FJL        599 M      0
QSO: 21077 PS 2015-03-15 1124 DK65DARC      599 004    R2EA          599 370    0
QSO: 21077 PS 2015-03-15 1124 DK65DARC      599 005    UA3XO         599 197    0
QSO: 21077 PS 2015-03-15 1125 DK65DARC      599 006    RD3FV         599 156    0
QSO: 21077 PS 2015-03-15 1129 DK65DARC      599 007    TA4/OH2HOD    599 131    0
QSO: 21077 PS 2015-03-15 1132 DK65DARC      599 008    EB1DMQ        599 O      0
QSO: 21072 PS 2015-03-15 1137 DK65DARC      599 009    UR3AC         599 263    0
QSO: 21072 PS 2015-03-15 1139 DK65DARC      599 010    RW9MZ         599 21     0
QSO: 21072 PS 2015-03-15 1140 DK65DARC      599 011    TA1L          599 23     0
QSO: 21072 PS 2015-03-15 1141 DK65DARC      599 012    EA4CQX        599 M      0
QSO: 21072 PS 2015-03-15 1143 DK65DARC      599 013    RV3F          599 76     0
QSO: 21072 PS 2015-03-15 1147 DK65DARC      599 014    EA5HCJ        599 MU     0
QSO: 21072 PS 2015-03-15 1148 DK65DARC      599 015    EA5JC         599 V      0
QSO: 21072 PS 2015-03-15 1149 DK65DARC      599 016    EA7FUW        599 CA     0
QSO: 21072 PS 2015-03-15 1151 DK65DARC      599 017    RX6BH         599 208    0
QSO: 21072 PS 2015-03-15 1156 DK65DARC      599 018    UA9OJO        599 096    0
QSO: 21072 PS 2015-03-15 1157 DK65DARC      599 019    UA9AFS        599 200    0
QSO: 21072 PS 2015-03-15 1157 DK65DARC      599 020    EA1GHH        599 LE     0
QSO: 21072 PS 2015-03-15 1159 DK65DARC      599 021    RD3ZQ         599 397    0
QSO: 21072 PS 2015-03-15 1200 DK65DARC      599 022    EC1DBO        599 PO     0
QSO: 21072 PS 2015-03-15 1200 DK65DARC      599 023    SV1PMH        599 238    0
QSO: 21072 PS 2015-03-15 1201 DK65DARC      599 024    RW3TT         599 008    0
QSO: 21072 PS 2015-03-15 1202 DK65DARC      599 025    UI9O          599 279    0
QSO: 21072 PS 2015-03-15 1203 DK65DARC      599 026    R6LAQ         599 197    0
QSO: 21072 PS 2015-03-15 1204 DK65DARC      599 027    EA4EQD        599 M      0
QSO: 21072 PS 2015-03-15 1206 DK65DARC      599 028    RA3V          599 069    0
QSO: 21072 PS 2015-03-15 1208 DK65DARC      599 029    EB1CAR        599 O      0
QSO: 21072 PS 2015-03-15 1208 DK65DARC      599 030    EA1OK         599 O      0
QSO: 21072 PS 2015-03-15 1210 DK65DARC      599 031    EA1LN         599 O      0
QSO: 21072 PS 2015-03-15 1211 DK65DARC      599 032    EA4FJX        599 M      0
QSO: 21072 PS 2015-03-15 1212 DK65DARC      599 033    RQ0C/4        599 075    0
QSO: 21072 PS 2015-03-15 1214 DK65DARC      599 034    RN6MA         599 196    0
QSO: 21072 PS 2015-03-15 1214 DK65DARC      599 035    RU3XB         599 168    0
QSO: 21072 PS 2015-03-15 1215 DK65DARC      599 036    EA7ITM        599 J      0
QSO: 21072 PS 2015-03-15 1216 DK65DARC      599 037    ED4R          599 M      0
QSO: 21072 PS 2015-03-15 1220 DK65DARC      599 038    EA1BYA/QRP    599 SG     0
QSO: 21072 PS 2015-03-15 1223 DK65DARC      599 039    RZ3LA         599 193    0
QSO: 21072 PS 2015-03-15 1224 DK65DARC      599 040    UR5ZDZ        599 125    0
QSO: 21072 PS 2015-03-15 1224 DK65DARC      599 041    UN8CC         599 032    0
QSO: 21072 PS 2015-03-15 1225 DK65DARC      599 042    UA4FX         599 182    0
QSO: 21072 PS 2015-03-15 1226 DK65DARC      599 043    UN4PG         599 118    0
QSO: 21072 PS 2015-03-15 1228 DK65DARC      599 044    US3LX         599 20     0
QSO: 21072 PS 2015-03-15 1229 DK65DARC      599 045    UR5FBM        599 440    0
QSO: 21072 PS 2015-03-15 1230 DK65DARC      599 046    RA9DP         599 130    0
QSO: 21072 PS 2015-03-15 1232 DK65DARC      599 047    4Z4DX         599 156    0
QSO: 21072 PS 2015-03-15 1233 DK65DARC      599 048    EA7IRI        599 J      0
QSO: 28122 PS 2015-03-15 1238 DK65DARC      599 049    EA8CNR        599 GC     0
QSO: 28122 PS 2015-03-15 1251 DK65DARC      599 050    EA8CSG        599 TF     0
QSO: 14076 PS 2015-03-15 1306 DK65DARC      599 051    SQ1EIC        599 205    0
QSO: 14076 PS 2015-03-15 1307 DK65DARC      599 052    SP5MNT        599 153    0
QSO: 14076 PS 2015-03-15 1308 DK65DARC      599 053    ON6NL         599 655    0
QSO: 14073 PS 2015-03-15 1312 DK65DARC      599 054    SQ7BTY        599 100    0
QSO: 14073 PS 2015-03-15 1313 DK65DARC      599 055    ED3Y          599 GI     0
QSO: 14073 PS 2015-03-15 1314 DK65DARC      599 056    EW6DM         599 205    0
QSO: 14073 PS 2015-03-15 1314 DK65DARC      599 057    SP4CJA        599 271    0
QSO: 14073 PS 2015-03-15 1317 DK65DARC      599 058    UT2GA         599 417    0
QSO: 14073 PS 2015-03-15 1318 DK65DARC      599 059    G0HDV         599 276    0
