START-OF-LOG: 3.0
CONTEST: EA-PSK63
CREATED-BY: MixW 2.19
CALLSIGN: EA1HRR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: BPSK63
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
OPERATORS: EA1HRR
CLAIMED-SCORE: 39942
CLUB: 
NAME: Fidel
SOAPBOX: 73 a todos, un acierto recomendar a 50w, la potencia
SOAPBOX: grs a la organizaciòn por el tiempo invertido en organizarlo, hasta el proximo.
QSO: 28124 PM 2015-03-14 1605 EA1HRR        599 S      EA8AQV        599 GC
QSO: 28123 PM 2015-03-14 1619 EA1HRR        599 S      EA2XR         599 BI
QSO: 28122 PM 2015-03-14 1619 EA1HRR        599 S      LY1R          599 014
QSO: 28121 PM 2015-03-14 1621 EA1HRR        599 S      LZ137LO       599 019
QSO: 28122 PM 2015-03-14 1622 EA1HRR        599 S      EA8TC         599 TF
QSO: 28125 PM 2015-03-14 1624 EA1HRR        599 S      EA8CNR        599 GC
QSO: 28125 PM 2015-03-14 1628 EA1HRR        599 S      EA2BER        599 BI
QSO: 28125 PM 2015-03-14 1628 EA1HRR        599 S      EA8TH         599 TF
QSO: 28125 PM 2015-03-14 1636 EA1HRR        599 S      EA8PT         599 GC
QSO: 28123 PM 2015-03-14 1647 EA1HRR        599 S      UX0DL         599 023
QSO: 28124 PM 2015-03-14 1648 EA1HRR        599 S      EA8CSG        599 TF
QSO: 28126 PM 2015-03-14 1653 EA1HRR        599 S      UT5UN         599 018
QSO: 28127 PM 2015-03-14 1702 EA1HRR        599 S      YU7NW         599 020
QSO: 28127 PM 2015-03-14 1704 EA1HRR        599 S      UT8NT         599 030
QSO: 28127 PM 2015-03-14 1707 EA1HRR        599 S      US6CQ         599 054
QSO: 28127 PM 2015-03-14 1707 EA1HRR        599 S      SM2BJS        599 013
QSO: 28127 PM 2015-03-14 1709 EA1HRR        599 S      RA1ALC        599 057
QSO: 28127 PM 2015-03-14 1711 EA1HRR        599 S      EA2KK         599 BI
QSO: 21074 PM 2015-03-14 1718 EA1HRR        599 S      9A5K          599 051
QSO: 21073 PM 2015-03-14 1719 EA1HRR        599 S      LZ137LO       599 064
QSO: 21076 PM 2015-03-14 1741 EA1HRR        599 S      YL3ID         599 039
QSO: 21074 PM 2015-03-14 1742 EA1HRR        599 S      YO2RR         599 071
QSO: 21074 PM 2015-03-14 1743 EA1HRR        599 S      S50P          599 041
QSO: 21073 PM 2015-03-14 1746 EA1HRR        599 S      OH2MQ         599 084
QSO: 21075 PM 2015-03-14 1750 EA1HRR        599 S      EA2XR         599 BI
QSO: 21072 PM 2015-03-14 1753 EA1HRR        599 S      EA2BER        599 BI
QSO: 21072 PM 2015-03-14 1809 EA1HRR        599 S      SQ3TGU        599 036
QSO: 21073 PM 2015-03-14 1811 EA1HRR        599 S      YU7AOP        599 053
QSO: 21073 PM 2015-03-14 1812 EA1HRR        599 S      HA6NL         599 048
QSO: 21074 PM 2015-03-14 1815 EA1HRR        599 S      UX0DL         599 074
QSO: 21076 PM 2015-03-14 1818 EA1HRR        599 S      YO2LDU        599 034
QSO: 21076 PM 2015-03-14 1820 EA1HRR        599 S      SP4LVK        599 034
QSO: 21076 PM 2015-03-14 1822 EA1HRR        599 S      EU2TT         599 033
QSO: 14070 PM 2015-03-14 1830 EA1HRR        599 S      EA2XR         599 BI
QSO: 14071 PM 2015-03-14 1833 EA1HRR        599 S      EA2BER        599 BI
QSO: 21069 PM 2015-03-14 1851 EA1HRR        599 S      RA3GZ         599 086
QSO: 14073 PM 2015-03-14 1920 EA1HRR        599 S      YL3FW         599 078
QSO: 14074 PM 2015-03-14 1923 EA1HRR        599 S      UR5FOA        599 084
QSO: 14073 PM 2015-03-14 1924 EA1HRR        599 S      HA6NL         599 069
QSO: 14073 PM 2015-03-14 1926 EA1HRR        599 S      EA2KK         599 BI
QSO: 14074 PM 2015-03-14 1929 EA1HRR        599 S      SE4E          599 105
QSO: 14075 PM 2015-03-14 1936 EA1HRR        599 S      OZ7DK         599 074
QSO: 14075 PM 2015-03-14 1947 EA1HRR        599 S      UZ5U          599 120
QSO: 14070 PM 2015-03-14 1951 EA1HRR        599 S      YB1BML        599 106
QSO: 14072 PM 2015-03-14 1957 EA1HRR        599 S      UT5UDX        599 177
QSO: 14074 PM 2015-03-14 2001 EA1HRR        599 S      EA7ZY         599 H
QSO: 14069 PM 2015-03-14 2003 EA1HRR        599 S      EA8PT         599 GC
QSO: 14075 PM 2015-03-14 2012 EA1HRR        599 S      SP4TXI        599 136
QSO: 14074 PM 2015-03-14 2014 EA1HRR        599 S      EE7Y          599 H
QSO: 14073 PM 2015-03-14 2023 EA1HRR        599 S      OH2MQ         599 204
QSO: 14074 PM 2015-03-14 2028 EA1HRR        599 S      OH3OJ         599 171
QSO: 14074 PM 2015-03-14 2029 EA1HRR        599 S      N3UA          599 103
QSO: 14076 PM 2015-03-14 2032 EA1HRR        599 S      EA8TC         599 TF
QSO: 14070 PM 2015-03-14 2036 EA1HRR        599 S      CU5AQ         599 112
QSO: 14070 PM 2015-03-14 2039 EA1HRR        599 S      EW6DM         599 087
QSO: 14074 PM 2015-03-14 2048 EA1HRR        599 S      YL2KF         599 004
QSO: 14072 PM 2015-03-14 2054 EA1HRR        599 S      EA2CP         599 BI
QSO: 14072 PM 2015-03-14 2103 EA1HRR        599 S      EA7HY         599 CA
QSO: 14074 PM 2015-03-14 2107 EA1HRR        599 S      EA8CSG        599 TF
QSO:  7050 PM 2015-03-14 2138 EA1HRR        599 S      F1RCH         599 186
QSO:  7050 PM 2015-03-14 2139 EA1HRR        599 S      G3SNU         599 119
QSO:  7049 PM 2015-03-14 2141 EA1HRR        599 S      ON6NL         599 293
QSO:  7048 PM 2015-03-14 2142 EA1HRR        599 S      SP5UUD        599 159
QSO:  7048 PM 2015-03-14 2143 EA1HRR        599 S      OO9O          599 095
QSO:  7047 PM 2015-03-14 2145 EA1HRR        599 S      IQ2CU         599 177
QSO:  7046 PM 2015-03-14 2146 EA1HRR        599 S      PA4PS         599 146
QSO:  7045 PM 2015-03-14 2148 EA1HRR        599 S      EA7AZA        599 CA
QSO:  7045 PM 2015-03-14 2148 EA1HRR        599 S      EA7GTJ        599 AL
QSO:  7044 PM 2015-03-14 2158 EA1HRR        599 S      EA2KK         599 BI
QSO:  7044 PM 2015-03-14 2203 EA1HRR        599 S      UT5UDX        599 292
QSO:  7044 PM 2015-03-14 2204 EA1HRR        599 S      EA7ZY         599 H
QSO:  3580 PM 2015-03-14 2212 EA1HRR        599 S      EA2BER        599 BI
QSO:  3585 PM 2015-03-14 2220 EA1HRR        599 S      ED1B          599 O
QSO:  3586 PM 2015-03-14 2222 EA1HRR        599 S      EB1TR         599 O
QSO:  3589 PM 2015-03-14 2226 EA1HRR        599 S      F1RCH         599 210
QSO:  3583 PM 2015-03-14 2228 EA1HRR        599 S      EA3HKA        599 B
QSO:  7043 PM 2015-03-14 2230 EA1HRR        599 S      EA2XR         599 BI
QSO:  7043 PM 2015-03-14 2231 EA1HRR        599 S      EA2BER        599 BI
QSO:  7043 PM 2015-03-14 2238 EA1HRR        599 S      EA7JOY        599 SE
QSO:  7046 PM 2015-03-14 2240 EA1HRR        599 S      EA7ESH        599 CA
QSO: 14073 PM 2015-03-14 2242 EA1HRR        599 S      AI4WW         599 051
QSO: 14071 PM 2015-03-14 2245 EA1HRR        599 S      W4UEF         599 154
QSO: 14073 PM 2015-03-14 2247 EA1HRR        599 S      VE2EBK        599 071
QSO: 14072 PM 2015-03-14 2315 EA1HRR        599 S      A61DJ         599 177
QSO: 14073 PM 2015-03-15 0652 EA1HRR        599 S      PD1ALW        599 077
QSO: 14075 PM 2015-03-15 0701 EA1HRR        599 S      LZ137LO       599 453
QSO: 14078 PM 2015-03-15 0702 EA1HRR        599 S      OM3KWT        599 150
QSO: 14073 PM 2015-03-15 0706 EA1HRR        599 S      OK2DW         599 113
QSO: 14071 PM 2015-03-15 0708 EA1HRR        599 S      UT5EPP        599 136
QSO: 14070 PM 2015-03-15 0709 EA1HRR        599 S      UA6CE         599 477
QSO: 14071 PM 2015-03-15 0710 EA1HRR        599 S      HB9CIC        599 090
QSO: 14074 PM 2015-03-15 0713 EA1HRR        599 S      PI4CG         599 483
QSO: 14074 PM 2015-03-15 0715 EA1HRR        599 S      HG8C          599 020
QSO: 14076 PM 2015-03-15 0720 EA1HRR        599 S      S50P          599 169
QSO: 14076 PM 2015-03-15 0721 EA1HRR        599 S      DL9KI         599 012
QSO: 14075 PM 2015-03-15 0722 EA1HRR        599 S      UT3N          599 005
QSO: 14071 PM 2015-03-15 0727 EA1HRR        599 S      RA3GZ         599 315
QSO: 14070 PM 2015-03-15 0731 EA1HRR        599 S      UA4FX         599 049
QSO: 14070 PM 2015-03-15 0733 EA1HRR        599 S      ON2AD         599 121
QSO: 21073 PM 2015-03-15 0739 EA1HRR        599 S      R7AB          599 229
QSO: 21074 PM 2015-03-15 0741 EA1HRR        599 S      RA9AU         599 140
QSO: 21075 PM 2015-03-15 0748 EA1HRR        599 S      EA8TC         599 TF
QSO: 21076 PM 2015-03-15 0749 EA1HRR        599 S      SP5TAZ        599 017
