START-OF-LOG: 3.0
CONTEST: EA-PSK63
CALLSIGN: 7L4VYK
CATEGORY-OPERATOR: SINGLE-OP 
CATEGORY-BAND: ALL
CATEGORY-STATION: FIXED
LOCATION: 
NAME: Hiroshi Matsuzaki

QSO: 21000 PSK63 2015-03-14 2137 7L4VYK     599	001    CO2WL	     599 122
QSO: 21000 PSK63 2015-03-14 2139 7L4VYK	    599	002    NT6K	     599 040
QSO: 21000 PSK63 2015-03-14 2141 7L4VYK	    599	003    XE2FGC	     599 032
QSO: 21000 PSK63 2015-03-14 2141 7L4VYK	    599	004    AE7TU	     599 016
QSO: 21000 PSK63 2015-03-14 2144 7L4VYK	    599	005    CO3GD	     599 061
QSO: 21000 PSK63 2015-03-14 2152 7L4VYK	    599	006    JI1CPN	     599 003
QSO: 21000 PSK63 2015-03-14 2153 7L4VYK	    599	007    VE3SXY	     599 009
QSO: 21000 PSK63 2015-03-14 2155 7L4VYK	    599	008    W0IZ	     599 023
QSO: 21000 PSK63 2015-03-14 2200 7L4VYK	    599	009    WB9VKZ	     599 020
QSO: 21000 PSK63 2015-03-14 2201 7L4VYK	    599	010    JR1EMO	     599 003
QSO: 21000 PSK63 2015-03-14 2201 7L4VYK	    599	011    JH7RTQ	     599 022
QSO: 21000 PSK63 2015-03-14 2208 7L4VYK	    599	012    K2EQ	     599 066
QSO: 21000 PSK63 2015-03-14 2213 7L4VYK	    599	013    CO2RVA	     599 059
QSO: 21000 PSK63 2015-03-14 2214 7L4VYK	    599	014    KE8M	     599 094
QSO: 21000 PSK63 2015-03-14 2216 7L4VYK	    599	015    W7ACW	     599 007
QSO: 21000 PSK63 2015-03-14 2218 7L4VYK	    599	016    VE5TLW	     599 018
QSO: 21000 PSK63 2015-03-14 2220 7L4VYK	    599	017    N3MOG	     599 006
QSO: 21000 PSK63 2015-03-14 2231 7L4VYK	    599	018    JS1IFK	     599 005
QSO: 21000 PSK63 2015-03-14 2234 7L4VYK	    599	019    JI1ANI	     599 004
QSO: 21000 PSK63 2015-03-14 2238 7L4VYK	    599	020    W0GLB	     599 002
QSO: 21000 PSK63 2015-03-14 2239 7L4VYK	    599	021    KD5J	     599 076
QSO: 21000 PSK63 2015-03-14 2242 7L4VYK	    599	022    VE3CXD	     599 004
QSO: 28000 PSK63 2015-03-14 2257 7L4VYK	    599	023    CO6HK	     599 064
QSO: 28000 PSK63 2015-03-14 2259 7L4VYK	    599	024    AC4ZM	     599 047
QSO: 21000 PSK63 2015-03-15 0723 7L4VYK	    599	025    RK3PWR	     599 264
QSO: 21000 PSK63 2015-03-15 0724 7L4VYK	    599	026    R7AB	     599 224
QSO: 21000 PSK63 2015-03-15 0725 7L4VYK	    599	027    RW0SR	     599 107
QSO: 21000 PSK63 2015-03-15 0728 7L4VYK	    599	028    LZ2DF	     599 148
QSO: 21000 PSK63 2015-03-15 0729 7L4VYK	    599	029    UN7EG	     599 104
QSO: 21000 PSK63 2015-03-15 0731 7L4VYK	    599	030    EA3JW	     599 BK
QSO: 21000 PSK63 2015-03-15 0733 7L4VYK	    599	031    RN4HFJ	     599 270
QSO: 21000 PSK63 2015-03-15 0736 7L4VYK	    599	032    OK1DKA	     599 162
QSO: 21000 PSK63 2015-03-15 0736 7L4VYK	    599	033    RD3FV	     599 089
QSO: 21000 PSK63 2015-03-15 0737 7L4VYK	    599	034    RK9AK	     599 090
QSO: 21000 PSK63 2015-03-15 0737 7L4VYK	    599	035    UA3PQN	     599 086
QSO: 21000 PSK63 2015-03-15 0739 7L4VYK	    599	036    UX0DL	     599 386
QSO: 21000 PSK63 2015-03-15 0740 7L4VYK	    599	037    EM2G	     599 060
QSO: 21000 PSK63 2015-03-15 0741 7L4VYK	    599	038    UA9OJO	     599 062
QSO: 21000 PSK63 2015-03-15 0741 7L4VYK	    599	039    BA2BA	     599 021
QSO: 21000 PSK63 2015-03-15 0742 7L4VYK	    599	040    RX6BS	     599 243
QSO: 21000 PSK63 2015-03-15 0744 7L4VYK	    599	041    YO5NY	     599 078
QSO: 21000 PSK63 2015-03-15 0745 7L4VYK	    599	042    EA2ASB	     599 BI
QSO: 21000 PSK63 2015-03-15 0746 7L4VYK	    599	043    YU5RY	     599 156
QSO: 21000 PSK63 2015-03-15 0747 7L4VYK	    599	044    UA3XO	     599 148
QSO: 21000 PSK63 2015-03-15 0747 7L4VYK	    599	045    F5GPE	     599 115
QSO: 21000 PSK63 2015-03-15 0748 7L4VYK	    599	046    YT2AAA	     599 112
QSO: 21000 PSK63 2015-03-15 0750 7L4VYK	    599	047    EU2TT	     599 067
QSO: 21000 PSK63 2015-03-15 0752 7L4VYK	    599	048    DL7UXG	     599 343
QSO: 21000 PSK63 2015-03-15 0753 7L4VYK	    599	049    UA9AFS	     599 109
QSO: 21000 PSK63 2015-03-15 0754 7L4VYK	    599	050    R3AQ	     599 009
QSO: 21000 PSK63 2015-03-15 0805 7L4VYK	    599	051    S50P	     599 071
QSO: 21000 PSK63 2015-03-15 0807 7L4VYK	    599	052    UT5ERV	     599 036
QSO: 21000 PSK63 2015-03-15 0809 7L4VYK	    599	053    RN6MA	     599 083
QSO: 21000 PSK63 2015-03-15 0810 7L4VYK	    599	054    SP6EIY	     599 286
QSO: 21000 PSK63 2015-03-15 0811 7L4VYK	    599	055    RZ3DZ	     599 054
QSO: 21000 PSK63 2015-03-15 0812 7L4VYK	    599	056    OK5NW	     599 041
QSO: 21000 PSK63 2015-03-15 0813 7L4VYK	    599	057    SP4CJA	     599 173
END-OF-LOG:
